"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"16",9899,4971,10348,10184,11285,7314,10284,9462,9310,6845,4780,4615,5444,9368,8836,11246,7517,10171,8290,5156,4845,5884,6610,7597,11383,7389,6880,10609,10302,6141,9595,9500,10767,5954,7970,4897,5996,8361,8532,6412,4970,7706,7958,11096,8724,6275,8957,8672,7958,6097
"17",10747,6263,7855,6025,6469,8182,6279,4895,8605,7844,4702,9675,6580,6627,8058,9887,10949,4611,8472,11595,11111,6709,11056,8249,4417,6677,6013,7622,9983,9670,6896,10026,6661,8761,4229,10965,5303,9107,4863,5330,6129,6297,7523,8017,6455,11240,4640,4147,11637,8740
"18",9230,8394,9661,5340,7736,10446,7892,10969,10208,7193,4042,9570,5820,7693,9982,11773,7962,5415,10912,5682,10269,6376,9880,8141,9860,5694,4727,9555,11980,5733,6085,4101,6753,7493,9328,5863,7271,6376,10198,7538,6332,7431,9046,6430,11447,8575,10386,11222,6016,9979
"19",4591,5219,11872,4216,10274,11885,4059,10644,8510,5830,5026,11997,9860,4853,5578,7337,5356,8515,6767,9736,9386,4003,5333,8992,4675,8280,6319,11573,6856,10912,7958,5151,11043,5759,9989,8644,9699,6407,9406,8051,7232,7806,9518,5168,11939,9502,7653,9117,9862,11911
"20",4609,9188,5996,6853,9589,5982,4220,11179,5445,6774,4589,4132,11968,5181,10072,5628,7625,8055,10643,4859,8392,6357,4112,5140,8919,10660,8925,4751,5772,5761,10639,9598,9165,9180,4973,6964,8434,6527,4334,6150,10267,9872,5859,4438,5157,10330,5114,10458,8744,6521
"21",11161,6825,6780,11567,11269,7556,6551,5783,9327,9058,10876,10549,7677,7977,6387,8304,11005,8389,7583,4402,9850,9135,6059,11318,4918,10669,9258,4115,11828,5196,11471,9480,11861,10512,4829,11758,7705,4218,6062,11728,11411,6374,8341,9948,9512,7824,9857,5294,4717,11518
"22",8515,4837,5720,6319,7424,10916,7234,8253,5602,4480,9415,6650,10178,9945,9546,11264,9858,5476,7130,11170,7930,10870,11348,5021,5761,4842,11703,5328,8662,6221,5262,8565,5424,4401,9675,6392,7029,6900,6833,10784,11294,8111,11554,5724,6268,7822,10685,9312,11429,7295
"23",5763,5711,5209,4670,9284,4847,6331,4856,11583,11119,8905,11901,11507,8624,6209,11185,7304,10925,8784,10624,10982,10224,4920,4107,6239,5268,8378,11987,8438,5741,7891,7664,8386,7782,6220,6119,7334,4195,11696,11932,6705,9887,5203,11068,10451,8541,4512,8665,11397,8113
"24",5609,11165,4017,8941,5689,7385,11459,11808,6099,9213,7737,8879,7340,6789,11868,5124,7720,8706,8370,6754,9099,5284,7961,4732,10217,6053,10731,11043,5417,8135,5220,11184,10398,10114,5430,9910,8491,10353,4489,10275,4180,7877,9202,7384,8449,10485,10459,9091,9805,5495
"25",4051,9984,8462,11214,10243,5057,6170,9442,10447,5834,9460,11193,10587,7860,5433,10613,6383,7647,11308,8879,5036,6846,8877,6180,9099,8990,11473,8674,8207,9623,11941,11758,10920,10487,8684,11773,11691,6557,4907,5454,5427,9616,4411,6968,10450,5708,8688,8607,7766,7901
"26",11651,7943,4640,6832,10817,7819,5315,4625,6843,5468,9442,6143,9377,5836,9794,5581,4474,10213,10791,8587,7190,11442,11494,5915,11823,11468,9083,9375,10642,11590,7367,11379,10852,5223,4246,4493,9484,7030,5201,11066,4163,6651,6024,5775,11880,4891,5429,6936,11821,7837
"27",10306,6811,5156,8308,8731,7983,9512,5548,5631,6978,8778,4103,8611,7940,9664,11049,4454,8207,10122,8304,10675,9178,11967,11238,8188,4274,11206,11138,11854,10724,11970,4440,7038,6070,6609,11551,10626,6403,8692,11369,7078,11235,11923,8600,4177,9184,7253,7527,5416,5130
"28",4005,4771,4866,5772,7479,7344,4768,8951,7007,7330,7302,5275,4413,5773,5849,5787,11143,11287,11339,10402,10217,9637,9883,7364,6055,10803,5545,9669,11715,9958,5119,10394,7155,9537,10789,10881,6371,10538,11340,4684,8457,7641,4327,9657,6706,7660,11486,8460,7257,4892
"29",5640,10750,4672,5984,6237,9189,9203,5992,5105,5618,5235,4143,4179,4311,10954,11784,4247,10296,7236,5461,5915,8744,9989,11517,8042,7947,5102,11719,5493,9571,9960,5951,10244,5899,9180,11170,5697,9695,4827,10152,9317,6988,6023,11878,6912,11105,11377,10725,9764,6896
"30",11118,7381,9715,11287,5230,7071,6304,9299,9870,9947,10012,7181,5023,10920,7398,9786,4301,7312,8955,7884,11084,8552,8020,10411,10904,10688,11327,8486,7675,7555,11584,11095,7830,4705,11194,9951,8496,7222,11916,6891,9502,11620,8717,4473,8221,11909,5029,7581,4303,9048
"31",10999,7785,6109,4459,8515,7858,4561,4778,7513,7463,9751,9976,5930,11976,6317,5185,9248,6453,11903,9669,7359,7707,9849,7007,6490,11403,9333,5631,5872,7034,4250,8777,4948,10498,8945,5344,8190,5736,10083,6890,10872,10654,11092,6002,9288,9477,5243,7794,5195,9224
"32",4889,6612,10239,7499,10081,9938,9589,9744,11487,11410,4622,5683,6520,8361,4148,5116,9598,6570,7348,8357,6551,11831,6103,10825,8192,7206,4466,10637,6570,6160,8073,8616,5669,9832,6624,10321,11475,11756,7539,6924,7935,6952,6952,8026,8969,11082,7289,4998,10265,11015
"33",10582,7238,7196,8292,10981,6975,11094,11489,11209,5359,9742,10486,10655,10073,8016,11125,7707,9362,4138,7840,9642,8174,7360,6459,8934,8963,11338,8004,4409,9791,6334,9250,7376,10465,7820,9381,9028,6006,7712,11952,7875,10025,7478,4581,4724,8268,5519,5310,6873,7732
"34",10397,10742,9656,7736,4856,10199,10375,9607,11845,8760,5581,6110,9939,6025,11787,9635,8940,4672,6212,7982,10224,9588,9651,4052,6276,10441,7768,8145,8394,8305,7913,4384,5107,9754,11302,6160,5280,11839,10526,5701,6255,8832,11778,10261,10768,11235,4906,8596,11182,4699
"35",6344,6920,6539,10563,6932,10850,9332,4610,10217,10708,10145,4475,6877,9124,4850,8383,11679,8714,10741,11165,5885,5699,5933,9579,8632,8799,6282,7458,8692,4581,11109,10124,4624,7520,6110,11644,9014,7657,11801,5560,5292,6603,6159,11058,6621,6354,4335,7881,8534,4654
"36",9614,9369,11582,11296,11157,11904,11247,8743,8121,9442,7020,7302,11117,7922,7721,9132,5815,9880,11119,11954,8956,9482,5807,4897,11071,9317,4979,6216,5009,11450,9515,7665,5384,11193,6720,7272,5240,10395,11437,4755,7743,8736,11544,4986,9651,4906,5332,8515,5380,9119
"37",11340,4298,11334,4913,7331,6095,7291,10149,8486,9507,10020,7837,4460,5377,4513,5183,4083,8238,5516,5626,6563,8614,4566,7620,11833,8943,10121,10138,6646,10731,6478,6088,10914,11698,10087,5759,11468,11297,9256,10007,5979,4654,11070,5123,4884,6134,9735,8003,9127,6998
"38",8106,9693,6390,9755,11672,11506,11870,6031,8642,8698,6054,4752,8345,11081,11129,6713,6976,11997,11370,7385,6009,11757,5709,5483,8252,10252,4643,9347,4302,7951,5897,11177,5558,7464,6424,11711,4082,8606,8357,11783,9581,8036,5391,7323,9298,9957,4505,7923,7903,6772
"39",11710,8300,11909,11377,8406,7291,4921,5585,4148,7148,8017,9010,10385,10443,8051,4170,10302,10233,7148,4190,4048,6753,5606,8780,11898,8535,4566,9447,8341,8311,11985,11310,7050,9785,4397,10097,5608,4448,4092,7317,6782,4610,7273,5047,8177,7410,6938,6074,8027,8269
"40",7126,6685,8897,4790,7031,11068,8090,7515,8581,7644,4462,6174,11846,7457,4574,8936,6715,4338,6867,5742,7112,11048,7525,8086,7642,11992,9400,6536,4300,10654,9949,8592,8252,5953,6257,10932,6302,10781,10469,6882,10834,4816,5038,7248,10987,4841,5798,11219,6724,9522
"41",10752,6823,10982,8427,11523,4798,4413,11843,7261,7161,7527,5887,11722,4452,6925,5722,9953,8847,7669,7420,7584,9780,10864,4426,7180,8983,11071,7060,8182,8505,11823,5518,7804,4614,5659,4217,7424,9380,7748,11025,7818,4518,5776,10426,7288,6941,7404,6790,4221,11698
"42",4001,11044,10642,7644,7981,5528,9807,9545,4652,9571,7842,11573,6386,8427,11264,10260,11737,11128,6533,7613,8905,9289,4228,10645,10213,6020,11735,6641,4700,6137,6045,7339,8294,10276,6967,4505,10738,6712,9664,8041,6025,6535,4060,4648,8819,7933,9816,8298,5683,9506
"43",11066,8753,4879,11463,6594,9736,4546,6490,5743,7906,7727,7985,6618,7049,11061,5697,8178,8141,11638,11889,4139,9726,4917,8142,11962,11706,5025,4417,10239,4084,6508,8007,7615,6837,10795,5626,10672,11764,4711,7848,4352,9129,6625,10157,9554,9930,10179,7278,11085,11142
"44",9442,8546,7550,6749,7515,8747,5053,10550,9195,10055,4344,7774,7233,5169,11697,9328,11862,5644,5305,7766,4690,9774,8746,5237,10633,6504,11125,9970,4634,11168,7334,10022,5790,10899,7816,7821,7296,6330,7639,8547,8813,11186,4650,11971,6549,6647,10156,7739,7837,5747
"45",8848,4462,4534,5930,5422,10778,4781,9157,8934,7323,9901,8759,7707,10514,8009,8698,7383,11087,6923,10033,9933,6969,4495,4721,6387,7236,10115,4639,8833,6371,11863,11701,11552,6463,5798,7643,4442,4765,4313,11131,6149,10787,6798,4609,7110,8339,11329,7148,4968,8953
"46",5955,10402,9051,9251,11695,8117,9518,9083,11956,9194,7716,8205,4512,5265,11148,9493,6481,11038,7222,7894,11005,6423,9737,5976,4836,5369,9093,10056,9351,4541,11493,4084,7783,4015,11644,6850,7198,11491,8315,6492,8038,9860,10884,11004,9517,5826,5518,9872,7281,9800
"47",5891,11255,10331,11741,9129,11653,4116,10105,7518,8690,8474,11939,5777,4792,6172,7957,7543,7742,10320,4846,11245,10761,7217,9861,6316,4381,9174,10340,7018,8892,5924,11929,9242,9317,8898,5575,10027,9571,4395,5409,8728,5081,5887,4326,11397,5294,11000,10694,10347,11189
"48",8217,10481,10970,9016,8680,8640,5195,6157,7434,10057,5804,8615,5732,5401,7961,5755,6160,9101,10161,4694,11861,4734,7449,5912,7769,4777,11012,9865,8449,5474,6459,5511,4637,10641,9541,7861,7490,11376,11530,8703,8514,7731,7763,6721,7991,8032,4703,7713,9869,11901
"49",4913,10181,10661,8174,11327,10097,10267,11873,7045,7617,7064,5752,10909,8507,5349,7931,8903,6035,10077,6350,8095,4753,9107,7498,4016,5382,11339,8457,11641,10569,10254,8108,11026,7308,4271,10627,10008,7116,9214,9194,11823,11948,4541,7454,9292,7352,6760,8866,9811,6511
"50",8254,7455,4059,9095,6360,9774,11033,10895,4037,6731,5970,11219,9453,6242,6764,10742,9381,7932,4420,9869,8667,8799,5312,4319,11512,8985,8312,8468,8712,4622,9345,11380,7949,8244,8870,6044,8054,5270,6345,9434,8292,8676,7067,11421,9536,10065,7883,9481,4830,8879
