"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"26",14,24,25,8,33,12,21,12,20,14,19,26,33,8,13,13,26,29,15,18,19,24,30,5,14,13,32,7,9,14,21,20,25,21,10,22,8,10,27,8
"27",21,20,26,17,31,16,30,7,9,33,27,30,23,23,31,22,6,10,9,27,31,14,7,16,9,10,22,8,34,25,19,34,27,25,14,9,17,11,19,13
"28",21,35,19,11,16,24,19,20,33,23,25,20,31,20,35,34,5,13,28,6,6,15,32,19,5,31,14,16,22,16,15,5,10,32,11,8,9,35,15,35
"29",22,13,12,35,23,10,34,19,12,15,31,10,16,16,32,21,14,34,12,28,34,13,21,19,32,16,28,30,30,7,9,20,25,31,5,11,26,8,33,16
"30",10,25,7,11,34,5,6,25,18,20,20,27,33,12,27,20,6,23,27,22,25,28,11,12,14,10,29,33,32,33,22,18,16,8,6,17,5,14,32,14
"31",28,31,22,12,8,19,21,6,10,27,5,14,11,25,20,22,11,29,7,10,29,10,27,8,14,8,20,35,24,32,27,12,27,22,27,26,7,20,10,5
"32",10,16,26,7,14,8,23,7,9,28,10,14,20,29,23,27,15,23,19,31,24,32,30,17,35,32,28,14,14,13,11,9,13,27,13,30,26,33,10,23
"33",5,10,17,16,16,30,12,33,17,17,13,23,10,32,29,8,16,26,22,15,28,9,25,17,11,24,23,12,7,26,9,13,33,16,18,29,10,34,17,30
"34",19,25,25,16,28,17,16,22,22,5,21,35,14,19,20,25,23,12,34,8,24,30,27,17,19,7,31,10,20,9,16,21,32,24,19,29,14,7,17,8
"35",9,34,15,29,19,34,12,34,14,29,34,11,17,30,24,16,29,31,12,14,27,24,35,10,17,32,15,10,15,8,35,33,32,16,30,29,12,18,15,17
"36",16,24,13,30,17,27,10,29,6,21,28,20,18,18,7,5,10,11,22,24,5,18,34,33,8,16,23,10,28,25,28,8,18,27,28,24,11,20,23,19
"37",18,22,21,20,10,20,14,15,23,16,30,23,26,12,26,34,30,20,30,5,31,22,13,7,7,5,19,30,6,18,8,11,35,33,34,31,30,14,12,12
"38",34,28,11,32,23,24,11,23,12,9,35,6,22,26,30,28,32,24,14,34,21,34,21,31,30,5,22,25,31,13,14,8,27,29,5,33,27,31,22,28
"39",28,5,14,34,10,24,8,22,31,26,17,13,12,10,8,26,22,16,6,19,10,22,34,34,16,32,14,33,30,9,28,31,19,14,12,18,25,17,9,22
"40",16,19,33,13,19,27,14,20,11,10,28,8,17,28,17,35,6,6,17,27,13,7,8,28,29,21,20,24,17,25,11,30,9,27,21,9,7,29,14,15
