"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"12",7,26,26,29,10,25,30,13,15,13,12,17,30,17,13,26,25,20,31,18,17,28,26,21,12,13,9,22,13,14,22,28,17,11,17,14,22,15,14,17,16,31,31,21,13,28,10,9,26,16
"13",9,22,24,13,10,31,8,21,27,21,30,23,20,24,11,9,15,28,29,28,8,13,23,9,20,24,12,27,13,14,18,21,24,22,13,8,26,11,26,9,8,10,19,13,22,12,17,13,13,10
"14",22,16,9,23,9,14,13,29,13,29,13,29,25,24,29,29,31,23,20,16,16,11,22,15,17,16,14,16,24,22,21,10,24,24,30,8,9,14,17,25,25,27,24,30,15,21,14,21,24,11
"15",15,17,19,9,29,12,23,22,11,8,8,17,8,12,22,10,11,13,13,16,17,23,16,16,14,28,15,17,26,19,25,23,18,18,17,28,14,26,31,20,10,8,13,26,31,19,9,22,14,18
"16",16,28,22,12,17,17,10,22,27,25,9,19,9,16,28,9,11,8,24,19,11,25,27,8,20,22,13,8,28,20,25,11,16,15,19,25,12,28,19,18,26,16,13,31,25,9,20,8,24,25
"17",31,23,11,20,14,16,20,12,12,31,16,23,14,25,22,11,29,22,26,14,29,14,30,19,17,24,10,9,16,23,17,9,11,24,22,23,22,21,25,20,23,27,25,16,14,11,20,8,28,23
"18",16,13,24,13,9,21,11,18,30,27,14,10,20,29,9,15,24,9,15,29,22,23,21,30,23,22,18,26,13,10,13,12,24,17,9,13,12,31,23,16,30,15,28,14,12,19,25,16,17,23
"19",9,13,28,25,27,29,18,19,28,14,15,12,9,16,15,8,13,13,16,16,9,11,23,24,30,23,17,29,22,18,12,20,30,27,14,28,26,19,23,10,12,11,13,21,25,16,27,20,18,20
"20",30,23,9,16,19,9,24,17,21,18,13,13,26,14,23,17,28,18,31,9,29,24,18,16,16,24,16,17,16,12,31,9,25,25,28,9,28,12,19,22,8,28,8,29,16,22,23,23,10,23
"21",13,17,19,19,17,25,29,20,27,29,29,9,9,19,16,13,22,14,28,18,8,27,30,13,10,30,20,15,17,24,27,10,22,12,15,27,11,15,10,24,15,9,17,26,22,23,17,10,21,18
"22",26,11,23,28,19,27,29,28,14,24,26,10,15,12,21,24,18,24,18,25,17,25,13,26,8,28,27,23,25,23,30,20,29,26,11,29,8,17,9,12,28,14,13,30,25,8,21,20,22,23
"23",29,18,25,9,24,8,11,10,10,24,14,18,9,16,28,19,28,9,31,18,22,15,24,8,25,12,21,25,23,25,11,12,16,8,19,26,27,23,22,14,12,27,13,19,22,24,26,27,11,16
"24",22,27,11,9,24,31,26,14,13,24,27,30,19,21,29,15,14,18,23,21,10,27,10,22,24,9,17,29,18,19,17,29,21,13,26,26,10,17,16,10,21,20,11,21,15,19,17,25,25,29
"25",14,8,13,23,21,8,23,14,13,24,16,27,29,23,17,10,9,14,24,19,17,21,25,15,23,23,28,26,8,10,16,26,29,27,29,26,22,9,8,8,17,25,8,11,11,21,20,16,25,14
"26",16,21,21,29,16,16,19,20,21,16,22,14,8,10,10,11,12,16,19,21,10,23,26,23,12,19,20,31,25,9,28,18,12,20,14,17,18,17,22,9,18,14,29,29,19,24,20,22,23,9
"27",25,19,9,23,24,9,14,14,30,28,27,26,10,28,18,17,24,13,26,16,25,23,23,19,14,26,28,24,16,18,9,12,25,8,19,21,8,18,25,12,15,27,14,14,23,26,29,12,14,11
"28",13,11,29,30,22,12,19,18,26,10,27,10,30,21,8,8,27,20,22,27,25,15,24,27,13,25,14,9,10,21,12,11,16,29,27,14,24,21,19,22,11,12,9,23,14,10,30,11,29,23
"29",28,23,21,9,30,28,30,9,21,27,25,25,30,29,25,22,10,12,22,19,31,13,14,22,16,9,26,15,22,22,30,29,24,15,11,10,11,15,25,23,15,18,30,20,27,16,16,11,30,17
"30",20,27,30,29,29,16,28,13,15,27,28,8,23,29,8,13,22,30,12,21,15,10,14,16,14,13,26,8,8,21,31,19,15,18,24,9,11,23,17,9,29,13,29,30,19,15,14,21,20,22
"31",13,17,12,27,11,29,13,16,22,27,16,28,18,30,22,17,25,23,19,24,23,29,10,27,11,17,17,31,30,13,29,9,12,11,14,10,25,30,7,18,27,23,22,18,8,26,31,17,17,30
"32",27,17,7,20,25,17,24,18,11,11,19,15,22,20,13,30,20,22,16,12,18,10,26,15,12,14,19,17,27,20,11,28,30,20,12,24,24,28,8,17,19,15,16,8,28,25,14,20,21,25
"33",26,17,8,19,8,23,31,18,20,25,8,21,29,10,20,24,19,20,20,23,15,13,18,17,22,20,29,31,9,19,8,14,15,23,28,27,16,27,15,24,30,9,12,17,24,8,10,28,26,13
"34",18,29,10,25,19,21,13,15,22,10,21,30,30,27,27,23,25,19,18,10,26,12,31,26,21,30,17,10,12,13,30,28,13,22,21,15,21,16,14,18,22,23,20,28,25,27,22,18,21,30
"35",22,21,20,26,30,10,8,24,11,25,21,19,13,9,17,22,12,20,15,12,25,29,20,21,29,16,22,30,22,9,16,23,20,28,19,26,24,24,10,24,16,13,20,17,21,12,21,11,27,26
"36",31,11,25,23,13,20,20,12,15,28,11,19,14,24,20,8,18,27,31,12,30,23,10,16,10,16,29,27,19,9,17,9,9,28,16,31,13,25,28,29,18,30,12,11,13,12,16,10,12,15
"37",24,26,27,14,16,31,30,28,9,15,7,15,13,22,18,9,24,14,9,30,15,13,30,18,20,17,21,29,29,30,27,8,10,31,24,29,15,22,28,27,30,21,24,17,19,16,8,19,15,28
"38",9,20,27,10,22,17,24,11,7,11,16,10,28,8,12,27,11,29,16,21,12,31,21,16,13,19,16,18,18,10,16,30,10,29,27,11,13,13,10,11,24,14,12,14,24,24,13,14,28,13
"39",14,16,10,16,27,19,18,24,20,12,28,14,20,12,24,21,28,23,30,23,12,23,22,15,10,19,10,27,13,14,13,30,20,21,13,29,13,10,26,25,27,24,25,10,18,15,8,22,28,24
"40",26,24,31,28,12,14,22,15,28,19,21,23,25,24,16,12,19,26,25,8,26,21,16,12,18,23,14,17,30,13,28,19,11,14,18,30,12,14,8,11,30,21,23,13,20,23,25,25,13,21
"41",16,25,14,20,20,10,14,23,24,30,18,10,15,31,27,9,9,18,16,19,13,20,16,25,29,16,16,23,8,9,13,10,9,18,10,21,8,9,27,26,17,8,20,22,28,15,20,11,16,31
"42",24,13,12,12,31,23,17,13,13,8,24,10,23,10,30,21,25,15,13,8,25,19,11,21,19,11,30,27,16,26,17,9,24,29,16,10,20,10,19,8,22,11,9,9,19,22,20,23,18,17
"43",17,18,18,10,24,31,24,23,25,21,26,26,13,11,24,15,20,30,22,16,25,17,14,23,26,28,12,18,15,11,17,8,29,11,24,13,25,24,13,13,25,27,11,9,29,10,19,21,16,22
"44",28,30,22,30,20,9,10,10,21,26,31,18,10,21,31,9,27,15,10,29,23,30,11,8,26,21,8,17,10,26,24,9,21,13,13,23,16,8,11,11,14,12,9,16,12,14,10,29,16,23
"45",20,8,28,10,29,14,26,17,12,14,13,8,21,24,23,28,8,23,16,28,27,17,7,17,24,25,26,14,10,8,16,15,15,24,13,30,28,8,11,10,8,20,23,11,31,17,14,29,10,14
"46",16,17,24,22,23,25,18,27,27,30,18,31,11,26,27,22,29,15,18,27,29,19,10,29,26,29,8,17,31,24,9,19,25,31,14,13,11,21,8,26,14,30,28,9,22,15,15,17,9,12
"47",31,17,15,24,11,22,12,24,10,21,27,30,18,10,8,10,23,16,25,13,9,15,14,20,31,14,28,8,24,24,11,10,8,13,10,13,26,13,10,21,29,18,22,11,16,8,29,17,14,14
"48",10,19,23,8,11,29,9,26,19,14,27,31,9,23,29,20,28,18,12,16,16,20,29,29,11,22,18,29,13,18,16,22,13,23,22,30,26,30,13,19,31,15,20,14,8,31,23,10,22,18
"49",21,10,31,13,26,27,22,20,28,21,8,19,16,18,11,23,9,24,14,22,26,18,10,26,13,8,26,29,24,22,25,12,22,29,9,29,20,31,31,15,12,21,13,27,20,16,22,21,14,22
"50",15,27,16,19,12,20,28,21,15,12,9,25,31,8,21,24,18,15,16,14,25,29,12,23,26,27,16,29,17,17,17,25,25,13,15,22,15,27,27,17,23,15,24,22,20,8,11,18,8,15
