"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"11",6069,8304,7192,4014,6036,4498,7661,3499,3159,3920,4616,8511,7019,3220,4967,4521,4570,4885,4902,7851,4894,4068,6504,6406,7119,7126,5405,7174,7528,6156,5897,8232,7344,3373,4630,8593,8115,8800,8046,4490,8059,5378,6009,3246,6287,6734,6701,8634,8412,7843
"12",6053,4546,6927,8366,4102,8146,7989,6841,7790,8994,7190,4865,5791,8108,3558,8758,5591,3421,8521,4155,4201,5162,3036,8706,7499,7588,4588,3111,7911,3658,8279,6712,4610,3952,6615,7851,4599,7570,3895,7788,3723,8969,7268,4487,4455,4279,5378,4708,8224,7596
"13",7645,5556,3987,4175,3985,7280,3087,7851,8509,5223,8228,4390,3661,3925,3576,7416,4867,5212,5828,7704,4823,7402,5001,3002,3257,8760,6257,3173,6665,8693,8401,8487,5813,6846,3400,3852,6521,5319,3784,4911,3240,3438,7781,7853,6957,4582,5017,4854,7536,3143
"14",4973,8945,4500,4627,6247,4128,3180,7214,7231,5420,4921,7899,8704,4447,4399,4573,3912,7819,4558,3063,6205,3559,6548,7860,4171,8921,3240,4852,4189,6935,6688,6332,5672,7265,4096,5261,4465,4979,4979,5079,5853,8119,6985,8813,4735,7295,3084,5769,5185,7684
"15",3534,5951,3054,8896,6170,5344,5419,7122,3167,6107,6415,3995,4777,8388,5426,5039,7699,6409,6126,7921,4728,7128,3848,3986,5298,3563,8962,7215,8089,4993,8364,7977,6886,3435,6135,8565,4275,3504,6433,6703,5468,4812,7267,3351,3572,4340,5991,7546,7001,5051
"16",3557,3361,3032,4365,5371,7205,3571,6814,3216,8602,4313,7865,8540,8234,4094,7995,3194,5883,8630,3998,7700,3860,5784,8948,4553,4282,8296,8661,5375,4534,7965,4252,7267,3751,4312,4887,6133,6884,4848,8846,8123,4735,4877,7123,8778,6701,5823,3873,7516,4739
"17",5093,8447,3973,6721,3412,6330,3867,6822,8470,8010,6983,5949,5440,6590,6764,3922,5947,5519,6105,4688,5373,8543,5847,3536,3576,7772,8070,7181,4649,6885,3737,3347,7124,8354,5950,5009,3335,7305,3257,5023,5255,7677,8025,6774,8811,3453,6922,8056,7443,4504
"18",6922,7161,5337,4223,6908,7373,3272,3497,4913,8375,4872,3524,8933,3184,4641,8393,5026,8326,4237,4936,3732,4080,7299,7559,8476,8739,7258,3567,8847,7086,4634,5284,5109,4416,7431,6532,5656,3410,3183,8124,4126,7392,7906,3615,3481,6921,5986,5093,6802,7399
"19",8773,6657,3935,7703,4707,3231,4314,8860,8741,8879,4840,4104,6976,3791,6359,5672,7852,8678,4143,6700,3216,8795,3076,8062,8150,7448,8585,4068,3369,5658,5065,3221,8242,5627,3987,3020,7074,7710,5985,3199,5647,3196,7047,5263,4995,8484,3792,6271,4178,5833
"20",5980,5377,6925,5451,7972,8867,8588,7512,4034,6618,5372,5683,6664,8844,5157,6500,7836,7784,6197,7665,8403,8163,7229,3782,5586,6321,7613,3208,5970,5426,7860,8188,4349,3553,7832,6312,7315,8033,5343,8034,5225,8450,4758,7965,8055,7476,6655,7447,3169,8628
"21",5127,8502,8809,6923,8372,3059,4750,5531,4151,8597,6680,4929,4159,4792,4417,5486,6443,7103,3900,3698,4926,7180,8157,4723,8971,6058,8307,4587,4272,3108,3456,5763,6009,7066,3870,6801,5253,3088,5110,4256,3999,8589,5373,5497,4243,5317,6571,6655,7567,4757
"22",6339,5219,3254,3740,8771,6708,7452,7515,6527,8062,4603,5710,8662,6549,6133,8442,8618,8489,7547,4911,5115,8173,6369,8380,8858,3873,5025,7216,4139,5352,4480,4247,4384,5718,4029,8353,4106,5535,3818,6880,3321,3823,5462,4230,8430,8569,4061,5545,7481,6403
"23",3636,4834,7789,3367,8436,7080,6847,8069,3025,8783,8458,3966,4165,7070,4789,7851,3288,3965,7481,4386,7890,8013,3178,8742,4677,5929,8685,7797,8563,4652,4624,5730,3449,8395,3146,6616,5878,7721,3380,6684,7261,6345,3884,7205,6275,3417,8091,7407,8477,5107
"24",8825,6891,4192,8429,6127,6001,6388,5941,3832,6024,6865,5013,3444,6207,5357,5131,5201,4197,4363,4945,5573,3614,5275,8241,5039,8508,7775,6746,4325,3139,4653,3658,4517,4379,7354,7758,3243,7115,7205,6829,6828,8810,5406,3637,3703,5421,3087,7702,3945,4656
"25",7270,3700,6750,6942,6926,3898,3309,8497,7010,6699,6970,4236,6403,4446,5878,3191,7377,7386,6357,5261,7989,4878,5045,8784,3887,6110,8180,5352,7535,3518,5767,5756,3884,7674,8774,7411,8380,4199,7897,6531,4651,8934,6142,8362,6132,6656,7209,6378,4567,6159
"26",5243,5555,6635,4488,7071,4791,8353,4745,8331,4568,4347,7053,4738,5985,5042,4882,3963,3505,6053,8674,3676,3437,5626,5182,5313,3132,4387,8258,6310,4885,6896,7402,7639,5036,8564,7273,8705,8504,8136,7507,5628,6625,6741,8410,5178,7784,8786,6458,3579,3234
"27",7001,3183,8595,8144,3846,3573,6456,6175,4279,8375,3431,4812,4214,7759,3176,7215,4331,6584,6086,3424,7144,8950,5167,6659,6847,4527,3282,5051,7372,8338,4403,6940,7741,8675,4185,3525,3641,3966,8651,6937,5213,3951,6820,8770,5977,5497,8059,3657,8406,8398
"28",3793,7842,6182,6349,8667,3921,5213,8954,8160,4287,4651,3928,5473,8409,7868,6559,3585,5293,5818,7809,6024,5168,8731,4116,5282,5197,6091,6456,7940,5555,7521,5294,7634,8935,4780,7804,6396,3727,6524,5841,5667,5774,8037,4241,3038,6841,7600,8946,7100,3810
"29",7699,7538,5883,8496,5227,6826,7431,8668,7287,5713,5792,4180,3401,3042,4816,7462,3371,6099,4983,7110,7749,8955,5648,6262,6287,7318,7962,3604,4609,4173,6766,8275,7353,3929,4083,6137,7909,3871,7623,6926,4896,3986,7692,6740,7359,3072,4858,3019,3794,4812
"30",4945,8997,7384,8848,4283,8815,6650,3563,8792,4948,6580,3777,4043,3966,7700,3422,5375,8983,6030,4412,6646,5567,5105,6121,4654,8115,7560,6803,5644,3769,6178,7285,7702,5347,3785,6066,5738,4005,3324,5841,4473,5663,5149,5957,5099,8329,8499,3589,6313,6991
"31",6618,8832,3189,8231,7887,7840,4511,8970,8740,4937,7397,3911,6617,5587,7506,3381,3734,7418,7654,3992,7305,5274,4877,3846,6894,5643,3054,5819,5101,4997,5550,8617,7636,7483,5011,6505,5783,4774,4415,7707,3113,3383,3619,4786,7447,7059,4124,3856,7325,6640
"32",6278,5624,3667,4957,8582,5843,5066,3191,5040,5430,8126,3336,6264,3334,5481,3909,4236,4143,3687,4194,6835,4826,8227,8248,6323,4085,4081,4444,8945,3446,3139,6423,4294,3800,8880,5530,7810,4102,4966,3981,6691,7854,7221,3956,7220,3263,6087,4987,3756,5539
"33",5997,6793,6374,4786,5834,8996,6184,8933,5332,7900,5670,7176,4860,5769,4747,3558,6970,8900,3478,5973,7687,6859,8919,5268,8467,7032,8486,4563,8191,7351,4385,7211,3419,5272,3617,7107,6083,7523,7324,6700,7587,6390,3074,6850,5642,7045,4687,5118,7951,8196
"34",3571,5601,3420,7039,3090,7798,7212,5603,6696,3236,3158,7821,7455,8520,6740,6044,3857,3300,6242,8029,6118,3899,5358,3449,3362,5880,7610,3992,4322,6725,3966,5290,5225,5478,6276,3721,3064,3751,5597,6199,6724,8104,5685,7057,8863,7480,4560,6260,3430,4572
"35",6826,6237,3012,5461,7002,3986,8798,6531,8991,6523,4214,6763,5111,7699,4983,5333,7427,6914,3552,7301,6931,5327,8038,7828,4252,4710,7917,5621,5275,4047,7777,7323,3755,5093,4915,6366,3171,8738,8497,5935,5458,4518,4422,6174,3028,5448,8271,4613,6362,8488
"36",3991,7896,3026,8282,3696,4859,4769,3116,6812,4509,3660,5905,5198,7716,5232,6616,5548,5684,6248,4034,8637,4802,5441,4730,3333,8566,6803,6186,3580,7551,5927,8231,6545,5096,8776,5614,3296,8737,7111,4158,7460,5423,6205,4216,5318,3221,5444,6629,8865,4879
"37",7476,7585,5408,6155,3444,4529,7312,4540,6550,4055,4919,5858,4449,4495,6159,4958,6466,7043,5117,6948,5537,5279,6766,6997,6567,3752,5562,3158,6292,7066,6128,4063,6766,5396,4292,8614,7796,4342,3001,7735,3798,6981,3917,7970,4704,5502,3742,3003,7881,4785
"38",7779,5651,8296,3039,3550,7305,4568,3332,5048,4759,5219,6762,4839,5117,7841,3883,3460,8192,6311,4683,7876,8519,3465,3387,5409,8784,7615,7723,3604,6863,8497,3464,8970,6128,7810,4503,5338,7504,6127,5534,5226,7350,4056,8776,8664,7261,5656,6176,3012,7489
"39",7619,8304,5282,7418,4065,3981,6968,3283,3358,6867,8256,7416,8097,4399,6674,8237,3269,5646,8013,3900,3995,4701,5260,6468,6452,5746,3056,7609,7200,3394,8165,4455,8463,4846,6919,4919,3639,5067,4622,7478,5033,7115,5751,6178,8959,4276,3696,8900,3948,4065
"40",8827,6586,7837,7405,5472,4733,5057,7882,8905,4038,6746,8239,8238,6150,3749,4481,8526,4106,7634,3273,6448,3433,8434,4312,4684,3702,8688,7292,7998,8622,7145,3835,6478,6811,5512,6200,6291,4527,6673,4652,6610,8891,5390,3326,7371,6492,3642,5764,6726,5687
"41",5866,8532,4835,5959,5074,8981,5308,6529,4446,6226,4001,3104,4434,6592,4256,3990,7268,3635,7930,6306,3644,7195,3281,5835,4488,7862,8700,5731,7493,8611,4213,6932,6556,3134,7889,6863,7584,5698,6549,5050,4901,6247,8242,7619,8726,8152,7915,3870,3436,5106
"42",4554,5400,5116,7076,6091,6259,8977,3325,8961,4700,6889,5527,6565,3344,3880,4859,8399,6698,5064,3273,4655,8652,7501,6961,5992,7148,3045,8271,7819,7961,5873,6767,8750,3108,8451,5161,5928,8167,3657,3676,5011,7526,5901,7713,7463,4661,8579,5897,8082,6766
"43",6024,4681,8910,7695,5390,8835,4680,6813,5301,7118,3224,6946,3719,5632,3450,3392,8578,7375,5698,6659,7943,4699,7409,6624,6013,6607,8585,6253,8044,5033,3005,6029,7106,4266,4624,4956,3166,5269,8420,7561,8279,3961,4086,3168,3836,7473,5500,8430,3244,3249
"44",5133,5462,8407,6830,4445,8980,8800,7994,6238,4283,6222,4360,6195,8171,4340,8616,7335,8854,3943,5046,8403,5134,8843,3492,3477,7100,8560,4193,3428,6005,8390,8243,6226,4587,5389,3222,3387,5023,4739,3710,3797,7147,6582,6816,7185,3816,8732,5788,7368,4368
"45",7761,6504,5155,8934,3336,7695,8101,5681,5618,5052,3879,8867,8117,7388,4156,6672,4358,5309,4558,5250,5783,8687,3888,8311,3202,5515,3108,8185,7038,7778,8015,3883,7522,5057,3996,8082,6361,7779,8188,3228,4864,6058,6804,3751,3730,6816,6775,6802,5404,6322
"46",7296,6798,6091,5750,3358,6851,3218,3037,8905,8233,3675,3027,5688,6257,6695,3551,7563,5431,5799,4828,4658,6627,7204,4219,5424,8282,3504,8599,6645,4692,7703,5565,6622,3815,5674,3114,6507,8229,7887,7879,4178,5885,7478,3837,7546,3097,4559,4981,5772,4901
"47",3846,4719,4490,3355,4479,7695,8343,5928,8635,5626,6626,6019,8953,5729,3977,4624,5061,8003,3721,7887,6893,8364,5597,8689,7608,5901,4539,3530,4741,3695,3509,5851,7257,5019,8132,6468,7516,8803,6896,5930,5969,5602,3302,4913,6736,8299,8916,7536,6486,8502
"48",3551,3058,7345,4924,7995,5659,8948,8128,4527,3815,5358,3570,6603,8563,4015,7911,5135,5567,6877,6612,7257,3648,3530,8921,4814,3871,7967,7597,6142,6614,8551,6918,5672,5486,8144,4798,3398,5189,3393,7283,6913,7539,8828,6513,7341,4498,4173,5628,7862,8049
"49",8330,5112,5941,4348,6779,6414,8094,8145,5786,5311,4186,4978,7329,7219,8358,6052,3175,6984,3093,4460,4352,3502,5181,7269,9000,6555,3040,4261,3372,3574,6498,6217,8571,6343,5344,6878,3208,3650,5274,5142,4138,8160,5870,8658,5690,8191,8658,5192,8620,4667
"50",6121,8951,6222,4022,6039,3937,6670,7872,4408,5699,4481,4749,3313,5079,5640,4268,5234,3679,3267,5460,6123,4225,8274,5553,5626,7774,5982,5783,8670,7643,8584,4313,7535,4600,6404,7303,3889,7554,6763,6441,5148,4124,3190,6651,5075,6675,5218,5458,6359,8264
