"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"27",236,366,264,263,245,567,436,510,402,317,355,664,373,625,683,318,345,334,223,238,676,534,339,503,770,543,211,623,222,251,203,702,417,272,464,213,297,355,397,295
"28",386,537,570,389,201,664,682,211,701,280,384,348,743,385,316,449,752,720,210,412,279,665,474,430,629,453,690,220,469,387,354,451,354,522,340,615,555,225,496,724
"29",251,735,413,434,462,650,502,379,512,644,648,551,656,347,637,539,274,474,301,447,684,304,793,444,512,287,285,514,720,258,406,796,704,765,404,233,405,302,433,339
"30",685,329,606,230,505,597,440,732,728,447,436,202,649,530,562,559,356,786,378,521,657,321,486,239,388,693,425,771,587,328,644,568,277,414,661,530,592,491,312,305
"31",540,222,440,427,376,442,392,414,522,229,282,561,682,498,374,548,239,208,269,448,469,587,602,351,301,651,740,507,785,752,273,575,313,586,780,298,259,773,578,449
"32",619,794,502,336,555,686,390,775,766,229,250,757,441,569,485,735,766,786,461,533,423,792,396,416,487,783,445,595,712,297,294,487,743,426,660,237,681,363,729,217
"33",300,783,349,277,364,499,609,554,367,593,311,419,662,441,605,439,551,712,751,700,731,684,679,522,279,413,589,746,280,651,441,482,324,409,267,369,430,439,794,409
"34",718,443,728,692,643,311,672,270,746,239,301,373,214,757,552,529,667,210,758,318,473,449,567,735,489,645,230,364,588,346,684,230,602,421,639,451,408,595,737,702
"35",650,488,711,323,650,668,382,708,463,215,644,504,595,589,402,359,276,339,756,315,230,621,347,456,519,319,440,692,702,385,790,311,303,460,488,776,536,750,749,561
"36",281,219,360,512,339,595,318,788,597,453,540,596,281,617,300,308,569,531,507,668,481,497,672,670,574,358,291,560,247,291,564,467,596,355,543,584,330,433,795,672
"37",448,772,635,235,248,470,540,407,712,273,279,352,548,675,588,537,388,726,389,627,773,564,652,421,305,412,322,394,349,511,593,708,227,477,265,701,544,731,314,413
"38",562,275,662,379,551,504,598,722,417,587,769,585,485,249,743,355,599,518,607,338,249,243,466,302,537,239,442,261,762,670,465,525,795,664,740,273,206,375,579,764
"39",590,792,457,366,489,328,732,733,438,224,456,586,785,662,334,644,373,777,349,565,515,261,799,271,773,676,462,223,763,499,546,450,748,389,259,331,419,734,308,748
"40",213,256,396,769,383,578,252,718,711,694,325,346,375,574,287,315,684,749,673,559,511,377,597,702,335,253,388,591,581,643,470,732,800,476,674,636,227,445,413,353
