"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
"24",17,24,43,43,15,28,33,31,15,22,44,16,20,26,33,15,24,28,36,35,43,23,35,39,25,37,30,18,31,38,18,38,39,45,23,42,25,40,38,23,32,38,35,23,27,28,30,33,38,45,29,17,45,34,27,23,29,18,36,40,27,24,23,26,28,24,26
"25",43,24,33,20,20,20,22,18,24,36,35,27,18,20,39,30,35,15,29,18,32,24,31,36,33,37,41,26,45,31,41,33,23,45,32,15,21,29,39,27,31,30,44,25,31,17,33,44,42,37,22,22,21,30,22,26,29,30,24,41,37,19,44,21,19,37,34
"26",21,21,22,23,37,37,40,43,18,31,31,21,20,36,38,35,44,33,35,37,36,24,16,39,22,22,20,30,40,15,17,39,23,34,26,44,36,36,33,32,34,40,35,19,43,39,41,42,15,31,41,32,17,24,20,19,40,45,21,18,35,29,22,37,23,29,17
"27",23,37,17,21,40,27,39,38,31,37,15,18,23,45,45,23,21,31,33,31,23,38,26,29,43,38,42,25,17,43,25,23,35,17,26,45,24,28,32,16,33,26,33,43,16,19,17,15,24,31,21,41,20,28,35,16,28,21,31,15,32,32,34,26,19,38,31
"28",33,15,42,29,40,32,34,20,34,25,35,44,29,40,17,40,41,44,39,18,23,15,45,20,39,33,45,20,34,25,42,39,18,45,33,37,36,35,17,19,18,31,32,39,19,17,27,40,34,27,22,37,33,15,36,32,18,18,20,23,38,43,28,41,28,28,40
"29",22,15,36,24,26,39,25,42,27,23,39,37,36,24,21,37,18,42,18,23,43,41,27,40,37,22,31,19,24,33,16,37,45,31,24,43,43,28,37,41,39,26,21,18,20,25,18,30,26,30,20,43,35,20,22,18,15,41,22,25,40,34,43,36,33,21,30
"30",40,27,20,17,34,42,18,33,18,38,19,23,43,30,28,38,27,23,38,38,41,39,17,27,40,43,18,32,43,20,17,32,27,17,30,25,24,16,26,44,45,45,32,26,32,39,39,23,24,33,32,39,25,35,25,28,33,16,36,23,45,33,24,41,15,34,45
"31",24,34,22,39,29,43,16,17,39,41,33,45,44,39,45,43,26,29,31,23,31,39,33,32,16,15,31,29,15,24,21,39,42,28,38,36,32,20,26,41,34,25,40,24,36,27,30,16,24,35,35,29,33,25,41,24,27,38,19,35,44,15,18,18,20,35,32
"32",15,32,42,27,26,45,39,27,29,36,18,26,45,39,44,30,27,18,34,19,36,18,15,39,27,20,36,39,21,22,39,31,24,15,17,32,30,31,30,27,28,36,22,33,20,21,30,23,25,40,30,29,36,26,20,31,17,36,41,29,33,19,44,16,34,34,42
"33",40,45,35,23,43,41,24,35,15,44,25,43,32,41,27,36,34,42,34,35,23,45,22,17,15,16,43,20,33,32,18,15,39,42,28,23,32,39,34,45,18,22,43,32,27,42,41,26,31,45,38,29,21,38,26,16,20,18,17,33,27,43,21,31,22,33,38
"34",40,23,18,20,22,22,15,28,44,28,40,32,30,36,37,34,28,43,38,34,45,26,39,36,39,28,19,23,45,17,43,38,18,27,31,19,26,37,32,30,39,19,16,43,19,21,31,23,41,20,25,43,43,21,39,42,34,17,32,22,40,45,35,15,41,18,25
"35",29,26,23,28,43,25,24,20,43,42,30,27,25,39,40,23,25,21,30,28,31,20,44,20,29,28,18,20,20,37,35,23,37,26,27,15,33,34,18,15,43,25,38,29,29,15,31,38,39,31,27,23,24,23,22,36,41,17,38,34,21,31,39,35,44,40,15
"36",18,24,28,18,38,24,30,44,36,26,29,15,19,39,32,22,40,29,42,43,19,19,16,24,35,45,38,29,39,33,37,44,15,20,22,27,24,42,43,45,27,26,24,34,29,44,45,32,44,40,27,37,43,37,40,16,32,22,22,35,31,21,33,22,40,23,32
"37",31,39,42,21,44,23,30,18,45,18,15,24,39,34,21,19,26,40,37,43,31,33,15,19,38,28,33,20,17,26,41,29,23,37,17,15,16,44,25,37,25,34,18,42,18,40,25,24,39,39,19,39,21,25,37,39,18,15,27,42,28,35,42,26,40,36,18
"38",37,32,45,20,29,33,41,33,22,32,42,16,27,33,19,37,31,28,34,23,16,17,32,34,25,30,44,34,24,17,16,25,35,15,37,32,37,42,19,29,21,24,36,34,29,42,36,38,17,17,45,25,41,38,28,32,33,24,32,34,32,33,26,16,32,31,29
"39",41,22,31,29,25,25,31,27,41,17,18,15,22,40,28,19,44,45,15,15,42,16,27,43,45,27,37,30,32,39,28,42,21,36,42,30,17,31,37,25,43,30,43,33,24,35,44,15,20,19,43,21,24,29,20,22,27,45,45,22,25,28,30,28,42,33,16
"40",17,27,30,34,23,39,40,26,22,45,22,17,25,22,31,34,41,41,25,15,41,26,19,41,15,16,15,22,25,44,18,26,24,26,21,20,26,42,28,19,33,15,32,22,26,42,18,21,16,21,19,31,40,36,22,24,37,19,43,33,35,27,18,38,45,22,22
"41",19,26,18,21,25,34,39,28,34,33,30,36,43,25,18,38,32,38,27,27,20,37,43,37,29,44,22,42,21,22,37,17,27,40,27,34,26,38,40,32,42,43,16,39,33,42,38,15,34,28,19,31,15,41,31,29,19,44,41,29,40,32,31,22,18,30,15
"42",17,38,40,30,27,27,20,24,33,44,37,42,27,18,22,17,45,18,45,42,30,38,39,33,38,26,40,16,45,30,19,21,40,26,26,16,27,45,32,21,21,41,41,15,22,27,39,34,43,43,45,27,44,31,29,43,15,16,19,30,40,24,39,18,23,37,15
"43",18,45,19,35,27,22,43,20,31,31,24,39,43,28,43,43,35,24,23,40,18,38,34,30,21,41,37,45,16,30,41,40,22,15,21,19,44,21,22,42,25,26,17,28,22,35,16,30,43,40,23,32,29,20,40,23,23,45,38,39,38,16,25,35,34,43,19
"44",22,44,44,21,20,45,22,37,16,27,45,27,42,40,15,36,30,24,44,20,28,39,22,44,15,21,44,39,36,26,30,24,27,29,40,43,37,22,20,26,37,33,29,22,25,45,28,17,32,29,30,28,26,18,29,32,22,33,38,38,18,44,30,44,31,38,42
"45",16,15,29,40,27,42,32,42,40,45,23,43,29,30,45,21,19,21,28,20,22,20,43,37,42,23,27,27,22,43,32,36,15,31,30,44,39,45,24,20,32,40,19,29,32,22,20,45,16,26,22,27,35,35,37,28,33,18,18,22,36,16,17,40,33,30,38
"46",39,45,38,18,22,45,31,25,29,37,35,36,40,16,22,28,16,42,42,15,45,18,36,20,32,40,36,17,34,38,43,29,25,40,20,16,35,23,22,36,44,37,30,23,19,39,42,41,16,17,32,29,31,15,23,29,31,30,16,23,15,39,42,45,40,29,33
"47",18,36,36,41,35,37,38,37,41,41,24,37,37,32,15,23,33,17,29,44,30,25,20,22,22,25,40,42,32,24,19,42,24,15,17,27,32,17,27,24,41,37,29,44,15,23,22,20,45,36,44,33,41,22,43,42,30,34,43,28,31,45,16,33,26,23,31
"48",29,44,40,17,18,23,18,24,32,42,37,27,15,30,34,22,24,28,26,20,36,40,28,32,21,17,23,21,43,32,32,26,38,17,42,34,37,15,40,18,17,34,44,23,21,34,34,20,45,45,31,33,29,16,45,37,24,32,36,22,23,33,28,23,41,18,45
"49",25,42,16,42,41,23,19,31,43,25,17,45,30,16,33,44,41,45,34,40,26,44,28,38,23,16,19,30,39,45,26,26,19,20,41,43,26,21,26,45,21,41,24,17,45,40,38,32,19,27,24,29,25,17,38,25,36,20,25,19,26,28,27,22,18,39,44
"50",42,25,27,26,41,26,33,39,45,39,15,29,16,30,19,37,39,33,45,38,45,45,37,23,36,40,18,36,25,17,32,22,19,16,44,17,24,36,37,25,15,38,29,42,27,36,43,37,20,23,25,29,44,16,35,39,26,40,31,22,31,31,23,36,42,28,20
"51",23,28,22,24,28,29,20,29,39,39,25,17,27,45,42,35,21,26,39,37,37,17,32,22,16,35,27,30,17,30,43,39,23,45,20,27,44,16,34,28,44,31,16,18,36,15,18,29,41,36,23,40,39,41,41,34,18,34,36,37,42,43,37,31,28,34,16
"52",45,15,35,20,18,15,27,17,26,35,38,24,30,17,27,34,29,42,45,30,39,27,26,43,40,31,26,32,40,22,33,18,16,29,29,15,25,45,23,16,36,21,15,35,30,41,36,27,25,36,31,19,42,26,18,31,36,42,16,21,38,17,33,15,24,30,17
"53",40,28,24,15,25,19,29,23,35,20,24,17,41,33,31,31,24,36,21,29,38,23,30,16,31,37,41,25,36,44,30,38,21,19,21,21,44,39,26,31,38,40,33,17,22,16,35,41,43,16,31,44,36,20,45,26,20,19,44,43,30,29,23,44,35,22,39
"54",26,34,32,35,19,44,18,40,42,32,34,23,35,22,22,24,20,34,43,38,23,44,39,34,21,28,26,21,38,20,41,22,40,16,34,35,34,22,42,35,45,30,39,34,33,40,27,45,24,31,16,19,15,15,33,31,16,35,36,24,15,28,33,39,19,19,27
