"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133"
"11",46,46,10,37,23,10,22,13,43,17,19,17,39,24,11,19,19,25,12,33,22,20,35,49,47,17,36,28,26,37,21,47,24,10,46,27,18,35,37,25,14,26,10,38,41,22,50,22,43,15,43,46,34,45,41,39,32,43,41,31,46,41,42,19,48,21,32,17,27,48,16,49,34,19,45,46,18,13,44,26,24,10,47,32,11,28,50,14,49,47,40,33,26,26,48,47,12,49,40,25,12,17,26,24,46,20,37,47,27,42,44,49,37,35,44,12,35,31,34,29,30,33,33,28,18,50,41,26,48,50,42,37,44
"12",34,49,10,26,39,25,50,15,29,15,11,47,30,35,29,15,48,19,23,34,30,12,17,39,11,30,36,16,36,47,17,48,14,30,36,34,36,42,29,24,35,27,30,38,42,19,21,18,13,23,16,50,18,21,25,39,20,11,17,32,38,32,18,12,49,36,37,31,44,16,14,37,17,23,28,20,39,37,23,33,39,15,14,18,12,36,41,23,39,44,50,23,19,41,13,18,11,47,35,12,36,28,28,45,15,19,26,41,12,18,36,34,32,49,40,42,36,39,27,36,35,33,42,49,10,15,31,45,34,50,43,48,43
"13",24,21,47,16,20,17,50,28,15,21,26,19,40,16,39,10,22,17,40,29,36,17,21,31,34,20,11,41,50,33,12,38,10,21,10,15,23,20,47,46,10,21,26,28,13,36,22,17,12,18,15,27,25,34,37,18,26,38,49,15,11,50,11,35,26,27,36,45,49,32,42,12,40,20,40,29,37,22,43,49,31,22,43,10,14,42,31,19,30,33,27,22,18,18,43,34,40,25,40,24,35,44,34,48,45,25,10,19,34,32,24,39,46,13,42,37,28,14,13,48,37,49,49,27,45,30,19,14,14,15,10,46,35
"14",12,34,46,48,33,38,10,13,47,38,44,14,24,18,40,40,19,28,19,42,21,37,17,34,26,40,29,18,44,47,48,47,38,38,23,19,36,11,41,30,49,21,38,35,33,14,18,36,40,16,37,42,45,41,11,28,36,40,10,29,48,40,22,14,16,39,15,27,21,17,11,30,49,13,36,36,41,46,27,46,17,32,22,38,29,41,32,10,27,48,10,28,50,16,24,27,44,42,11,50,27,14,38,24,45,21,16,30,47,20,27,41,30,16,20,44,27,42,25,47,27,12,24,27,25,47,14,18,49,46,29,27,26
"15",30,37,26,10,40,50,46,20,32,50,36,13,49,22,18,29,21,22,29,44,48,50,13,11,45,29,47,18,33,10,45,38,28,17,43,38,16,11,14,29,28,31,18,46,16,16,20,28,25,40,21,19,24,11,25,37,48,20,17,33,35,27,14,43,21,32,46,40,11,39,41,43,23,19,18,47,25,32,47,46,11,35,15,48,49,44,30,26,49,12,28,34,44,39,16,43,12,35,11,50,28,21,32,19,12,27,50,35,22,33,24,47,44,31,32,40,47,29,23,13,14,16,36,31,30,37,11,10,24,38,10,29,19
"16",46,25,15,15,10,36,10,17,48,13,39,20,36,10,11,14,23,23,49,31,39,21,43,28,44,24,30,49,12,15,42,30,13,15,15,23,13,37,23,18,22,50,22,39,33,48,31,48,44,27,48,37,36,43,29,17,13,14,21,50,18,48,45,12,18,36,29,35,48,15,37,35,10,28,11,27,35,34,49,16,40,18,13,41,21,32,46,29,29,18,31,42,12,17,19,37,38,22,44,47,24,33,21,40,38,41,47,44,29,40,20,11,30,26,13,14,10,44,32,35,13,48,39,24,44,23,37,33,15,36,11,47,27
"17",17,46,25,25,31,33,10,29,25,33,38,22,18,48,50,38,28,13,10,33,46,31,40,22,29,31,14,37,15,29,33,20,28,17,27,24,38,25,28,43,20,17,27,33,28,19,24,47,28,15,45,49,35,43,15,39,37,38,47,48,24,11,40,23,44,38,33,46,35,32,18,22,17,17,23,13,18,21,13,18,18,45,19,11,44,34,47,27,29,42,48,39,50,19,19,14,14,36,41,18,29,14,11,48,21,46,15,27,25,44,17,34,27,18,21,18,20,45,14,46,30,28,37,41,29,23,44,49,40,20,27,19,50
"18",16,21,20,32,42,40,26,41,21,45,45,18,14,45,39,37,29,49,38,13,11,12,47,41,16,33,32,29,46,29,20,36,34,47,48,23,33,40,24,15,30,14,11,32,29,25,43,39,40,32,19,23,26,22,48,13,49,26,26,11,30,28,19,26,24,25,14,35,41,29,47,27,28,23,27,44,33,30,14,26,31,20,42,14,50,44,17,14,45,35,38,20,47,43,18,30,16,32,14,42,33,24,24,41,43,22,11,25,47,42,22,43,23,42,14,23,22,25,48,31,10,42,47,18,27,41,22,46,50,45,41,26,15
"19",44,12,34,33,11,33,32,35,22,19,40,24,16,22,50,26,15,47,29,21,49,34,17,18,43,40,49,48,48,48,25,18,16,14,31,24,41,28,35,40,44,24,42,50,18,27,21,29,46,23,24,22,24,35,32,10,16,37,45,22,49,26,24,33,13,15,23,37,33,33,36,23,32,40,50,37,44,42,49,50,50,23,30,26,15,42,32,22,31,16,40,43,25,22,14,23,35,45,13,35,10,16,15,23,40,20,20,40,47,24,10,50,11,26,43,50,11,27,36,28,22,26,33,24,18,13,19,28,47,13,32,40,34
"20",42,10,10,14,32,11,30,19,11,15,14,47,32,30,35,33,47,22,43,14,46,21,35,16,20,16,17,47,11,38,46,44,13,23,45,26,36,14,24,23,27,45,37,37,31,13,28,45,27,10,23,20,16,11,32,28,44,44,32,10,49,35,45,39,40,49,11,26,23,13,12,15,43,30,31,40,31,40,31,27,41,48,34,47,41,41,11,29,25,13,24,50,11,37,41,47,24,31,50,24,24,13,45,28,32,15,36,28,31,27,14,21,31,50,23,19,35,35,29,23,46,14,34,13,19,42,33,18,43,41,11,23,50
"21",50,12,11,15,50,17,24,46,24,14,25,12,25,25,29,48,21,27,18,24,36,20,16,48,10,24,37,50,28,22,31,11,41,20,47,34,11,46,18,29,49,19,11,20,44,12,34,10,32,48,40,15,32,20,44,25,26,39,27,43,44,36,31,37,36,37,41,47,50,46,49,50,11,15,21,12,39,20,23,21,26,26,24,31,30,33,22,39,18,43,43,32,28,13,34,41,40,46,47,35,20,19,14,10,10,20,45,27,17,29,45,37,35,10,36,32,32,46,27,22,36,43,14,50,43,11,29,43,18,32,25,50,36
"22",35,33,25,40,22,45,27,38,25,47,10,50,39,49,10,24,14,15,25,21,37,50,46,23,21,34,30,47,46,36,24,48,21,29,10,49,35,37,46,46,39,31,20,28,48,43,15,43,17,48,21,30,43,40,11,15,23,46,31,12,41,41,32,50,31,25,18,37,19,13,37,16,33,18,50,42,45,24,26,31,47,48,43,17,30,15,41,33,16,33,19,24,48,35,21,36,29,45,19,25,45,46,25,39,30,30,23,50,22,28,11,28,18,33,28,10,29,21,34,19,20,16,22,24,34,13,39,41,11,27,15,47,50
"23",48,29,27,15,32,37,20,50,11,37,43,34,42,23,45,45,30,50,46,28,30,17,23,10,29,32,26,29,46,31,45,50,22,41,25,23,11,33,50,46,40,45,37,16,22,49,11,42,32,18,41,26,26,35,39,11,19,20,22,34,50,18,42,13,31,26,18,45,45,29,17,22,21,41,11,27,44,34,27,13,49,32,13,26,35,28,10,40,10,43,50,17,40,32,25,38,12,35,34,26,25,24,50,33,35,11,39,10,29,37,49,28,33,44,14,40,22,36,13,41,47,18,17,20,18,41,12,37,10,44,12,25,33
"24",14,46,15,34,11,37,33,14,44,14,22,39,11,29,36,19,42,19,14,36,44,13,24,44,48,20,19,49,48,10,47,25,48,29,30,28,14,41,42,26,15,37,27,26,12,23,14,31,45,31,48,23,45,32,16,36,42,39,27,20,36,29,27,37,32,47,15,49,44,25,24,35,33,23,18,46,38,31,32,13,10,34,27,26,45,46,36,47,41,15,20,36,28,44,24,33,27,38,38,47,41,41,20,11,12,44,37,20,41,16,23,11,23,29,20,48,10,15,24,37,25,50,23,30,11,28,46,25,16,26,35,36,29
"25",17,22,39,42,12,14,27,48,36,20,15,12,29,28,29,23,15,46,26,30,10,33,16,12,48,28,44,49,42,41,11,25,23,49,21,31,24,32,47,46,47,38,10,36,30,21,29,42,38,45,19,15,11,24,43,31,10,31,13,37,43,13,42,39,35,19,33,41,28,19,23,10,35,38,42,40,25,50,20,10,26,27,43,40,16,49,23,34,32,22,36,18,24,26,21,23,37,29,36,48,12,44,47,40,34,29,35,45,27,42,41,29,22,33,35,28,28,15,40,32,44,11,20,16,38,44,45,31,40,50,31,41,48
"26",21,46,11,33,26,14,35,37,33,28,49,26,40,33,31,35,14,11,15,49,10,16,18,40,13,18,37,32,21,39,13,42,20,41,20,12,31,19,21,40,35,20,49,30,35,49,39,50,32,47,15,39,40,15,25,32,30,30,39,33,15,25,34,27,30,42,32,31,40,12,10,39,19,39,47,21,37,20,44,36,29,43,17,28,23,43,31,44,37,24,43,25,24,10,30,15,23,24,42,17,26,39,18,43,39,50,22,48,47,42,27,48,32,45,34,10,15,26,39,22,11,18,32,40,22,36,37,19,16,37,15,30,35
"27",40,42,33,12,25,25,29,23,31,39,46,31,17,48,42,30,36,41,49,12,19,31,10,32,38,21,21,23,39,43,33,47,41,15,26,46,24,48,29,38,46,31,44,49,34,31,14,36,49,27,45,13,10,25,26,34,29,45,27,31,41,40,42,41,18,38,47,39,28,46,49,12,22,41,38,22,19,45,21,19,18,12,30,26,32,25,24,27,38,43,20,11,12,29,16,40,47,46,37,11,50,43,41,27,41,12,43,31,33,37,11,27,37,26,26,34,31,11,30,15,42,37,48,34,26,45,32,15,15,22,37,17,13
