"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80"
"11",22,10,17,20,15,31,7,20,13,22,5,34,24,8,35,20,21,13,9,9,28,28,17,17,19,34,25,14,14,17,16,35,27,10,30,6,12,33,6,29,21,30,11,13,31,23,21,22,27,25,11,18,6,32,29,17,14,12,12,12,32,25,19,23,10,25,26,24,12,31,32,14,26,32,27,30,10,19,16,5
"12",7,13,24,29,5,21,31,31,12,30,23,13,14,27,25,21,23,21,29,34,5,10,8,26,34,19,24,21,16,24,26,12,27,19,19,7,27,30,24,10,32,31,17,25,24,22,35,31,28,5,30,7,28,28,34,11,35,13,19,7,34,7,7,16,30,12,33,27,28,33,12,10,27,33,30,28,11,9,25,14
"13",22,14,34,7,6,7,19,10,35,14,29,5,7,27,23,9,10,35,11,29,22,18,25,10,26,20,14,19,32,31,12,17,21,5,33,10,7,7,15,22,23,27,9,15,16,29,9,21,12,10,6,14,29,35,24,21,14,6,16,34,32,17,32,33,25,33,5,28,8,23,25,13,28,30,26,23,16,18,13,35
"14",15,20,25,23,14,22,14,26,26,15,21,5,31,26,30,21,7,7,25,34,25,31,7,34,13,14,19,28,21,26,8,34,14,18,8,24,6,26,9,35,17,14,29,30,21,25,32,11,18,34,8,22,11,25,28,26,24,28,7,25,31,35,23,17,20,13,5,6,23,17,29,31,16,15,21,15,18,31,12,29
"15",27,26,7,24,7,33,13,15,5,12,8,6,17,35,27,25,26,5,21,30,34,6,25,33,23,22,26,8,16,6,33,9,5,11,31,27,26,17,26,8,26,6,11,26,24,20,21,10,34,30,31,9,21,9,7,21,15,33,17,33,14,6,7,23,28,12,30,27,9,28,23,17,6,14,27,5,18,13,7,8
"16",16,11,17,29,6,9,20,8,13,26,20,8,18,28,28,29,35,10,21,34,32,19,28,21,11,19,18,9,5,10,30,24,15,9,10,35,21,14,35,28,19,29,7,15,31,32,27,33,31,26,35,30,31,26,24,33,30,7,10,24,25,23,25,13,24,13,30,28,33,22,17,20,7,22,11,22,12,26,27,32
"17",12,19,21,20,29,18,21,26,23,29,10,35,19,31,12,21,26,21,8,17,20,27,24,34,14,8,14,23,24,16,33,22,32,33,21,35,10,18,5,11,11,18,17,21,26,28,16,34,25,13,25,32,16,23,32,13,26,29,15,16,34,25,8,30,10,17,15,34,26,27,8,6,28,6,7,11,21,18,18,15
"18",34,34,27,26,7,19,7,17,16,13,32,34,11,11,15,14,20,25,23,5,22,28,7,26,26,33,21,6,33,34,22,19,11,6,8,7,5,11,24,9,13,19,11,31,35,31,6,13,12,23,25,9,15,9,20,8,9,31,6,10,12,11,20,35,32,19,29,5,26,22,13,17,35,26,29,7,20,19,10,34
"19",15,31,28,15,5,32,21,7,13,19,10,7,26,15,28,32,14,23,24,33,28,29,13,24,30,9,27,10,7,8,19,26,32,5,26,28,29,35,19,15,35,16,34,20,6,7,31,30,9,29,24,27,9,30,10,16,15,23,26,31,8,11,35,35,31,33,30,25,31,21,22,25,27,17,12,22,27,10,9,24
"20",27,27,20,30,30,31,18,17,30,20,30,17,16,21,14,32,6,33,26,13,5,20,15,6,16,19,27,11,30,22,32,7,20,30,6,27,12,31,20,10,12,33,31,29,19,31,15,26,27,32,28,21,18,22,9,27,19,8,30,12,23,11,10,8,25,26,5,6,35,6,20,28,33,25,12,28,31,6,16,12
"21",33,17,7,20,19,23,10,5,8,12,8,12,10,9,19,32,17,8,33,9,33,20,30,7,20,5,29,17,25,34,31,29,7,24,15,25,6,17,33,34,12,10,5,21,35,26,5,22,25,32,8,22,11,22,34,26,22,13,27,12,18,27,17,31,27,27,31,15,10,22,29,33,16,24,19,30,30,10,24,29
"22",21,12,15,25,33,24,33,5,8,10,31,29,23,33,5,34,31,27,6,7,24,11,6,24,9,17,21,21,31,20,28,28,28,10,22,12,30,18,11,6,17,17,22,16,22,11,25,11,34,32,9,17,34,24,14,18,30,31,27,21,27,24,15,17,27,15,8,17,16,30,12,20,35,17,12,33,26,32,32,33
"23",24,14,5,34,30,18,35,24,15,15,13,10,9,19,20,8,5,34,19,33,23,28,21,24,30,26,32,32,27,27,5,17,23,17,7,11,22,6,14,30,14,6,14,33,30,20,27,13,24,29,35,9,31,22,10,34,14,30,22,22,11,25,13,28,26,32,9,19,8,9,12,14,30,27,8,30,33,27,31,17
"24",6,10,7,34,31,6,21,21,24,21,9,25,23,18,35,22,20,27,26,22,9,18,31,7,6,31,7,22,33,21,13,27,19,11,5,17,18,29,33,9,9,28,35,25,35,27,24,9,10,23,10,18,16,21,5,5,24,29,6,22,30,29,24,22,18,8,18,14,14,6,33,7,32,22,16,26,9,21,34,32
"25",23,22,22,18,24,29,28,11,11,6,12,32,17,14,11,7,19,35,24,5,25,12,14,25,28,35,18,32,30,18,33,9,6,7,29,6,24,13,31,21,16,14,8,10,20,11,17,12,17,26,6,21,14,16,25,14,19,10,24,14,35,7,24,33,27,8,16,32,24,20,31,9,5,11,33,9,8,7,25,6
"26",29,35,18,13,22,20,28,8,24,18,7,24,29,32,28,26,35,22,34,18,9,19,27,30,23,11,14,10,19,34,31,27,28,22,20,29,13,15,30,34,30,7,27,35,27,30,14,6,16,32,16,35,6,31,12,32,22,6,13,23,11,5,19,10,6,17,14,7,30,17,23,7,16,33,17,23,33,9,25,6
"27",11,5,19,11,11,15,35,31,13,19,19,19,7,23,16,11,20,8,13,8,10,25,22,7,5,18,13,28,35,9,28,31,28,30,22,17,6,26,33,8,35,12,14,6,27,14,13,16,22,23,35,24,28,11,30,20,35,26,31,9,20,11,22,30,26,26,9,31,32,11,27,7,21,21,22,12,11,14,29,23
"28",24,14,21,30,34,32,7,17,9,15,8,30,13,9,8,30,14,33,17,19,21,27,20,10,12,28,33,22,29,14,12,21,26,9,34,14,24,17,35,21,20,6,8,19,23,25,30,23,6,20,7,5,22,21,14,5,9,20,32,11,15,23,23,19,24,32,7,31,8,14,18,12,30,10,30,7,6,16,8,16
"29",8,8,27,23,19,30,7,29,34,11,30,26,28,23,15,28,16,11,6,8,29,21,27,29,20,35,26,18,24,32,29,11,30,5,31,21,7,30,17,35,14,7,10,29,33,10,29,33,8,28,9,34,9,5,17,27,10,7,11,28,20,27,22,30,10,29,6,10,33,34,31,16,19,11,28,19,19,20,20,11
"30",13,25,18,30,25,30,33,9,12,28,6,11,27,8,24,27,11,17,19,13,32,8,12,21,12,19,33,28,23,18,10,25,15,20,7,20,19,7,10,21,7,27,16,31,31,13,12,11,28,6,9,16,34,15,26,24,25,9,6,7,11,19,30,32,13,10,26,31,32,5,10,11,10,14,17,18,33,8,9,9
"31",27,28,17,27,18,7,28,35,6,11,32,24,13,17,9,13,6,31,20,8,19,11,8,16,17,6,8,25,11,35,22,8,14,17,17,17,13,20,15,8,28,15,8,10,25,10,22,16,15,14,28,33,18,29,27,6,15,12,24,5,28,17,32,27,25,28,19,24,23,35,9,6,13,19,9,10,6,34,16,19
"32",12,25,27,23,29,21,20,18,5,25,26,9,5,30,32,5,18,7,18,35,27,34,27,31,6,34,16,31,23,20,31,30,32,35,11,26,20,8,5,33,11,30,8,13,32,33,33,14,25,18,27,26,32,21,20,28,19,19,31,34,9,28,16,20,22,11,13,15,19,21,20,14,14,24,18,35,23,18,15,19
"33",24,22,19,12,13,33,11,20,15,7,11,25,16,19,18,27,24,29,5,14,31,11,33,23,18,14,5,6,31,25,34,30,7,10,32,7,13,7,13,29,14,15,26,16,17,5,21,23,29,8,25,31,18,17,20,33,23,11,13,30,34,35,31,16,33,18,32,13,27,17,32,5,29,9,10,17,16,35,20,6
"34",24,17,32,20,24,21,17,13,12,29,18,23,29,20,22,27,11,5,20,5,31,15,10,35,20,33,12,25,35,18,27,6,30,9,14,22,10,15,10,9,30,34,15,29,29,23,25,10,11,33,22,31,24,22,25,19,34,32,18,10,24,21,26,30,26,21,19,34,33,7,9,13,15,11,28,21,29,5,34,27
"35",26,25,16,5,16,30,5,20,18,20,26,28,33,30,18,12,7,25,34,32,14,9,33,5,28,25,15,14,23,18,27,23,32,7,27,13,35,29,32,29,19,31,32,27,6,25,19,8,18,23,5,10,34,33,29,23,32,10,35,14,13,32,28,19,8,25,25,24,7,34,31,24,35,32,28,22,34,25,15,5
"36",15,16,29,27,20,11,5,20,13,18,28,8,29,34,23,27,11,19,28,7,14,16,17,35,21,32,24,20,19,35,26,9,6,23,9,31,11,27,8,15,29,28,9,7,22,35,10,11,9,22,28,19,16,7,28,28,14,21,26,31,7,35,29,7,8,22,6,25,22,31,27,6,30,32,25,9,30,18,20,11
"37",13,14,13,35,34,23,31,16,12,8,21,8,29,14,8,18,27,10,11,23,33,10,33,7,35,9,21,16,9,33,5,35,13,27,6,34,6,14,13,11,19,13,20,5,34,34,22,32,19,9,30,25,7,15,10,24,28,34,9,6,9,23,27,24,17,26,20,29,9,18,32,16,10,15,11,11,21,35,9,14
"38",34,13,15,11,33,25,29,13,12,11,21,6,7,8,12,25,33,27,8,29,19,13,19,22,6,27,13,29,33,13,18,9,21,15,29,34,12,29,15,33,22,15,34,9,27,21,21,23,6,33,30,5,33,22,32,19,29,21,10,21,7,31,18,29,35,8,13,31,8,26,6,25,22,35,13,13,23,11,15,34
"39",29,12,20,33,13,7,13,10,30,11,17,13,26,31,24,16,5,25,13,18,20,18,29,11,31,29,19,28,23,23,31,9,7,30,15,15,27,19,22,31,34,10,22,32,33,11,8,15,24,13,21,8,31,6,25,30,18,20,11,17,30,10,8,6,27,5,26,11,35,31,18,32,24,6,34,28,29,14,23,6
"40",13,11,18,16,22,23,9,32,26,19,9,8,20,8,21,21,27,33,5,16,12,18,14,31,28,28,10,30,26,26,19,20,29,5,16,31,31,27,8,5,32,34,14,25,22,30,29,26,22,21,6,17,11,35,11,17,21,26,20,8,35,10,28,27,6,25,11,10,19,27,27,34,18,9,35,10,6,10,17,23
"41",33,30,14,27,21,34,11,29,31,12,7,33,26,29,29,21,5,13,28,17,11,26,12,17,19,31,35,16,15,31,12,27,27,32,29,8,29,18,15,26,31,22,25,6,35,11,27,13,13,8,9,21,29,8,28,10,11,7,5,7,25,26,23,28,9,12,12,26,8,28,11,34,7,30,11,8,30,18,33,13
"42",18,13,15,28,6,17,7,25,31,5,33,20,16,10,8,6,35,21,33,6,28,30,24,22,33,22,6,23,26,13,12,9,17,15,28,17,25,25,25,21,28,18,8,17,14,31,25,23,27,24,35,22,17,35,17,26,28,33,11,11,23,7,16,24,27,10,16,11,18,13,27,21,8,9,21,26,8,26,12,7
"43",30,33,6,11,10,27,33,8,33,24,32,35,7,28,31,6,22,18,22,6,6,12,31,14,35,26,8,25,24,10,34,20,5,27,28,6,18,28,25,8,34,25,14,13,29,29,25,33,29,18,29,18,10,10,23,9,25,18,28,10,25,20,5,33,17,8,25,13,18,16,28,13,34,18,13,27,35,33,33,24
"44",16,24,30,28,22,29,21,25,32,32,33,10,12,11,33,28,14,12,18,18,7,22,13,8,19,20,14,23,17,8,15,10,11,30,20,21,29,17,22,8,8,21,15,13,15,32,13,33,30,23,17,19,26,34,18,32,13,32,17,32,11,10,18,7,9,8,13,23,23,24,27,26,16,24,28,31,9,16,23,28
"45",12,20,8,20,10,12,13,5,34,13,8,9,8,19,11,11,13,23,6,12,15,29,7,28,19,30,30,15,27,34,35,24,10,9,17,33,17,7,20,31,11,35,10,24,34,28,10,11,13,25,21,8,18,32,25,25,21,34,34,22,5,35,31,5,22,8,21,16,25,27,28,17,31,30,33,35,24,18,21,9
"46",13,10,30,16,27,8,14,25,18,32,32,23,34,7,16,34,23,11,20,31,9,32,12,10,7,29,12,17,34,16,32,32,8,12,19,34,10,5,16,28,19,35,21,6,7,19,33,13,28,35,18,33,13,26,34,15,31,5,33,28,29,15,29,6,14,18,7,30,23,28,19,11,30,23,27,6,29,22,27,32
"47",26,11,18,14,6,16,34,31,14,30,19,20,24,23,11,24,33,11,9,18,14,18,35,23,24,26,20,14,17,21,35,29,23,5,28,29,18,9,31,16,11,31,29,20,32,7,25,24,20,12,24,29,33,29,27,8,26,23,33,8,16,16,17,27,33,10,5,20,9,10,16,27,28,24,22,30,11,22,13,13
"48",25,23,13,15,14,16,29,8,32,9,15,15,9,6,17,20,31,35,32,14,14,30,35,19,15,32,27,24,13,27,17,18,29,27,15,13,18,20,23,14,32,8,12,24,9,33,7,31,13,20,15,32,27,6,17,16,22,29,22,11,18,35,7,29,24,12,34,25,6,21,11,35,31,7,23,11,20,15,15,16
"49",7,18,29,23,14,15,28,14,21,6,34,6,10,11,34,16,16,21,31,14,12,6,21,20,20,32,6,18,17,28,33,17,5,24,15,27,31,14,34,18,6,23,19,27,35,29,7,8,28,15,8,16,35,14,20,6,30,6,11,16,14,33,32,11,5,19,18,22,7,13,29,19,13,26,31,13,6,14,8,17
"50",29,5,22,35,35,9,10,9,7,11,7,27,14,20,16,25,27,25,15,16,35,8,32,28,29,24,30,15,24,28,23,20,26,25,19,5,13,7,9,20,29,24,24,7,23,12,19,14,15,7,32,6,22,9,13,19,15,31,16,5,25,31,16,18,28,34,16,23,19,14,13,17,32,11,27,19,23,15,19,13
"51",29,22,5,16,14,19,12,23,16,16,34,18,22,20,15,13,6,12,27,22,19,19,14,7,31,14,31,16,32,16,11,27,11,22,20,7,6,9,9,34,9,17,26,21,30,35,15,6,9,6,26,25,30,8,5,21,33,28,14,33,18,23,14,32,35,12,14,8,34,13,26,30,29,21,22,20,24,34,31,19
"52",5,34,13,10,29,28,18,34,28,15,25,13,20,8,33,24,33,25,32,32,7,19,6,27,32,30,29,6,31,31,23,19,7,28,33,24,11,24,31,18,24,12,28,26,6,13,8,7,26,15,18,7,15,31,32,27,27,29,31,19,12,5,30,15,26,14,11,31,23,12,10,11,28,7,33,12,12,8,26,12
"53",18,21,9,28,16,27,21,22,26,29,33,8,10,7,7,23,11,24,29,10,12,5,8,31,11,19,28,5,10,8,6,14,29,34,31,22,35,7,23,11,11,20,23,17,6,14,32,12,11,9,20,23,35,22,10,22,27,26,34,13,14,30,35,21,23,26,32,32,16,7,28,21,7,24,26,11,20,15,34,35
"54",12,14,14,35,7,33,15,5,24,11,22,20,5,20,34,10,22,12,8,23,25,7,7,25,29,24,7,32,8,17,28,32,24,5,8,16,8,33,30,9,17,21,25,22,34,16,6,28,17,16,26,30,24,24,32,19,25,5,7,14,5,17,10,18,21,15,29,7,14,24,32,22,18,12,8,10,30,15,23,28
"55",11,35,12,28,17,11,18,30,20,24,16,12,9,22,13,10,33,12,15,9,32,30,17,23,12,22,24,6,20,24,23,35,29,17,11,13,32,12,6,13,20,11,23,28,35,35,12,17,21,18,27,23,18,29,20,23,24,27,22,30,28,6,26,24,15,19,25,25,22,7,10,11,22,20,24,21,35,19,19,17
"56",27,30,9,7,19,21,5,33,34,35,20,10,31,14,13,18,8,20,15,22,24,5,35,35,18,13,12,28,25,19,15,15,5,27,27,20,34,12,29,18,11,6,34,32,6,17,14,30,26,16,11,14,26,10,9,19,7,33,23,28,5,18,24,17,34,14,10,10,33,12,27,8,34,31,32,14,25,19,14,34
"57",12,29,30,18,7,35,16,32,16,9,16,11,20,29,9,17,31,34,18,35,21,24,8,24,10,10,11,28,19,31,33,6,31,27,26,18,6,26,19,8,21,8,30,33,14,18,8,17,21,15,29,10,29,16,17,8,35,10,6,17,27,28,26,29,29,17,21,28,23,18,33,25,12,20,14,28,12,29,25,13
"58",21,21,13,16,23,33,17,6,31,7,33,34,25,34,34,24,30,12,9,29,27,20,27,28,17,22,5,20,33,18,19,17,15,12,33,17,28,25,29,14,13,5,25,30,22,23,15,10,7,10,26,5,26,35,30,13,14,16,16,6,13,10,20,9,16,8,26,26,32,20,9,18,21,35,23,15,29,8,34,31
"59",23,30,19,16,19,23,8,13,24,16,5,28,27,25,16,32,18,20,23,32,11,9,22,17,25,18,23,15,31,31,32,24,18,23,7,7,20,5,23,22,30,9,11,12,6,12,8,33,16,12,13,9,10,14,7,17,32,15,12,16,26,25,35,11,35,25,9,12,35,24,6,15,19,18,14,26,28,27,20,23
"60",30,34,14,27,13,34,34,16,8,8,9,15,8,23,21,34,6,22,20,25,12,20,10,15,33,7,23,32,17,25,19,35,34,29,28,11,5,11,29,30,29,14,20,20,32,15,28,12,26,11,21,8,33,26,24,22,18,22,27,13,20,31,33,19,27,5,29,27,28,18,15,15,24,11,13,33,9,18,23,27
"61",17,25,15,29,33,11,31,11,30,22,24,17,21,7,12,23,15,35,13,29,31,27,19,35,5,12,28,6,22,11,21,18,10,11,11,12,26,34,10,22,12,16,7,13,7,20,15,26,26,30,17,35,21,30,35,15,33,29,6,29,31,35,25,27,12,17,17,30,27,12,15,10,35,26,20,5,19,15,22,27
"62",28,9,32,17,13,25,21,27,17,7,17,18,29,16,15,21,21,32,23,17,34,22,15,6,15,5,33,20,23,29,24,15,16,13,19,7,31,33,20,24,8,11,17,25,23,14,31,5,33,28,26,21,12,23,18,25,14,13,24,16,32,18,19,32,31,19,14,15,17,11,17,33,7,35,11,26,11,30,32,35
"63",10,15,26,21,8,17,30,19,16,10,5,34,9,21,16,14,21,17,20,8,19,16,24,29,10,21,6,22,32,31,12,13,20,5,35,21,16,11,27,32,34,31,11,18,5,22,32,20,26,32,8,21,24,31,25,35,10,18,13,7,32,26,31,19,23,30,11,18,26,20,19,19,12,35,21,18,6,30,18,8
"64",14,10,32,24,14,20,8,30,33,24,22,14,8,11,32,18,11,25,5,10,8,5,17,24,15,17,21,6,33,30,26,34,15,11,32,19,34,27,11,12,25,33,27,21,10,22,5,17,14,26,28,17,14,5,30,19,18,28,30,8,19,14,12,10,23,25,5,26,14,18,31,27,29,8,25,21,13,21,24,34
"65",8,5,13,8,23,15,31,10,8,10,29,18,9,9,32,9,35,19,5,17,15,28,6,24,31,10,28,26,23,30,19,14,10,22,13,8,19,7,24,34,9,27,34,14,29,29,12,18,35,23,22,9,31,23,23,18,13,14,30,10,35,24,34,31,6,21,9,32,29,35,15,10,32,9,23,35,12,17,8,35
"66",33,16,6,22,32,33,13,20,17,8,32,33,26,14,10,30,19,17,26,21,13,12,9,28,24,16,9,26,30,8,25,32,23,9,20,17,35,21,17,29,34,29,24,19,16,16,32,33,9,21,26,25,19,19,26,6,30,12,8,11,5,9,12,16,25,18,25,8,25,6,19,24,33,14,22,13,19,32,17,27
"67",20,35,31,24,26,24,18,17,16,28,18,6,9,25,29,22,22,6,23,10,22,7,5,9,22,5,26,28,30,12,19,25,35,27,13,12,17,14,21,7,9,33,12,19,6,35,5,30,5,22,19,35,26,23,28,15,33,7,26,15,12,13,29,14,23,18,10,5,34,11,27,22,29,25,21,10,7,12,14,7
"68",19,6,6,14,17,18,30,32,15,8,18,5,23,16,29,30,16,6,5,15,12,20,5,31,28,16,32,34,26,11,7,17,21,9,14,35,33,22,13,15,6,14,6,9,14,10,17,25,25,28,7,20,34,14,31,34,28,15,29,7,10,33,33,9,22,25,13,17,21,16,17,8,25,30,6,34,6,33,35,13
"69",22,18,22,14,6,23,19,7,15,11,18,6,9,11,31,5,26,19,28,32,21,32,7,26,18,7,27,32,31,18,33,5,20,10,15,29,35,16,10,34,7,8,33,32,25,28,29,7,6,19,13,28,23,32,10,16,30,11,19,8,8,32,16,11,16,23,22,15,35,9,34,28,35,5,24,33,26,33,20,11
"70",22,35,16,27,22,25,24,15,24,28,12,15,6,28,26,14,33,11,32,12,17,22,13,21,6,32,27,33,25,15,25,18,32,33,7,19,16,11,11,32,8,15,23,19,10,23,6,15,25,16,5,18,16,12,13,35,11,9,15,10,23,18,12,13,5,13,25,27,34,19,32,31,26,11,35,9,24,6,28,29
"71",18,12,29,35,12,31,20,9,28,19,32,8,29,15,19,20,6,17,16,19,9,11,18,15,19,5,10,6,23,32,23,9,12,18,23,35,21,12,19,33,8,27,13,13,31,25,6,18,7,21,5,8,17,12,16,24,16,26,10,15,25,19,9,34,17,34,9,8,28,29,20,13,7,22,29,6,14,34,21,19
"72",31,28,25,31,26,16,34,24,32,28,23,26,28,28,6,8,12,7,19,32,31,23,16,29,17,33,30,19,19,20,11,13,28,11,34,10,14,29,9,24,29,10,12,15,13,22,19,33,20,14,6,13,6,12,11,35,11,14,17,18,10,20,7,28,10,27,26,10,16,5,24,10,31,14,27,12,24,18,6,35
"73",32,11,35,16,13,32,26,12,25,19,19,27,12,12,25,18,20,9,26,13,33,28,28,20,35,17,31,35,18,35,19,17,15,26,7,15,35,29,25,11,27,24,23,19,26,17,28,30,25,16,26,7,21,19,17,35,16,30,14,24,12,35,12,6,11,26,6,10,14,19,23,25,30,13,21,29,15,5,22,27
"74",8,10,17,6,20,13,26,23,9,18,32,7,31,33,9,31,20,20,11,24,31,17,28,18,6,12,27,12,9,16,31,26,11,13,14,7,23,15,13,32,18,5,30,16,34,20,35,7,10,35,30,33,29,6,13,30,16,27,26,20,30,5,28,19,6,26,26,19,29,19,17,35,15,11,15,8,29,22,33,28
"75",10,20,10,33,25,21,25,34,25,12,29,21,7,12,19,22,11,16,24,33,13,21,10,16,19,26,22,17,22,12,21,28,28,19,27,30,16,31,20,31,15,9,8,8,29,11,33,7,8,8,27,32,6,8,35,6,12,34,34,9,32,6,22,15,18,23,8,17,12,11,10,25,10,17,32,34,17,21,22,10
"76",14,33,12,35,27,20,19,17,5,20,28,7,32,21,17,29,7,33,18,33,7,8,33,9,28,25,19,27,5,28,24,20,35,8,34,15,21,20,33,21,30,34,18,11,26,12,8,7,29,14,21,28,16,18,9,29,21,22,27,10,24,28,29,23,5,26,34,16,12,23,15,10,35,35,20,26,19,17,7,21
"77",20,18,25,25,31,31,27,10,14,26,33,13,33,7,18,29,30,27,12,7,13,31,10,32,33,8,13,23,30,12,6,34,30,28,26,17,13,17,8,29,19,6,19,20,21,23,34,32,32,5,30,26,6,32,7,5,19,22,26,14,35,32,9,13,20,15,16,28,12,21,16,22,6,27,21,16,22,18,30,16
"78",26,25,26,6,13,19,21,25,30,30,25,27,12,34,26,19,30,29,20,26,30,29,23,9,35,30,19,21,12,35,8,27,20,27,29,30,27,16,26,30,5,19,6,25,5,28,33,16,35,15,33,35,7,6,18,16,14,7,11,14,12,35,31,13,10,10,35,10,17,30,19,24,15,14,18,11,35,15,32,32
"79",23,20,6,30,27,6,23,17,29,33,9,34,10,26,12,8,13,22,31,26,9,5,29,19,14,26,6,18,35,6,10,9,31,27,35,10,8,26,28,11,30,35,16,8,20,6,33,10,17,25,21,16,13,23,22,24,12,10,7,19,5,15,34,30,10,25,33,25,14,5,16,19,26,23,22,18,30,28,23,33
"80",19,8,32,25,25,16,35,34,12,33,24,9,18,5,8,26,8,5,14,14,6,30,17,13,21,32,24,31,9,35,14,24,26,20,9,19,19,29,11,31,17,21,29,5,11,21,35,15,21,16,7,21,17,29,17,10,14,12,9,13,24,17,32,13,16,12,22,30,19,21,30,35,22,21,22,9,12,22,13,12
