"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250"
"73",10530,10908,7349,4950,7953,11725,10119,5170,6150,4544,4265,10424,10576,8960,5900,6244,8549,6671,11096,6597,11850,8781,6821,4707,8314,6470,7386,9420,7887,6474,10703,5783,7086,10442,10841,11731,5933,11914,7873,5648,5178,9392,7247,6612,6354,6713,4889,6160,10777,9867,4193,11281,7180,6452,7685,7580,11424,11645,4471,7605,6367,11251,11564,8610,7460,11496,7010,9733,7883,8062,11385,11148,5646,9572,8843,11544,8651,6302,10359,6848,4896,10988,6094,5058,6398,4840,10716,4432,5923,4788,6085,8673,11357,4760,4247,6691,8322,5721,6822,5393,7958,11124,10140,10121,7675,6820,6647,10622,10026,8570,11239,6596,6555,7486,9798,7680,6040,10125,9446,8703,5262,9985,4670,5520,9399,11479,6464,4796,7252,5254,5435,10735,4020,11570,11741,11178,7026,9399,4081,8279,4421,9808,10361,5484,9861,7749,4144,5375,7498,8137,4373,7343,9962,5773,4707,5622,8523,6113,6666,9688,8019,8882,11229,10950,6477,11226,11861,5766,7051,7410,7594,4275,4704,8387,11527,6926,10978,10106,7520,8577,10234,10697,9178,8727,5264,8562,7556,7546,11378,8723,5072,5917,11873,10511,8100,9223,5118,9606,9503,4851,10917,6006,9261,4203,9685,11047,4722,8933,5970,11809,6921,11646,4779,11168,5716,5599,5778,8627,6179,5906,9373,5425,6857,10851,7578,9292,9761,8952,9388,6920,9184,11988,6872,8488,8742,5536,4849,4532,4669,5027,7293,11818,5224,5482,6692,6596,7011,6612,5539,8199
"74",6633,11780,11517,7022,10437,6302,9559,10578,7000,6327,7146,7616,8951,10872,7523,4649,9308,8914,4090,10098,4766,9973,6340,7380,5225,6863,11681,8673,4282,10908,9072,6065,5894,4787,11476,7898,9731,4539,6118,7045,10883,6355,4094,8572,7289,6847,10638,4061,4852,4685,5491,6633,4834,10612,9948,6689,8502,8180,10893,9768,9405,10094,10469,6561,8613,5636,8331,11621,8210,11771,6370,10849,4753,7465,11556,11006,11943,7743,8985,8188,5235,8389,10155,4669,5983,5292,4602,7134,5816,6786,5317,11927,4813,8938,4966,8658,6889,11047,10099,10367,7084,9570,10076,10969,11750,6078,5924,11852,5150,6794,4518,10761,9122,9808,11867,9499,4689,6245,11964,9961,5185,8677,6942,11909,11498,6085,6691,8436,8402,7417,11310,6937,7227,10449,10087,7920,5245,10118,4491,6993,9025,11702,4473,11941,11713,6041,11045,9613,5324,5449,11348,11191,11636,7111,11724,8560,8466,7011,10365,4665,4273,4392,8965,5835,8282,7874,5873,6004,11823,11527,4329,4109,7197,7654,5231,7342,8063,10064,6272,7550,9747,5074,8618,5623,10752,9158,8778,8037,5155,10610,8737,9952,9503,8446,5960,5618,6493,11347,11516,8156,9819,4263,4646,10728,11319,8916,7579,7077,4225,9250,8096,11770,7880,10028,5475,6624,9311,10009,8888,4260,5221,11883,11686,4256,8150,5685,10309,5294,6407,11091,6798,6010,4536,6267,7957,9413,10476,8185,5767,8964,7803,4803,6719,9739,5792,11507,11980,6023,5894,4050
"75",6549,6079,7815,4945,9411,6376,4831,11227,4418,11505,6226,10178,6296,8819,5699,10300,4654,6114,10944,9308,5410,7266,11570,7430,5122,11039,6990,4468,11575,6933,10647,10015,10038,9427,11234,11180,9050,4766,11022,7786,7391,6704,4157,4565,8879,4585,7291,8823,6717,4640,10579,6476,5155,10196,11999,5476,10581,11791,11096,10844,7066,6843,5386,5096,5189,7871,11709,5827,7582,6031,5084,7983,8711,11951,10468,4540,7894,8900,7806,4275,5335,11732,4445,11243,8942,8298,7185,7403,4924,11338,7315,9739,6630,7651,8257,5687,6243,11564,6269,11930,10939,5495,8077,4521,8273,9982,11470,11559,5511,7211,4733,10778,9233,7537,11238,4882,11209,6157,5011,7350,11667,5085,11572,5840,11175,11166,9218,7522,8113,9137,9790,7003,5889,10825,6868,4981,10571,6431,11766,7277,8555,10939,10353,7926,5184,4380,4628,7253,6423,8470,10040,6749,4437,11539,5098,6167,10227,8284,8900,7701,9953,10729,5643,11075,4117,6967,8368,10079,7724,9850,11882,6250,8854,4875,7773,5108,7648,9515,4765,11969,4936,4149,9947,7624,4128,8760,4080,10694,10112,11374,4052,5169,9993,7391,11041,7078,10510,6750,9157,10103,9753,5283,7810,10686,11514,7630,8263,11320,4573,7070,7955,4889,5216,9482,5997,11698,11103,6686,5488,10737,4868,9272,6620,7796,6384,10652,9816,9950,7652,4798,10343,8321,10824,5806,9220,4569,9371,8857,10830,10994,10914,10253,9744,5362,4113,7424,9466,5248,6113,6602
"76",9128,11582,5376,5932,11751,4108,9727,11305,11681,10520,11438,10151,7605,4170,4465,5906,7213,5428,5431,4808,10260,6677,9696,6787,5567,4627,7311,10008,7958,11188,7369,11576,4941,5407,5016,6285,10124,11022,8675,4283,9606,4702,4796,11977,9886,10527,8326,6165,7543,5164,4242,5311,4540,9426,9771,6567,5106,7984,10267,4289,10728,8487,8521,11594,11587,4786,4645,11293,11896,4738,10816,9031,7341,4447,4977,8231,8247,9140,7708,5117,5704,4161,4185,8807,11223,10017,5146,5356,11663,7549,7847,9509,10263,6057,9368,8859,8483,11226,6784,11748,5056,6779,6215,6958,10601,5661,7182,10927,8112,11237,7882,10036,10915,8875,7268,7513,11007,5504,4656,4877,10339,4044,4864,5454,4574,5232,4904,8618,4678,6139,4847,7935,8721,8505,6353,4878,5361,11853,6679,11146,7238,9243,6457,10313,7770,6795,9860,7264,7306,9824,5864,9307,5121,5791,7130,5930,9872,10955,10615,10327,9030,11009,7361,9797,5904,8229,7081,10759,7535,9261,8212,6154,10708,11254,8017,8156,4335,6250,6951,11489,8425,6285,4083,4057,10206,7496,6350,6550,9610,4229,11550,10612,5637,10902,11550,4889,10078,9719,7174,6948,9051,5622,8955,10471,9784,7745,10551,7079,11430,7121,6256,8233,6834,8296,8457,5976,5093,5812,5950,7721,8002,10820,9192,4288,11083,5333,6267,5221,10055,5199,6748,9440,5290,7241,8157,10830,10395,5369,5375,10969,5824,4483,10447,8345,7464,5208,7667,7897,8021,8778
"77",9241,10662,5102,7643,8512,4243,7856,11783,4296,10154,10079,9878,11399,4469,10417,10179,9740,9137,11228,5570,5101,5350,4968,6068,7315,5180,7514,9419,9441,5358,6856,5113,10031,4974,11516,11832,9848,4045,5613,10814,11559,5786,11320,7805,10617,5035,7322,9018,10044,5022,6181,5485,6807,4501,4706,5080,7469,8572,8908,10602,8970,11410,8252,4008,10700,7407,11352,7885,5632,9242,11753,7130,11709,8918,11491,10249,4599,5056,10582,8871,8164,10362,10369,6467,11279,8737,9149,7642,9011,9113,11550,10030,7981,7029,8692,4848,9939,7543,11143,11920,11572,11581,4082,6906,5167,6713,5347,10439,4308,4017,6931,5573,4624,7133,7049,9750,11296,8510,9223,11457,5961,4615,4360,7014,5576,5748,6890,6935,7299,4885,6088,8163,10477,7998,4807,9698,4546,5138,10399,11211,9285,6481,5014,4806,11856,11174,8757,4223,11702,5889,11793,9277,5904,9883,7036,10411,10005,9487,4417,7817,4430,11693,7011,10761,7220,9685,7169,9720,8774,4926,4121,8937,10590,5931,10059,6159,5623,7337,8710,9354,6730,7605,5243,11866,11809,11139,10547,4990,9581,10964,6630,5040,5607,11156,5562,9892,5887,5181,7622,9672,9900,4715,6584,5591,11903,9670,9066,11872,9689,6455,10006,4750,8642,11762,8573,5673,11708,11059,7968,8719,10143,6359,11975,5093,10726,7884,5000,10010,7118,11585,9263,6419,9469,4201,4381,11601,9131,9932,10847,7288,6286,6547,4180,10940,9140,4888,7637,6351,5502,10345
"78",11522,9527,5158,5631,7675,11036,9256,4644,11939,9300,8206,10704,9799,5195,9166,11731,8785,6021,4440,6329,5247,7792,6153,7284,9478,4802,7380,8280,9501,11840,4428,9468,11932,7744,5353,4710,10511,8038,10468,4704,10692,5557,8127,9694,7762,9875,8329,6890,7551,11449,10982,9948,11710,5376,5403,5680,9886,5529,10025,10491,6025,8445,7277,9406,7116,4877,5925,6658,6207,8577,6639,8092,11538,8971,6322,4913,9864,5841,4042,6607,11865,10634,8259,8896,6086,6855,6886,4784,11530,5664,7945,8290,10549,7178,10725,4163,7827,4532,10959,5969,10580,11949,6659,7783,9805,7429,9480,7412,9196,5499,10972,11410,10949,7001,8720,6925,9011,7239,11876,9661,4219,11168,4307,6642,10943,7659,9887,9133,5463,9821,5084,6296,5340,11848,7288,4792,9351,8240,10358,8158,11369,5716,11331,8909,8129,6992,5739,10876,9532,4942,11872,9653,7950,7843,9319,4434,4926,8995,10798,5400,5974,10805,4881,7741,9424,10753,7140,8626,6843,4669,11382,8021,10791,9801,6296,6102,5901,10708,10574,10282,5184,10965,4388,11052,11293,5961,10533,8142,11279,7271,6694,8806,7630,5705,9286,7509,5124,6730,10656,8637,7820,11250,4652,6941,8381,5664,11568,11356,8726,5151,11405,8885,5512,6397,6261,10683,8675,10905,4268,6569,5042,4673,11967,4626,11809,11409,7780,5410,6165,9495,5124,5359,4059,6591,9585,8717,11359,11330,9398,7029,4241,4709,9728,4762,11350,4250,6772,10320,4196,5840
"79",9113,5550,10802,9289,8982,9821,9789,5190,7101,5368,11433,5850,8727,5645,8497,9299,10483,7547,11134,7463,8709,8375,11828,11519,4594,4842,5808,11826,9286,10131,7884,9035,10882,7834,9566,7171,10275,10142,10503,9473,7163,7936,5286,9912,9206,5282,9556,9588,11866,6660,10068,11605,6832,11609,7734,7161,11303,6645,4849,7089,5476,4885,6032,6546,10879,4968,9475,5626,7210,7587,5703,10244,6297,10093,4473,10368,11778,11275,9015,6451,8116,6719,6122,11156,8351,4962,11821,8811,4595,9175,6007,5855,10404,9641,4428,11958,6827,11395,8059,7552,7869,10800,9662,11396,4942,11827,11360,8008,8226,9972,10503,11950,4106,4770,7277,11524,10563,9680,6025,4666,5745,10843,9318,4906,8304,6946,10995,7360,5841,4104,4785,6673,5284,10304,5797,4151,6748,6854,4114,7856,6117,5432,11441,6888,9828,10137,5212,6858,5324,10403,10441,6607,4649,10843,6766,8642,8354,6781,4546,8672,7908,5184,7245,11461,8917,5137,10013,9437,7289,7054,9791,7950,7793,11587,7822,7750,5713,10709,11251,9208,4591,4546,9133,7144,9556,11990,9966,7976,6073,4197,10503,6215,10413,6734,11608,4936,4852,10831,6553,4489,4539,11398,7571,4211,8811,8999,10737,9020,4979,11643,8888,6532,9863,10122,4589,4638,7650,11075,5913,8634,8723,4948,10150,11228,5495,9907,7156,5436,5577,9449,11999,10667,11568,10169,8470,4440,10638,4886,6392,9366,6495,6103,6580,4857,11517,10451,11348,9755,4396,9069
"80",6330,7425,7736,7352,7506,7015,7132,5643,10519,7855,5515,9398,4543,11150,7079,8305,9222,11857,11177,8623,7986,5105,6675,5542,5791,11459,9443,7297,8122,6993,9467,11910,10254,11461,4712,9190,4488,7270,8544,4391,8016,11076,5945,7724,5452,9349,4237,6570,8529,6338,7892,9893,6294,4371,9931,8433,10776,6678,6000,9888,7473,10550,6990,9384,7400,6681,10584,7783,6975,11144,8364,11332,9028,9064,10356,10901,8667,7294,5136,8661,10598,8761,9497,7335,4825,9094,4528,4199,7933,8844,9739,9074,5973,8675,9542,6043,5177,5857,7168,6093,7614,4200,8140,7677,7146,6585,6014,8115,8868,5684,9072,9428,10288,8469,11925,7692,10498,9867,11185,5373,9107,5431,11561,9687,5756,7832,10824,4968,7139,6874,7748,4826,7872,4251,9506,11095,4121,7080,6808,10973,7679,11480,10541,4441,9336,11813,7576,6842,10094,6069,7660,4356,9818,4086,9056,10761,6615,9597,11450,8308,6495,9866,8275,6915,8729,4438,11987,8963,7517,11082,8575,8286,6270,9711,9565,4562,8683,10812,11867,11231,7269,10049,5664,11665,10675,5478,4621,8936,4893,7516,4946,8244,7314,6707,7937,9671,7922,10604,5887,4387,6111,10015,5087,6528,5899,10536,7106,7090,9740,11391,4863,9521,6401,4198,8234,4680,11444,5647,6966,5371,10512,4663,4777,6806,6617,5943,9579,4748,11855,8794,9777,10412,4607,9981,10782,8074,7382,7914,11709,9795,10687,9990,9774,8591,5186,11499,10248,5629,7076,11212
"81",5441,5386,8833,4134,8256,8514,7672,8703,11546,10988,7639,4171,8646,10386,9443,8957,5871,5084,10799,4594,10757,8047,11309,10817,7397,9354,6769,10847,6313,4455,11124,7541,5427,8338,7977,11499,8931,10534,6409,6422,10323,9441,11905,6408,11055,7745,5291,10061,6850,7491,5321,8789,6419,11771,10474,9161,10764,9798,10187,6320,6430,8001,7825,6950,9669,10411,4008,4467,4798,9256,8001,8476,7753,6556,10188,7504,5283,10218,7239,6179,7527,10133,8260,4056,5905,9187,8271,4041,4608,10671,5652,5201,10633,11270,10107,7830,8132,10242,5986,5369,10905,5881,4427,5106,5757,6737,8303,5603,9600,10917,10741,4010,9654,11260,9608,5936,9891,5374,10973,7160,10992,5124,11789,8278,5030,10038,11083,5422,4997,9639,4492,11931,7468,11164,11677,8807,4068,7220,11024,9817,11138,7318,6816,7838,5079,10865,5195,11154,10078,7116,11514,9400,10883,4744,11846,9413,4728,6730,5935,7435,7658,8882,4869,11142,11088,11935,8937,8650,10105,4232,9678,4063,4689,9743,6511,4600,6613,6331,9212,10667,11926,11446,11098,10096,4671,5884,5642,11702,8468,5335,8786,9688,10628,9616,10966,6768,10885,7326,4172,10978,7313,5757,6538,10299,6356,10408,4528,10790,6108,11486,7050,9668,6039,8981,9020,8706,5035,10645,11113,7546,8201,10804,5012,4933,5011,11021,4013,7720,7070,5215,6242,7491,11308,6369,6879,4976,5301,6661,11088,9989,10482,4850,8286,9103,9075,9492,6831,7145,11644,6567
"82",11204,8050,4060,6576,9707,8733,11970,11810,4358,7614,6547,8477,10597,5854,4300,6579,6910,10029,6876,9452,8212,7004,9031,8327,6873,7301,8870,8620,8287,4731,8209,4638,11630,6772,9228,6307,9946,5241,6956,8460,9133,5537,9845,8812,4661,5582,4779,4200,6116,11872,9351,10815,8027,5934,4929,6044,7469,11032,11584,10959,5175,11408,9743,11278,6233,8357,8767,10220,5017,6531,8013,11231,6145,9571,4498,5128,11791,6244,10119,8121,4663,11839,8615,7845,8503,6842,4169,10637,7544,7864,11268,11401,8062,8094,11061,5002,8227,8427,11012,8954,8211,11549,6032,5383,10335,8229,8077,4132,4024,10926,8808,5861,4865,4917,8636,11254,7820,5306,6003,5517,4661,9403,5066,11746,4493,9065,11200,11874,8774,9201,11388,5702,6339,11545,7945,10799,4167,4719,5180,11389,4530,4350,4739,5304,4005,7341,10435,5806,5581,5521,9261,4289,5778,8150,9982,10805,5455,9229,10006,4804,11954,7257,11942,10287,7724,11745,9504,11738,6418,4789,11879,6946,10118,5164,9853,7004,10695,11777,8520,10173,11231,7661,11335,11420,10365,10203,10860,6335,7618,9417,9554,5729,11346,10121,4330,9594,5349,8780,7427,6057,5833,10577,11346,4201,11374,6071,9271,4850,9061,8925,10579,9937,8448,11295,8855,11880,5056,7001,8992,5341,8118,4808,7785,11502,11206,5097,11970,4660,11554,7123,7672,9959,10788,10279,8981,6055,10715,4843,5420,7153,5699,5593,9577,6839,6258,11634,6183,7102,10419,8525
"83",9051,6122,11830,4590,4220,10309,9002,11823,10457,9085,6725,8933,9264,4266,7144,8567,6890,10996,10647,8145,10771,8110,10134,7924,8211,6546,4731,4242,7271,9453,4566,11393,9773,7935,8683,4485,8322,6578,4397,11623,11106,6416,5434,5171,6104,10276,5980,8420,9923,6048,9544,11921,5614,5004,7921,11450,9478,7739,5080,7129,10107,6983,5350,8960,6318,11842,7311,4380,8311,4184,9511,10169,10199,8793,8598,7097,8510,10710,4974,7553,7280,4258,10695,11746,9350,4431,7266,7199,9746,11683,5143,9075,8989,9818,10277,9911,7401,10011,11414,6685,10079,6455,10700,6243,11073,6091,7921,11327,8621,9687,9226,4438,7494,11816,4914,4049,6262,5611,6564,9675,9536,6478,4230,10509,5937,5328,10719,4936,10870,6824,4324,7075,5195,4269,9158,4152,10343,9149,4390,6701,4022,9606,10775,5897,5637,5712,7028,5252,4064,9023,5251,9841,8835,6010,4861,10271,7149,11772,4061,7780,7864,6628,11304,9447,10667,8575,5270,5221,6429,10665,6827,7901,4959,4980,10879,11952,5741,5095,8190,4570,6228,11447,9497,11674,8579,6160,4602,7397,9284,6841,11741,5364,4600,8214,5021,5264,6708,10554,8852,8036,10037,5391,7992,9399,4221,11402,5492,11729,9757,5923,4722,7738,4062,4273,10134,8325,8162,7842,8030,7063,8569,7072,9547,10081,9452,7144,10308,9535,5177,11943,8566,7962,6189,11230,7147,7721,10095,10014,8015,5256,8113,4294,9370,9657,7437,8305,8606,5454,5498,4214
"84",5873,4891,11052,5351,6213,10596,5955,6480,7669,7766,5682,9150,7949,7413,7332,10254,10510,4034,10232,6594,8371,11237,8791,6037,5663,7457,8919,9015,10281,7219,11150,4491,10941,9424,10175,11055,10908,7086,7350,10934,7798,11541,8132,6448,11770,4654,4740,4306,11130,10441,6674,7666,4083,7514,7732,7766,8969,9730,6590,11856,6686,8011,4294,6520,5101,7127,7349,11647,8353,8802,7669,11813,6444,5515,7172,8710,5141,4717,5084,9347,5900,11258,10851,9844,5333,7362,7078,4887,8192,4128,6057,5363,7315,9885,4262,5218,5855,5308,8435,6055,9326,10262,4583,6992,8906,6718,10825,8470,6375,8141,7932,5933,9320,4097,11376,11138,10312,11207,11977,7828,4070,4576,8923,10052,5797,10163,4940,4599,6208,10725,5703,5134,7342,11895,8867,5818,7125,8343,7780,10206,5860,8731,10758,5987,7840,5194,4514,8201,6516,6197,4321,10591,7365,10416,11955,6930,7009,8312,4089,11802,5860,5286,11267,9384,10237,5135,9535,7547,5872,6316,4982,5418,5957,7259,5478,11767,6938,5137,10229,9969,11717,7543,10091,10135,5500,11175,4739,8147,10581,8436,5271,6568,5662,11061,9028,6892,9503,8306,9709,10465,9121,7988,7163,8283,11832,7737,7174,6967,8554,4364,10356,9451,6910,11188,11610,10328,5542,7710,11994,10558,5597,4506,4685,6434,4810,10931,11950,8076,10520,9250,9244,4241,10275,9866,10573,6400,8397,6969,7620,4977,8474,6396,11734,9465,5780,11326,5453,8952,8854,8925
"85",5574,6795,4629,6297,10327,7119,7109,9090,6452,8701,5036,10417,4464,9031,6412,7850,7554,7884,5698,6598,10271,5866,9908,4248,11326,10061,9668,7955,11461,6319,10340,4215,7206,7381,7335,6179,11749,7937,6115,8109,7343,9701,11598,5697,6577,9980,4740,10068,11805,7062,8621,5986,10244,4351,8803,6114,10892,10564,4120,8045,11903,6260,11593,9056,7341,4156,9720,6522,5192,8020,9419,4721,10740,8499,5218,11546,4889,10335,9893,6500,5375,7085,7285,6393,6540,6169,6248,11141,8031,5722,5604,6584,5903,9650,9582,5976,6501,10513,5909,5251,4285,9736,4807,4755,4564,10661,7818,4747,10136,5922,10455,11160,10806,9199,8963,9095,9759,4575,9684,6908,10088,9405,9831,4184,8818,4117,8594,8589,10156,11280,10910,5733,7623,10496,7262,5860,11467,8074,11922,4722,9302,5442,6834,11950,9360,7710,8968,7557,10389,5539,11089,9334,6625,11726,11139,8427,11717,11449,10558,9119,4509,4146,11159,4773,8157,10701,4199,4660,4109,7761,8904,11689,5023,10623,10196,5319,10121,10691,5097,9006,10957,4849,6322,5580,10750,6374,9293,7218,9009,7085,6089,11581,6244,7393,7598,8672,4665,4494,9109,5821,11282,9522,8515,5393,6160,9684,6157,11086,9758,8578,11158,7342,9912,7890,10766,9209,8633,9828,9819,7398,7359,9595,4694,7918,8747,6201,9061,9997,8160,5340,5749,9186,4340,9745,10167,10186,6572,6823,4001,5396,9051,8132,9106,10306,5044,11172,10328,6636,6092,4644
"86",9682,5855,7209,5235,7468,10668,9411,6722,11893,7807,5627,7210,4900,5449,8408,7092,5494,5242,7606,6818,7330,6206,10315,10970,9808,7682,8333,9051,5564,5714,5631,5875,4930,8001,5135,11285,10607,6770,8792,8025,4056,11735,5023,5127,4561,9587,7406,5253,8318,11712,6961,5954,10687,6100,4278,4316,4193,9110,9511,9821,9164,10318,4357,11499,5301,6305,11812,4879,5272,8347,6980,5863,10960,11208,9411,5596,4280,11913,4384,6694,11481,6919,9606,9409,5354,9134,9183,7755,5340,8945,8610,6601,9000,11822,10273,11790,11411,8396,4536,9469,4540,9770,4114,8569,8487,10346,4237,5330,8084,9716,10081,9939,5063,5157,10260,7142,11015,4764,10433,10073,5001,5672,11391,7104,6545,4264,5348,7429,7017,11351,5602,5316,4315,7446,7941,8905,10403,8839,9352,6024,9726,8007,7995,5706,5176,6041,4401,4701,5835,7609,8437,9154,6239,4444,6052,7550,5180,9439,5855,6012,5126,11358,11198,4057,7852,10715,7129,5451,7960,6127,9953,6240,5875,6035,6662,9836,9224,9953,6113,7786,4140,9480,8058,5892,8599,7412,5497,4293,4530,4584,11331,6546,11267,10197,8290,10621,4509,9339,11634,10764,5691,5292,8956,7463,4371,6841,7934,4975,5640,7332,6700,4384,8241,4933,11038,8507,6944,11731,8739,6437,9614,6455,8065,7608,4474,6333,4333,8564,9724,7110,9131,10077,6241,6760,7347,4802,5965,4098,8067,8658,10949,9485,11601,8495,6981,11433,6829,4400,9301,9881
"87",7849,6642,11593,4287,7147,9122,7494,9891,11453,10783,8090,8757,11120,4415,11927,8542,7997,4337,11433,10893,4796,7359,7129,8712,4701,4805,8390,5703,11264,10168,10223,11036,8918,8734,7026,9147,11078,9438,10148,5203,8887,6069,9997,4209,6241,9962,8988,10863,5961,11947,11716,10631,5241,11654,7983,10189,8511,9315,8711,9306,9751,6827,11624,7916,11761,9179,8010,5804,5420,10081,6523,10989,4554,7302,5389,9000,11867,9694,11199,4496,5254,7334,11571,9653,6957,10374,4137,6019,6716,7450,8884,6385,9170,8427,6133,5240,8249,11248,6300,9170,8913,6973,6177,5137,7267,5302,5933,11492,10039,4340,4032,10027,8103,4600,11945,4100,9730,5917,6904,10551,8686,8403,5643,4884,6672,10745,7009,7954,4547,9124,10292,9058,5070,10524,11230,9978,7854,7846,7718,6554,9312,9964,10254,6673,11906,11348,10428,8071,9380,9162,7802,11653,9359,11856,5116,7620,7897,7410,4282,6370,9124,6072,6180,7428,4979,4083,10635,10169,4473,10769,4714,4286,8079,6488,8610,6861,11220,11729,11241,8489,6313,8128,9934,11015,7173,4972,10236,7257,6665,6857,4405,5034,5636,7530,6474,6759,4806,5976,5706,7384,11241,11116,5349,6508,10449,10615,10887,4593,4031,7986,9298,4559,6661,5052,4680,7064,5283,4847,4886,10736,8461,11951,8629,4457,6895,6347,10197,5008,11590,5422,8971,6308,8475,6969,4795,9295,5783,7279,11813,4421,11766,6812,5703,9838,9742,6292,9735,5820,11505,11331
"88",5977,6784,11477,5442,7101,10028,6082,7856,5137,9066,5998,4215,7502,7474,4000,11369,8877,9635,9877,10969,5296,6779,4672,7436,4635,5151,11646,7616,10358,4032,5393,11999,4294,8152,5197,5168,10412,6122,7474,6116,4732,11187,10712,5401,5061,10078,9096,9936,7407,6044,6369,8366,8457,11361,4841,9459,4059,9234,5667,10968,6402,5535,6881,7812,9790,4737,8849,11961,5171,10657,4996,8978,11517,10242,11248,11534,8935,10309,10014,7022,10532,4994,9427,5758,4713,11035,8651,6366,8957,6085,6523,5244,6128,6543,11496,5847,7158,4984,6851,7455,9518,8876,9113,8133,4443,9438,4666,4888,8325,8673,9078,11035,9459,6395,8024,6914,6303,5489,5554,5454,10726,5868,4421,11527,9481,9558,8058,8553,9259,11750,4844,8906,7218,6193,6058,10463,4458,9391,6564,11594,7736,9405,9688,10514,8836,11300,11379,10262,10655,6066,8686,5995,7344,11158,4446,7202,9695,4544,5086,9627,10057,6055,7372,8447,11724,11137,4337,6957,6644,4473,8731,8295,10249,6348,9393,9495,8791,4909,8085,10266,9097,7130,5016,4166,7026,11211,9575,6066,11828,4419,11421,7651,11095,6983,8265,8589,11848,6794,11961,8222,9695,5296,10264,9176,6563,10187,4903,4422,8332,8021,8228,7800,11518,5269,5289,4667,8519,5456,8312,8175,10805,9852,7732,5612,4778,4687,11808,5705,11813,5263,11403,10570,8692,5766,10143,11719,8194,8446,10216,6957,10573,5808,9176,9668,8144,10416,10316,11424,8820,10894
"89",4980,8071,5053,5143,9510,9842,10036,4115,10745,5837,8463,8436,11162,8259,8759,4204,11912,10980,9142,5496,7658,4160,10316,8735,10481,8502,6196,6441,4940,7159,9723,4504,4511,4742,6398,11877,5378,7229,9730,6071,5938,8305,8773,7399,10389,8476,6879,11335,7816,10296,11395,11644,4004,4458,7568,8212,4753,8657,8545,6424,6588,8263,10626,9421,4719,7584,10640,4516,5972,4122,10037,9009,11269,5065,6721,10082,8839,9417,10652,11902,7985,5839,10245,10286,7429,10542,9751,8236,9409,5365,10571,10463,10367,10685,11588,5843,9307,7582,8529,10032,7466,5420,7403,5485,8856,10522,6702,8377,4008,11186,8577,5921,5321,8530,11603,8523,8606,5914,4578,10020,8357,6947,10590,6637,9975,5229,5364,7925,6876,9352,6984,9776,5752,11778,6564,9601,6428,9557,4799,5250,9283,6054,4920,8814,9312,4407,4946,8853,4326,6092,11736,4895,8166,8924,10652,8735,6809,10162,7542,8679,7348,9457,9671,11701,9029,8440,5350,5585,7888,10734,7115,4233,11897,7789,8996,11645,7055,6272,10585,6231,5884,5171,11823,5875,9035,6611,11235,4812,7762,5556,5308,6514,10003,8476,11129,8953,9179,7039,7797,4000,5574,8032,9842,7381,11936,10220,4792,4972,8406,4667,5570,9018,6322,7984,4807,4369,6886,11582,9224,4267,8778,6743,11728,6940,10141,7334,9896,11929,11962,6520,4531,5813,6196,7769,11338,7520,4545,9423,5984,7113,4575,7994,4226,5802,6867,9140,10919,11992,8446,7387
