"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133"
"13",34,15,35,41,25,19,17,17,35,15,43,41,21,19,25,35,29,38,38,28,40,39,45,30,15,15,23,29,27,19,20,17,18,36,37,20,31,21,38,42,41,32,26,23,22,37,16,33,38,24,18,16,20,18,28,41,17,18,25,32,15,18,20,30,15,41,28,38,21,25,45,30,29,17,18,27,27,24,15,35,27,33,35,42,26,41,23,35,23,28,23,26,29,26,27,38,42,15,36,40,16,31,39,29,16,23,20,36,23,28,17,21,30,24,26,34,18,44,42,19,22,34,29,29,27,29,19,39,25,35,28,30,22
"14",19,40,22,19,36,24,37,16,36,39,15,42,37,45,43,34,38,30,28,42,44,34,43,15,45,27,16,41,26,17,44,15,26,44,23,17,40,36,41,37,43,35,34,42,35,37,37,24,16,37,31,15,20,36,43,30,28,15,40,26,29,31,44,28,28,15,32,15,38,21,45,36,18,35,19,16,42,25,43,20,25,33,32,36,20,21,45,22,16,39,44,40,20,43,27,22,20,21,21,27,15,41,29,15,25,25,44,15,45,27,25,20,26,44,28,43,17,41,20,35,18,30,41,43,35,20,15,37,44,27,29,38,26
"15",27,22,23,40,29,36,34,35,19,39,32,36,35,39,43,15,36,20,26,30,22,34,23,21,30,40,41,39,26,16,39,31,42,25,26,16,37,43,38,25,37,19,15,31,37,29,36,43,27,22,45,17,18,26,20,35,25,30,15,21,38,41,44,25,29,15,41,27,37,39,44,41,28,45,25,44,20,31,17,25,21,18,42,30,23,16,20,41,44,17,43,20,23,45,28,32,33,37,17,42,42,33,20,32,45,37,29,36,41,39,28,21,21,28,23,44,24,40,43,43,21,18,31,40,43,19,32,31,24,43,41,35,35
"16",29,43,28,37,45,19,17,24,31,32,42,38,43,34,35,45,42,18,30,31,20,20,34,28,43,42,42,45,45,19,32,31,36,39,44,27,28,40,17,16,44,24,29,38,37,36,28,43,39,22,45,23,28,28,44,21,44,15,37,20,42,21,27,27,28,24,38,39,26,40,41,43,31,27,26,29,33,31,36,28,20,21,26,32,42,25,21,37,39,40,30,29,45,20,19,31,38,38,22,24,41,24,41,31,29,35,45,27,32,36,45,39,30,34,41,35,23,31,43,38,41,28,45,20,29,21,39,18,32,43,40,22,32
"17",29,15,34,35,44,15,29,36,24,27,18,18,36,25,23,23,15,33,27,39,25,44,15,41,32,20,24,37,27,26,26,33,20,17,15,35,39,30,33,44,25,21,16,21,23,45,15,25,27,18,35,32,25,37,28,42,30,36,40,42,34,17,41,28,38,33,33,30,45,44,29,28,28,37,42,44,19,36,29,45,45,18,26,26,32,32,44,17,44,37,23,24,18,33,31,28,38,39,45,26,27,39,22,30,16,39,41,21,15,17,32,40,15,25,26,29,32,17,37,25,45,39,27,27,16,32,43,45,43,37,30,15,22
"18",35,24,30,32,17,30,44,28,39,16,26,24,26,16,28,31,43,15,18,32,23,41,41,17,20,36,32,38,21,20,18,18,27,31,43,38,16,43,44,31,31,32,41,43,15,17,40,40,30,45,43,22,43,37,22,41,33,40,16,37,43,38,21,23,43,32,25,32,41,45,35,23,17,28,17,17,35,15,18,29,19,23,30,27,32,25,39,36,30,33,23,18,15,22,27,44,19,18,44,39,21,31,38,43,40,28,29,42,25,34,32,37,26,24,20,17,21,20,16,23,41,21,20,15,32,21,35,40,17,36,45,33,43
"19",33,27,23,15,44,27,45,44,37,34,26,29,45,23,18,36,36,30,37,36,38,28,33,25,22,45,40,17,40,31,43,18,22,34,22,29,26,20,33,22,33,31,42,40,33,41,34,33,24,20,42,36,15,20,30,30,42,43,25,22,30,31,19,30,41,39,45,36,18,20,35,15,17,27,31,39,31,39,37,17,22,15,44,44,21,42,37,15,19,31,24,44,19,26,25,38,29,21,25,34,28,24,31,17,39,30,34,41,22,24,29,45,23,41,28,31,40,33,17,18,30,45,40,15,27,18,45,22,21,32,38,28,43
"20",32,42,19,28,36,17,33,42,35,40,16,36,36,33,29,18,34,20,29,31,15,25,43,45,33,16,41,18,16,27,23,29,44,32,31,34,40,30,36,29,27,24,26,42,43,31,34,33,42,16,41,36,36,20,22,24,21,42,41,45,15,19,40,30,43,19,27,35,31,20,39,29,16,16,43,24,31,20,16,43,40,33,29,27,24,15,43,17,22,45,20,32,30,42,15,36,27,20,38,27,19,26,26,32,36,31,32,38,24,44,16,26,36,18,26,38,37,43,19,43,43,32,15,42,38,44,36,24,34,27,43,19,25
"21",45,24,33,35,39,32,24,21,33,17,38,35,27,34,15,28,34,30,24,40,28,30,21,40,18,45,18,30,16,28,35,42,35,44,33,45,41,37,15,37,45,26,43,20,26,15,44,35,21,25,37,16,21,45,21,36,16,26,18,25,25,20,29,27,15,42,39,45,16,24,15,31,24,21,35,33,17,18,41,40,25,15,35,24,35,44,37,32,20,38,38,35,23,18,20,18,16,35,23,15,36,23,44,27,22,45,34,23,18,29,17,30,16,37,15,17,34,45,43,16,17,23,27,33,42,18,37,32,15,19,45,40,25
"22",43,17,34,28,20,26,21,35,23,34,17,44,32,42,41,38,18,36,17,18,17,21,27,35,26,23,37,35,36,30,32,43,20,23,25,31,44,22,18,41,27,24,23,40,35,25,42,32,16,43,25,22,18,35,19,19,16,45,20,30,33,27,17,44,34,31,38,24,36,19,31,40,15,24,18,27,21,30,17,28,26,38,24,26,18,43,30,35,18,38,45,30,41,25,42,44,21,18,27,34,42,35,31,22,41,35,29,28,19,44,38,28,22,23,32,33,35,27,27,43,39,41,41,38,15,28,34,27,35,34,40,41,28
"23",18,25,23,24,33,35,27,28,29,27,24,35,18,21,40,26,18,42,15,30,20,29,15,30,44,17,43,15,18,30,17,25,29,17,29,26,22,40,33,37,41,26,18,18,23,33,29,42,40,40,15,45,20,44,33,36,42,15,43,43,18,38,37,42,36,34,18,36,16,42,30,32,45,29,20,28,18,24,29,35,22,39,26,26,42,31,26,31,37,40,16,26,33,21,35,35,15,36,26,23,43,19,44,41,18,20,29,42,16,24,44,16,29,27,34,25,42,41,33,33,43,19,39,22,33,26,44,17,32,35,26,38,42
"24",23,24,17,36,25,22,20,39,37,16,22,30,40,22,19,44,40,42,23,42,24,34,27,23,36,32,28,26,35,19,33,42,16,45,42,35,36,24,23,42,44,25,33,36,23,30,30,40,16,15,38,40,45,38,16,41,36,35,17,41,25,40,19,24,17,29,29,42,17,38,20,34,24,30,34,29,28,39,41,35,18,19,39,44,29,44,35,28,30,25,40,35,43,45,35,45,16,17,28,20,44,17,36,24,24,29,18,31,35,36,35,27,23,40,23,17,15,45,32,39,41,40,39,18,23,24,39,45,40,32,16,33,19
"25",28,35,44,30,41,43,33,31,45,24,30,17,22,28,29,37,23,15,24,35,43,29,15,16,44,36,28,42,45,30,22,18,36,19,19,42,24,38,20,16,22,38,43,25,38,31,18,31,38,25,45,17,39,33,45,20,23,33,17,23,35,28,29,35,19,19,23,43,40,39,18,15,41,41,43,42,31,38,26,45,27,21,24,18,33,33,16,16,17,39,16,27,22,45,29,44,44,31,20,35,28,45,34,32,26,18,38,20,18,27,45,33,15,17,37,25,32,29,24,24,22,15,22,32,45,15,29,38,38,39,32,19,38
"26",17,36,30,34,15,45,41,23,17,15,32,41,28,23,37,43,26,31,20,15,24,26,26,35,33,35,42,24,33,43,39,27,36,34,25,21,37,35,44,31,28,27,15,23,22,31,23,32,24,42,32,29,28,40,32,44,32,16,40,35,36,33,27,29,40,18,22,16,39,44,29,35,33,15,21,24,45,45,17,45,30,36,45,43,20,16,34,31,34,23,41,15,31,15,41,45,38,19,38,29,36,16,26,43,30,22,17,32,40,25,16,15,15,21,28,45,22,33,44,33,44,27,43,15,38,45,22,29,29,38,16,22,16
"27",22,23,31,36,41,45,37,35,45,29,36,20,25,37,33,41,27,19,42,17,37,28,24,21,44,45,35,42,45,39,16,42,28,39,19,15,17,35,22,22,18,20,22,39,22,34,45,32,31,40,20,18,39,40,39,22,19,21,29,17,18,44,17,44,20,29,35,29,31,24,15,16,32,22,38,29,25,36,27,39,22,18,32,39,27,40,39,21,28,44,20,41,39,31,36,38,42,43,22,23,15,16,17,32,21,29,32,30,39,36,24,40,19,28,22,16,16,35,31,44,39,35,28,32,15,45,39,41,22,35,24,17,25
