"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133"
"11",46,48,52,50,29,42,29,23,41,31,22,49,42,44,43,16,45,54,38,5,47,10,20,37,9,49,41,23,45,11,55,33,26,41,46,28,52,17,53,40,22,47,45,35,46,48,22,50,25,7,43,18,39,18,29,47,23,35,38,9,40,27,47,24,38,12,45,49,46,39,47,13,44,25,53,21,23,25,27,18,10,12,26,9,41,23,25,7,33,42,38,7,40,6,34,55,25,50,36,54,15,27,45,17,7,43,38,11,24,11,54,38,45,27,51,44,7,10,15,50,23,24,10,22,11,39,42,32,46,26,32,22,55
"12",11,45,31,49,36,43,50,23,11,19,18,31,40,34,10,29,39,51,23,36,12,29,40,10,30,29,29,51,29,55,26,36,26,8,19,54,27,7,19,40,15,6,43,24,38,10,29,20,8,38,22,15,41,27,45,16,33,39,52,10,55,38,55,21,19,38,14,15,8,46,42,14,26,48,29,46,40,11,36,51,6,28,12,32,10,19,16,30,22,33,38,47,31,29,25,6,53,19,52,53,34,18,52,17,52,43,41,55,33,6,29,30,13,44,15,49,46,21,10,10,15,47,5,30,46,51,39,22,44,26,41,8,42
"13",15,14,45,47,24,7,50,42,24,40,51,54,55,42,17,18,11,29,38,48,38,22,42,31,54,51,46,22,32,41,35,19,10,22,54,24,26,16,43,21,25,17,42,24,33,51,29,18,26,5,51,44,41,44,48,32,33,53,9,17,43,5,35,39,37,50,11,30,12,21,22,45,21,36,12,34,52,40,34,46,32,30,8,31,53,27,16,17,9,12,45,27,23,36,35,18,15,26,33,46,30,51,27,40,36,21,50,42,14,51,13,32,19,15,14,53,40,34,26,53,44,7,28,25,6,26,51,11,43,51,35,35,20
"14",22,44,34,21,18,31,47,55,40,26,14,34,45,55,40,48,39,51,47,41,17,16,15,42,11,20,26,49,53,24,7,41,6,29,11,16,24,33,44,13,46,26,52,15,17,29,25,51,55,18,54,28,47,23,11,37,6,18,41,12,27,32,13,52,33,16,46,30,45,42,44,23,10,53,52,49,51,34,47,11,44,16,55,33,45,35,27,34,28,21,9,17,7,20,49,32,51,25,49,28,29,6,41,9,12,17,25,17,6,15,30,42,49,32,51,26,55,28,55,45,18,19,42,35,5,24,42,8,52,11,37,35,9
"15",42,25,24,39,30,6,19,27,5,47,36,46,5,49,48,32,19,45,23,44,15,45,24,38,51,49,39,52,53,10,18,44,47,27,19,34,17,54,10,35,41,46,29,30,49,9,23,7,15,36,23,54,15,54,29,15,17,40,5,32,33,55,16,25,14,42,55,8,44,40,54,41,30,24,17,55,22,37,21,28,38,42,9,49,18,11,55,52,14,10,48,53,8,29,39,28,21,37,22,37,36,55,10,18,21,17,55,17,53,42,18,49,31,42,39,35,10,46,15,15,52,47,36,6,36,26,40,10,51,20,44,32,52
"16",18,9,13,45,16,43,8,34,16,11,48,37,41,16,47,51,8,23,18,47,7,45,49,45,13,10,54,26,7,53,35,10,44,48,12,27,51,5,6,35,34,55,15,53,5,15,16,21,43,28,24,38,21,7,14,40,17,48,30,32,8,10,53,11,5,30,13,32,17,20,29,47,47,25,11,31,27,42,22,49,11,14,5,53,12,35,51,24,46,22,33,51,7,36,21,15,35,34,34,54,15,16,5,11,25,46,35,10,49,38,34,34,29,48,35,34,34,30,12,7,12,12,51,22,31,8,18,36,54,41,33,39,25
"17",5,8,48,29,36,50,29,36,16,40,52,37,28,38,19,23,14,54,55,49,31,42,35,20,44,14,19,6,21,49,39,23,53,8,14,29,12,17,55,30,12,6,20,55,50,41,31,47,35,40,31,20,25,5,7,37,32,19,38,39,22,21,11,36,19,44,37,33,48,36,31,43,41,24,55,39,16,55,52,17,50,52,5,48,16,16,16,52,34,29,17,35,47,37,45,52,53,30,23,21,44,22,41,40,10,12,31,38,18,22,54,48,24,31,38,7,41,18,55,14,14,10,48,54,13,50,46,45,24,32,17,43,36
"18",45,41,24,25,15,5,9,45,41,11,52,29,35,6,23,13,13,41,50,8,28,21,17,27,29,52,43,35,20,55,17,30,48,32,43,49,44,16,9,41,31,24,52,53,22,44,28,35,37,7,41,24,45,39,19,14,39,22,18,24,24,48,34,5,26,34,36,10,22,35,11,28,34,53,20,18,40,5,17,53,26,11,16,14,19,33,8,48,45,44,46,22,50,54,52,34,38,45,39,48,11,23,46,22,25,13,29,27,5,36,35,35,6,38,33,47,50,15,43,50,25,18,18,7,26,21,39,13,32,34,5,12,47
"19",5,33,22,41,28,50,7,27,13,6,48,11,54,26,46,45,24,22,18,40,40,44,14,5,46,30,39,54,21,12,55,16,48,47,23,11,42,21,32,47,51,10,23,19,41,12,32,25,5,9,55,52,27,43,14,19,52,23,46,8,46,51,11,5,25,18,45,38,49,51,30,52,42,12,30,19,48,30,43,52,51,55,28,27,24,21,38,20,51,42,48,26,26,51,44,13,32,32,42,50,30,47,54,35,47,17,23,5,14,5,34,8,5,8,53,23,26,6,8,8,35,35,49,21,20,53,42,50,6,55,6,53,37
"20",35,6,50,55,21,43,24,33,27,12,15,46,15,19,5,43,30,49,25,36,38,12,28,16,26,40,41,40,13,44,30,18,14,25,35,20,45,32,6,44,5,6,19,42,52,55,28,13,46,32,42,47,49,38,11,9,8,53,50,27,50,32,9,12,14,51,11,25,17,13,11,5,36,41,31,18,44,21,5,24,55,24,31,7,30,25,22,28,11,17,13,25,8,10,12,10,18,49,11,32,55,22,43,28,54,26,46,53,19,49,34,29,34,32,12,46,42,52,26,13,49,18,42,23,55,34,40,21,8,25,36,50,50
"21",50,50,24,6,26,8,8,9,6,13,34,25,10,16,31,27,28,12,35,14,34,42,9,33,26,13,8,32,37,40,6,11,52,35,13,10,8,9,22,13,34,48,51,38,43,36,15,30,22,28,18,12,39,42,38,40,6,15,37,13,42,31,13,49,40,30,52,22,33,19,42,33,46,15,21,7,26,30,54,22,7,45,15,46,39,55,17,54,43,47,55,34,41,36,33,21,49,45,48,43,32,31,42,22,28,28,21,40,10,5,17,36,7,55,50,21,48,27,8,55,26,45,42,32,31,17,48,12,42,15,55,8,41
"22",18,30,21,33,39,52,45,9,40,12,16,41,19,37,29,33,5,5,14,39,15,32,18,12,13,16,16,34,30,54,23,53,51,27,7,17,10,37,48,6,43,38,52,49,20,13,53,23,16,36,30,42,34,5,27,40,13,40,38,37,20,13,8,42,31,31,6,39,16,38,17,21,5,31,9,8,41,38,29,12,7,41,42,47,23,27,34,40,31,8,17,17,30,42,37,21,29,47,28,54,24,21,16,17,15,39,43,41,8,31,47,54,16,27,50,40,17,16,14,33,30,19,24,51,50,23,23,14,21,22,14,53,12
"23",45,32,52,39,52,54,37,33,16,51,25,31,9,11,9,14,32,42,38,35,42,48,14,36,43,17,11,42,18,35,23,26,30,15,7,29,28,43,46,30,26,45,46,22,36,16,36,44,35,34,42,19,48,5,41,32,15,36,32,11,32,16,47,32,20,13,24,46,31,23,32,38,45,11,26,28,14,52,9,31,50,24,21,30,40,53,51,16,38,43,46,35,42,32,21,9,16,53,27,44,33,23,8,46,5,17,28,31,27,10,36,16,34,26,13,11,49,35,47,32,25,9,18,42,20,34,53,34,31,6,50,34,6
"24",37,44,19,50,52,37,5,44,53,10,19,42,48,10,31,30,20,18,26,36,11,49,35,12,37,37,53,27,44,22,13,32,20,39,50,9,32,28,46,17,48,42,52,22,43,12,40,42,54,15,13,53,30,10,13,14,11,46,41,40,33,33,54,45,12,15,10,43,14,23,6,31,11,12,9,18,35,9,51,42,41,7,19,50,52,21,15,47,14,20,50,41,42,11,22,41,8,46,16,36,55,46,5,8,50,23,40,26,19,14,16,34,33,12,37,52,35,13,16,14,16,40,53,11,20,30,8,46,29,9,46,51,18
"25",27,55,30,10,9,7,28,18,37,18,22,48,13,22,36,19,20,15,42,37,51,9,25,7,34,8,32,34,52,23,30,34,29,13,29,39,25,26,32,27,39,20,19,30,50,37,38,11,8,9,30,40,11,27,54,54,5,34,48,45,19,24,6,32,7,30,35,8,10,55,26,30,23,51,44,34,8,29,23,50,26,29,11,52,25,26,53,17,29,19,24,19,38,11,50,46,8,46,54,36,31,15,36,53,51,55,7,6,44,45,29,37,21,43,15,10,40,38,35,8,53,53,34,45,16,31,55,24,15,30,41,31,19
"26",7,49,43,42,20,39,9,53,46,48,54,22,12,31,53,14,16,37,38,35,31,48,10,39,10,52,48,27,10,23,11,15,50,33,22,27,36,30,32,26,34,16,26,44,35,47,8,51,14,38,20,41,44,49,21,34,29,42,28,10,28,52,27,18,26,21,14,38,40,18,53,19,26,49,23,54,35,54,7,27,29,41,12,21,8,47,13,28,50,15,45,25,32,24,31,46,12,10,14,9,11,21,47,48,27,32,25,25,55,38,54,41,10,12,14,33,33,30,24,35,18,48,55,15,13,52,49,54,39,50,12,6,12
"27",47,27,45,32,38,22,24,19,28,13,16,55,47,14,26,33,32,52,53,19,42,35,33,24,29,36,51,12,45,29,13,27,7,32,9,28,54,7,5,32,27,14,43,37,33,29,17,7,55,24,42,50,28,35,42,53,22,35,25,11,54,39,52,48,46,55,54,36,33,12,12,6,25,32,15,18,40,21,8,33,9,37,24,22,52,7,23,7,22,43,52,44,8,46,51,34,18,40,30,19,21,19,33,30,48,12,32,40,48,37,27,19,33,15,44,30,9,36,50,39,13,11,9,32,54,52,19,27,23,32,30,39,20
