"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95"
"19",34,45,40,16,31,33,23,49,30,44,27,46,48,24,10,19,32,16,43,23,13,30,30,37,19,41,20,50,24,20,30,48,42,50,39,47,50,49,29,18,45,29,11,15,13,47,11,15,44,24,39,13,24,16,14,36,30,48,47,27,14,42,26,44,34,21,31,24,34,42,30,10,24,38,19,48,11,15,39,12,42,49,48,33,35,21,19,23,12,43,43,30,49,17,48
"20",36,42,38,17,38,43,36,37,28,22,10,41,50,11,47,25,26,43,11,10,48,25,46,31,13,17,49,22,13,13,49,27,23,47,15,20,30,26,10,38,28,10,10,41,45,12,14,14,12,14,17,30,20,11,47,22,22,13,25,12,41,27,43,37,35,15,45,33,18,12,39,31,40,40,16,24,31,10,47,26,49,25,49,11,19,47,13,22,29,27,44,22,15,41,18
"21",40,14,35,24,22,45,42,18,37,44,22,31,20,39,32,34,22,35,10,40,27,46,13,37,34,23,17,28,13,40,49,22,31,38,14,31,14,24,43,16,19,13,41,46,48,11,11,38,29,43,33,38,10,38,20,37,23,26,18,37,49,35,15,21,17,15,34,50,47,27,24,20,35,45,25,31,28,14,36,11,28,19,12,19,41,49,13,44,47,45,43,42,45,39,40
"22",33,46,22,15,16,29,20,20,28,30,45,30,16,31,27,19,23,18,33,47,43,48,47,33,47,37,25,13,22,10,17,30,46,19,21,12,36,28,10,50,35,19,34,49,16,26,17,50,48,23,12,48,47,19,32,49,33,16,49,39,17,36,30,35,18,31,24,29,13,45,42,42,42,29,17,47,13,34,27,41,38,44,25,32,27,44,25,14,15,43,38,22,49,32,17
"23",42,29,18,15,33,21,22,46,50,47,29,31,41,30,50,27,28,43,28,46,31,20,32,50,24,21,48,47,22,12,34,14,34,27,38,39,32,14,18,32,41,19,21,20,34,11,49,49,37,25,11,30,32,41,34,31,35,29,22,46,29,38,37,22,49,34,11,23,37,19,21,10,34,31,18,29,17,41,46,23,32,18,28,32,21,22,32,33,47,40,11,18,22,45,26
"24",50,21,21,21,13,12,31,16,47,44,45,32,47,37,26,46,49,28,10,42,49,24,13,38,19,31,20,15,13,46,39,40,29,14,14,18,30,36,43,18,35,30,39,16,33,28,43,14,26,44,15,23,21,45,18,48,16,15,30,14,38,27,36,23,15,22,12,37,39,34,26,48,47,30,18,36,39,29,42,50,44,16,48,20,20,30,16,35,26,48,31,18,32,43,34
"25",46,35,39,19,36,10,33,21,26,48,47,27,36,31,19,12,31,38,27,29,14,36,42,50,25,21,27,47,48,26,45,14,28,49,12,34,50,30,19,32,47,44,29,29,10,12,39,46,26,22,13,32,32,12,14,23,21,19,23,15,46,38,34,30,42,20,34,17,34,45,26,20,12,26,26,45,24,29,46,19,21,27,46,25,42,39,29,38,30,10,38,50,15,28,16
"26",42,39,47,22,42,27,35,16,37,24,48,10,23,42,19,41,14,24,33,16,41,19,38,34,10,19,20,12,45,29,32,41,26,47,19,32,20,43,28,17,25,37,23,15,12,16,31,33,27,36,22,37,47,29,32,34,33,28,43,41,11,14,21,47,13,24,40,28,45,49,15,34,28,31,50,16,13,22,49,46,13,30,47,14,26,34,34,26,38,13,18,17,25,16,16
"27",41,16,19,41,11,26,18,45,31,43,11,23,49,24,46,24,13,16,33,24,22,15,20,24,38,34,48,33,39,33,45,42,39,50,32,20,16,34,37,20,30,23,41,26,38,30,31,35,21,27,23,40,26,13,27,49,40,24,17,12,50,14,36,31,21,30,17,15,13,11,24,28,24,29,22,34,38,30,30,46,28,34,28,27,48,27,30,12,37,47,23,25,29,11,37
"28",48,40,29,33,23,31,31,15,34,16,40,34,12,23,15,32,36,31,21,14,42,34,38,27,12,37,22,46,50,44,23,36,50,22,18,40,22,19,36,23,37,32,49,20,19,23,48,17,12,34,10,49,27,25,23,37,18,50,23,15,32,12,34,36,21,22,17,25,33,20,18,44,39,13,30,21,37,34,25,40,15,25,35,49,28,45,37,37,29,44,41,49,12,47,22
"29",18,14,36,44,24,10,44,21,11,27,15,27,50,28,14,18,47,16,13,43,23,18,40,40,38,23,39,10,35,10,15,31,11,16,44,47,42,12,17,31,46,26,11,29,38,50,21,11,35,43,15,31,13,44,26,27,18,28,31,46,42,25,10,36,35,12,33,39,36,31,48,47,27,14,22,41,30,13,46,38,10,32,14,47,30,43,28,13,21,32,36,45,21,45,19
"30",20,21,38,20,30,47,31,10,25,24,22,36,48,49,43,45,47,12,20,35,19,47,41,29,45,40,44,42,43,28,11,28,40,41,36,17,46,35,41,10,25,19,16,30,15,42,32,10,33,28,11,36,43,37,32,23,27,14,39,26,39,32,17,40,40,29,14,22,31,26,17,31,35,38,20,40,47,41,39,38,37,24,21,22,26,31,30,48,14,12,43,16,46,13,48
"31",47,23,34,39,15,27,14,23,37,35,21,13,30,22,43,34,21,30,13,25,33,35,47,35,23,35,46,32,29,23,16,19,12,26,32,17,36,39,38,26,49,45,39,42,32,13,15,50,25,18,48,33,34,32,37,38,31,11,21,37,33,34,49,37,29,14,22,14,50,43,36,27,39,17,10,19,48,19,42,33,33,48,18,26,27,17,50,38,12,23,11,33,34,21,23
"32",45,12,13,15,34,23,49,31,44,14,40,26,34,34,50,32,36,27,44,31,15,34,39,42,32,47,34,48,27,32,38,31,23,44,42,28,45,11,37,41,31,38,40,26,32,17,14,14,39,18,14,43,40,26,25,43,13,48,27,44,41,14,34,21,16,11,43,32,46,40,31,21,39,21,49,36,41,33,46,17,49,22,11,33,14,29,29,29,35,48,26,15,17,18,42
"33",10,15,49,11,18,40,24,14,24,31,17,39,11,35,48,33,33,32,10,19,42,16,14,42,38,30,11,49,10,16,41,30,37,48,38,35,29,26,48,33,36,43,33,31,44,50,31,49,14,16,26,38,50,24,45,28,32,14,11,50,39,43,12,49,45,10,30,42,40,14,23,39,29,22,18,18,47,45,33,19,22,22,26,11,30,24,32,31,30,22,32,13,14,27,30
"34",22,20,49,33,47,25,42,36,35,34,18,17,49,31,10,26,27,46,40,42,41,26,40,35,15,20,13,10,11,45,35,36,40,26,37,18,10,28,34,16,43,22,16,26,49,45,34,50,10,38,31,13,21,11,26,48,37,31,18,42,12,40,35,21,33,48,22,23,43,19,18,31,44,28,27,49,14,30,31,10,11,11,20,18,31,28,35,10,38,10,35,48,41,38,28
"35",17,19,11,35,46,10,21,21,26,43,34,24,29,48,14,17,48,45,35,50,11,33,25,18,20,28,48,14,44,20,50,14,46,25,14,33,38,24,45,15,19,39,31,21,30,13,33,12,29,26,10,47,41,40,44,33,47,19,17,19,21,12,28,46,19,29,40,25,34,42,29,40,21,46,43,36,41,44,10,43,26,47,29,27,38,15,26,34,15,20,11,29,36,19,39
"36",36,45,26,50,23,27,17,32,37,30,13,11,46,18,47,41,35,16,44,19,34,46,49,44,34,50,15,18,26,41,16,12,12,23,48,31,31,29,15,41,48,10,24,10,41,36,21,39,12,22,16,20,27,42,43,18,47,30,29,48,12,23,10,22,29,24,41,37,46,19,43,39,38,20,16,39,14,49,18,19,33,33,20,48,13,14,41,44,13,17,18,40,29,19,37
"37",46,43,18,49,50,25,25,45,21,25,26,10,38,12,44,46,18,31,42,37,48,22,43,12,50,49,47,35,36,17,14,12,10,46,22,34,18,10,34,35,25,38,10,40,29,11,44,45,50,22,30,44,46,41,46,15,18,44,43,38,49,14,28,45,31,32,48,25,36,29,36,39,44,46,46,26,45,23,42,44,17,20,47,21,18,31,32,41,36,38,47,13,50,24,43
"38",42,38,12,15,16,34,17,34,32,50,25,19,15,10,16,32,15,11,30,21,43,36,42,34,18,39,42,42,38,23,21,24,34,47,50,13,43,43,30,45,45,16,24,23,42,27,37,30,17,11,27,30,44,47,20,18,17,30,13,31,18,44,28,37,23,23,33,32,25,41,12,32,44,16,34,17,44,36,44,34,40,29,10,35,34,29,35,25,34,48,31,24,44,33,17
