"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95"
"22",37,21,17,43,28,34,43,30,41,43,37,19,31,22,33,32,20,43,37,17,33,21,30,20,20,32,25,30,34,35,17,22,22,17,24,29,39,15,45,26,24,20,19,26,42,39,21,18,29,18,18,45,37,16,25,44,22,17,27,16,44,24,18,15,36,20,30,45,26,30,34,31,23,28,17,26,36,25,28,27,28,28,33,35,28,16,41,39,26,18,25,29,29,23,45
"23",31,16,33,35,26,22,21,32,23,36,19,31,34,34,37,34,15,37,37,22,15,35,34,45,37,27,42,43,20,26,43,15,17,36,16,27,22,41,35,37,21,41,20,38,32,24,44,32,27,26,31,20,38,38,42,33,26,20,43,19,38,16,23,39,26,39,17,15,35,20,36,36,17,26,17,15,31,42,41,32,30,27,30,25,41,31,31,45,43,20,37,20,19,22,36
"24",32,24,27,44,32,42,15,26,30,32,24,36,40,39,31,32,41,39,22,36,40,25,39,41,15,19,40,25,18,33,31,28,36,45,45,29,18,37,40,44,39,20,24,19,29,23,25,19,34,37,32,19,32,21,29,27,37,21,35,15,44,26,35,19,31,28,16,18,26,30,37,43,22,38,35,18,45,23,27,16,37,41,25,37,16,19,29,20,26,30,21,31,35,21,22
"25",31,23,34,38,42,17,43,27,44,30,42,40,26,43,31,42,41,36,16,31,37,15,41,40,23,36,26,16,32,30,36,41,23,16,32,16,22,33,22,21,43,28,33,35,21,37,25,38,42,40,35,40,35,37,22,40,29,26,23,37,38,19,41,18,39,25,36,16,17,45,36,35,15,23,42,26,24,43,29,38,19,33,25,40,29,17,21,40,40,29,29,29,18,33,38
"26",26,18,16,40,35,38,25,22,25,31,34,29,34,35,45,28,33,26,33,32,39,18,16,23,34,37,27,15,30,15,15,24,19,34,34,33,34,15,30,18,44,42,15,32,39,29,40,40,29,37,36,18,36,19,38,15,25,36,24,37,21,23,37,26,44,33,45,45,31,35,31,42,44,24,18,35,39,37,23,16,18,24,22,34,18,25,20,18,22,35,16,17,25,23,32
"27",43,20,32,39,37,21,44,16,29,41,17,39,37,45,22,43,22,29,30,26,25,29,27,42,26,27,25,28,42,25,35,19,15,30,23,45,43,36,25,37,37,32,25,28,32,20,30,42,22,31,30,19,26,34,34,32,31,28,19,35,43,29,26,33,19,39,42,32,22,26,40,42,36,21,27,26,26,40,43,21,22,40,39,25,45,24,42,27,38,17,24,30,29,17,32
"28",25,32,42,45,23,24,25,31,30,40,45,21,19,43,40,22,31,18,25,15,22,18,38,33,29,31,17,31,34,26,32,30,19,20,30,39,26,45,33,31,42,36,28,39,30,34,15,22,28,25,16,42,19,27,40,41,19,28,43,35,15,29,44,33,28,19,34,44,33,32,41,20,44,31,29,22,39,17,29,45,31,33,36,29,28,26,24,18,19,41,36,28,43,34,30
"29",25,23,41,40,25,35,18,18,43,40,21,22,45,29,33,38,40,23,36,39,33,38,28,34,32,34,44,28,39,15,20,16,24,15,29,41,20,31,41,17,33,39,17,43,35,38,17,38,40,43,24,15,38,20,40,34,21,45,25,34,15,42,34,21,39,36,32,35,33,28,16,17,36,17,44,18,28,16,41,41,32,17,23,29,43,32,29,34,16,34,38,37,27,32,19
"30",25,28,22,22,34,38,33,37,20,38,45,30,22,37,41,44,41,23,26,42,38,16,36,25,29,18,45,41,36,15,41,36,39,25,27,26,25,27,16,45,17,37,25,16,24,22,24,35,17,41,34,15,31,22,20,20,25,15,41,23,29,27,28,15,16,30,28,33,18,39,17,40,34,24,25,31,37,36,15,28,44,40,21,16,31,44,39,35,27,23,34,36,35,30,40
"31",42,16,43,35,34,18,17,25,22,27,37,32,32,39,39,39,32,33,17,38,17,45,40,41,37,32,28,37,29,23,18,43,30,20,45,31,21,17,26,41,30,29,26,42,39,40,22,17,37,35,40,33,16,43,27,17,42,16,44,26,28,20,18,39,31,44,18,31,20,32,27,23,15,27,39,20,44,17,23,29,45,18,16,18,38,16,24,21,44,15,22,20,26,20,34
"32",34,34,35,30,27,16,40,38,28,25,37,18,27,29,40,45,17,41,29,33,23,24,44,30,30,16,22,21,41,43,28,25,40,42,15,36,39,18,29,41,37,42,16,42,33,22,17,25,29,15,35,33,25,37,36,18,32,15,44,31,21,24,39,35,43,15,32,32,35,44,15,26,34,23,31,28,24,41,38,33,37,38,37,18,39,31,40,29,45,17,39,32,18,41,38
"33",30,29,43,15,26,36,34,33,24,34,36,44,45,23,33,36,21,35,40,23,24,38,23,36,42,43,27,39,20,43,16,34,17,40,21,26,40,40,23,41,32,35,26,44,23,20,42,31,28,40,21,21,25,39,16,39,37,25,30,19,43,44,44,23,27,27,23,25,45,28,44,33,36,18,41,17,42,19,38,29,35,42,38,41,38,19,17,30,45,28,32,45,35,15,36
"34",18,21,23,18,15,34,15,35,43,28,26,24,33,43,29,40,22,27,26,18,20,21,44,31,15,37,18,30,27,32,35,45,40,16,29,39,22,18,25,18,15,28,25,34,30,30,21,34,37,16,42,16,33,18,24,17,45,43,38,27,37,33,16,22,40,39,20,18,40,43,27,36,33,22,29,40,32,31,20,18,34,32,27,33,17,27,30,20,25,40,42,17,44,30,33
"35",31,41,29,23,17,36,34,39,28,31,39,32,23,24,30,23,32,19,19,15,29,15,21,22,42,30,39,31,23,20,31,45,32,32,16,35,24,20,28,19,35,44,40,25,34,35,29,34,30,33,35,40,40,24,27,30,44,41,31,31,18,21,24,42,21,28,36,38,40,33,28,41,38,36,21,35,22,16,17,31,39,21,41,45,25,30,24,27,25,39,33,24,30,16,45
"36",35,41,22,29,23,33,28,36,42,27,39,42,34,18,33,21,23,35,22,25,21,30,40,34,21,31,27,32,40,27,38,22,23,25,36,19,24,40,29,31,30,34,25,37,37,28,34,22,31,27,19,17,28,18,28,19,21,19,29,28,28,27,33,42,20,29,34,34,39,19,45,25,23,17,21,17,38,43,15,42,19,35,44,35,22,21,28,36,37,16,30,26,22,22,18
"37",22,40,16,26,21,41,34,30,42,39,15,32,35,22,18,25,22,19,16,32,16,35,32,27,20,22,21,35,30,42,16,41,24,16,19,33,40,39,28,26,18,22,23,27,34,27,33,42,36,43,41,20,43,31,35,19,39,17,28,37,16,33,17,44,42,40,18,32,17,32,22,30,45,40,17,33,16,38,38,24,25,44,19,45,23,27,17,44,20,22,45,32,37,30,36
"38",22,25,21,40,18,25,21,18,25,24,30,32,41,39,39,16,16,42,37,30,35,27,15,45,32,39,34,22,43,35,15,37,42,21,27,17,44,26,33,20,25,32,43,42,29,33,40,43,40,29,20,31,20,21,42,23,22,31,26,27,30,37,34,29,42,25,21,45,22,44,27,35,30,27,34,40,36,26,20,24,16,29,44,17,36,25,33,22,28,39,43,30,22,32,24
