"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77"
"37",29,52,34,9,7,9,16,27,47,31,10,28,12,38,27,43,25,18,20,17,15,6,16,14,32,7,36,23,24,23,13,48,42,52,33,19,13,44,23,41,40,28,38,25,54,46,40,35,52,54,52,8,52,5,53,43,13,22,32,9,35,45,53,16,15,18,34,17,35,36,21,37,28,12,7,16,31
"38",10,29,16,50,55,25,7,21,39,6,14,19,18,47,50,42,22,47,49,23,18,48,32,41,6,23,20,9,26,31,26,28,51,33,19,54,55,38,20,13,19,10,19,55,8,45,42,35,27,20,11,52,21,13,15,35,36,6,39,15,51,39,21,22,10,50,40,29,30,16,41,53,35,15,49,13,28
"39",45,35,24,37,40,44,41,55,11,29,44,40,25,7,18,14,54,6,55,17,27,22,51,12,21,13,7,23,17,44,45,22,25,33,36,35,16,39,13,43,36,27,7,26,48,14,41,8,54,15,27,6,21,18,11,24,29,47,6,16,6,45,51,6,6,5,22,6,11,33,21,10,47,33,18,23,52
"40",45,54,27,40,9,31,24,30,33,33,32,33,26,25,34,30,24,43,46,37,23,44,17,18,47,20,44,26,8,17,36,28,14,9,37,6,32,42,51,26,36,12,27,45,16,44,19,19,40,53,42,24,5,55,28,48,29,40,22,28,41,18,52,31,18,10,40,48,49,52,23,43,32,19,34,26,42
"41",24,13,43,33,36,32,46,15,37,50,51,51,24,44,24,21,42,48,30,52,52,22,42,28,36,49,30,21,19,50,5,37,48,10,51,36,28,52,6,10,36,21,41,14,20,29,35,37,34,27,30,37,50,14,11,21,45,15,27,34,23,38,10,53,9,21,24,32,9,19,53,18,41,54,45,55,52
"42",50,35,22,47,13,10,17,49,52,40,42,12,26,22,53,6,51,52,18,49,20,39,38,19,16,26,18,52,14,47,34,42,17,12,39,17,22,30,10,11,52,9,50,7,26,48,5,35,33,8,25,12,55,25,43,33,46,38,39,30,33,42,40,23,23,43,46,30,6,20,11,41,47,49,39,42,10
"43",12,24,21,28,34,46,30,18,7,23,12,42,17,17,15,53,55,29,39,7,11,35,54,47,12,53,52,47,6,30,34,48,52,29,14,14,6,36,17,36,19,38,17,24,12,34,27,27,35,54,7,34,12,21,11,22,24,25,45,42,51,21,44,26,54,45,19,24,15,20,6,5,11,11,54,31,23
"44",39,30,10,30,12,50,50,41,39,51,44,34,42,26,10,32,55,8,35,7,11,26,36,17,52,55,5,53,43,42,38,35,18,23,46,28,25,24,53,15,12,28,5,47,50,31,5,26,52,26,10,48,28,50,23,39,15,25,55,6,36,38,5,21,20,33,33,30,48,14,28,23,47,41,20,28,16
"45",42,5,45,32,11,20,21,34,5,32,32,5,53,24,47,38,5,6,13,29,18,32,53,43,42,15,27,9,39,20,22,52,7,6,42,33,8,33,19,32,47,8,45,18,25,32,38,10,19,36,49,38,36,31,7,38,44,21,47,43,13,5,14,19,6,31,41,42,23,54,44,52,21,53,19,5,49
"46",51,48,52,45,10,12,51,39,46,35,26,11,55,44,45,18,12,41,24,48,53,35,13,55,51,54,40,6,27,10,29,28,43,33,55,5,33,5,30,55,50,30,20,5,46,21,40,11,55,15,8,9,42,6,43,23,42,42,19,27,19,18,28,7,9,19,37,34,55,28,24,44,32,41,28,42,12
"47",19,23,44,38,11,27,49,11,38,27,7,43,44,54,6,25,16,21,41,49,53,26,5,49,22,5,21,30,21,33,38,15,22,14,21,8,23,38,20,54,27,10,48,17,21,53,8,20,36,16,5,6,51,24,6,55,50,50,54,51,11,28,20,15,17,32,24,25,23,50,6,35,12,12,38,10,23
