"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133"
"11",38,39,24,34,33,30,32,28,20,37,35,32,31,30,27,35,20,27,27,36,20,36,30,34,29,22,34,39,22,26,34,23,37,24,39,20,21,33,24,30,35,37,40,27,34,23,32,29,25,32,32,25,35,34,20,23,28,28,30,21,29,28,27,26,38,22,21,26,25,29,30,24,27,25,23,35,31,22,32,23,40,32,26,28,32,23,23,38,28,27,36,24,33,23,34,26,36,24,40,28,20,20,20,31,37,39,25,37,38,29,26,25,29,39,36,27,22,20,34,36,40,28,35,29,30,39,22,37,29,38,31,40,31
"12",34,20,36,40,26,21,30,27,22,34,39,27,22,39,22,40,38,34,20,22,24,34,36,25,38,33,39,34,28,30,36,35,36,24,37,31,23,31,34,30,33,24,39,22,29,38,34,33,35,39,33,27,20,29,38,34,31,31,26,38,32,40,32,40,36,33,29,25,23,33,28,21,39,23,35,39,23,36,25,31,31,35,27,20,34,34,28,37,21,31,40,39,31,31,29,38,34,34,25,24,32,38,34,30,28,28,38,33,22,29,26,26,33,24,36,22,32,36,35,22,27,27,33,29,22,20,30,37,39,26,29,37,24
"13",23,28,22,37,30,23,24,32,37,25,40,27,28,29,23,32,30,22,38,37,21,27,38,25,20,21,27,27,23,36,39,21,20,24,24,38,26,38,37,31,20,39,40,33,38,20,28,30,30,22,31,37,37,34,27,28,21,36,20,35,39,37,20,27,31,23,20,29,29,38,28,33,20,39,23,22,30,37,31,33,36,39,38,39,32,23,38,27,37,33,28,33,20,25,32,37,39,27,27,37,31,33,29,36,22,37,33,28,34,28,32,20,31,30,30,21,38,35,27,37,31,22,30,25,32,35,26,33,33,39,28,28,33
"14",37,39,37,36,28,35,38,36,37,39,37,39,32,28,36,28,37,39,21,24,39,20,39,31,24,23,22,32,34,26,22,25,30,21,30,30,38,28,31,21,32,25,40,22,23,29,38,25,25,34,36,34,29,38,31,33,28,37,39,37,39,25,34,38,38,37,30,26,31,34,37,31,29,35,39,24,29,35,23,23,24,29,35,25,26,23,40,27,39,30,23,34,21,22,36,32,32,24,37,35,24,26,29,23,31,25,32,26,39,40,21,31,38,26,30,24,31,40,33,32,21,31,23,40,27,34,22,25,28,30,27,30,29
"15",32,26,26,40,35,32,29,38,23,31,39,38,25,32,33,31,29,28,22,39,33,21,39,40,40,24,34,24,25,30,35,33,34,29,29,36,39,30,24,20,35,33,30,36,32,34,40,40,37,40,24,38,36,26,21,39,31,24,22,22,40,31,36,20,34,27,29,29,36,33,29,35,20,37,29,39,35,28,34,20,33,21,33,39,28,32,23,28,37,35,36,35,33,22,30,35,22,26,20,32,25,40,30,29,39,20,30,40,26,34,22,31,29,33,22,26,28,35,27,22,26,29,29,30,23,37,31,32,22,36,21,37,22
"16",40,22,34,37,29,23,38,38,22,40,36,26,39,40,26,26,39,37,24,27,21,36,20,26,35,33,38,26,31,39,20,35,26,36,34,22,26,25,36,33,39,25,33,30,37,32,38,30,30,22,32,34,21,34,21,37,27,23,20,30,34,30,33,20,25,35,22,20,25,32,23,29,24,22,24,29,21,33,37,20,31,22,38,29,35,27,32,35,38,35,38,23,28,33,37,27,36,27,23,40,37,26,29,39,27,21,33,28,39,40,23,23,21,36,26,37,28,36,38,23,20,37,32,35,31,40,39,32,28,33,23,34,32
"17",24,35,29,25,20,33,28,24,33,40,28,38,20,29,34,25,21,33,31,21,27,33,35,38,21,26,26,32,39,23,39,35,28,21,39,36,27,33,34,24,21,37,28,20,24,29,37,20,34,38,22,40,30,30,28,38,35,26,38,39,23,32,22,28,27,25,31,27,21,26,40,30,23,40,23,37,40,40,21,23,28,32,36,20,34,28,22,33,29,26,22,37,26,39,31,24,37,34,30,35,40,23,40,24,40,38,27,25,31,40,40,26,20,32,39,37,30,30,32,34,21,23,22,35,36,28,30,40,32,31,21,40,20
"18",40,27,25,27,31,31,27,38,40,28,23,31,33,20,20,22,29,22,25,34,25,30,39,38,38,38,38,24,29,23,20,21,29,35,23,20,33,31,38,34,33,27,30,26,36,35,22,28,30,39,36,30,23,23,24,29,21,27,31,22,30,34,40,25,22,37,28,33,29,39,40,29,39,30,29,37,26,38,28,34,34,40,39,28,38,32,40,38,34,39,35,27,33,37,24,35,24,40,39,36,40,25,34,31,37,34,22,27,39,38,38,28,40,39,39,30,36,32,23,35,36,40,34,40,29,21,36,26,38,26,29,39,40
"19",23,34,20,26,26,23,32,27,34,26,32,22,20,33,24,28,30,31,39,24,34,31,27,34,25,39,31,30,21,24,21,30,40,21,37,21,25,32,21,21,35,29,40,28,35,33,35,35,33,20,28,25,24,23,27,28,27,38,20,22,38,33,35,25,32,26,32,26,22,36,21,33,27,28,38,38,26,35,23,20,33,25,24,37,31,25,36,39,22,20,30,29,25,28,21,35,35,30,28,29,24,39,30,25,29,31,32,34,33,23,34,37,25,24,23,32,25,30,34,21,34,38,40,27,34,33,20,29,21,37,24,31,20
"20",32,32,32,31,33,30,39,26,29,27,33,28,36,30,30,24,31,31,31,28,24,35,35,40,28,33,25,37,36,38,33,24,30,26,27,29,26,27,24,20,22,23,37,27,30,29,39,33,28,30,40,25,37,38,40,29,24,24,39,28,39,28,35,24,22,33,34,28,22,27,38,34,39,32,31,21,27,25,27,27,26,22,29,37,34,39,37,40,26,30,24,35,25,25,30,35,21,21,39,30,21,35,20,25,20,32,22,38,26,23,39,30,24,24,38,35,22,28,31,35,21,22,25,29,22,38,28,28,29,27,29,20,25
"21",34,29,27,32,38,33,23,33,22,40,40,30,37,35,27,24,24,39,38,26,21,28,22,36,37,37,38,30,31,26,29,26,40,22,28,33,31,39,34,35,27,38,24,26,27,31,20,32,28,30,33,21,35,27,27,40,35,22,21,30,25,25,33,22,32,35,29,21,37,31,33,37,21,25,33,33,24,33,23,28,20,29,24,37,28,26,30,35,31,39,22,25,32,38,21,34,26,39,32,24,36,36,38,24,29,24,31,21,29,38,23,39,23,23,34,35,36,40,29,31,24,34,21,34,20,35,39,30,28,39,21,33,28
"22",36,26,29,38,21,32,40,26,23,23,38,21,36,25,36,37,32,39,26,35,38,32,36,27,22,23,33,35,39,23,22,22,26,23,26,37,27,22,30,33,21,23,28,35,30,38,25,31,29,20,29,34,36,30,28,24,20,21,34,33,27,31,27,21,21,35,36,35,29,40,29,31,28,25,39,32,25,22,31,26,33,32,36,37,38,34,21,38,39,38,28,40,24,25,39,36,38,38,24,21,26,40,22,27,20,25,32,33,40,35,21,20,24,37,35,31,23,28,38,33,35,20,26,35,36,23,37,21,32,28,27,34,38
"23",21,29,40,27,26,20,26,25,21,32,24,24,35,36,34,30,28,25,22,25,21,26,33,24,40,27,38,28,21,31,25,20,32,28,32,23,36,23,34,29,39,30,35,20,23,32,31,24,38,31,34,38,34,31,33,33,36,33,20,40,39,37,35,25,27,21,31,39,35,37,21,36,28,25,32,34,22,26,34,26,28,27,34,38,35,28,33,23,32,33,30,25,40,26,26,35,38,30,20,30,20,30,30,26,36,23,29,33,22,22,30,39,28,25,23,25,37,33,26,27,28,40,30,33,22,35,26,24,30,34,37,29,24
"24",22,37,29,28,24,21,34,36,37,30,21,25,40,36,26,21,28,20,25,20,35,23,34,24,35,27,40,27,37,32,28,20,25,32,33,34,22,21,38,35,29,29,20,27,26,26,30,23,29,28,37,21,29,39,24,40,25,25,40,29,26,32,21,26,33,22,32,37,23,24,36,26,26,21,40,24,32,25,33,39,27,32,33,32,28,21,32,24,29,24,38,36,25,30,36,21,39,30,20,22,26,38,25,23,29,25,23,21,40,38,27,35,24,21,40,26,21,33,20,27,36,36,26,39,26,38,29,36,21,25,39,37,35
"25",32,38,36,24,36,30,20,37,30,22,22,21,37,40,27,25,36,34,39,32,36,26,30,24,31,34,26,35,37,23,32,32,40,20,35,27,32,25,29,30,23,36,33,21,25,26,36,37,35,31,21,36,28,39,36,39,22,28,23,22,27,30,25,40,36,31,30,21,31,36,20,28,35,37,20,33,32,28,27,28,22,33,24,24,37,36,39,26,39,38,40,22,39,31,22,20,24,34,31,39,28,33,22,37,24,31,26,27,31,39,28,34,31,35,31,39,24,20,24,26,30,36,27,29,37,34,31,22,32,30,21,35,29
"26",37,24,35,40,37,32,36,35,25,31,30,22,33,38,20,33,40,29,36,40,35,37,39,21,34,36,26,31,20,37,27,23,35,27,31,22,23,35,40,40,33,33,26,21,25,40,20,38,26,32,26,24,28,32,27,39,38,36,38,31,33,31,28,35,22,40,20,31,20,30,24,36,25,33,21,30,26,26,39,26,32,26,32,40,40,26,27,24,27,33,33,30,36,29,35,21,40,30,31,29,38,27,30,35,40,24,25,38,24,24,36,40,25,26,38,31,35,33,37,34,25,28,36,22,27,26,23,34,35,23,33,22,30
"27",33,39,32,36,30,38,29,21,22,31,40,25,39,37,25,34,39,37,30,38,22,20,29,37,24,37,28,28,36,20,23,32,34,39,25,28,26,28,36,22,38,26,21,28,37,31,20,36,21,40,28,40,36,21,27,39,28,26,22,35,26,21,36,24,27,36,26,29,27,27,38,26,38,26,32,28,28,23,34,40,23,34,28,31,21,22,28,38,28,31,36,26,39,22,38,23,26,24,26,22,23,32,25,33,25,29,35,22,37,31,33,36,23,28,23,31,30,26,20,36,34,33,40,35,26,24,29,31,32,40,29,29,21
