"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77"
"16",16,44,31,32,24,24,22,19,23,32,38,41,22,41,41,40,19,18,42,41,29,25,19,19,38,34,42,39,15,40,29,15,25,18,44,23,37,32,44,36,34,33,35,45,26,42,26,18,35,33,41,25,39,36,43,37,15,31,22,37,16,31,26,34,21,39,45,15,17,31,20,34,22,42,33,33,23
"17",42,25,44,26,31,36,24,26,23,42,38,43,19,39,35,22,41,44,44,19,31,26,17,30,15,32,33,38,28,36,34,30,31,42,27,29,38,42,41,38,15,29,15,20,18,36,18,41,37,29,33,16,16,17,30,34,33,36,27,26,33,24,42,41,15,39,42,19,40,34,15,43,19,36,32,27,16
"18",36,44,32,19,33,16,37,35,38,16,29,15,21,33,39,45,22,21,41,20,40,43,41,35,31,29,34,24,21,41,31,31,42,45,19,36,24,40,41,31,16,43,38,25,24,37,40,22,36,40,21,35,33,15,23,16,30,16,36,24,27,24,22,24,39,40,16,18,18,28,43,18,28,40,36,41,21
"19",29,27,43,15,45,24,38,24,43,42,17,25,20,44,34,45,32,39,22,39,27,26,35,37,21,20,32,19,27,15,41,27,41,42,38,17,31,32,40,45,19,25,25,37,19,32,38,15,44,22,45,22,45,45,21,40,40,18,28,16,39,18,34,21,38,43,21,42,29,25,32,31,31,43,43,29,26
"20",29,43,41,21,22,15,23,40,21,30,38,15,31,36,29,20,16,40,27,15,23,30,27,15,33,36,34,34,32,23,35,32,19,33,42,38,43,20,39,22,28,15,21,42,25,25,34,33,22,43,20,43,44,43,26,36,18,33,16,21,39,18,27,24,42,33,38,18,33,45,21,42,31,17,44,32,38
"21",18,30,17,24,37,36,19,21,25,25,29,16,32,24,38,36,35,34,29,38,22,32,25,22,22,28,19,45,30,38,32,32,32,33,39,35,22,45,21,40,43,30,39,18,42,37,42,34,23,27,43,37,27,43,30,38,23,16,32,37,37,42,21,20,21,24,36,20,17,24,39,40,24,30,39,27,25
"22",22,22,28,33,22,33,42,33,24,18,41,41,39,39,44,39,27,21,31,22,20,40,24,42,21,24,28,27,31,27,28,26,22,21,21,34,30,18,21,15,39,44,21,29,23,42,25,28,16,16,35,22,15,22,22,39,26,19,43,32,36,36,29,41,39,45,41,34,19,21,16,17,39,22,37,16,24
"23",37,26,17,38,31,21,44,42,43,25,23,16,31,44,33,40,23,42,29,41,20,30,17,16,45,15,30,26,19,39,36,16,25,32,36,27,41,17,27,32,40,17,45,44,31,33,27,16,29,19,15,39,26,34,16,39,39,16,36,15,41,27,44,17,24,43,39,21,36,24,29,36,24,38,20,26,23
"24",22,44,45,34,30,26,39,26,21,19,23,37,15,42,40,45,19,44,45,20,19,21,25,29,38,38,18,17,17,21,16,40,45,40,24,16,23,43,39,25,24,20,36,35,26,33,32,18,45,36,39,30,28,29,39,30,21,39,39,36,32,16,40,31,17,33,22,22,27,42,27,19,45,22,26,34,29
"25",45,16,37,45,17,34,18,38,36,26,41,33,26,26,29,21,21,34,35,27,43,18,26,29,27,23,44,44,28,36,35,18,37,17,32,23,19,15,21,30,36,34,28,18,40,28,42,21,17,33,37,15,37,20,36,23,27,35,35,22,45,31,33,16,16,17,31,25,21,17,24,41,15,15,39,31,30
"26",22,30,17,31,44,34,28,35,19,21,43,21,37,18,24,23,16,41,42,32,32,40,43,26,34,16,21,36,29,42,36,21,45,25,45,19,16,43,22,16,42,44,24,42,42,42,34,33,24,29,26,21,37,33,16,42,42,28,29,24,30,30,44,32,20,19,42,43,45,34,22,20,18,18,42,42,33
"27",42,24,33,30,38,20,37,22,30,19,19,32,17,23,30,28,18,26,20,43,17,44,42,40,28,40,27,23,21,16,40,44,39,21,27,44,25,41,44,26,34,22,34,32,33,39,45,37,18,44,18,42,36,29,34,44,26,31,28,28,17,43,41,29,34,17,37,40,45,21,25,24,39,20,25,24,32
"28",19,24,33,29,19,40,28,37,19,32,25,41,29,35,30,32,43,37,25,20,42,39,36,19,41,29,41,23,33,21,24,18,31,27,38,39,28,17,34,15,39,22,31,31,20,36,24,41,23,33,35,18,39,34,43,16,27,45,43,15,17,28,38,28,19,16,44,19,42,45,22,24,28,44,21,45,17
"29",27,24,20,27,33,31,38,36,17,27,45,37,34,43,36,38,17,33,32,26,35,31,36,29,30,23,31,35,41,23,21,28,20,20,44,15,43,17,34,25,17,42,39,45,32,37,34,40,25,43,35,42,35,20,24,28,16,28,22,34,20,38,27,40,44,23,21,26,29,18,45,32,34,41,16,43,37
"30",38,40,33,42,20,30,23,24,38,21,45,33,25,23,39,33,21,45,35,29,23,39,45,16,39,24,29,33,23,31,24,38,31,24,35,42,34,26,29,31,23,16,42,36,17,40,30,33,34,32,18,40,34,39,31,41,15,38,16,23,15,21,30,38,22,37,42,15,45,25,40,36,26,16,45,29,40
"31",26,19,22,41,21,35,24,24,31,19,42,15,40,27,32,36,21,20,30,41,38,30,17,30,45,26,36,33,39,28,23,40,17,26,23,18,30,23,25,16,42,28,17,20,42,25,24,41,31,32,44,19,18,32,23,44,26,29,31,16,21,26,34,45,33,27,40,42,20,19,25,40,19,27,16,44,24
"32",32,34,26,27,27,20,41,17,34,25,26,15,32,16,20,38,29,21,15,26,44,36,33,38,31,43,25,33,39,37,25,34,44,38,45,31,40,34,38,41,27,28,30,36,39,34,41,15,44,20,39,25,24,35,15,33,30,33,41,18,38,45,38,16,21,17,30,31,45,20,15,17,31,30,19,35,22
"33",45,22,17,40,22,37,40,28,17,23,25,25,22,32,27,40,20,23,23,33,25,17,44,27,35,21,32,30,31,23,35,44,36,23,25,15,43,32,42,18,42,43,31,43,45,41,29,22,39,26,17,25,15,33,22,16,26,45,41,27,41,16,17,40,35,39,23,30,30,26,28,45,44,42,31,37,39
"34",17,35,30,24,36,45,33,30,21,36,27,43,43,40,28,35,35,38,16,34,45,18,36,44,27,20,40,21,24,28,23,39,41,39,42,41,19,30,17,18,18,26,43,16,35,24,21,26,41,26,39,34,16,34,23,38,16,27,15,19,35,42,36,24,25,43,43,20,31,33,21,35,27,38,20,15,17
"35",16,42,23,28,19,33,43,34,15,41,36,23,42,37,33,15,19,17,32,26,31,21,16,30,43,36,28,43,16,37,41,28,26,34,40,44,36,41,25,27,21,43,38,34,33,43,19,40,30,15,23,32,33,39,44,36,31,15,32,32,38,18,25,31,39,41,16,15,20,27,27,28,26,29,25,16,33
"36",35,28,42,38,16,42,36,23,28,34,41,24,32,27,42,35,39,33,40,27,42,37,15,44,24,28,20,41,36,45,16,41,17,36,29,37,15,21,42,32,38,20,25,25,18,40,39,35,43,20,42,35,26,19,24,17,42,21,28,20,36,18,29,45,34,15,17,20,15,34,39,18,24,39,26,34,41
"37",21,45,37,35,29,41,15,41,17,24,38,21,31,16,17,27,42,38,36,21,20,44,29,33,36,20,28,24,40,32,22,32,42,35,30,22,27,23,45,43,35,29,36,45,25,21,37,36,30,41,25,44,33,36,32,38,41,29,17,41,35,45,38,21,23,21,33,18,38,20,20,43,25,22,32,39,29
"38",40,31,18,15,41,23,38,21,17,20,42,17,41,38,31,22,41,18,41,40,42,33,27,15,16,43,27,29,17,19,27,23,16,36,18,33,41,20,27,30,22,42,30,38,42,31,32,42,19,25,31,15,23,36,34,34,15,16,36,42,22,40,32,40,40,43,18,18,27,41,45,16,20,27,32,31,38
"39",44,23,30,40,44,33,39,45,43,37,25,35,37,43,28,35,44,20,17,31,23,42,39,37,39,34,33,32,28,29,28,30,17,17,18,22,33,16,41,20,29,31,44,40,33,42,17,16,40,19,34,25,42,31,20,41,24,40,16,16,36,18,25,27,28,19,30,19,17,25,39,32,21,22,32,22,30
"40",32,20,40,45,29,29,45,33,37,38,30,41,44,44,43,43,30,23,43,22,26,26,25,28,30,34,23,20,17,29,30,29,42,27,19,32,41,26,21,44,42,20,29,19,26,34,38,21,32,39,30,28,26,41,34,37,25,18,28,32,27,26,45,20,28,45,41,33,40,21,45,37,21,31,30,40,35
"41",23,26,35,18,16,30,19,43,43,31,30,25,29,33,28,21,45,27,45,21,22,39,22,28,44,33,20,44,36,19,22,41,45,39,34,37,16,20,21,15,39,35,17,28,27,23,43,23,20,28,26,19,35,26,16,40,26,43,17,40,15,35,41,24,27,16,15,30,29,31,38,41,20,31,39,30,33
"42",16,32,24,36,34,36,16,40,21,29,40,38,38,45,42,40,31,43,33,21,42,41,19,32,42,28,45,40,27,26,43,15,17,20,27,16,21,18,28,25,31,29,40,31,38,21,41,41,34,16,24,33,28,15,15,23,33,25,42,29,27,41,26,42,45,25,37,40,38,18,29,33,44,29,38,29,38
"43",41,24,17,19,17,28,33,16,38,21,25,26,29,28,30,39,25,32,37,30,45,17,21,35,21,30,28,16,21,25,43,40,22,45,42,16,31,30,38,29,15,33,15,29,41,18,19,34,39,16,43,24,44,35,17,43,35,19,22,19,24,35,42,22,16,28,36,32,29,26,31,31,38,26,25,22,23
"44",20,24,43,21,43,22,37,28,22,30,33,36,40,28,45,25,26,36,39,22,41,16,37,23,36,32,24,25,44,29,23,33,43,24,19,25,22,40,15,37,21,33,29,21,40,27,26,18,24,39,32,36,27,32,25,39,33,20,22,25,15,28,36,32,35,28,16,36,37,38,42,41,37,36,43,26,27
"45",18,45,25,29,22,19,24,43,27,31,40,33,32,36,20,20,43,25,42,20,37,33,36,16,34,23,27,44,35,15,44,39,40,41,44,23,17,25,21,16,24,21,29,35,28,28,31,17,26,18,36,41,36,15,35,29,20,41,16,21,23,18,17,45,32,33,23,25,43,36,42,33,36,38,37,36,21
"46",24,18,17,16,16,23,37,38,18,29,38,16,29,41,36,43,18,34,44,21,28,28,27,27,16,26,35,27,24,43,17,44,31,43,28,32,30,22,22,28,26,22,37,34,38,31,44,42,38,16,18,24,41,31,45,31,17,20,29,22,23,45,23,43,17,35,30,30,17,16,25,18,19,42,19,44,18
"47",37,31,28,36,26,40,30,41,45,27,25,22,43,31,45,32,20,39,43,22,16,33,44,45,20,45,34,27,23,17,43,33,25,41,15,26,38,41,17,41,23,25,30,26,37,25,34,27,20,25,16,34,25,18,40,31,19,44,35,30,39,22,43,15,16,34,27,18,39,37,31,30,25,44,42,34,24
