"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80"
"28",18,30,30,22,16,18,26,28,24,15,28,15,19,8,7,15,25,15,7,13,10,22,9,25,24,10,8,11,6,9,34,24,17,17,16,15,23,10,31,23,6,8,12,12,7,33,33,20,9,33,18,9,20,14,9,8,23,15,27,33,16,20,26,12,15,17,34,29,32,26,34,8,8,15,21,20,7,25,29,32
"29",33,27,22,29,34,8,25,28,32,17,28,13,24,9,13,10,33,28,16,20,19,21,12,25,24,19,27,15,9,35,8,5,6,24,30,17,31,34,17,14,35,31,20,9,9,34,33,12,23,23,30,17,15,17,5,16,20,5,11,14,8,14,16,16,10,26,7,10,25,20,30,8,24,32,12,16,18,15,14,30
"30",16,5,29,8,29,18,34,30,9,33,18,18,10,10,15,33,20,32,14,29,34,29,18,35,13,31,6,20,31,32,29,24,22,21,34,5,14,9,7,24,16,35,18,18,15,11,8,23,29,21,13,14,8,9,16,27,29,10,30,16,35,10,6,27,21,32,33,34,25,16,9,32,22,30,16,19,8,27,31,24
"31",13,32,32,6,24,21,17,19,34,14,16,23,21,7,27,8,23,6,17,24,33,19,34,26,14,19,12,32,18,29,6,21,20,7,34,26,32,8,16,33,33,29,27,5,16,15,12,18,20,5,31,21,8,14,11,10,14,8,13,26,25,20,16,24,29,10,32,32,24,29,30,17,19,15,34,33,18,24,19,19
"32",28,14,20,19,9,23,11,7,34,30,16,11,22,6,21,15,35,20,11,33,22,20,18,19,28,35,30,30,17,35,20,18,16,15,11,25,14,29,19,31,26,27,23,33,34,33,6,13,19,26,21,30,25,5,6,30,20,12,17,30,7,28,16,12,27,6,28,32,18,20,11,19,22,14,5,16,34,35,24,18
"33",33,6,15,7,28,19,16,28,8,32,16,14,31,22,18,24,10,7,15,8,30,21,20,6,6,23,25,16,17,17,26,9,23,23,17,27,31,31,14,19,20,16,6,11,11,12,23,12,33,6,8,20,15,12,27,5,29,26,34,13,32,34,29,6,29,24,26,21,32,31,20,22,34,14,25,35,31,16,31,15
"34",27,31,25,17,9,7,28,30,6,18,16,21,17,32,21,26,6,29,31,13,23,6,11,11,27,32,24,11,27,25,28,11,34,28,21,17,7,9,16,35,32,29,30,9,22,22,24,16,10,5,21,12,26,13,12,17,31,10,6,7,32,17,16,12,11,30,14,6,21,30,25,29,5,22,16,19,9,21,31,33
"35",11,35,31,32,10,32,26,12,7,23,23,26,13,11,27,23,8,24,34,24,30,5,27,20,15,27,11,17,26,30,28,35,26,7,5,23,12,27,23,13,18,6,7,25,34,26,5,14,30,17,28,5,33,18,31,9,28,5,30,27,30,15,9,22,20,6,25,17,9,12,28,21,9,26,31,30,10,12,20,7
"36",28,13,9,19,33,7,17,13,10,16,10,7,23,6,23,13,24,6,11,30,33,26,24,8,34,26,9,20,27,24,14,26,20,10,26,10,8,13,9,29,21,7,35,24,18,35,14,32,27,32,32,8,11,9,25,5,21,15,8,35,14,24,12,28,14,11,32,25,31,18,28,13,35,6,8,32,24,19,7,32
"37",27,15,28,24,24,28,16,24,23,33,25,16,28,18,19,9,18,10,26,24,21,8,25,13,22,27,27,27,22,19,15,32,33,6,13,8,9,33,21,12,28,32,14,34,28,12,23,16,19,27,20,26,30,14,9,6,15,15,23,17,12,23,29,34,12,33,20,17,24,6,19,33,19,15,32,23,13,9,10,13
"38",11,33,27,24,32,12,6,30,20,9,24,17,31,35,33,17,16,35,23,19,5,14,8,24,35,25,11,15,15,35,10,33,28,19,5,31,31,15,26,16,21,23,21,10,17,23,30,18,27,22,13,8,30,12,23,10,13,33,16,11,22,18,10,23,17,15,31,12,23,19,11,32,16,23,34,7,15,5,21,21
"39",18,30,7,17,11,12,5,35,34,21,34,14,28,23,8,23,34,27,25,10,30,29,7,22,21,6,35,25,12,11,26,26,12,31,24,26,35,14,31,15,31,29,10,26,15,35,15,11,12,16,27,31,26,21,24,15,7,15,6,22,16,31,15,13,22,29,23,25,34,13,27,17,25,13,33,31,9,11,13,11
"40",12,35,23,17,20,29,18,19,30,16,26,22,5,33,32,33,32,10,28,24,7,13,11,18,35,27,26,31,26,16,29,8,12,27,12,19,25,7,25,19,12,18,34,32,10,17,14,25,20,6,30,18,19,19,22,27,33,19,27,20,5,23,21,24,35,25,24,25,8,24,28,5,23,30,29,11,8,11,18,35
"41",8,32,25,8,11,20,11,29,24,22,15,23,7,5,15,23,12,26,17,5,8,5,26,20,35,13,34,31,23,32,15,17,20,31,23,27,19,12,21,20,33,12,14,7,11,27,18,13,31,13,30,7,26,30,15,11,26,33,17,5,18,16,8,15,5,22,31,28,28,26,29,9,6,15,34,25,26,23,6,7
"42",27,12,20,26,10,14,20,8,12,33,10,21,20,18,26,16,17,31,21,23,11,22,18,30,13,24,32,32,26,30,30,15,12,13,33,28,7,19,5,20,20,6,18,24,13,8,15,23,13,13,5,27,11,17,24,26,22,17,33,35,25,9,6,28,25,34,29,29,5,17,32,14,26,32,14,32,16,6,17,34
"43",21,13,15,8,33,30,22,25,22,9,9,7,16,31,8,17,10,8,16,30,19,19,7,35,25,25,15,33,20,26,30,12,9,21,29,10,20,24,24,12,19,31,6,6,20,8,32,21,13,22,34,22,14,10,9,21,34,18,25,5,26,13,34,21,22,35,20,8,23,7,16,11,5,24,16,31,25,15,13,13
"44",16,10,6,18,24,12,26,8,8,13,33,24,34,14,8,22,26,34,25,27,20,14,6,32,31,5,26,21,22,21,25,12,5,13,32,21,18,13,15,6,30,35,10,12,9,21,30,12,34,33,23,10,25,30,35,5,14,29,30,7,12,13,7,7,16,33,26,13,7,18,17,29,10,19,19,22,20,11,24,28
"45",9,35,27,14,5,35,23,32,32,13,6,23,34,6,20,30,22,6,23,34,20,20,25,30,19,29,35,27,20,25,12,34,5,7,23,24,32,15,28,7,25,19,22,18,17,19,10,33,11,27,19,9,7,30,25,5,16,23,35,9,30,24,16,31,29,22,25,34,28,21,28,30,28,24,29,23,18,22,14,30
"46",27,9,34,6,15,17,24,30,30,21,15,8,9,32,21,23,17,21,5,30,7,21,29,12,34,11,18,15,35,12,18,8,21,13,32,35,24,34,19,27,24,34,8,5,23,31,14,5,8,15,5,31,9,35,29,5,9,31,20,5,29,32,30,5,24,15,29,26,21,27,8,24,9,21,27,14,33,33,27,8
"47",7,26,35,7,16,30,16,9,32,26,12,30,13,5,30,24,31,32,27,7,23,31,20,25,34,27,8,17,26,8,6,23,14,8,17,34,31,9,23,16,30,29,9,34,8,34,35,5,13,27,14,18,31,21,26,35,32,16,6,33,16,22,11,35,7,10,16,9,10,35,20,17,28,23,26,22,8,14,28,14
"48",8,20,17,7,27,14,12,24,14,22,35,19,24,32,16,31,24,16,8,29,35,8,16,5,31,20,25,35,21,8,22,34,17,8,30,23,18,18,18,15,9,31,30,13,10,8,33,13,27,11,31,6,22,30,22,24,35,28,20,11,11,16,25,27,27,26,25,35,35,7,35,22,14,6,17,35,20,27,7,33
"49",26,29,5,34,20,17,22,13,34,9,34,8,30,24,14,24,27,28,21,35,15,23,26,28,14,24,34,12,33,13,30,15,7,30,24,18,25,34,21,7,27,19,8,15,26,15,21,34,23,10,31,29,6,15,28,32,12,12,5,27,26,12,20,24,25,17,35,11,13,25,33,28,13,13,22,14,20,18,9,10
"50",8,8,9,28,19,24,32,23,8,7,13,27,23,7,18,31,25,10,22,32,7,13,14,7,21,31,16,6,30,11,22,20,23,13,31,18,31,22,11,20,35,14,11,21,27,19,17,20,28,29,5,32,15,18,24,7,28,29,28,16,29,32,5,34,23,13,19,13,5,32,31,15,30,6,26,27,15,18,12,16
"51",25,34,33,16,10,9,35,15,32,10,12,15,27,5,24,34,12,22,34,26,6,8,24,29,6,32,32,34,16,19,31,11,17,18,22,7,34,7,20,7,11,29,34,27,14,15,18,8,15,13,28,28,19,32,35,25,21,14,27,10,15,32,34,5,33,18,20,33,11,25,29,10,22,29,28,5,14,5,11,27
"52",21,7,34,23,20,10,12,35,21,21,24,5,16,11,20,35,30,28,35,26,17,5,24,13,33,24,24,12,15,13,6,19,31,7,32,34,35,9,11,11,15,5,31,8,23,30,16,6,35,7,13,22,26,22,16,34,19,13,27,26,18,23,23,10,17,19,25,24,32,10,30,11,33,35,11,10,27,24,33,14
"53",19,11,24,13,13,32,34,20,11,17,9,32,27,26,20,13,10,15,35,34,14,20,24,10,23,10,15,28,19,27,21,31,5,8,16,11,21,13,25,35,29,22,16,11,33,33,17,15,34,27,22,13,15,27,24,33,27,10,18,9,18,24,16,34,6,11,27,9,25,7,34,14,23,34,6,8,27,6,26,10
"54",30,26,32,27,15,9,15,13,34,31,5,32,13,13,19,27,9,20,22,6,17,16,15,24,19,28,13,7,35,8,33,22,29,15,33,23,13,21,9,9,18,11,11,35,5,29,9,6,11,31,9,12,6,27,25,7,12,17,31,23,5,10,34,14,23,29,15,34,19,9,17,26,21,33,15,15,10,26,19,28
"55",5,21,31,28,7,12,24,18,21,22,5,26,17,30,29,10,12,31,15,13,11,26,24,23,28,21,33,23,21,18,16,27,32,17,7,32,35,22,5,8,25,30,30,23,27,20,27,17,13,24,22,11,33,9,8,32,20,27,18,35,9,17,30,6,13,21,31,11,26,32,18,16,20,35,5,20,10,11,35,7
"56",5,31,30,19,6,24,22,31,21,28,20,29,9,21,34,25,29,26,30,6,22,5,12,33,17,27,33,17,31,17,22,11,26,21,18,23,12,11,12,18,23,17,26,32,8,7,18,13,28,16,17,10,9,10,35,9,7,35,32,32,12,20,11,12,18,18,21,33,5,7,15,27,29,34,25,24,17,5,22,27
"57",14,6,5,7,6,20,24,20,17,17,7,32,7,18,31,31,7,8,33,15,25,24,19,29,31,8,23,18,7,17,26,25,33,21,16,35,26,20,7,24,21,10,34,7,15,35,31,13,23,29,34,26,30,30,11,35,10,31,7,12,14,29,7,9,16,23,25,30,11,14,8,33,7,28,33,20,14,7,31,7
"58",10,10,18,10,32,35,29,29,19,8,6,18,23,12,11,19,18,18,29,28,33,29,15,20,22,9,9,33,17,29,16,32,13,7,22,27,25,10,32,14,21,28,28,5,12,19,27,24,19,30,11,32,21,32,31,27,17,32,29,18,5,13,34,20,30,30,7,5,25,9,15,26,16,31,20,35,18,33,30,13
"59",30,17,8,27,22,11,15,17,22,32,8,7,31,25,33,17,19,22,21,22,34,9,16,27,31,26,5,17,10,33,8,27,13,24,12,9,7,18,6,6,21,9,25,13,28,20,18,33,15,24,12,18,7,8,5,29,30,12,34,34,29,10,34,14,32,20,30,11,30,8,19,7,29,26,19,5,27,26,7,34
"60",22,32,5,11,13,28,5,18,20,22,29,26,14,25,7,10,6,13,19,23,18,9,20,13,23,35,34,24,6,29,14,10,16,22,16,12,6,18,5,14,33,5,16,14,28,27,27,26,26,35,17,6,17,8,12,9,6,29,13,17,13,30,22,22,6,9,25,27,17,35,19,9,31,18,28,23,12,6,17,8
"61",10,27,5,11,15,5,28,29,28,31,12,24,5,34,7,18,17,14,11,27,10,32,7,33,5,18,35,8,13,30,22,21,31,29,15,19,35,24,25,17,35,25,19,24,7,12,23,8,11,31,12,5,25,7,25,6,23,20,35,7,5,12,19,18,28,21,28,15,13,17,27,33,20,20,22,8,25,34,7,20
"62",28,7,29,32,11,8,22,7,29,16,24,27,16,31,11,5,17,8,10,17,7,35,29,20,21,17,11,13,9,34,20,26,11,30,8,14,24,11,32,30,17,6,11,16,30,32,9,14,14,18,6,33,28,24,24,35,10,32,19,25,27,17,10,6,30,13,28,31,10,7,12,13,18,5,14,14,30,26,24,18
"63",9,18,34,29,27,13,12,29,25,24,29,14,17,7,19,11,22,18,18,13,26,22,7,25,16,21,21,28,24,26,23,23,34,6,19,8,15,11,15,21,10,35,32,18,16,27,17,26,32,7,9,19,24,6,29,16,21,8,17,29,12,18,5,19,35,35,32,6,35,21,24,10,18,32,17,30,26,26,23,32
"64",28,10,34,29,35,17,28,18,19,25,20,30,23,8,11,35,9,31,24,27,33,10,14,11,27,29,12,30,20,31,24,6,29,23,31,14,30,34,24,22,26,24,19,7,13,6,23,31,15,32,25,5,19,14,7,27,5,13,25,16,24,35,25,12,9,25,8,32,6,21,35,16,32,26,7,15,14,30,16,7
"65",29,34,35,31,34,25,6,35,22,26,12,20,18,6,31,32,26,16,27,12,22,24,9,11,10,14,15,23,30,21,27,20,23,5,21,13,6,18,8,19,27,9,29,17,17,30,20,6,9,12,7,19,24,34,31,15,6,22,24,18,16,33,8,7,12,32,26,9,31,23,20,7,22,19,21,10,27,14,17,17
"66",25,15,33,11,33,32,29,6,13,33,24,30,33,24,26,27,15,28,30,19,23,25,8,34,30,24,9,14,16,27,6,25,29,35,14,11,9,29,14,12,31,31,8,33,10,22,30,11,23,10,32,22,31,8,33,6,25,7,15,31,28,26,14,32,20,11,21,29,19,32,19,10,8,16,13,12,18,12,15,23
"67",35,30,22,19,8,20,19,27,29,11,21,21,16,35,25,32,30,13,31,16,7,28,32,25,16,20,21,15,13,26,9,20,21,21,21,28,35,32,8,20,22,18,8,9,12,31,10,10,18,16,18,17,29,9,19,13,18,30,10,25,15,12,22,20,19,31,6,29,26,16,12,9,10,21,12,7,10,13,23,9
"68",21,30,31,32,28,7,12,29,19,31,25,10,15,12,6,24,32,18,19,32,5,17,25,31,34,14,24,10,21,13,5,32,33,13,12,27,34,17,25,31,35,19,9,23,7,14,16,29,18,8,8,6,7,16,5,7,29,32,21,31,8,6,26,8,6,20,28,33,23,9,6,34,20,7,7,30,35,12,20,14
"69",26,25,11,7,28,11,28,31,18,22,26,10,24,14,32,24,16,25,15,10,16,5,25,32,23,31,12,35,14,15,32,16,33,35,6,11,16,35,7,19,18,12,8,17,28,35,16,15,18,34,9,23,15,23,24,25,16,21,14,31,17,10,6,18,14,15,29,17,25,6,30,11,8,11,25,18,17,8,17,32
"70",28,5,6,5,17,7,24,20,10,9,14,13,15,13,17,26,20,15,20,29,22,23,21,10,16,33,35,30,15,28,24,30,29,9,15,27,31,6,32,19,10,7,18,16,8,15,7,22,29,30,32,21,25,19,26,24,25,33,33,35,15,27,19,29,6,8,29,29,35,35,28,34,34,18,35,13,27,35,35,33
"71",33,30,16,8,25,20,27,18,9,31,15,31,5,14,12,22,21,22,16,17,18,16,20,9,5,34,21,32,27,10,33,10,33,21,20,19,22,11,25,9,13,14,6,6,10,20,21,31,32,25,27,30,17,22,28,20,7,7,7,27,15,18,13,18,28,25,6,16,15,27,6,31,13,20,7,25,6,13,6,13
"72",15,32,25,20,21,24,33,9,19,5,14,7,14,22,14,22,25,24,33,20,28,33,9,33,8,5,11,15,9,30,31,9,24,16,12,11,7,16,13,34,24,31,6,22,31,11,17,29,34,34,19,34,14,8,27,13,8,26,12,23,7,28,28,7,29,30,28,18,11,6,8,21,6,35,12,23,27,9,24,23
"73",12,17,21,8,26,34,20,16,13,32,5,12,23,31,25,32,32,34,10,18,13,27,33,30,22,31,32,11,7,30,14,25,22,18,19,6,25,33,26,12,6,35,32,17,28,15,22,18,25,11,22,19,15,13,16,31,33,25,34,26,27,10,26,11,11,31,13,25,32,23,10,13,13,13,16,27,22,35,19,11
"74",13,33,24,31,12,18,10,20,33,5,17,28,35,34,27,25,34,34,23,5,21,14,24,26,16,28,20,10,31,33,28,9,6,34,9,10,34,23,19,28,27,10,18,5,5,20,6,7,11,21,19,30,30,16,20,21,7,9,9,7,19,5,16,30,13,24,8,27,29,29,12,20,7,17,13,22,24,7,19,20
"75",14,5,21,25,17,15,12,21,22,19,34,14,18,15,24,10,11,15,17,34,15,16,32,21,28,5,26,14,25,19,17,30,21,17,31,33,9,17,17,12,32,14,20,8,26,15,21,31,8,29,22,12,11,33,9,14,9,32,23,7,10,25,17,33,21,13,10,12,6,34,22,11,31,23,28,35,19,31,14,18
"76",30,5,24,7,11,27,15,24,9,27,5,33,25,11,29,26,11,9,17,18,24,27,11,6,9,20,33,28,7,29,22,9,28,27,35,10,17,17,15,25,32,27,18,32,19,19,18,25,33,8,14,11,26,9,7,16,25,28,34,9,33,34,20,25,13,12,17,27,16,13,18,22,5,8,11,22,7,21,7,16
"77",26,26,17,35,21,18,8,7,28,32,19,17,34,17,14,35,5,31,16,26,15,24,24,17,18,26,11,28,22,17,28,27,10,24,18,28,34,12,33,31,19,29,17,13,18,29,6,28,30,17,17,10,11,32,35,8,14,18,10,15,12,27,26,27,15,15,21,17,13,20,31,34,18,22,34,17,27,19,14,21
"78",30,5,33,35,12,30,10,29,32,8,28,11,19,16,25,9,6,31,24,12,30,14,5,33,6,25,7,19,30,26,20,17,35,9,16,18,32,19,34,30,27,35,13,19,12,28,10,8,28,21,21,30,22,34,10,27,29,8,10,21,5,13,33,34,18,28,7,15,14,24,14,21,27,35,26,18,21,35,24,30
"79",6,26,21,23,20,23,12,17,20,34,31,28,24,11,33,8,34,17,26,16,6,13,26,20,20,32,5,6,24,19,12,23,8,29,32,11,28,14,33,34,25,30,32,29,22,22,31,19,30,8,7,17,16,20,7,5,14,12,33,18,16,28,33,32,21,12,12,25,24,19,34,32,19,17,35,35,31,33,23,24
"80",13,25,16,19,13,5,29,18,6,28,32,10,17,13,6,15,31,16,7,11,26,35,14,28,17,11,32,17,14,12,6,5,34,22,20,31,25,28,6,10,28,15,25,6,7,28,30,14,20,21,27,29,10,24,24,10,26,12,14,27,32,31,8,20,24,20,20,23,29,21,15,17,33,28,35,33,33,21,6,22
