"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"16",934,591,922,933,678,665,717,782,1185,533,913,920,420,729,1034,919,1186,819,954,419,1127,880,730,1080,1078,443,677,619,919,1083,999,534,568,651,1070,592,636,680,929,1159
"17",1197,420,606,1085,876,1130,857,791,752,601,680,612,1016,633,407,686,1139,1171,898,1062,1011,976,457,726,1183,1024,893,935,750,1032,738,772,895,780,1084,832,1075,532,517,889
"18",796,868,890,409,836,568,1019,1078,818,691,956,477,617,442,606,1180,1125,591,602,720,601,594,733,478,581,1015,1072,429,1105,1039,925,520,805,984,1031,475,1105,418,777,417
"19",584,573,435,527,709,533,1106,945,593,1167,916,667,662,524,804,774,625,543,851,747,1167,998,610,568,1051,1057,976,562,645,937,1144,1044,1002,647,1066,423,777,620,960,1034
"20",1199,705,438,1171,1176,1046,562,674,731,1114,496,678,574,824,745,1194,523,449,1054,1160,1097,468,540,767,514,503,915,804,1175,619,447,828,1178,931,770,808,992,749,1172,933
"21",820,1073,423,800,1129,700,1183,883,880,909,577,576,1033,1192,1033,460,569,774,565,446,779,1056,751,597,676,796,1095,410,811,1021,1099,507,1085,1089,658,1092,742,752,618,1140
"22",496,827,600,1023,618,849,505,1054,1156,863,1143,698,971,508,724,922,842,1175,553,796,976,1192,451,568,1154,964,818,668,843,875,481,609,458,1000,448,515,908,659,898,763
"23",1043,500,501,466,718,432,712,682,1174,1013,518,787,935,979,630,1168,501,1167,498,480,891,1127,1157,437,1140,677,464,1064,665,818,1023,1047,1190,473,404,1001,1161,805,562,480
"24",949,421,1170,604,419,1126,786,1153,409,803,534,1016,577,495,406,515,486,516,609,546,1085,531,1035,419,1075,1105,568,453,561,764,993,462,1187,582,768,471,985,1012,1100,675
"25",671,614,563,943,1115,721,1022,904,1042,518,703,1140,443,727,851,652,716,727,707,1117,1192,1073,566,854,1086,1173,981,1009,1156,555,777,620,521,1101,583,673,424,580,463,649
"26",1096,859,811,828,469,406,913,1179,934,784,490,995,1104,732,758,601,880,400,496,896,911,510,695,499,690,1195,1002,1116,492,1019,1126,1173,618,780,838,923,793,442,1090,586
"27",482,1129,486,1136,1148,755,1167,1139,1169,1139,844,988,1198,695,806,443,686,771,998,654,586,1160,732,974,1052,650,1092,465,607,863,1087,786,685,415,917,858,433,727,623,645
"28",490,718,1040,789,719,1175,860,1081,820,934,983,728,514,564,523,1080,1083,955,877,404,852,765,991,974,884,1050,552,755,685,1086,591,984,686,442,439,709,793,967,823,831
"29",1073,896,1011,594,596,1045,757,675,1105,1193,540,1112,993,806,900,492,723,744,1130,701,723,1102,992,877,694,747,1188,608,1161,531,1053,426,1039,936,514,639,727,775,971,477
"30",514,1189,687,528,530,843,960,1017,476,835,1091,433,849,527,577,1154,853,606,617,789,681,1159,975,1154,992,417,774,933,648,421,655,985,1118,976,436,657,456,696,928,518
"31",841,974,1116,487,470,1183,825,1193,931,472,717,1035,1067,693,888,788,856,770,1033,618,740,646,989,1071,574,557,899,1184,450,1009,591,1164,1147,610,497,762,547,1009,967,866
"32",739,414,429,733,644,1027,815,801,603,568,1141,693,573,1081,1073,875,703,620,632,462,762,1088,612,626,712,616,480,1066,416,650,903,845,938,682,613,1043,696,776,1045,523
"33",753,1095,765,753,947,461,690,895,470,606,786,1134,782,1113,409,632,624,834,1008,685,786,925,439,453,1110,448,732,466,1077,416,623,1139,1160,954,976,589,586,729,623,880
"34",1059,870,1138,478,796,1001,491,855,800,1180,598,512,506,755,722,484,699,1004,961,822,652,1114,424,750,535,941,1149,1104,806,513,988,596,999,852,527,802,639,672,650,944
"35",676,1091,1030,951,906,994,1039,857,940,921,949,991,836,405,939,636,870,946,1170,724,817,1038,1070,776,1040,855,536,921,560,428,606,475,811,405,716,926,1176,1199,472,865
"36",608,1186,908,1108,1145,1014,852,956,876,872,442,730,861,763,988,936,585,1032,434,469,1152,844,656,699,1070,1157,1153,855,1173,1178,1058,607,1121,479,430,646,892,754,742,1010
"37",840,870,829,663,1130,855,1131,878,872,1002,997,1085,993,567,1001,845,521,843,886,502,836,824,1090,500,585,589,408,743,1001,1054,834,684,1167,679,953,900,1120,1135,973,994
"38",1118,1120,451,772,840,1029,410,453,870,885,509,789,1143,1145,456,845,680,819,713,558,867,1130,1150,703,619,715,524,943,578,1052,1024,536,578,896,801,611,605,986,803,1047
"39",481,880,547,401,655,863,884,1022,453,976,564,558,552,452,672,504,710,456,977,643,443,623,938,566,972,1013,775,1152,950,1133,412,530,670,1027,812,727,1040,584,719,867
"40",1136,606,850,445,665,806,503,513,448,590,1143,654,967,560,1082,471,1124,569,423,703,583,842,1190,1146,1137,937,679,636,977,922,1072,886,523,911,665,639,900,1013,519,1192
