"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"16",11,29,32,13,13,14,16,9,12,24,24,34,13,20,19,16,9,28,17,19,23,30,14,26,33,21,35,20,13,11,23,35,25,25,12,18,5,7,22,8
"17",8,5,7,33,11,27,22,32,19,16,19,31,21,13,28,34,22,31,12,21,6,10,7,15,31,19,28,19,32,5,24,5,21,32,11,10,5,28,29,13
"18",21,13,20,31,25,13,28,27,10,15,17,35,24,17,29,30,18,22,22,20,8,27,32,35,20,24,34,32,15,34,5,20,26,19,19,34,12,21,23,29
"19",20,17,6,5,8,17,32,14,7,20,33,34,26,25,24,27,32,29,17,29,17,9,10,22,29,15,10,18,19,25,12,17,5,20,10,11,8,5,32,21
"20",28,15,7,35,9,25,16,31,9,33,22,5,15,24,6,18,19,11,22,24,27,10,30,20,11,26,19,9,25,28,8,25,5,23,8,31,35,24,10,16
"21",17,17,21,25,25,29,10,15,32,27,20,27,29,5,27,27,29,26,27,30,10,35,11,6,16,25,18,12,14,30,33,24,19,32,29,22,16,22,7,14
"22",18,11,11,30,31,32,29,33,25,11,28,6,27,7,22,31,27,31,24,9,20,9,28,7,25,10,19,9,6,32,11,7,8,28,34,7,26,22,32,28
"23",25,11,17,11,28,6,20,17,17,29,14,12,10,35,28,25,25,32,25,30,35,33,29,10,17,19,14,5,13,26,9,17,35,7,8,33,20,22,26,16
"24",31,33,31,30,19,33,23,29,15,28,28,11,33,21,35,30,35,12,9,33,18,28,24,7,7,7,9,9,32,11,31,5,17,13,32,34,12,5,5,16
"25",20,21,15,35,30,22,9,32,28,15,7,5,23,34,5,6,16,29,35,8,7,26,20,15,34,8,22,28,25,27,7,5,17,12,6,23,29,25,17,12
"26",23,7,19,32,8,15,21,25,35,26,10,15,32,13,10,24,32,22,27,35,13,31,7,14,21,31,26,31,7,22,17,18,25,10,12,15,10,23,15,27
"27",7,12,22,14,15,13,34,5,10,35,27,21,23,9,14,21,7,14,33,19,33,26,16,24,20,15,29,32,28,16,27,30,34,23,17,15,17,28,16,14
"28",9,20,35,25,29,19,8,16,22,20,34,20,24,29,24,34,10,22,17,25,24,19,12,17,15,32,33,30,12,8,25,30,21,28,24,8,10,19,35,7
"29",32,12,24,24,16,27,32,32,13,16,8,28,14,12,5,20,17,23,10,33,33,23,16,28,18,33,7,5,13,5,8,6,17,7,15,11,25,18,9,12
"30",20,26,21,7,34,25,9,16,18,33,13,11,17,23,26,9,10,27,6,24,13,23,24,27,16,22,15,8,34,31,20,19,15,21,23,8,13,17,33,16
"31",6,32,10,12,30,16,8,26,13,29,12,32,5,23,34,23,31,8,26,34,16,6,23,18,6,30,13,13,13,30,20,13,5,19,23,32,21,18,28,29
"32",17,32,32,32,19,7,14,15,14,27,30,29,34,25,5,9,12,17,15,11,6,8,21,25,32,33,20,8,16,26,5,31,30,16,28,33,8,33,29,25
"33",15,29,26,20,23,16,28,15,27,20,31,20,29,16,28,23,31,31,8,34,35,22,30,29,33,29,28,31,12,25,23,12,24,10,30,32,30,29,10,12
"34",24,17,9,24,31,6,21,11,9,25,12,31,5,18,23,26,12,19,29,13,5,7,5,17,6,30,29,10,11,23,30,26,7,11,29,13,10,26,6,35
"35",34,5,14,16,14,6,15,29,24,20,14,21,20,12,35,33,26,23,15,10,7,12,28,35,19,29,20,33,33,7,33,32,31,26,23,25,10,6,27,17
"36",17,22,22,12,10,8,5,34,24,13,11,17,28,31,18,14,12,13,5,12,19,12,21,6,19,13,35,22,8,35,31,20,5,29,13,25,8,8,26,32
"37",16,34,23,33,32,11,20,18,17,27,10,19,10,15,28,35,35,17,22,5,22,17,8,35,21,23,7,35,25,26,30,31,21,20,30,20,21,26,10,29
"38",35,32,26,10,26,25,22,22,10,22,23,18,33,18,26,19,24,17,5,13,8,11,18,33,31,33,20,17,16,9,14,16,32,25,34,32,12,29,14,25
"39",17,15,12,31,12,20,35,13,25,25,26,11,12,8,17,34,33,16,34,8,12,35,16,15,16,29,33,31,15,12,32,21,6,15,18,7,32,20,30,26
"40",29,28,21,20,19,35,18,15,13,5,15,26,16,26,22,14,13,14,32,11,34,12,31,22,11,9,29,8,7,31,23,19,22,33,17,5,12,25,34,28
