"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70"
"11",54,52,54,31,38,51,40,26,42,50,24,25,68,29,19,25,66,55,29,66,18,49,44,49,23,57,41,56,43,26,52,64,31,51,35,41,52,38,45,53,55,56,53,48,47,20,55,38,49,24,24,45,21,19,34,57,49,25,29,46,39,17,29,41,41,52,56,60,43,43
"12",30,46,31,64,63,58,39,52,49,41,25,53,51,46,41,64,22,45,29,38,29,56,61,31,28,41,31,44,38,47,52,58,36,48,35,68,56,60,62,47,35,19,30,18,18,41,56,45,44,20,50,47,65,36,27,53,61,51,18,52,56,68,23,49,64,57,23,53,58,56
"13",40,61,34,67,66,49,40,56,54,35,68,51,67,44,37,65,18,24,57,18,42,49,31,56,63,63,27,32,21,45,20,19,59,21,55,58,54,29,52,62,28,32,28,38,26,66,26,63,22,46,58,29,33,40,42,67,28,25,60,19,27,36,22,49,57,19,46,57,61,19
"14",41,22,56,67,52,46,48,60,35,26,31,67,66,22,19,57,37,58,63,68,49,50,55,63,43,64,31,43,68,39,48,67,46,33,19,42,19,18,46,21,68,50,45,66,24,29,20,41,43,54,65,46,25,64,67,47,36,29,35,62,44,62,46,57,32,32,62,19,34,45
"15",25,33,53,22,23,51,65,39,26,52,62,57,41,23,61,34,39,34,58,64,59,48,39,43,55,48,38,56,24,65,58,64,66,21,47,37,55,62,57,49,23,40,45,63,30,19,34,23,49,56,38,52,66,54,52,62,20,36,56,62,67,19,66,27,62,51,58,53,35,37
"16",30,42,67,49,48,43,26,51,67,54,65,64,34,57,57,34,23,32,32,36,25,31,49,32,22,27,29,55,68,27,45,24,33,64,28,63,51,40,33,18,67,55,50,45,57,34,40,25,54,55,21,50,65,46,37,55,59,62,31,59,31,46,17,20,25,68,27,57,30,44
"17",35,26,57,66,61,60,60,67,56,65,35,35,19,26,42,56,35,68,60,38,46,53,63,35,23,57,27,43,28,21,46,20,48,55,18,66,27,32,56,31,23,19,46,48,23,51,52,62,23,25,58,50,23,44,43,23,35,62,25,66,37,17,53,53,44,67,31,39,44,54
"18",28,54,49,37,54,44,25,27,37,59,66,20,20,27,33,57,59,35,35,46,43,18,59,68,59,51,56,49,51,60,55,28,39,60,66,17,39,39,63,26,19,44,60,19,27,60,39,55,47,45,39,51,17,49,62,62,21,20,44,48,29,58,17,56,50,17,39,65,19,33
"19",67,37,47,61,33,42,49,18,49,19,43,18,66,20,24,59,39,60,52,68,29,36,30,24,42,25,20,49,47,61,29,36,64,59,38,21,22,38,41,68,40,51,62,53,67,27,26,40,53,34,59,40,38,65,55,38,50,19,44,44,19,18,63,44,21,38,68,67,20,35
"20",50,23,61,62,66,36,30,45,28,67,29,24,27,65,28,63,43,62,37,59,29,42,45,28,52,36,35,60,58,56,51,68,33,68,27,56,17,31,47,32,42,51,47,40,19,36,67,42,46,41,41,58,46,55,45,62,46,28,36,26,35,20,18,20,66,38,54,33,35,26
"21",66,21,47,37,25,50,23,52,24,39,31,33,22,21,56,17,19,67,55,21,55,59,22,19,68,60,55,63,66,31,60,26,41,26,37,31,51,20,25,52,33,48,28,33,60,46,52,39,57,43,24,52,39,64,22,56,36,29,51,49,18,27,29,40,39,64,65,25,33,60
"22",67,27,53,64,57,67,50,46,25,46,44,25,19,39,58,18,35,28,33,27,66,44,55,47,40,46,29,55,25,19,26,62,58,40,26,63,19,22,34,23,19,67,33,23,65,41,48,44,40,38,67,56,49,27,64,51,60,43,62,50,24,50,26,40,68,51,32,46,37,24
"23",25,52,28,52,27,26,46,46,42,46,39,30,51,20,39,67,31,43,31,59,47,52,58,63,27,26,62,67,26,48,17,29,30,43,48,24,42,27,17,35,43,52,36,25,63,30,64,61,35,18,50,63,25,43,33,65,65,43,56,42,50,57,57,58,23,22,44,31,47,23
"24",18,67,46,55,36,40,31,53,37,20,21,65,35,23,46,35,20,48,68,24,17,32,49,36,38,61,53,39,68,38,66,66,27,64,17,60,46,37,47,25,37,44,62,35,62,35,65,20,33,64,39,28,68,64,26,32,62,28,55,28,37,37,60,34,60,57,43,45,20,55
"25",25,47,32,35,66,49,23,36,41,68,41,24,50,23,48,57,18,42,35,34,42,17,26,42,42,63,18,38,27,52,68,53,22,19,52,38,66,66,44,65,48,47,32,53,37,21,29,61,44,18,59,65,40,26,34,65,64,63,26,63,19,61,44,64,46,45,37,28,37,41
"26",24,29,35,66,30,56,37,27,59,40,54,44,19,61,51,66,60,35,28,28,36,40,64,22,60,42,35,59,47,43,52,17,36,39,34,51,22,49,28,61,56,67,28,27,17,53,41,36,52,39,22,55,18,44,24,52,23,66,66,20,25,27,49,30,32,49,38,65,64,38
"27",60,58,19,51,59,33,44,56,22,59,61,54,41,38,31,57,34,58,22,61,40,22,55,41,66,31,62,61,18,19,65,60,46,18,48,29,63,30,24,44,54,40,65,30,59,62,45,21,46,37,41,50,23,35,32,24,55,37,26,52,30,34,54,62,28,41,39,38,19,39
"28",50,53,61,60,40,18,34,55,44,41,29,28,65,28,57,58,67,31,39,35,56,18,60,56,49,52,37,35,68,33,41,35,23,53,39,60,41,42,32,54,26,55,55,40,34,42,68,67,57,24,38,23,52,58,50,60,53,48,22,50,61,20,68,25,62,22,56,48,20,45
"29",24,22,55,34,56,44,62,52,40,45,63,49,41,22,19,63,25,24,58,55,34,32,67,52,50,42,47,28,18,49,57,44,68,34,50,39,66,55,35,52,63,51,60,66,27,64,64,51,47,34,46,35,59,64,40,26,67,22,19,21,36,59,58,29,42,58,53,36,58,51
"30",19,50,59,27,35,42,28,47,65,60,51,27,62,63,32,21,34,68,34,60,40,36,54,31,54,38,48,21,62,57,51,56,34,30,32,40,41,55,37,65,55,25,35,18,35,20,62,51,25,46,47,21,51,18,43,46,51,56,29,56,68,39,62,58,67,25,19,63,39,45
"31",46,25,41,59,28,29,65,31,67,32,46,27,57,60,63,25,66,39,31,42,22,46,45,57,48,35,35,67,65,46,34,34,39,27,57,41,42,58,57,45,46,42,48,56,46,25,46,47,56,46,58,26,41,55,38,44,38,36,60,53,40,21,17,56,50,63,34,27,43,31
"32",61,53,33,47,65,67,35,28,34,61,67,40,33,62,55,51,49,46,55,46,56,34,32,45,17,28,50,37,35,68,57,59,38,28,39,30,26,22,44,52,52,50,41,62,22,23,17,55,19,67,42,46,20,59,54,57,25,60,34,51,45,63,39,49,59,59,65,43,68,57
"33",30,36,64,66,24,18,35,38,67,66,57,19,61,54,50,21,25,23,49,60,17,42,23,35,29,42,65,61,57,23,19,25,31,52,38,62,53,57,57,50,66,64,53,33,41,32,64,39,26,41,28,54,33,68,34,57,49,33,52,40,57,30,68,58,40,18,18,55,55,17
"34",27,26,67,32,66,39,36,34,60,53,17,35,51,52,32,25,40,43,51,17,37,64,24,37,46,28,61,42,29,23,56,58,58,37,25,33,66,34,41,55,33,24,40,31,60,23,39,31,54,36,18,23,46,30,17,34,66,65,22,50,35,55,51,47,36,20,55,31,36,48
"35",45,29,63,40,20,39,37,49,19,39,38,48,20,32,44,51,60,54,37,37,46,26,39,20,28,51,56,63,52,22,50,47,33,35,42,60,40,18,58,68,35,20,64,39,30,49,61,20,19,43,50,66,24,37,34,53,50,50,55,48,17,56,66,57,61,43,24,36,36,36
"36",56,55,66,41,65,18,28,40,62,21,62,68,65,65,67,22,47,19,40,41,24,33,64,59,31,63,25,33,37,50,55,36,30,46,38,27,63,17,54,48,52,43,19,31,22,53,30,29,47,51,49,35,33,25,54,36,36,61,19,62,55,51,24,42,17,35,48,55,20,39
"37",51,41,50,35,21,33,61,67,38,32,65,57,68,38,47,51,63,49,28,57,58,45,28,64,55,29,18,55,59,32,38,35,46,20,39,38,66,61,45,65,37,61,18,61,32,47,63,34,46,64,21,68,47,67,39,34,62,56,47,19,54,66,54,56,26,41,62,18,41,44
"38",18,29,63,47,18,21,25,22,46,24,17,21,44,45,38,54,40,59,44,28,54,30,38,25,40,18,56,60,27,63,38,29,20,44,53,28,60,34,23,17,18,42,20,45,33,51,52,21,61,52,34,38,54,24,59,22,68,49,31,62,32,32,62,57,47,36,57,46,25,25
"39",46,55,28,54,33,34,17,30,57,55,30,27,18,28,51,47,33,36,31,59,35,39,38,33,35,53,64,55,25,68,39,34,32,17,19,53,63,47,40,41,62,55,33,50,18,18,63,54,26,37,55,41,56,35,66,27,32,39,65,51,47,43,35,61,43,61,42,24,51,64
"40",55,52,21,62,50,53,60,61,43,36,43,60,60,29,60,23,51,34,66,27,20,42,38,50,65,64,57,28,42,58,45,23,55,37,61,57,65,44,24,58,60,22,32,55,21,64,50,33,45,38,45,48,29,50,25,44,37,61,47,31,19,35,50,18,19,62,48,41,58,52
"41",58,44,45,50,43,19,38,47,33,17,35,56,23,68,35,40,40,62,31,57,29,21,50,64,27,19,47,47,48,29,67,31,55,55,43,38,65,64,36,64,53,39,22,40,26,25,36,25,45,65,35,43,46,43,33,47,22,50,41,50,17,29,25,32,21,60,37,45,31,37
"42",67,64,28,61,22,54,19,21,56,45,63,48,24,43,25,29,20,61,60,65,26,41,62,39,21,52,46,52,50,65,24,34,30,21,42,24,37,18,41,53,41,31,45,58,41,42,47,58,41,31,49,44,35,19,23,48,66,62,18,54,65,46,39,40,55,38,26,52,59,46
"43",22,27,20,43,28,20,38,59,29,20,46,30,54,25,67,26,48,38,20,55,20,19,27,29,49,55,46,61,54,45,39,26,41,49,41,58,28,40,33,24,67,26,40,53,45,49,56,36,20,31,25,21,31,57,28,63,62,20,56,29,23,58,21,38,42,34,56,55,47,51
"44",30,31,38,26,26,65,55,32,26,28,47,68,44,27,43,49,65,26,63,47,64,36,42,23,38,47,42,19,68,31,37,40,50,52,29,66,38,31,67,24,43,24,26,24,39,57,27,37,22,41,28,33,27,21,51,55,58,23,23,30,26,64,39,50,47,21,63,47,29,67
"45",25,28,29,54,29,53,56,19,38,65,31,60,32,21,53,20,19,43,38,30,19,33,38,19,47,23,17,40,31,22,33,56,56,23,50,53,21,38,31,21,64,53,28,45,63,44,48,43,29,32,49,59,52,63,58,19,41,37,21,33,49,60,57,30,64,44,58,21,61,35
"46",36,45,43,54,67,18,29,25,18,46,66,48,23,64,40,46,64,25,26,19,54,20,48,64,33,22,41,28,68,46,23,42,37,37,56,48,36,44,41,59,25,58,43,68,37,33,20,47,62,55,21,25,23,54,32,35,47,60,30,45,59,17,62,19,54,27,33,43,43,35
"47",20,21,55,32,64,48,49,19,54,50,35,65,51,42,31,41,48,65,34,43,64,66,49,19,65,47,28,60,38,28,53,23,63,68,64,68,34,24,30,57,41,29,41,67,44,36,63,32,62,59,29,22,24,65,18,65,19,18,34,29,19,18,21,48,55,32,41,62,18,64
"48",21,64,54,52,38,65,37,49,67,58,33,66,45,17,56,46,38,51,59,23,42,57,29,63,18,59,57,25,20,62,64,31,47,45,57,24,34,65,52,27,32,59,45,22,44,22,30,43,60,42,33,63,47,28,52,60,27,37,45,68,45,57,20,27,47,67,37,20,41,41
"49",38,52,36,65,46,39,38,30,31,41,59,56,40,30,49,59,33,60,67,57,43,23,24,65,24,27,20,54,27,31,68,45,55,24,42,59,57,62,42,28,22,35,67,48,67,65,46,59,46,24,18,19,17,25,49,48,43,62,59,68,49,63,26,22,17,56,28,68,39,27
"50",19,29,49,42,29,34,49,41,62,61,19,38,61,67,54,43,60,43,23,63,42,52,21,36,54,17,50,35,62,46,29,17,65,18,62,61,33,42,68,28,46,20,20,41,22,23,35,68,20,57,25,47,60,38,63,18,64,50,56,53,46,63,30,55,39,27,47,17,53,56
"51",42,63,26,18,20,28,57,49,61,24,51,22,35,29,43,18,52,40,18,31,47,31,24,45,64,52,39,36,45,22,22,45,44,43,53,30,44,21,23,41,23,65,41,42,47,57,61,17,18,22,61,26,67,47,28,32,21,62,56,21,31,33,19,68,37,41,29,28,53,25
"52",48,52,41,23,35,42,62,28,19,48,62,55,52,44,67,25,51,46,17,55,57,35,60,66,31,65,51,65,32,59,38,43,20,50,45,30,27,22,68,22,64,54,20,67,60,68,54,52,52,20,57,47,62,49,44,61,33,36,64,63,17,17,23,35,40,34,41,30,63,29
"53",26,48,52,18,59,29,28,52,18,63,50,23,65,63,43,59,28,68,43,47,46,54,65,46,66,41,50,43,53,62,36,32,67,41,30,34,58,31,21,25,33,47,56,33,36,51,45,32,65,36,35,42,39,47,54,58,51,28,24,19,19,50,19,21,38,17,60,52,67,27
"54",36,39,25,53,41,41,65,19,38,61,61,48,29,52,29,42,66,41,26,17,33,22,58,67,36,41,56,46,63,33,56,61,66,67,32,25,42,42,29,23,23,31,60,34,29,46,46,55,33,29,43,60,30,17,44,49,31,22,65,25,24,25,66,20,27,28,19,43,58,49
"55",38,32,48,32,31,61,27,50,63,68,65,56,59,61,61,32,34,48,32,56,64,57,20,37,55,61,21,45,67,63,50,53,39,55,59,21,34,43,30,52,50,29,43,26,65,51,27,52,48,32,60,46,63,22,39,34,54,23,68,30,25,44,20,62,22,46,34,31,52,50
"56",32,50,19,33,52,42,60,19,53,50,49,63,67,48,28,57,31,45,60,23,61,50,64,53,31,35,29,22,47,64,56,58,68,24,32,60,29,28,50,57,44,58,49,41,54,67,30,50,37,32,65,36,53,40,51,28,62,28,66,17,50,21,45,18,54,46,38,56,60,61
"57",20,32,46,41,51,61,47,26,25,68,32,43,32,57,41,36,65,20,52,48,57,36,19,30,52,41,29,42,35,39,28,32,41,47,46,56,54,30,24,25,49,33,34,38,17,19,50,43,40,30,28,39,51,44,61,62,18,36,40,51,66,38,51,37,64,51,40,62,27,26
"58",67,60,19,22,23,58,50,53,56,68,46,36,61,32,36,50,51,34,42,17,46,18,66,52,65,68,46,53,41,32,33,41,22,22,38,39,67,57,47,49,61,35,31,22,53,18,51,30,19,40,25,57,23,58,65,44,32,61,52,63,47,26,29,33,27,56,37,67,43,50
"59",53,43,65,23,25,26,48,23,46,26,48,21,30,51,60,58,64,44,47,53,56,43,20,36,43,55,35,49,31,68,23,58,51,36,20,26,17,39,56,31,50,23,41,39,49,50,55,24,34,51,20,28,35,67,38,67,46,18,27,36,41,33,40,67,44,45,34,18,30,57
"60",17,39,29,44,58,29,58,35,21,48,62,51,21,19,27,26,39,52,28,34,36,29,48,32,64,19,58,29,59,66,64,52,18,28,47,55,54,50,63,68,65,25,34,25,44,30,51,25,52,45,53,27,20,33,35,43,53,22,63,41,49,33,51,31,31,38,63,38,64,57
"61",54,60,50,67,53,19,54,37,55,20,66,52,46,63,38,28,47,39,31,63,18,19,62,59,60,22,65,20,54,44,20,26,27,28,54,41,67,45,44,66,23,43,61,68,62,21,24,68,57,54,59,41,34,22,27,30,65,40,68,37,66,37,37,64,63,47,44,55,67,58
"62",62,62,20,32,27,21,40,56,40,49,22,24,58,40,39,53,31,56,44,23,50,61,65,24,21,38,42,66,28,20,66,25,51,20,67,30,49,52,48,25,45,20,58,64,67,32,27,23,54,65,37,38,65,47,37,55,37,23,35,35,23,64,19,62,58,36,40,56,19,33
"63",43,42,53,54,32,40,36,47,67,43,30,38,38,63,46,37,40,40,19,37,67,42,38,44,57,17,30,23,27,62,19,25,52,24,51,66,25,53,55,23,66,34,20,52,21,67,49,59,21,66,61,48,41,46,40,33,18,40,66,18,48,23,19,47,22,64,28,19,21,53
"64",49,63,31,39,61,55,49,62,36,50,27,51,45,43,49,40,67,62,50,40,61,33,22,51,56,55,48,66,22,32,38,44,34,24,40,37,36,44,33,54,61,31,22,60,39,34,60,43,36,42,58,42,17,25,59,54,47,62,64,51,51,62,23,37,40,29,59,27,35,40
"65",25,32,40,64,39,48,61,59,50,29,35,28,46,42,62,52,48,49,31,18,50,33,29,68,59,20,30,59,27,25,20,33,51,40,26,35,30,37,21,46,58,24,63,28,39,23,40,40,58,29,57,63,58,44,47,29,58,60,65,29,29,35,57,66,50,47,40,27,46,43
"66",18,53,20,36,56,67,57,66,59,68,42,43,33,61,56,28,49,54,66,52,33,40,18,56,30,48,40,54,62,51,26,65,42,56,64,25,38,22,33,33,41,55,35,68,65,45,36,49,54,39,58,47,17,29,41,49,61,40,46,39,34,29,58,52,36,54,18,56,22,62
"67",28,64,18,54,29,59,35,32,32,35,27,63,44,47,41,17,39,44,62,26,52,37,41,48,48,66,45,21,46,45,39,35,44,30,20,53,50,52,50,20,21,57,43,68,42,36,58,36,50,40,24,63,47,33,54,48,47,60,64,56,17,42,23,31,25,51,25,21,49,59
"68",23,50,54,26,45,50,23,26,41,26,30,24,18,49,54,43,30,59,25,27,39,20,60,21,56,20,65,34,37,52,43,50,59,39,44,47,30,26,44,31,25,67,55,49,37,65,50,37,19,45,23,35,43,36,30,64,54,63,21,30,41,51,24,45,46,19,58,38,44,37
"69",42,23,34,42,44,37,50,56,22,64,30,53,25,30,21,38,45,52,18,20,50,57,66,57,47,44,42,32,22,63,62,44,60,48,54,51,62,24,51,19,40,23,39,45,62,36,51,39,53,25,20,24,26,17,45,51,44,27,66,56,45,18,30,58,26,33,59,26,17,41
"70",35,50,50,25,32,38,28,36,28,46,32,23,68,36,44,40,64,64,31,30,19,24,67,29,52,34,47,63,37,34,68,30,25,37,36,27,60,64,44,32,27,42,22,17,26,27,68,40,30,46,57,35,27,64,28,53,23,55,64,67,39,27,32,53,45,20,63,46,61,33
