"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"25",21,25,30,16,12,18,19,26,27,12,10,10,27,27,32,18,31,12,9,30,9,25,9,29,31,9,31,9,20,14,20,21,22,10,25,32,21,15,30,24
"26",32,11,11,12,23,21,23,15,23,9,17,19,30,26,22,14,30,14,28,13,21,31,28,32,12,31,23,10,26,25,11,23,32,21,17,30,16,18,18,17
"27",17,30,21,9,11,15,27,30,13,14,23,31,27,26,11,12,18,29,20,31,8,31,28,31,10,29,11,15,32,18,11,15,17,23,18,18,11,12,17,27
"28",21,12,13,21,14,18,31,23,12,10,8,24,8,29,13,25,30,28,31,22,19,9,15,28,18,8,19,23,25,12,9,32,11,16,25,18,14,13,32,15
"29",14,15,10,17,12,14,31,23,29,29,31,11,19,28,8,17,19,19,29,26,31,11,31,28,29,17,18,11,29,18,22,21,9,15,13,20,12,20,10,21
"30",12,25,23,17,20,13,27,19,29,26,23,11,26,18,9,23,23,24,30,27,21,27,8,12,10,12,12,29,25,18,25,29,20,17,22,8,18,29,11,29
"31",27,29,13,24,18,18,20,19,19,14,30,16,8,24,19,26,31,30,17,27,24,30,15,26,11,11,24,15,31,27,19,17,13,9,21,31,8,19,26,9
"32",29,23,14,23,31,29,10,30,27,10,10,14,26,16,16,31,20,8,29,23,23,21,22,31,31,17,24,9,32,19,25,12,10,19,25,29,13,13,32,30
"33",28,12,22,18,9,23,14,16,19,16,31,8,12,15,32,25,26,12,12,31,19,29,26,28,27,22,8,13,11,10,25,13,30,27,32,23,32,12,29,32
"34",22,10,15,14,31,22,28,31,18,32,11,32,23,22,25,22,27,27,13,23,14,28,15,18,29,18,9,12,26,18,21,8,18,12,11,22,26,23,29,8
"35",18,23,22,19,14,32,30,13,20,8,22,21,32,29,14,25,26,27,15,15,32,30,19,28,13,11,13,8,21,19,18,32,26,12,28,31,25,11,10,23
"36",17,31,8,27,9,21,31,8,9,28,16,8,19,31,31,27,24,17,12,12,18,27,31,21,8,8,20,32,31,19,20,27,19,23,26,20,10,15,14,14
"37",18,17,10,28,20,23,10,21,23,9,12,28,30,28,13,19,29,16,14,32,29,19,25,17,17,27,8,26,31,22,9,10,21,17,12,22,9,30,22,15
"38",20,19,14,15,15,13,12,15,22,18,9,26,23,24,28,26,28,19,19,9,29,17,9,16,26,23,17,21,9,28,32,19,15,15,32,13,24,24,17,21
"39",31,21,22,21,17,8,32,28,22,19,15,13,16,9,9,17,15,24,23,16,12,18,28,21,22,8,14,12,22,30,15,19,28,22,10,16,29,11,11,12
"40",20,27,32,9,29,11,12,27,26,15,12,21,31,12,10,26,32,14,11,9,15,13,15,32,14,12,13,25,16,22,14,22,21,27,25,23,8,23,11,14
