"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70"
"11",42,48,71,19,65,29,56,54,19,23,31,59,46,38,34,70,67,44,20,45,69,52,28,52,72,20,38,22,36,37,67,43,60,57,21,47,40,55,70,30,56,58,48,23,73,33,40,35,25,21,30,65,19,54,57,42,66,31,55,25,63,28,34,42,19,18,35,26,51,24
"12",23,48,35,48,53,68,71,24,67,41,25,46,23,64,46,67,58,43,39,59,39,40,45,42,19,68,54,65,19,48,67,59,54,43,56,32,53,72,40,54,22,66,31,65,58,59,19,33,50,54,21,71,27,45,27,62,21,70,18,35,49,29,73,27,37,28,24,26,59,33
"13",68,22,52,32,31,30,32,57,33,51,72,23,38,22,61,60,65,39,59,55,38,53,68,39,30,68,62,22,34,54,32,48,41,40,50,27,71,69,73,24,31,49,70,37,35,64,47,38,61,26,32,28,72,28,23,53,57,66,71,42,69,66,20,64,70,21,60,33,51,68
"14",32,52,25,33,64,71,60,26,63,58,63,72,51,53,48,42,29,29,27,62,50,49,25,18,48,39,32,38,64,57,67,30,67,24,34,29,35,48,49,49,53,71,26,26,50,55,60,49,43,27,27,40,32,64,44,43,34,60,37,48,31,53,68,22,41,62,64,58,67,57
"15",23,60,23,47,19,64,66,73,30,65,52,35,62,32,41,52,49,29,40,62,39,56,37,58,61,37,69,25,20,23,69,20,48,21,59,26,46,20,69,32,72,57,22,29,46,61,62,32,63,40,20,49,59,34,60,29,47,18,44,33,39,44,20,56,28,43,67,33,65,59
"16",22,55,22,28,55,29,67,37,45,28,30,65,72,69,46,32,46,58,28,30,38,33,50,40,30,36,56,19,61,52,43,31,41,43,72,48,73,42,31,29,40,61,54,44,20,45,71,64,36,20,26,60,37,36,47,36,38,22,53,20,36,28,43,34,71,65,52,49,49,62
"17",19,46,59,72,73,63,52,24,49,57,66,41,39,46,34,42,61,49,47,54,53,39,42,59,57,71,45,25,65,34,50,65,43,57,51,57,47,24,60,43,21,69,25,22,27,50,26,68,30,64,32,60,57,51,57,37,57,35,51,72,18,64,60,50,70,61,65,70,72,31
"18",18,71,33,43,35,62,40,53,70,32,33,59,62,51,37,36,27,30,33,55,32,31,40,43,43,52,52,72,29,54,25,54,73,31,37,50,51,40,31,18,64,62,29,60,37,68,45,40,50,18,61,66,59,57,32,21,47,67,60,20,58,63,23,44,72,61,50,22,39,26
"19",46,29,69,24,39,64,62,40,20,33,27,44,42,20,54,54,60,57,43,26,66,19,62,69,46,19,31,34,42,49,72,38,61,63,49,46,45,56,43,65,36,48,62,57,21,35,68,70,51,22,35,35,57,41,49,48,42,27,28,58,55,19,43,39,31,25,18,25,31,47
"20",44,49,52,70,39,52,30,20,33,40,35,19,56,27,26,21,26,26,67,73,59,35,28,39,58,23,42,48,30,34,32,40,32,62,29,36,41,60,27,27,39,40,44,45,64,55,66,31,35,35,67,55,45,51,48,41,22,35,68,22,29,27,58,60,23,40,62,31,45,50
"21",67,39,50,34,21,25,45,24,27,22,35,51,63,21,47,64,23,35,21,70,53,43,46,53,22,69,23,54,45,63,33,55,45,63,27,45,23,55,23,46,47,51,53,52,50,25,21,47,65,53,51,67,47,44,35,39,68,27,54,67,71,38,44,20,69,71,28,38,70,45
"22",18,27,33,33,24,68,45,44,37,18,49,64,42,48,44,50,37,63,23,49,23,73,60,62,41,32,30,33,21,38,43,26,34,26,60,67,42,52,66,65,60,37,22,62,24,37,38,69,39,27,27,28,41,63,39,58,73,38,25,21,72,70,72,36,49,33,28,55,52,39
"23",42,30,58,65,24,59,20,32,42,58,65,64,65,66,50,60,62,37,28,48,28,70,22,46,33,34,71,28,64,30,43,63,68,48,31,55,69,63,42,57,71,66,58,23,51,71,64,57,42,47,47,61,19,20,27,21,48,50,59,26,35,18,52,24,41,48,68,23,24,20
"24",66,56,25,67,72,42,49,52,31,51,28,32,25,34,20,63,44,48,45,31,60,39,64,69,49,42,20,48,66,35,66,36,29,27,52,42,63,52,51,42,28,37,37,30,59,54,37,54,50,46,59,45,42,57,65,30,26,70,67,44,68,28,25,44,53,56,44,36,40,25
"25",30,40,68,40,29,53,52,22,31,33,37,42,38,31,29,65,46,51,44,38,42,70,61,68,49,29,57,32,64,48,47,62,31,35,43,57,19,70,51,25,54,65,68,37,67,18,56,27,28,50,20,42,27,58,43,38,47,50,62,68,54,26,46,55,48,69,57,34,71,59
"26",55,53,37,66,67,64,36,43,47,67,42,24,52,37,69,55,38,61,19,52,48,28,69,64,63,49,39,42,65,52,54,57,62,56,27,35,48,41,25,66,41,70,47,21,38,41,55,62,24,24,62,25,48,28,20,20,44,49,49,63,73,56,57,26,51,49,33,44,53,28
"27",54,57,56,49,40,51,28,38,55,35,32,49,66,68,22,43,67,31,47,19,28,46,69,22,29,52,33,41,42,18,54,30,32,19,29,59,33,66,38,73,30,43,50,52,38,24,36,53,63,23,28,49,44,37,38,32,23,56,47,51,55,50,40,54,32,49,41,57,44,39
"28",49,23,48,58,65,49,52,59,37,35,21,67,29,49,71,44,66,63,64,53,58,60,58,26,50,50,40,28,67,46,51,18,55,45,35,56,69,39,32,61,70,25,64,21,66,55,32,20,33,64,38,66,32,36,43,49,28,55,39,40,56,39,69,49,71,19,53,22,32,68
"29",45,19,31,58,68,55,51,35,35,72,30,40,18,71,24,67,47,53,19,21,39,63,49,40,70,57,48,45,26,58,65,53,62,27,31,61,64,72,67,55,27,55,32,53,51,49,65,71,58,44,32,40,45,34,60,67,36,20,64,63,39,29,66,42,67,65,34,42,32,61
"30",34,54,25,42,55,52,68,18,52,57,25,57,67,68,62,55,53,40,71,43,21,37,62,51,41,65,23,47,18,70,56,51,69,18,56,38,56,45,25,60,53,51,40,56,27,33,36,22,49,64,43,66,63,72,37,59,62,59,19,53,67,72,24,22,49,29,48,18,32,42
"31",43,44,29,66,19,61,32,59,47,27,53,30,22,44,73,52,42,48,65,58,71,39,28,60,47,73,41,45,21,37,30,51,47,65,27,18,51,57,27,46,35,36,66,72,66,41,66,27,69,21,72,28,40,72,22,20,62,31,68,37,38,26,58,27,38,62,48,61,18,24
"32",52,63,52,48,70,32,72,59,43,52,52,20,55,32,73,46,72,22,33,41,44,23,31,26,58,63,48,36,34,30,59,42,34,71,29,69,25,42,65,35,26,40,61,33,46,37,27,65,57,24,62,55,56,59,30,44,20,61,22,26,50,52,50,24,23,58,69,32,29,57
"33",50,45,29,72,23,36,53,54,45,67,39,45,51,67,22,51,45,52,34,35,36,20,49,46,72,67,61,67,73,69,49,18,72,41,25,64,31,60,61,23,61,62,66,71,41,19,66,58,45,71,42,51,59,44,47,33,47,45,20,59,49,19,30,20,21,57,62,72,36,41
"34",58,67,20,34,47,38,40,29,64,44,35,60,61,43,52,19,35,43,25,69,58,25,36,29,27,32,46,63,42,71,70,55,68,46,45,34,42,49,28,29,35,44,32,32,70,53,35,71,64,68,37,55,53,67,66,35,23,68,36,52,22,60,51,49,60,29,46,58,71,66
"35",37,39,29,46,39,41,65,42,47,51,25,35,68,51,37,69,59,35,54,46,49,39,48,70,60,36,63,43,57,67,69,26,67,64,46,35,40,60,33,53,72,47,57,71,34,68,61,48,43,65,29,35,21,30,48,52,67,61,57,49,41,44,66,63,63,57,63,29,31,50
"36",36,23,64,64,34,51,55,58,55,27,69,53,21,63,64,28,24,62,37,67,51,47,26,46,58,31,21,37,33,67,20,25,42,26,57,66,22,23,41,24,53,30,24,50,25,67,56,57,21,53,72,33,63,28,52,48,57,63,73,58,51,34,23,50,38,25,25,47,39,53
"37",50,41,19,21,37,30,19,19,44,52,50,57,49,29,56,22,34,37,40,19,45,40,53,51,45,37,55,41,55,68,52,28,71,72,22,55,72,59,32,50,38,23,26,54,66,49,24,47,57,27,28,61,34,27,58,35,69,40,35,40,31,59,31,43,20,45,38,19,32,42
"38",20,56,29,60,52,25,48,68,27,56,35,28,61,19,55,40,67,22,67,48,18,45,60,37,62,68,70,45,60,48,67,34,25,25,20,25,51,59,60,40,39,38,46,40,61,32,64,51,51,71,46,68,35,21,54,61,42,62,53,73,73,58,22,38,39,50,51,19,53,31
"39",25,39,70,30,26,31,45,44,42,71,21,56,24,24,52,51,59,53,63,55,54,64,23,49,42,70,27,71,39,59,47,33,29,33,22,53,50,45,54,28,48,34,41,34,62,52,55,20,61,29,61,32,35,33,71,51,22,65,19,64,72,71,39,21,72,57,53,60,47,66
"40",63,67,33,47,42,49,60,60,20,63,46,40,52,26,50,43,32,63,72,26,43,31,61,30,55,63,69,42,73,22,34,42,64,52,23,32,20,49,46,35,22,41,53,35,36,24,55,40,45,63,27,44,54,32,65,41,30,60,70,34,26,28,68,57,68,70,72,57,24,52
"41",28,67,18,38,60,25,68,59,72,19,21,51,50,53,35,40,71,44,25,54,42,38,26,53,28,47,18,71,67,62,28,32,55,21,65,26,19,29,43,39,53,56,54,34,26,23,33,67,48,49,66,34,56,61,51,22,19,54,47,57,52,72,63,68,46,56,46,62,42,45
"42",24,25,70,21,59,43,53,39,66,56,63,34,29,69,73,37,60,21,50,32,53,62,20,42,30,54,18,53,54,64,18,26,27,64,37,58,29,58,68,33,23,49,51,28,32,66,49,44,67,61,33,38,63,38,43,41,24,66,50,48,34,65,30,69,42,28,25,57,27,28
"43",57,23,43,19,46,27,70,41,22,36,38,34,51,66,68,46,47,42,37,31,44,50,63,40,69,57,36,20,55,37,53,47,57,38,24,64,62,71,47,43,28,21,53,67,38,27,23,39,45,45,62,52,47,54,37,49,20,50,36,23,24,41,71,38,24,31,57,22,72,32
"44",26,33,72,50,30,23,47,42,35,28,71,37,44,31,64,29,44,73,37,30,18,61,33,24,62,39,18,73,20,47,30,55,27,60,71,67,58,59,62,60,70,50,47,35,67,47,56,70,42,31,24,70,45,61,56,69,23,32,73,47,71,34,40,53,65,62,54,53,37,69
"45",45,26,21,31,31,68,31,29,50,47,44,72,20,59,18,49,48,64,54,31,20,71,66,30,53,72,62,32,72,49,63,45,58,18,56,67,51,61,57,31,56,20,19,65,37,28,37,66,36,27,26,71,27,42,62,40,56,43,41,21,66,55,72,48,61,50,52,58,49,29
"46",49,67,69,67,42,47,24,20,41,30,25,25,73,58,32,38,36,30,22,57,40,25,53,72,32,69,24,21,43,49,19,21,60,24,38,67,39,28,70,57,24,36,62,64,47,59,60,27,51,63,46,59,65,68,53,59,53,38,71,43,28,49,35,72,28,32,37,61,34,19
"47",66,57,47,58,39,61,65,34,69,19,67,51,39,72,53,63,49,32,28,55,57,33,48,22,60,50,65,64,66,27,44,33,65,58,59,31,52,66,69,54,49,56,72,58,35,31,44,41,28,21,49,25,41,34,29,36,53,31,40,24,25,47,22,54,65,21,42,69,45,39
"48",72,53,69,23,33,54,23,55,70,51,25,32,18,22,41,62,50,55,53,70,20,56,47,60,49,38,32,27,41,50,22,72,55,19,30,31,59,23,59,38,65,68,47,25,34,35,56,66,41,68,43,35,71,41,29,27,30,30,39,54,44,37,35,32,42,55,48,65,42,72
"49",44,64,72,66,71,23,36,60,71,20,66,66,57,52,50,67,71,67,52,19,50,30,22,18,29,25,45,38,49,32,46,22,30,41,34,45,69,57,50,54,52,56,62,68,42,29,61,71,36,45,34,44,48,32,28,31,18,72,43,48,59,69,27,39,52,65,56,37,41,56
"50",49,46,62,25,73,67,56,55,48,33,47,68,69,71,19,35,69,67,57,46,59,19,26,44,27,25,70,36,64,72,38,35,70,24,33,19,19,28,44,57,43,30,44,20,27,31,26,45,40,54,43,67,51,58,32,25,67,69,35,38,31,45,27,51,36,72,24,70,63,30
"51",55,23,28,46,37,20,70,30,19,25,68,69,53,50,22,46,39,63,34,45,37,38,34,44,52,54,23,69,46,38,49,67,57,35,71,45,41,24,73,56,57,53,57,67,35,19,25,64,46,22,66,41,48,28,24,47,20,31,47,18,67,53,39,24,68,72,23,68,32,29
"52",70,21,33,24,58,46,61,46,69,54,37,49,31,21,21,19,30,61,27,59,50,20,66,46,54,35,22,36,70,59,51,58,26,58,52,59,69,45,44,31,48,66,30,51,48,43,29,43,41,40,56,57,32,27,63,49,23,46,69,60,18,55,67,19,39,49,56,69,37,61
"53",23,34,66,45,37,53,23,47,18,45,40,46,32,35,54,29,30,41,30,53,57,61,36,57,61,31,56,44,38,54,23,57,49,24,54,45,40,61,55,65,60,44,26,63,72,68,70,35,63,41,44,56,48,22,46,27,52,43,46,69,72,48,41,29,69,22,66,36,19,33
"54",30,64,68,31,42,45,40,40,35,39,51,68,19,56,47,43,60,71,69,26,19,64,36,67,21,23,45,70,44,50,32,45,58,26,50,69,42,59,48,69,55,23,55,20,67,27,59,65,39,44,18,27,64,57,50,24,68,41,58,38,50,59,55,70,31,28,26,48,51,62
"55",37,56,64,63,38,70,43,24,30,38,55,57,33,59,34,72,19,61,67,71,38,65,32,38,59,60,69,28,55,51,59,66,59,25,65,33,32,22,42,52,66,29,53,18,71,20,52,26,29,49,19,62,34,64,37,45,70,63,44,20,68,67,72,32,23,59,31,42,22,63
"56",62,59,53,60,58,43,37,23,36,59,33,39,40,35,24,52,20,59,52,18,58,19,36,52,31,28,31,28,53,47,35,70,69,50,68,49,50,40,21,34,62,35,59,53,56,50,53,69,38,54,52,41,21,22,51,44,36,43,68,33,31,47,52,21,44,58,44,59,36,43
"57",37,71,31,37,25,73,28,43,39,36,52,67,33,32,68,70,23,39,65,66,38,42,38,55,62,58,72,61,25,49,60,48,28,35,28,70,69,57,26,23,19,38,18,20,65,41,35,29,69,60,31,59,32,60,66,46,72,66,30,68,25,19,54,31,59,69,43,53,71,29
"58",19,41,73,64,46,58,19,39,41,50,62,42,60,40,32,18,57,34,40,66,67,56,52,54,71,47,70,33,58,21,25,45,34,21,43,48,42,54,44,64,66,26,33,20,19,28,41,45,40,24,49,37,71,39,58,27,24,21,63,33,47,33,61,61,19,71,56,55,44,71
"59",61,45,44,30,44,55,41,71,63,32,48,61,23,70,33,23,51,69,57,33,55,25,27,69,53,67,37,37,58,32,48,37,48,63,22,37,37,61,29,53,40,42,63,38,68,55,71,48,31,42,66,67,19,18,64,54,68,35,44,55,62,28,46,18,33,39,22,68,42,28
"60",71,20,53,64,18,28,49,40,71,41,54,36,36,39,19,45,19,22,35,25,59,26,36,65,18,27,42,39,46,45,20,28,51,52,41,37,41,40,38,41,24,72,60,66,37,18,51,45,20,67,69,52,45,34,71,71,71,19,44,55,42,46,56,38,38,64,24,23,71,39
"61",33,37,20,43,47,45,63,60,36,62,47,62,38,53,29,38,21,24,56,67,59,30,19,48,48,32,34,48,47,59,26,60,72,62,28,23,32,32,56,68,19,30,71,43,53,30,39,67,24,35,34,44,24,28,47,20,21,60,61,33,39,55,49,44,40,57,37,55,33,35
"62",45,18,56,59,26,22,31,21,26,25,40,43,59,21,63,63,32,26,62,56,21,43,41,37,63,26,53,67,24,72,64,49,64,37,49,44,31,41,51,43,56,30,65,62,35,72,25,19,24,64,50,32,54,51,63,41,27,62,70,21,44,35,55,44,67,47,46,32,55,28
"63",52,38,60,41,25,49,23,47,31,66,20,34,42,47,71,56,53,26,69,49,38,38,53,72,42,54,70,37,27,37,30,29,25,39,58,36,22,33,19,19,60,20,52,72,50,43,27,59,18,44,43,70,24,36,31,36,31,65,62,69,64,69,20,28,69,30,20,37,33,41
"64",66,35,65,65,72,26,68,43,35,64,68,42,30,55,47,35,28,31,28,18,69,53,22,23,49,44,61,35,25,48,42,63,57,32,19,63,36,62,22,58,31,71,64,58,61,60,33,52,31,47,61,24,33,24,22,59,21,63,40,23,25,35,22,29,71,57,59,72,40,27
"65",67,70,26,58,32,27,58,72,56,44,45,52,19,40,70,59,62,33,25,50,40,34,26,63,36,58,67,50,20,26,54,63,66,55,49,55,44,31,60,39,31,39,36,38,64,55,50,30,64,39,55,23,41,53,46,19,23,66,49,33,34,30,44,47,32,33,63,69,68,51
"66",27,30,27,64,46,56,22,67,40,69,49,56,73,28,47,25,69,20,68,22,65,31,66,30,39,66,46,53,49,22,61,44,62,52,67,57,22,21,25,26,32,23,43,58,26,34,29,62,37,64,49,52,46,64,23,35,44,56,32,68,35,62,66,57,51,66,48,30,70,39
"67",60,58,18,27,63,38,22,58,71,40,57,53,19,57,24,23,55,34,71,48,63,30,41,27,66,42,48,50,72,45,35,53,59,44,52,66,22,69,72,42,56,32,51,70,73,40,19,41,41,55,20,64,60,22,45,40,40,35,59,25,56,49,32,34,32,70,53,57,65,24
"68",42,35,34,67,25,73,65,56,69,36,72,72,24,53,63,35,21,25,23,23,64,52,41,38,27,62,44,34,27,43,48,71,67,34,22,70,45,32,54,69,41,64,42,47,48,40,70,31,40,22,45,63,52,72,25,56,28,59,71,64,71,23,25,44,19,64,34,30,71,21
"69",32,37,65,69,43,53,64,31,62,45,55,42,52,48,66,37,71,59,41,22,34,46,59,42,41,72,67,68,32,49,42,70,23,52,41,25,45,38,48,23,32,53,37,68,69,19,18,25,57,22,56,67,19,68,67,49,39,30,66,71,52,51,63,28,69,60,54,18,50,65
"70",36,25,65,25,28,59,35,26,72,23,18,58,55,29,20,61,38,59,53,37,57,73,45,19,25,67,21,29,67,51,25,40,41,37,65,32,64,30,26,69,67,52,47,19,69,50,64,71,52,24,51,68,40,49,44,55,45,67,28,60,64,19,49,43,24,40,31,62,32,50
