"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80"
"57",15,26,33,21,18,20,35,15,22,26,34,32,22,30,13,7,25,12,7,31,35,32,24,8,5,18,11,5,27,26,25,5,25,20,6,15,7,29,12,26,30,15,8,10,31,23,33,23,23,33,21,26,25,10,27,14,7,7,35,5,29,23,28,19,23,27,5,35,10,14,13,22,33,14,29,8,14,34,24,15
"58",6,7,16,17,16,5,10,19,22,27,31,15,5,14,13,32,14,8,9,15,22,29,22,5,16,7,15,26,9,28,35,23,8,31,16,11,9,13,22,21,12,18,10,12,13,20,25,26,6,32,9,20,34,14,18,27,33,27,19,35,9,21,27,22,14,11,10,9,6,19,16,30,31,19,26,33,34,24,25,19
"59",7,35,5,22,29,28,33,22,15,13,23,25,19,29,30,15,19,9,14,31,19,31,5,30,13,9,6,26,33,20,21,19,8,28,10,15,11,34,27,29,13,31,23,31,8,32,17,8,11,5,6,30,35,13,26,28,6,34,6,32,13,15,23,15,5,12,31,10,10,12,19,11,12,7,24,27,11,25,8,10
"60",29,29,35,35,18,12,9,33,6,15,35,35,8,6,22,8,11,11,33,14,32,10,32,26,23,30,8,9,16,31,35,13,14,24,10,27,12,26,9,34,10,27,35,33,24,26,22,7,5,13,27,14,7,32,16,17,21,16,34,20,35,5,20,11,15,18,10,9,16,29,27,6,18,26,19,21,6,35,22,32
"61",18,20,32,13,6,6,8,11,18,22,6,34,23,35,31,23,30,35,11,28,22,27,16,7,5,28,25,5,16,32,29,14,8,7,16,30,18,14,13,28,14,24,19,34,32,13,9,5,27,15,8,16,33,34,13,19,5,32,31,5,13,11,20,30,9,11,34,33,6,24,25,12,34,22,18,10,7,28,24,6
"62",13,22,32,33,27,24,31,8,7,15,30,10,33,26,25,6,31,32,18,13,25,6,33,27,9,6,9,12,25,30,14,17,9,24,24,31,6,21,8,26,9,19,31,26,15,18,35,11,31,28,12,29,19,33,7,19,14,32,23,32,29,19,17,18,20,33,14,32,10,5,22,26,21,30,18,26,35,22,25,9
"63",25,18,10,15,5,35,30,19,23,28,10,22,30,9,33,14,17,27,14,30,23,13,13,22,23,19,20,5,32,34,21,15,6,24,35,26,9,34,33,23,25,29,7,15,26,13,12,29,32,24,9,10,13,24,29,27,12,27,25,11,9,6,29,34,27,28,13,12,26,26,22,26,5,34,29,33,9,17,7,19
"64",24,19,14,9,27,23,14,19,15,7,13,9,5,31,20,10,8,29,30,23,7,14,27,5,11,23,35,22,14,8,29,17,34,24,18,7,32,32,5,16,24,32,5,25,26,8,32,19,29,19,13,5,9,12,6,9,17,7,21,11,9,29,8,19,8,33,24,34,35,14,13,6,25,27,16,13,30,14,19,12
"65",22,35,23,9,21,22,34,23,32,34,7,10,24,8,13,6,22,8,20,11,20,25,25,33,22,11,9,10,22,24,16,12,29,13,34,31,7,15,33,32,7,29,9,25,21,18,22,8,11,20,8,30,6,11,35,16,15,21,21,11,30,15,33,31,17,28,13,29,35,23,20,11,16,21,33,12,34,32,27,12
"66",15,22,9,27,10,18,7,19,21,20,25,17,12,23,14,20,17,12,25,24,25,14,32,9,6,33,18,18,32,32,6,29,7,20,10,13,26,34,20,12,5,27,9,33,15,14,18,8,27,10,23,31,22,28,22,13,8,32,11,34,20,35,14,20,30,5,10,14,9,20,15,16,13,8,13,16,26,22,5,8
"67",8,21,19,10,31,30,30,6,27,12,28,14,7,10,9,14,31,9,8,14,6,26,35,21,33,29,27,6,19,9,28,22,16,18,26,19,31,20,14,25,14,11,6,24,9,19,16,26,25,30,18,24,7,15,8,8,33,13,7,34,8,26,33,27,8,21,18,30,34,30,34,19,16,9,10,27,13,13,21,18
"68",31,30,13,19,35,23,22,8,15,6,9,20,11,24,12,29,28,25,34,28,9,30,18,20,16,32,21,24,27,18,22,16,8,6,14,7,30,14,9,17,26,20,29,28,13,14,11,17,7,6,5,14,13,13,32,35,27,22,21,25,23,6,19,15,23,6,29,18,21,8,35,18,15,35,32,6,34,6,14,16
"69",17,6,8,23,17,24,20,9,26,9,5,8,21,13,23,10,22,33,23,20,17,14,12,14,15,18,18,25,15,28,26,18,32,22,14,21,20,7,33,21,35,18,12,9,16,20,21,34,26,27,11,28,10,27,31,14,14,30,6,33,32,17,31,26,12,26,10,23,22,10,10,33,25,18,14,5,5,7,11,31
"70",25,8,7,27,13,18,6,8,7,30,22,34,25,21,26,26,24,19,5,33,5,29,23,7,12,5,28,18,26,9,10,23,33,26,11,27,7,34,16,6,33,8,33,18,25,22,31,15,20,35,33,14,24,18,32,24,24,34,14,14,23,10,19,30,29,10,24,10,28,7,12,34,35,20,33,19,16,20,19,19
"71",11,33,5,21,31,8,17,10,10,5,13,24,17,16,23,25,35,32,11,19,7,11,34,34,5,30,7,16,28,32,7,26,9,5,26,6,7,14,10,35,27,9,29,21,28,9,11,18,31,11,18,10,25,18,35,27,6,23,32,21,26,20,9,23,28,32,26,24,17,19,21,7,20,13,22,19,32,31,8,25
"72",25,16,22,23,15,19,8,30,12,34,35,24,24,16,9,33,10,17,29,32,25,23,5,15,11,26,28,25,14,21,28,15,7,22,33,18,12,6,35,15,18,22,22,18,11,33,20,29,7,35,7,20,24,25,30,20,17,22,22,33,15,24,21,28,28,25,13,24,31,29,19,30,27,24,10,33,8,10,18,11
"73",10,31,16,24,17,15,12,19,24,6,28,32,17,32,28,22,29,20,31,28,26,19,23,13,13,13,27,21,20,12,26,20,23,34,34,27,11,15,6,10,11,29,7,13,6,20,28,11,5,28,27,14,19,27,13,15,34,28,28,23,24,27,13,35,30,22,8,15,10,18,11,33,35,26,25,14,19,31,28,33
"74",24,23,25,13,26,35,9,16,33,7,10,17,35,12,29,10,12,6,31,34,8,10,23,25,29,9,21,35,11,12,34,17,15,33,31,12,6,26,21,24,16,7,26,14,20,6,6,5,28,16,13,18,17,7,23,13,25,12,31,17,20,9,18,10,17,16,20,10,18,7,8,35,33,11,30,33,25,5,7,21
"75",35,12,12,18,29,22,22,32,5,17,12,18,33,34,6,7,26,24,16,7,12,34,21,16,15,17,17,30,14,6,30,10,27,13,23,5,20,10,27,19,35,8,10,5,30,20,19,11,29,16,14,28,31,21,31,33,20,28,21,24,29,27,14,29,30,31,19,20,33,17,34,6,17,8,35,23,23,5,34,28
"76",35,26,6,21,11,23,11,16,14,34,25,25,21,22,29,28,20,21,18,33,12,10,17,11,22,34,34,22,16,35,11,26,34,6,26,28,12,35,23,22,6,5,21,27,35,23,24,20,31,34,6,10,16,6,35,21,29,10,10,19,16,11,24,5,29,6,20,31,16,13,20,14,25,8,35,22,20,14,14,25
"77",17,22,17,12,7,16,21,8,14,27,9,19,9,25,17,35,19,30,29,32,27,7,27,13,13,16,15,5,28,5,20,14,10,6,28,13,24,11,17,6,28,21,14,20,9,30,15,12,8,26,12,24,18,34,33,23,11,26,30,18,23,25,18,21,21,27,17,10,10,12,28,18,31,6,5,24,28,8,32,33
"78",15,20,10,6,32,15,27,32,18,5,7,17,8,11,11,9,16,24,35,32,35,16,15,34,33,5,28,13,19,27,13,16,8,7,24,24,7,30,33,8,34,21,32,18,18,30,15,5,30,30,21,9,6,10,9,10,18,21,14,11,16,22,20,27,6,10,25,29,5,20,22,24,13,34,13,8,15,32,5,31
"79",32,30,13,33,17,30,10,35,35,13,26,5,34,24,23,23,16,10,23,25,6,30,26,16,28,25,26,24,26,26,24,30,28,18,24,18,14,23,14,11,17,23,35,21,10,13,35,19,11,6,35,5,26,29,15,21,11,25,14,25,33,20,5,6,9,11,26,13,34,10,15,8,26,26,7,23,25,17,22,9
"80",15,14,9,6,7,19,18,23,15,16,35,28,5,5,17,15,8,9,17,23,13,19,20,12,18,28,13,14,6,30,19,23,21,22,17,31,7,6,9,9,28,20,6,10,21,13,5,15,7,29,8,12,15,11,15,20,33,28,18,9,7,31,7,15,7,25,23,9,13,5,6,21,9,26,29,21,10,28,31,16
