"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95"
"11",30,35,25,39,29,33,32,33,26,36,20,21,32,25,25,33,34,38,23,22,37,34,40,34,23,25,36,35,25,39,38,32,26,25,35,26,35,33,38,39,29,29,22,21,25,29,40,29,37,30,23,35,22,38,22,27,32,31,22,27,40,23,29,29,33,36,21,40,20,32,27,25,28,33,37,22,22,39,31,32,38,33,38,38,40,39,30,23,38,23,40,23,33,23,36
"12",35,29,20,33,37,29,32,40,29,33,20,31,21,25,32,33,20,29,30,26,25,32,23,34,29,24,31,40,33,31,36,39,23,26,26,31,33,28,22,23,29,26,40,25,33,33,25,33,35,30,32,40,31,27,36,30,31,40,28,37,24,30,40,35,23,40,23,35,26,40,33,34,37,33,40,25,20,34,31,38,34,33,23,26,34,27,21,35,20,28,23,33,23,25,37
"13",29,29,24,26,31,21,33,38,39,20,34,38,36,40,35,38,22,33,21,24,26,31,20,28,40,23,35,37,25,23,29,27,26,29,27,36,35,28,35,39,34,32,26,23,31,37,33,23,26,39,39,27,25,37,29,33,21,26,21,34,23,37,26,21,38,36,23,30,27,28,40,35,23,20,29,29,33,32,34,35,23,30,40,28,26,40,34,24,35,35,30,40,32,40,33
"14",24,34,38,23,29,37,32,38,24,39,31,38,32,24,38,34,32,25,31,33,39,40,24,40,27,34,25,40,31,32,30,24,22,29,26,20,27,32,28,25,32,24,40,27,32,30,29,29,37,28,29,24,29,28,22,24,35,32,26,34,31,22,37,29,32,37,30,40,37,22,20,20,40,27,34,34,33,20,21,31,40,38,20,25,38,28,29,30,39,36,28,23,35,34,31
"15",24,36,35,26,36,23,27,36,35,35,40,34,37,39,39,32,33,20,37,30,31,40,25,39,29,37,37,25,22,21,40,27,33,27,30,40,27,33,34,34,32,32,25,22,36,27,23,36,26,38,24,37,30,22,24,36,33,24,23,28,38,39,28,27,37,23,39,30,31,40,23,36,29,33,23,39,22,20,37,27,31,25,20,36,24,23,22,29,33,23,23,23,24,29,31
"16",28,32,31,28,35,26,32,39,28,36,23,21,26,27,25,22,34,29,27,40,22,37,37,31,37,34,26,30,34,32,21,37,24,33,32,29,31,24,32,39,35,27,22,40,39,32,39,38,39,36,32,29,28,32,29,34,38,38,38,28,38,20,25,23,32,29,30,33,34,30,35,35,28,36,39,29,26,32,34,34,36,29,25,36,33,30,20,27,24,36,29,26,33,34,26
"17",34,39,31,33,25,35,24,23,34,33,40,33,26,20,21,38,25,28,20,22,39,37,20,32,26,37,37,26,29,34,33,34,36,26,24,25,31,26,26,33,30,35,34,32,21,33,37,29,30,20,30,37,25,32,21,22,37,31,31,37,31,28,40,32,32,37,36,25,35,22,33,29,32,21,40,31,33,34,33,36,33,38,39,40,29,33,20,30,27,32,36,28,31,28,29
"18",25,30,20,40,32,35,31,20,38,36,40,22,25,31,37,29,23,30,31,31,37,34,23,28,26,35,21,35,22,23,31,27,21,23,21,30,26,39,28,35,37,40,36,27,25,23,40,26,20,31,35,28,23,25,22,21,36,21,31,36,39,21,23,21,23,26,31,32,22,33,31,24,34,37,34,40,22,28,22,40,30,33,34,35,20,22,24,33,37,23,31,37,38,36,38
"19",25,26,32,35,40,22,23,25,26,25,40,20,21,36,36,28,23,36,35,27,36,30,24,30,26,31,20,33,33,31,23,31,34,37,35,40,22,21,27,22,22,28,24,26,36,32,31,31,25,40,25,26,20,35,28,23,30,22,29,27,34,35,22,25,36,24,24,34,31,35,22,26,33,27,29,38,37,40,20,24,31,32,35,31,30,20,32,33,34,33,20,21,39,39,37
"20",35,32,39,25,26,32,26,31,28,37,22,34,31,33,39,32,22,39,23,34,37,28,33,30,40,21,38,36,33,35,38,32,40,25,33,37,22,23,38,37,28,33,30,30,25,24,37,21,33,32,32,31,36,25,31,21,31,27,34,28,30,33,35,29,36,36,34,28,21,33,28,37,31,29,33,34,28,21,35,34,31,30,34,32,26,24,30,30,20,21,21,38,23,20,28
"21",40,38,36,22,22,30,24,40,32,20,29,27,37,37,37,26,31,34,21,20,28,38,27,31,37,21,23,33,31,30,22,37,30,39,26,39,29,27,28,28,30,30,34,22,29,36,35,25,40,35,20,21,32,28,20,22,21,40,38,23,39,38,33,22,31,40,23,29,34,31,36,24,26,23,29,35,29,32,30,21,24,22,39,38,40,31,26,38,29,27,38,37,21,37,37
"22",31,34,38,38,26,37,25,31,30,27,24,28,33,35,21,25,37,34,36,28,21,29,30,26,22,23,31,31,22,20,32,21,33,37,40,32,30,37,39,32,38,39,36,27,36,31,40,23,22,29,35,27,30,27,24,37,25,37,40,25,20,25,24,34,36,30,28,25,39,23,30,32,27,26,20,27,28,26,20,35,22,28,29,27,39,23,26,21,23,29,38,23,27,27,24
"23",33,20,29,29,34,35,27,35,34,39,21,29,29,40,20,37,29,32,35,33,28,31,25,40,21,40,20,25,33,28,27,22,20,32,20,33,30,39,20,27,27,21,23,31,31,32,31,20,30,22,34,35,26,31,40,22,22,27,29,27,20,38,23,33,22,30,31,20,24,33,36,31,38,39,23,40,38,22,40,23,31,35,29,31,38,38,25,31,38,21,20,23,37,40,21
"24",33,34,33,38,31,40,22,31,26,38,30,38,27,38,27,30,34,31,22,26,23,28,26,36,25,22,26,38,35,23,26,22,25,22,34,21,34,38,22,38,38,25,26,32,35,26,27,37,29,22,24,40,22,20,39,31,31,28,20,28,40,20,20,24,32,23,30,20,24,33,33,20,40,38,26,21,28,30,23,29,37,27,23,27,31,21,39,21,40,22,25,30,34,24,26
"25",23,37,38,29,20,22,33,20,21,32,31,36,25,40,40,20,31,25,37,22,34,38,31,39,34,29,32,38,37,23,26,31,39,32,33,40,20,28,31,29,24,36,23,28,36,31,30,40,20,25,20,36,39,35,20,30,32,25,23,36,22,24,20,31,28,29,38,30,27,23,29,33,28,21,23,28,30,39,34,22,39,22,37,23,26,33,31,24,25,34,32,36,33,21,31
"26",38,34,37,40,25,25,29,33,34,35,20,36,37,24,26,36,28,38,27,20,20,23,36,32,25,39,34,31,27,38,25,34,24,29,37,37,22,26,23,33,32,36,29,37,38,26,28,34,20,21,30,33,20,24,35,40,29,27,26,38,27,33,24,36,36,34,39,36,36,28,27,21,20,21,21,36,33,33,26,20,22,40,36,33,21,32,24,40,20,40,22,28,23,29,22
"27",37,32,35,37,33,39,20,26,36,31,28,39,26,32,27,40,25,26,21,34,29,28,25,27,26,35,35,28,34,20,36,40,21,40,36,29,20,38,22,32,34,37,28,24,20,30,22,40,26,36,20,29,28,21,35,24,35,21,39,35,24,38,28,22,34,24,30,29,31,32,29,37,38,33,24,26,22,22,27,37,29,23,38,27,29,40,39,26,34,38,28,40,24,34,34
"28",30,27,35,24,38,31,35,40,38,27,26,26,35,31,30,33,21,20,22,36,34,21,33,24,35,20,38,35,29,31,33,20,33,38,39,27,22,24,33,30,26,22,32,37,28,28,35,26,21,40,24,22,37,38,35,39,38,35,34,35,25,25,21,38,22,39,37,31,33,40,21,30,24,35,32,32,26,39,33,29,37,21,38,20,20,27,26,26,30,37,28,28,40,26,30
"29",24,29,37,26,20,25,31,36,30,29,28,29,29,36,29,27,39,36,34,30,34,39,21,31,38,39,37,34,23,39,21,29,37,34,20,24,24,35,22,35,26,24,25,35,36,35,40,28,25,21,39,40,30,20,37,20,26,24,31,24,20,32,24,29,20,23,40,35,37,31,38,37,29,26,35,35,37,32,26,33,29,36,37,24,39,37,20,31,30,20,33,37,23,20,21
"30",30,37,33,34,30,37,29,34,22,30,37,38,26,29,40,32,28,26,22,38,35,21,24,32,24,20,30,34,21,27,25,27,23,26,25,35,40,26,28,22,29,34,39,38,30,26,32,22,20,36,21,31,39,29,22,22,26,28,36,39,38,31,36,24,31,32,24,25,24,21,31,37,31,20,28,25,29,37,33,28,21,33,32,32,27,22,38,28,25,20,26,38,27,31,38
"31",21,21,35,27,32,33,22,25,23,24,34,39,35,29,34,39,36,34,28,22,30,20,32,22,28,28,40,26,31,34,27,40,32,35,36,24,32,33,22,37,38,20,29,26,40,21,26,22,30,32,23,39,31,21,34,31,27,28,24,40,24,37,25,32,34,29,35,20,38,30,36,27,36,25,29,37,25,27,34,36,40,30,20,23,38,22,34,27,21,34,26,28,40,33,27
"32",33,31,36,40,40,38,35,31,26,25,31,22,28,39,40,37,24,35,40,34,28,21,34,39,27,20,34,40,30,32,29,23,37,24,25,27,34,24,33,38,36,40,39,29,28,22,29,37,22,36,23,28,40,23,31,38,23,25,32,28,30,22,32,34,24,34,31,23,37,33,25,23,37,31,22,27,26,32,25,23,40,26,32,31,28,24,20,37,33,30,35,35,38,24,27
"33",26,32,38,20,37,36,40,27,37,35,20,35,26,26,33,26,37,23,40,23,27,29,40,29,24,31,38,39,27,21,24,32,31,22,22,40,23,37,29,40,36,24,31,36,36,24,27,29,39,25,37,22,20,27,30,34,32,29,20,33,26,24,27,27,30,35,28,26,34,39,30,24,23,28,38,36,39,22,33,26,33,26,38,29,38,31,22,22,39,39,27,35,39,40,31
"34",31,25,33,31,33,31,22,40,21,22,29,24,21,35,30,33,34,23,24,23,31,23,27,39,22,25,37,30,40,37,33,36,30,27,38,33,33,27,36,32,25,35,37,36,31,25,25,35,23,33,26,25,36,35,40,32,39,22,26,32,28,31,29,22,27,20,24,30,32,31,39,39,26,36,23,27,30,21,31,32,28,26,31,25,30,36,32,40,29,26,38,30,20,24,24
"35",25,35,21,24,25,22,39,27,22,39,30,22,34,20,35,37,38,30,40,25,21,22,34,21,30,30,32,35,27,23,37,20,35,29,29,35,20,37,28,25,27,25,30,21,37,29,36,37,32,27,32,22,21,25,26,33,38,30,32,21,27,39,20,27,22,33,33,32,34,38,28,39,23,35,23,30,37,28,27,30,23,28,32,31,37,21,37,22,35,23,39,28,30,26,25
"36",34,24,23,37,32,34,21,31,31,37,38,40,34,36,27,36,37,36,32,27,25,28,30,24,30,27,31,38,38,30,23,40,26,25,31,37,22,24,24,22,24,33,29,36,23,35,33,31,20,40,25,27,32,28,36,21,31,29,27,22,39,38,35,20,31,29,22,39,40,26,35,25,29,24,33,28,37,28,25,24,38,32,21,36,38,29,32,22,25,33,38,38,36,23,40
"37",39,37,24,26,25,27,31,21,34,25,29,28,33,36,32,24,21,39,26,33,37,31,27,25,40,33,39,22,29,37,31,29,20,28,38,40,36,39,35,35,28,25,40,27,22,23,28,37,31,23,31,24,20,23,27,40,25,24,35,31,23,21,22,33,29,20,26,37,28,31,20,30,20,26,38,34,36,28,30,32,38,30,34,40,31,31,29,25,33,25,32,24,37,20,37
"38",29,29,25,28,21,35,36,39,30,27,28,25,36,33,29,25,24,36,25,20,21,29,21,33,33,22,23,30,38,28,33,27,20,27,33,36,35,40,38,23,31,34,37,30,34,34,40,35,34,40,26,25,31,22,28,27,23,26,38,34,38,21,33,27,22,36,37,40,33,21,36,39,36,21,33,33,29,28,37,26,27,20,40,20,31,25,27,22,34,20,23,32,34,37,28
