"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
"14",38,30,31,32,34,34,23,29,31,31,24,21,27,26,32,33,29,23,22,23,24,37,37,39,22,24,30,25,20,28,32,31,35,26,36,26,33,33,29,29,21,34,31,21,20,34,27,34,30,40,22,23,20,22,32,38,23,21,20,37,30,32,28,27,31,39,32
"15",36,20,40,22,27,38,25,21,25,22,25,39,36,36,36,23,35,33,22,31,30,38,20,37,31,24,35,31,28,25,21,21,24,21,25,40,30,39,23,26,40,30,36,31,38,20,28,30,27,35,32,39,29,21,34,28,39,36,27,24,26,26,28,27,38,38,31
"16",27,27,36,26,32,24,29,38,36,27,36,20,31,31,27,24,36,26,25,29,29,20,37,28,33,37,21,37,29,28,39,21,22,23,20,36,36,22,31,20,25,35,36,21,20,37,31,27,36,22,21,31,22,26,23,39,32,28,29,33,24,29,40,25,40,27,30
"17",35,31,25,31,30,34,40,23,36,23,38,22,38,25,39,21,26,37,40,24,38,28,22,20,32,39,21,29,31,34,40,37,29,24,27,33,39,31,28,30,20,37,20,31,30,38,37,21,28,29,26,40,39,37,35,25,25,34,32,25,21,24,35,38,29,25,40
"18",30,39,28,27,32,40,25,40,36,28,32,22,38,20,40,26,29,27,30,21,38,34,30,24,32,20,29,39,20,25,27,35,24,23,25,31,26,23,27,39,39,34,25,29,36,27,31,23,40,30,35,28,27,30,34,27,21,27,35,20,26,34,39,30,26,35,26
"19",30,23,23,21,26,39,32,36,25,27,32,22,38,28,39,28,29,34,26,33,38,34,36,34,27,36,28,24,35,39,37,29,28,39,40,22,23,32,36,28,33,21,39,28,30,22,24,35,33,20,27,36,23,39,25,35,36,27,20,37,36,28,23,34,26,39,29
"20",30,36,21,32,21,21,34,20,31,26,37,21,28,29,22,27,21,28,25,23,29,33,26,29,37,20,28,24,24,40,39,26,40,26,28,26,34,36,35,25,38,29,32,34,31,39,33,35,21,34,29,29,29,24,36,35,30,27,34,33,36,39,29,29,36,23,23
"21",20,30,27,20,24,34,28,29,21,33,37,25,24,35,26,37,21,20,26,35,31,20,33,36,33,29,37,39,36,28,35,21,30,35,20,21,39,26,32,40,23,29,31,38,39,40,24,22,32,20,37,35,26,38,33,22,25,24,24,28,34,26,21,39,22,24,29
"22",33,21,21,37,20,38,32,27,26,20,24,34,39,33,24,27,24,28,37,28,39,35,26,37,34,22,34,29,20,27,24,26,25,37,39,35,26,21,34,33,21,34,36,21,21,23,20,31,38,20,38,30,39,27,36,34,21,25,31,21,38,21,33,23,29,25,38
"23",22,31,22,29,23,21,28,39,24,29,29,31,23,38,30,29,28,28,22,32,37,38,40,33,38,29,25,34,21,31,27,36,31,22,21,26,35,38,39,24,31,22,36,34,29,33,27,40,40,21,31,22,30,34,33,40,25,22,28,32,37,36,25,36,32,38,33
"24",20,34,35,25,20,39,25,27,39,32,32,32,39,36,30,23,35,24,26,20,34,22,29,38,38,34,27,37,26,39,35,20,31,33,38,40,28,36,25,38,28,20,40,33,21,22,25,21,31,30,40,22,26,25,32,37,20,27,23,39,33,34,22,37,30,27,23
"25",29,26,36,28,25,39,21,21,32,27,20,31,27,35,24,38,37,29,29,20,33,40,24,26,38,25,21,29,28,38,20,25,24,29,33,31,34,20,35,21,20,38,39,38,30,40,26,25,22,31,27,37,37,23,21,25,26,20,40,21,35,27,24,38,31,23,22
"26",29,34,35,27,35,30,24,34,34,39,32,24,20,33,34,20,31,34,23,37,22,35,24,36,33,27,25,29,22,32,29,23,24,24,33,22,38,24,32,35,37,40,21,23,40,38,39,20,24,29,36,39,34,31,22,40,20,36,31,27,39,28,36,38,21,22,29
"27",20,38,25,26,23,38,32,28,23,20,25,22,25,21,33,22,37,38,31,38,33,28,34,40,29,34,28,24,22,36,36,20,32,38,29,30,22,32,26,34,34,26,33,32,39,40,24,23,25,28,40,36,35,31,33,40,31,39,39,30,29,40,23,34,25,32,37
"28",32,23,32,23,27,29,31,37,31,27,35,39,39,32,35,27,27,24,38,38,28,29,29,30,39,24,29,36,38,26,39,28,39,22,24,21,38,36,38,38,36,22,38,25,30,40,34,32,30,35,28,24,32,24,30,28,21,25,26,33,38,27,21,33,23,37,37
"29",28,20,31,28,32,35,34,20,32,24,21,35,39,37,29,36,26,36,33,40,26,37,37,36,33,39,20,28,28,40,34,36,22,28,22,23,23,28,39,37,35,23,34,28,24,30,32,36,20,34,31,31,36,40,25,29,20,26,33,40,31,23,30,29,22,22,26
"30",39,22,34,39,31,32,38,38,32,31,38,29,30,26,31,35,40,35,22,33,22,28,40,33,35,34,23,31,40,24,21,34,21,36,22,37,21,26,20,33,21,38,23,34,23,32,39,32,40,36,32,28,32,27,26,38,38,22,28,35,27,25,36,26,34,24,30
"31",35,29,24,24,20,32,29,37,34,36,30,24,39,33,31,31,37,34,27,37,32,37,38,20,28,31,24,39,34,36,40,26,20,35,31,32,21,39,33,29,31,30,35,31,28,37,21,22,37,40,20,29,25,20,29,31,36,24,35,20,26,31,20,23,39,31,26
"32",28,27,40,37,24,38,25,24,23,24,35,38,33,28,32,40,32,24,22,29,27,26,33,36,30,28,36,22,21,40,37,23,32,40,29,20,39,36,36,26,36,24,24,28,30,20,21,33,33,28,29,23,35,22,36,20,20,26,39,26,36,31,40,38,39,28,21
"33",30,27,31,23,32,21,27,37,37,34,39,33,35,29,24,37,38,21,40,35,27,31,22,31,35,31,35,34,25,40,39,22,21,40,20,28,23,30,21,29,25,30,29,37,23,30,36,26,37,30,38,30,24,25,37,22,23,31,37,29,39,39,24,27,32,21,36
"34",37,25,26,37,27,29,26,28,33,32,38,34,36,31,25,28,24,31,39,22,21,34,34,39,21,33,36,22,22,29,34,40,26,39,22,36,21,34,26,38,22,36,29,38,36,24,39,31,26,32,40,39,24,32,25,29,23,30,34,34,25,23,31,26,30,30,26
"35",27,40,23,32,27,21,38,28,33,20,38,24,23,31,31,24,25,23,38,26,29,38,36,22,31,35,30,26,32,22,22,34,32,33,35,34,26,22,21,22,35,36,22,36,39,25,23,24,34,28,30,34,37,30,29,23,39,26,35,22,34,20,34,28,22,35,24
"36",24,32,25,27,24,26,35,40,27,22,31,37,38,40,38,31,35,34,40,32,28,34,25,21,25,21,27,24,24,23,40,23,24,25,37,22,38,40,26,34,20,33,23,28,29,27,28,30,37,23,20,36,39,34,38,26,40,34,23,40,23,39,33,39,40,35,20
"37",33,34,33,27,22,34,28,38,34,39,33,27,24,35,27,37,27,37,34,29,25,35,29,28,26,37,24,37,35,22,28,33,22,21,26,24,28,25,30,25,28,37,23,38,21,29,31,30,39,38,30,32,40,36,32,20,30,25,39,39,36,28,36,39,30,39,29
"38",33,27,36,25,36,25,21,40,29,35,40,37,30,21,25,25,21,26,35,23,37,37,38,31,36,34,23,27,26,28,22,28,26,38,21,24,31,31,33,22,22,21,28,20,32,34,28,20,28,20,24,36,22,30,25,33,25,37,22,27,32,28,39,34,27,22,32
"39",25,24,33,28,23,32,40,39,38,37,37,31,23,29,22,37,32,20,24,38,21,28,26,26,24,22,32,20,28,22,28,38,25,29,20,40,32,38,22,28,38,32,21,30,25,27,24,38,32,37,23,39,30,37,36,37,34,25,31,36,38,27,21,28,38,35,25
"40",32,35,36,28,25,21,24,22,28,26,36,20,33,23,39,34,26,40,21,39,34,27,32,35,28,32,31,21,22,37,20,20,24,27,29,20,24,36,39,35,24,28,25,25,35,26,22,37,22,38,40,36,36,29,27,28,31,29,26,30,23,21,21,22,33,37,23
"41",33,32,28,40,27,29,28,21,25,28,20,33,32,34,34,40,20,31,39,28,25,32,38,34,39,32,40,28,21,20,27,27,37,27,29,38,22,28,22,32,25,21,31,25,25,28,30,33,35,39,40,24,38,22,35,36,32,22,31,37,27,22,40,23,40,28,25
"42",29,32,20,34,30,23,36,34,25,38,39,34,30,39,28,37,29,25,34,25,38,33,35,31,30,29,24,23,29,21,33,34,26,35,37,25,32,20,25,21,37,25,34,34,23,31,33,40,32,36,31,39,36,38,31,22,28,37,33,21,24,40,37,23,33,24,36
"43",34,22,26,29,35,31,35,20,28,20,27,33,39,36,22,26,35,34,32,31,25,34,24,20,40,24,34,36,23,29,32,30,38,27,28,27,34,33,22,25,33,31,38,21,22,25,27,34,20,38,29,23,37,35,30,39,21,24,34,29,36,31,27,35,33,28,32
"44",36,22,40,21,35,22,21,37,37,28,39,25,22,23,33,34,38,27,36,39,28,28,36,23,36,28,39,36,21,36,22,36,40,30,28,35,39,36,34,38,24,25,22,32,35,33,39,28,35,22,24,22,31,36,37,40,37,38,26,34,38,30,28,31,26,39,26
"45",36,27,24,32,35,25,21,24,32,38,29,30,31,21,23,28,31,30,28,35,24,34,21,39,33,20,36,32,35,21,20,22,34,20,30,28,36,30,37,39,25,39,26,21,39,24,28,25,38,33,35,26,32,30,29,24,21,26,31,37,31,32,37,20,23,25,20
"46",40,38,38,38,31,21,39,34,32,28,31,36,22,33,28,20,33,40,20,26,24,34,36,28,33,31,31,31,21,20,21,23,26,28,27,31,35,20,34,23,27,40,39,39,30,34,21,20,20,36,29,25,23,23,27,33,27,35,40,28,23,29,37,28,28,31,29
"47",34,22,31,26,24,24,29,29,23,37,40,31,34,33,35,26,39,39,38,27,31,25,37,31,35,32,31,25,22,26,32,20,30,34,25,28,26,30,20,34,34,37,36,26,28,32,20,28,28,25,35,27,20,36,40,33,36,29,34,29,32,37,39,29,22,32,20
"48",28,24,28,33,34,30,26,33,39,37,22,21,30,32,26,40,38,24,36,37,26,25,33,34,21,37,38,39,25,32,31,24,38,21,34,24,39,35,24,36,21,33,20,38,32,30,40,30,25,32,23,26,35,34,38,35,32,39,39,36,24,40,21,28,23,26,37
"49",26,31,39,27,31,34,39,24,36,30,30,21,32,35,34,30,34,31,34,33,34,34,35,26,35,22,23,25,21,29,40,30,35,34,36,39,39,20,20,27,31,40,20,28,22,33,23,21,28,32,34,20,40,22,39,33,20,23,35,29,34,32,33,24,24,37,31
"50",29,26,37,35,33,33,39,24,28,34,30,32,28,34,36,21,27,37,35,37,22,31,27,22,28,25,24,40,28,32,21,21,28,40,38,27,37,28,28,20,25,31,31,22,20,24,29,25,23,29,25,37,35,23,21,33,38,38,21,23,29,39,23,30,26,31,38
"51",20,37,25,39,28,25,21,33,23,36,23,33,38,34,38,32,38,32,39,24,20,26,38,32,29,22,35,24,26,26,23,28,28,38,26,29,28,32,20,39,24,33,29,34,26,34,35,38,39,31,40,30,37,27,38,37,28,21,36,40,34,36,40,33,27,36,37
"52",27,33,40,27,39,20,23,27,37,35,30,38,26,24,29,23,40,29,34,24,30,37,37,28,21,34,37,35,24,30,25,28,25,20,27,22,29,25,23,35,29,28,32,39,37,25,36,27,29,21,24,28,27,26,32,22,26,36,20,27,39,26,21,29,31,25,30
"53",37,36,29,24,36,25,28,30,34,23,21,21,27,35,39,34,34,32,27,23,25,24,26,38,33,20,31,20,25,36,38,21,27,27,39,23,32,37,35,25,31,30,40,31,22,39,30,38,39,39,31,28,39,23,26,22,26,23,34,20,23,31,36,25,35,25,23
"54",23,22,37,27,40,35,37,23,24,36,27,37,39,31,37,20,34,27,39,23,20,20,39,22,37,38,33,38,25,22,21,27,28,35,31,36,38,35,38,36,31,22,37,37,39,20,23,28,21,36,34,21,32,20,40,36,33,38,36,21,37,40,31,31,30,31,33
