"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95"
"11",49,46,23,26,15,15,46,21,41,25,27,14,42,35,6,22,40,36,8,20,6,29,32,30,17,15,45,20,14,20,53,10,45,16,29,7,40,54,40,46,51,47,28,29,55,25,32,12,11,21,38,21,51,36,23,31,46,22,24,10,10,13,33,23,48,46,40,52,16,10,52,48,43,49,31,44,6,28,32,55,15,47,27,53,33,6,30,53,32,28,19,26,46,44,19
"12",25,18,35,45,52,46,28,25,12,52,36,7,15,26,32,40,24,36,36,21,11,29,22,25,43,20,25,50,34,13,39,8,39,53,43,13,53,47,13,33,44,9,27,11,13,40,41,38,18,20,53,16,11,41,5,16,30,46,29,12,50,38,39,12,22,38,7,44,28,46,50,27,16,9,44,50,21,20,17,20,30,45,46,39,15,31,21,15,27,46,14,32,23,20,35
"13",49,19,28,53,26,51,6,51,40,29,39,39,17,9,52,35,13,32,28,38,39,54,48,30,10,11,11,32,25,14,7,10,15,39,35,34,48,53,39,43,35,46,40,39,46,53,10,23,55,33,39,23,18,29,19,38,31,7,18,10,27,52,35,43,50,46,54,52,14,22,40,40,37,22,19,18,10,10,19,13,23,26,15,16,34,18,50,36,54,25,48,33,30,15,16
"14",27,47,26,5,8,22,23,39,49,32,7,44,42,39,44,51,29,38,28,53,22,7,50,34,13,37,28,24,36,7,41,55,9,34,35,46,12,39,9,42,49,45,31,13,23,32,12,34,22,38,41,50,5,41,23,32,10,37,41,53,15,13,43,27,50,44,43,20,16,16,12,32,18,32,45,8,40,43,6,40,31,20,26,18,22,31,25,34,13,31,49,34,46,6,32
"15",23,33,19,24,14,52,51,34,8,32,25,12,17,45,17,43,51,15,8,19,10,16,54,39,49,38,9,37,30,45,7,15,41,52,27,38,41,5,34,22,53,37,51,38,8,55,46,7,48,54,15,49,45,19,43,55,7,19,12,6,54,17,35,30,25,36,32,54,34,41,28,47,36,25,27,32,24,38,20,32,13,27,10,42,33,25,11,25,5,31,44,40,51,12,54
"16",20,42,51,11,16,40,34,34,25,35,7,25,46,36,6,40,17,20,53,11,47,47,40,45,23,29,47,28,42,19,41,49,17,37,18,52,7,23,8,52,39,17,51,38,49,51,27,53,34,30,55,49,42,24,14,51,50,36,34,45,54,15,45,12,6,47,11,45,48,39,15,11,12,29,40,41,38,10,47,34,39,9,21,10,47,17,31,8,40,12,34,48,17,8,36
"17",40,34,13,55,55,37,21,52,36,10,24,18,17,27,39,42,12,53,38,44,25,32,30,37,23,20,28,18,17,41,53,52,7,47,32,49,25,5,46,35,18,9,50,34,37,8,11,33,50,18,55,11,47,24,22,48,45,24,9,53,7,50,24,11,46,22,18,54,35,29,37,19,5,26,26,33,23,17,38,37,29,9,15,6,26,42,34,9,14,43,25,36,18,20,19
"18",20,45,25,47,32,28,7,47,52,48,31,10,7,39,34,20,38,41,31,24,37,48,38,26,19,31,46,40,53,14,28,16,16,50,44,7,13,43,42,53,33,13,11,38,23,5,18,48,26,23,44,8,26,24,10,31,23,52,39,23,20,51,37,26,20,48,14,6,14,27,34,45,32,49,55,40,32,12,14,14,39,52,55,43,31,7,27,35,32,41,37,18,43,40,38
"19",15,43,45,34,42,14,12,5,23,40,28,36,18,43,38,53,29,32,6,20,43,22,27,36,51,12,15,16,29,32,8,46,23,14,31,47,55,20,8,30,49,20,9,39,14,10,6,47,41,8,47,15,25,52,37,27,22,26,17,25,11,44,44,53,19,52,17,50,40,31,17,44,37,40,20,26,50,49,9,49,27,11,40,29,34,11,33,53,53,40,27,27,36,26,20
"20",12,29,19,32,52,22,9,30,52,44,8,21,47,16,20,8,47,6,9,26,53,24,37,18,25,19,23,48,55,5,17,13,52,41,55,16,19,39,26,8,38,32,41,28,50,32,21,7,49,22,43,54,52,9,16,33,54,15,44,29,41,17,26,33,26,54,27,26,15,14,31,30,35,53,34,8,21,10,15,22,36,31,20,37,8,6,34,38,8,30,23,12,49,14,53
"21",12,28,46,52,27,7,22,33,18,16,41,7,34,28,49,19,46,49,11,41,52,35,27,41,39,50,43,32,13,18,22,29,39,51,49,38,27,34,31,48,45,11,55,40,14,46,23,19,55,21,21,38,31,28,43,26,38,21,30,52,17,10,51,11,20,28,44,21,30,18,28,49,52,34,11,22,30,33,24,48,48,53,34,53,7,46,31,33,45,44,19,44,8,14,24
"22",45,23,21,54,44,51,46,49,41,5,48,46,18,30,45,27,41,5,25,45,19,38,46,32,45,6,36,53,16,35,40,13,33,15,32,25,51,20,10,17,6,22,9,45,24,5,36,29,15,34,46,48,18,29,12,26,46,35,33,9,53,32,50,29,8,45,40,16,51,41,52,15,27,43,55,47,42,24,55,43,26,43,11,44,37,7,18,54,40,41,19,12,41,53,39
"23",19,31,45,19,33,25,13,18,22,35,47,53,24,44,23,17,50,52,35,31,27,8,10,46,6,18,6,49,35,32,49,40,11,48,9,22,28,12,31,29,31,36,32,37,47,46,34,23,18,51,19,22,17,20,43,17,10,25,39,38,51,36,24,46,41,48,35,42,48,20,55,30,25,24,35,9,53,15,36,50,52,15,15,54,28,52,25,22,47,35,32,17,40,19,7
"24",26,23,54,7,54,38,22,51,53,15,11,52,39,26,32,11,54,6,22,35,9,6,38,11,55,43,32,8,23,23,49,39,26,33,52,34,44,43,23,17,23,12,45,6,26,16,43,40,29,7,13,36,9,8,33,26,25,13,31,30,55,16,51,34,24,39,33,13,40,19,15,41,37,10,49,41,30,52,53,22,44,21,37,40,37,29,26,24,47,44,49,22,25,25,24
"25",29,47,10,24,41,19,41,28,14,12,25,6,11,6,38,17,38,27,36,22,47,24,46,53,36,52,37,21,39,51,19,25,21,39,21,22,26,36,21,10,5,33,55,52,24,20,36,18,41,51,37,46,17,41,16,51,35,48,14,43,16,16,6,35,50,36,36,42,20,47,35,32,27,23,9,29,33,38,37,15,43,47,48,38,49,6,15,19,29,11,31,47,23,46,34
"26",13,36,46,6,43,37,6,5,6,53,35,48,39,13,21,52,42,46,55,17,13,11,26,28,52,20,16,52,14,48,14,52,35,24,23,25,31,16,51,5,51,18,36,29,39,47,11,50,38,38,9,55,28,34,21,53,30,20,50,42,15,48,15,23,13,47,7,8,13,21,31,48,46,33,30,17,10,31,19,25,26,52,14,30,10,25,42,49,6,29,43,29,44,30,34
"27",13,30,12,21,6,39,7,30,31,15,8,54,25,22,52,38,27,31,42,21,26,31,50,12,11,34,38,53,16,55,36,17,51,10,39,29,45,45,6,53,27,6,9,7,22,55,9,7,26,44,7,30,37,26,53,25,46,25,50,12,21,28,15,55,35,14,46,17,38,6,5,55,19,28,52,29,16,45,46,37,10,31,28,10,16,21,36,52,42,34,37,53,25,21,26
"28",51,34,37,44,46,23,37,26,20,21,31,26,23,42,19,10,40,33,54,34,53,39,25,55,40,35,42,41,50,12,44,5,51,32,11,9,15,12,36,34,13,26,24,5,14,35,48,21,42,15,55,12,29,34,20,27,46,11,14,21,44,33,36,33,49,17,14,47,53,25,51,43,37,17,10,40,30,10,28,10,21,43,34,30,5,20,22,6,44,51,41,47,19,27,10
"29",15,53,24,16,14,15,23,13,5,41,28,26,55,6,52,52,45,47,48,27,39,50,5,52,45,53,51,35,31,17,20,12,25,46,8,55,17,53,17,14,5,7,16,11,49,8,23,12,54,40,34,53,38,15,11,43,8,34,22,51,19,41,9,12,39,51,45,31,47,55,26,43,53,33,28,5,20,10,35,28,22,45,20,51,14,46,13,29,33,34,34,17,25,54,21
"30",21,28,34,38,5,50,48,50,14,11,54,42,13,22,44,8,22,5,15,8,47,28,9,6,39,55,10,14,11,39,50,29,5,31,32,36,32,23,48,19,5,14,50,41,10,46,5,36,51,36,7,53,20,51,40,38,18,35,34,13,48,22,42,42,29,49,41,33,27,23,20,43,5,10,37,42,45,37,30,6,35,28,18,33,29,10,25,23,47,16,50,25,50,47,22
"31",53,50,8,7,8,50,20,5,6,6,43,14,12,33,20,17,20,30,25,54,21,24,30,15,39,51,11,42,31,40,39,42,8,19,42,26,13,25,42,20,29,37,20,6,55,41,33,11,10,51,48,49,25,54,38,5,32,37,31,27,25,13,39,37,10,54,25,41,25,37,5,6,32,43,15,44,41,24,14,26,6,17,35,10,26,33,50,18,37,20,49,20,28,50,23
"32",28,22,7,45,53,12,38,29,25,42,24,20,13,43,54,46,23,23,23,6,48,25,51,28,11,43,43,35,15,22,29,6,51,34,9,43,44,47,28,51,11,21,16,53,44,28,38,21,22,15,42,54,32,44,19,13,29,53,29,30,9,41,50,37,37,50,10,7,48,47,54,12,55,20,15,37,13,46,40,6,23,38,20,41,21,41,29,13,38,45,15,20,33,21,29
"33",16,45,15,16,46,46,8,17,28,54,39,37,9,15,11,10,7,11,36,43,27,41,51,18,32,20,40,19,7,9,32,16,45,34,26,24,48,18,11,44,28,46,47,12,18,30,11,31,11,12,40,26,15,31,12,53,31,45,15,39,50,46,51,28,25,13,47,34,18,31,26,49,18,26,7,5,22,38,20,43,24,43,25,24,37,47,28,13,20,11,30,43,6,29,43
"34",8,24,38,10,12,19,25,47,20,23,20,32,8,28,16,16,20,49,49,20,15,35,15,19,47,53,9,42,21,35,15,24,17,34,9,15,23,39,35,7,24,9,22,34,12,8,39,38,50,34,33,49,30,21,49,38,31,44,48,11,45,17,46,25,43,14,19,15,25,46,17,14,8,32,10,35,34,41,10,48,24,49,55,42,35,35,54,39,15,22,46,46,17,40,30
"35",31,17,55,23,9,22,34,20,30,37,20,21,11,23,8,16,37,52,55,24,19,10,7,20,55,48,55,30,55,38,35,43,42,54,42,31,6,20,47,12,17,27,47,16,54,44,11,47,42,14,16,34,38,53,50,29,38,36,38,24,15,20,18,39,19,23,7,38,17,23,30,9,48,52,38,26,37,24,41,12,37,51,6,21,10,54,7,42,46,54,10,48,53,40,42
"36",45,24,9,45,7,30,16,36,30,39,46,41,33,50,34,37,23,53,52,19,54,25,10,34,50,5,38,6,36,12,41,10,40,35,34,33,41,15,10,30,6,13,11,25,11,12,40,16,43,41,22,16,35,44,47,37,38,6,47,42,51,30,32,36,28,46,22,47,45,34,17,6,28,14,10,10,46,19,6,46,42,22,45,26,51,22,5,14,9,33,46,16,16,44,10
"37",37,48,47,44,33,13,25,39,35,18,37,31,8,37,18,50,11,45,45,21,29,30,39,52,54,51,46,45,15,19,33,17,37,40,17,22,26,32,12,31,44,54,36,8,8,36,6,28,19,19,23,44,23,50,33,41,22,50,27,32,38,35,7,34,28,11,13,55,25,21,34,10,15,12,46,53,43,50,23,34,34,45,52,24,31,9,23,23,31,55,43,6,46,14,36
"38",29,12,42,9,49,55,11,18,44,26,8,35,51,51,11,22,32,27,20,17,36,22,52,20,36,41,45,6,12,10,52,37,8,33,40,17,44,6,10,15,48,23,33,29,8,43,52,32,40,9,55,36,44,18,55,17,22,16,51,16,7,52,22,11,11,35,52,21,20,46,45,53,48,19,15,41,40,7,55,43,44,8,48,37,25,51,37,11,24,16,18,26,41,12,42
