"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80"
"19",8,15,7,34,19,27,26,21,31,9,6,18,8,35,13,6,22,20,34,25,13,19,7,21,35,22,7,11,8,29,15,32,13,9,17,32,19,30,19,21,15,7,34,29,31,17,13,16,18,33,35,32,31,34,8,15,12,14,18,30,8,14,22,34,11,6,30,15,10,33,24,31,8,22,17,35,9,21,34,15
"20",8,9,12,15,31,18,26,25,26,18,19,18,17,28,5,5,11,25,13,21,27,29,13,20,28,23,9,26,31,8,18,23,29,10,14,5,18,26,23,11,26,22,6,31,12,17,34,20,21,17,10,11,15,6,13,20,19,22,21,17,13,12,8,8,22,7,30,33,10,32,34,25,12,8,16,6,25,18,10,20
"21",11,35,23,23,34,25,20,25,7,12,22,12,9,22,9,33,27,20,17,5,35,17,25,7,21,32,30,7,35,20,17,34,27,30,33,18,28,17,21,30,15,29,20,27,20,13,21,25,7,22,29,26,6,8,30,16,33,33,22,20,16,8,35,32,22,27,15,22,10,24,25,15,11,9,26,9,34,31,12,9
"22",12,15,20,17,32,11,19,31,15,17,33,11,17,17,27,18,5,10,23,7,31,16,24,26,18,33,30,8,34,15,9,18,10,16,22,25,20,10,9,16,35,34,12,24,15,30,10,12,18,17,5,5,16,35,29,30,17,29,35,31,18,23,32,13,27,18,22,20,16,22,7,28,22,22,32,24,31,21,6,28
"23",16,15,9,7,8,31,20,14,29,16,16,13,7,15,21,23,22,10,21,22,31,23,31,12,22,5,12,27,28,11,13,23,34,29,5,13,21,15,12,15,12,19,26,24,24,34,31,7,10,8,11,26,19,10,27,20,24,19,21,7,7,15,34,35,24,22,23,34,21,20,5,24,18,16,29,14,33,34,32,22
"24",20,35,32,22,26,24,20,9,23,6,26,30,30,28,16,28,12,32,18,34,19,16,17,34,27,5,12,23,6,17,20,21,20,19,7,34,20,16,32,8,25,14,16,14,33,15,31,24,26,26,27,25,33,7,32,25,16,14,35,17,18,21,29,16,8,13,13,15,22,27,32,31,25,24,27,31,34,20,14,16
"25",17,5,6,14,32,25,35,19,14,5,15,19,30,30,16,31,33,21,23,33,30,35,26,33,11,11,23,26,8,8,24,5,20,26,31,28,7,12,18,25,21,25,24,15,18,13,11,6,20,25,23,6,35,6,14,31,27,33,32,23,5,23,18,19,21,12,20,7,9,17,35,31,21,22,25,20,26,30,5,23
"26",33,9,27,34,19,33,16,12,33,27,21,23,5,24,29,15,11,13,8,11,8,29,25,27,19,22,10,15,20,14,26,27,24,9,9,13,31,31,34,17,14,5,17,26,32,12,22,26,18,7,16,14,10,14,14,29,17,16,5,12,8,16,29,12,23,21,12,27,8,28,31,19,15,16,10,24,22,18,12,14
"27",18,9,15,21,20,15,16,28,8,21,33,25,34,5,26,27,34,25,27,31,5,10,17,5,20,22,24,11,18,34,16,13,16,25,15,29,30,34,30,11,16,26,28,5,18,13,30,9,7,10,16,10,32,22,28,28,21,7,11,27,33,12,12,34,21,34,23,24,18,27,34,9,15,15,11,27,27,21,9,10
"28",34,23,35,28,25,29,31,24,13,21,10,31,21,13,21,34,19,26,26,32,9,8,21,25,27,9,23,27,19,31,18,33,11,31,17,30,23,11,12,18,26,23,13,29,35,6,12,31,20,12,28,13,21,16,13,33,11,32,9,7,17,26,31,32,32,28,20,6,28,33,24,12,31,27,12,35,32,35,14,31
"29",35,25,14,26,7,10,31,9,29,6,25,5,29,14,16,30,18,5,25,7,13,5,22,15,30,29,10,35,13,15,35,32,24,18,31,25,27,25,14,30,29,34,20,30,22,32,35,19,11,35,9,12,13,19,10,23,13,11,22,16,12,25,32,8,10,31,5,26,7,18,31,31,7,20,18,18,32,19,10,30
"30",35,35,8,22,16,15,23,19,19,10,35,15,9,15,5,20,17,27,26,10,9,32,34,33,31,8,34,8,13,5,14,32,20,16,6,5,19,7,20,26,7,20,12,15,32,16,12,8,17,26,22,23,6,8,34,12,11,31,18,5,18,31,11,35,24,7,16,29,16,16,26,29,8,15,14,11,14,6,11,5
"31",31,13,9,17,25,9,16,27,17,11,23,27,20,15,8,5,7,8,9,32,30,8,23,17,13,16,31,9,20,16,13,31,32,20,29,10,13,28,29,14,33,20,14,6,14,24,8,35,8,19,14,32,19,13,13,13,23,12,11,31,30,31,20,28,20,6,14,5,13,30,14,22,6,7,16,30,29,26,6,19
"32",6,14,13,18,10,30,24,10,17,22,32,7,26,6,12,8,22,24,30,27,7,34,15,11,7,29,13,28,28,15,11,20,28,23,7,13,13,25,19,20,7,17,19,18,17,10,6,34,31,19,21,30,27,34,12,11,9,25,17,13,21,20,10,15,34,27,17,11,27,6,16,35,9,25,29,15,24,24,35,28
"33",14,20,25,32,16,11,27,7,30,13,31,29,9,10,18,22,24,30,14,29,25,7,11,21,5,21,11,12,6,30,17,12,15,13,13,18,34,10,27,8,34,14,19,6,14,28,13,27,26,29,11,12,19,23,12,21,30,12,26,35,13,7,17,22,29,6,26,7,6,7,6,25,30,33,25,9,19,30,31,7
"34",29,10,6,27,8,30,24,34,25,21,30,13,24,9,30,33,28,17,26,7,27,22,34,24,7,13,32,30,23,25,26,34,14,27,6,27,25,25,21,27,5,25,15,15,19,17,9,26,20,7,34,35,35,6,31,26,24,24,23,18,13,33,20,26,26,20,13,7,19,21,34,18,31,20,27,10,7,19,27,28
"35",28,16,27,35,24,30,7,5,25,22,28,8,26,30,17,25,19,29,29,12,16,26,17,22,21,11,29,21,18,14,7,26,30,18,11,30,28,34,22,25,22,22,31,25,15,31,26,34,30,29,23,10,25,23,32,33,5,35,9,33,19,30,35,8,8,24,25,13,7,24,13,20,31,28,31,33,14,27,7,28
"36",15,34,9,13,24,16,14,6,15,16,32,19,32,31,10,32,18,19,25,12,30,10,10,18,27,19,11,35,32,27,12,10,27,34,30,20,30,24,10,10,6,6,11,29,30,20,14,7,33,18,20,16,13,29,8,26,34,35,6,22,24,32,30,22,26,22,16,31,15,12,15,7,26,10,6,29,24,28,35,19
"37",14,22,12,12,23,27,8,28,25,7,7,33,34,35,26,21,13,19,10,30,26,27,21,32,34,11,8,32,25,19,13,28,20,12,20,12,34,33,26,12,16,15,11,24,24,19,7,32,31,30,18,18,34,5,26,7,15,19,11,26,12,27,20,13,15,34,26,28,9,32,10,10,11,5,21,24,18,18,11,35
"38",13,23,12,22,16,31,20,24,35,35,33,16,24,6,5,25,18,31,25,22,29,32,31,21,31,22,28,8,7,33,22,17,21,25,30,26,11,21,26,29,30,29,23,24,7,22,29,8,10,34,7,6,34,19,7,19,9,16,32,18,28,26,16,14,31,35,31,6,26,31,35,28,21,8,18,34,13,7,35,34
"39",12,30,13,9,9,15,35,11,26,12,30,30,10,9,19,11,9,13,30,10,25,21,24,33,13,34,28,8,31,21,13,5,14,10,16,6,27,32,26,15,29,9,8,9,17,8,22,29,7,5,9,14,14,5,22,5,5,25,7,16,19,28,15,9,23,17,34,22,20,6,19,10,29,26,5,16,34,10,31,15
"40",31,20,7,35,21,24,28,30,34,28,22,11,24,29,6,9,31,30,12,14,15,31,15,29,6,27,11,5,7,5,33,35,8,6,20,18,28,26,16,14,29,12,8,23,32,20,9,16,32,15,10,35,19,33,16,33,16,26,21,8,7,12,28,9,34,9,35,23,15,32,16,33,19,33,27,26,10,24,11,19
"41",32,11,29,16,22,30,16,20,20,16,17,22,5,9,19,26,22,34,17,32,24,32,24,34,21,24,12,32,5,19,7,10,30,7,23,22,25,33,23,17,21,14,9,10,25,20,28,23,23,28,25,7,24,27,8,23,9,6,8,25,22,33,28,25,21,10,19,30,6,18,18,17,20,8,22,17,13,20,28,33
"42",29,11,35,11,31,34,28,11,12,20,28,28,26,14,34,26,6,21,9,18,14,29,20,10,12,31,26,19,32,12,32,25,33,30,19,13,32,15,7,20,18,22,9,8,31,19,15,33,16,21,24,32,11,34,33,14,5,29,33,25,17,15,13,27,32,26,18,14,24,10,19,27,13,15,15,27,8,12,13,17
"43",19,30,20,26,30,17,5,14,13,35,24,32,14,9,12,8,13,19,15,15,15,11,16,12,10,19,13,7,9,21,18,21,11,22,13,9,18,33,20,13,12,8,14,33,17,26,23,25,27,25,30,15,25,24,11,33,7,25,7,10,30,22,21,29,16,34,23,35,9,7,10,26,5,20,20,29,15,13,15,22
"44",28,12,9,22,19,14,19,27,25,7,9,14,20,11,25,28,33,33,9,33,24,20,14,10,24,7,28,6,14,11,32,34,18,17,28,11,28,27,19,20,33,35,35,5,30,17,26,31,25,6,13,22,10,18,9,27,27,24,27,7,26,17,11,8,24,24,22,31,22,31,21,7,33,12,21,25,15,28,33,26
"45",12,7,11,7,8,17,12,18,17,15,14,25,22,21,10,12,31,11,9,23,5,19,26,7,12,12,34,10,25,35,28,35,19,35,11,28,33,29,24,8,7,35,25,30,35,23,14,24,33,21,20,14,20,16,27,31,16,19,17,7,26,6,9,33,25,11,30,8,29,20,6,18,17,31,15,34,6,24,24,22
"46",24,8,26,17,17,11,21,6,9,9,7,20,35,35,32,18,33,16,20,19,20,24,20,26,19,19,10,32,7,20,10,22,7,5,32,33,5,27,12,7,27,34,26,31,35,16,19,35,17,23,27,13,30,25,29,5,23,22,18,24,31,24,32,22,35,18,34,15,10,21,5,23,31,29,12,26,30,21,23,34
"47",15,8,21,19,22,23,22,22,28,34,20,6,26,20,35,19,18,15,5,24,13,18,7,22,30,26,24,31,34,21,16,24,35,33,16,8,29,11,32,13,33,27,13,17,24,25,26,17,27,22,10,15,13,8,26,17,33,15,35,8,8,12,9,22,16,33,30,32,34,10,25,29,25,16,30,29,6,5,24,13
"48",10,11,23,30,23,20,26,11,11,27,30,10,7,11,31,9,25,11,19,7,22,13,30,34,17,19,35,19,34,28,20,26,15,34,29,28,18,10,24,14,8,10,9,16,30,6,11,15,18,16,18,24,22,7,11,18,15,26,28,10,13,35,8,27,16,18,20,16,15,27,17,31,23,8,30,31,34,32,30,20
"49",29,31,24,19,11,22,6,9,19,13,13,24,28,12,8,8,24,21,31,33,16,15,23,33,19,15,16,34,13,24,22,19,9,16,30,6,23,17,33,29,31,7,19,28,28,25,26,21,31,21,35,24,13,22,31,32,6,32,16,7,19,31,34,8,22,28,11,10,14,20,10,16,29,25,29,21,16,17,8,17
"50",30,19,5,31,13,34,7,8,32,32,21,5,22,11,9,16,14,33,20,5,22,32,29,23,27,25,27,26,16,24,21,20,6,15,23,31,33,29,5,9,25,12,8,34,9,16,18,19,31,23,13,22,30,12,16,23,26,28,20,15,10,16,12,26,9,24,11,9,22,19,19,13,23,5,32,31,28,31,29,28
"51",34,27,32,10,33,17,21,27,12,33,21,16,10,33,25,29,20,15,32,27,8,26,34,30,31,30,23,6,10,21,33,8,31,16,25,26,34,16,30,11,22,35,11,19,20,18,14,35,33,17,25,16,8,26,11,11,31,14,26,32,18,33,22,9,19,34,30,16,19,20,8,8,10,20,21,23,27,32,5,22
"52",20,15,8,16,13,29,25,7,17,32,31,10,18,25,34,12,17,30,30,18,9,9,27,33,32,5,14,26,34,7,34,12,12,16,35,29,33,16,34,29,30,11,14,19,24,8,18,29,14,5,11,14,13,24,8,8,26,20,18,8,21,19,21,33,26,5,31,35,7,33,12,34,6,32,9,5,6,29,32,33
"53",29,21,13,23,29,12,32,18,34,17,19,20,20,34,9,13,11,22,26,12,34,30,24,13,34,14,7,14,8,14,26,27,34,32,35,18,11,35,33,7,22,11,12,8,8,10,8,25,14,9,13,21,31,11,35,17,27,35,33,14,29,7,8,13,8,29,8,15,33,6,30,8,24,18,13,6,27,29,15,10
"54",30,5,27,12,8,7,31,30,15,14,27,9,21,11,29,18,31,24,17,28,23,33,5,31,22,32,34,12,20,31,35,9,31,7,14,34,11,34,11,18,31,8,22,35,29,25,16,31,33,32,8,27,5,32,5,15,16,32,34,6,27,16,25,12,33,7,25,11,6,25,30,26,13,28,6,7,29,18,33,23
"55",32,16,10,5,12,18,19,21,34,24,19,19,20,30,9,18,24,21,13,26,25,26,16,25,15,24,18,17,33,25,14,29,11,17,12,26,16,6,27,6,8,28,12,25,29,6,21,33,23,17,33,10,7,32,8,17,19,24,17,29,34,31,10,33,21,7,23,14,32,27,28,16,7,13,11,6,7,7,31,34
"56",9,7,15,13,20,16,23,7,30,22,26,35,22,12,33,16,22,19,14,29,23,29,22,17,25,19,19,18,15,24,9,28,26,27,11,25,11,34,6,35,33,19,33,35,15,23,13,11,6,17,13,26,33,32,5,23,18,34,12,8,27,13,26,23,9,23,21,31,10,29,22,35,15,10,8,34,29,17,21,18
"57",19,21,5,13,18,21,23,28,27,5,34,32,13,16,32,28,29,14,26,18,34,33,12,11,28,8,12,22,27,33,28,24,12,22,32,22,24,18,24,28,10,12,13,23,16,22,26,14,28,25,34,12,32,24,20,31,32,34,6,32,27,10,23,5,24,33,7,29,23,31,30,22,34,21,24,30,8,30,16,13
"58",14,30,17,21,8,28,18,30,25,11,33,29,34,23,7,12,20,11,22,8,8,13,7,27,34,21,13,17,6,8,15,20,17,7,27,26,19,27,12,30,9,5,19,13,31,25,21,20,31,30,15,14,24,6,7,33,35,31,12,29,19,9,11,12,8,33,12,15,19,28,21,20,14,34,6,16,33,29,31,33
"59",5,11,10,31,23,5,6,9,13,13,17,7,30,16,18,29,17,19,6,17,31,10,25,28,19,5,25,26,28,5,32,29,23,10,20,13,30,16,13,17,13,28,6,16,21,14,12,25,19,16,16,18,32,33,34,6,33,12,35,35,14,25,15,35,13,6,35,35,6,26,22,28,16,18,5,26,26,16,15,16
"60",7,28,32,27,27,33,21,8,12,7,31,24,19,34,23,11,30,22,23,24,20,22,31,26,15,10,19,14,12,27,21,26,17,24,23,25,16,23,17,18,7,26,11,27,10,20,21,10,19,29,17,22,14,18,19,29,8,14,14,27,31,23,19,6,8,15,9,11,5,24,14,25,31,14,12,6,7,16,21,27
"61",18,14,21,13,18,28,15,10,35,33,21,9,24,16,21,31,14,29,14,18,18,10,17,13,16,15,8,11,9,8,10,32,9,25,17,8,26,22,19,24,20,9,35,25,34,5,5,24,13,21,5,7,16,27,7,30,17,23,22,11,34,6,17,30,17,33,24,33,16,21,10,26,25,31,28,22,28,20,16,6
"62",13,13,28,33,14,14,26,22,17,16,17,34,33,30,18,25,6,33,33,21,13,18,9,11,25,11,18,29,6,6,6,15,19,30,7,8,26,34,34,22,10,32,28,31,10,13,35,13,33,18,31,8,19,14,31,30,20,6,11,20,24,24,22,11,8,31,16,9,28,31,31,33,29,9,14,20,15,10,32,22
"63",8,6,18,25,13,10,14,33,29,7,13,29,15,31,34,8,26,16,35,20,28,29,19,18,9,16,34,25,18,9,9,20,11,28,15,31,25,20,11,19,11,8,11,17,8,21,14,25,27,23,10,14,24,17,5,10,24,33,32,13,11,11,33,11,28,32,26,19,25,8,13,18,33,15,14,5,16,34,33,13
"64",5,31,21,5,30,30,30,28,31,26,19,7,8,14,9,33,17,34,27,34,8,32,29,23,13,35,10,17,29,35,21,32,5,34,26,18,12,13,20,28,6,27,26,30,32,6,28,9,23,30,15,22,24,16,13,7,21,31,10,11,12,26,23,30,26,16,10,26,35,7,10,29,8,12,15,25,23,16,14,32
"65",27,14,6,6,24,25,20,10,16,8,6,12,6,24,23,33,18,27,25,5,30,21,28,11,17,10,6,16,33,10,24,5,11,29,14,18,10,11,34,31,25,8,7,24,31,28,23,34,30,34,33,10,15,24,8,13,13,17,7,8,12,33,15,12,31,17,5,10,14,22,7,11,27,21,20,27,17,14,18,19
"66",20,11,14,15,10,28,20,24,35,11,11,34,14,28,11,26,33,20,25,8,7,31,26,22,15,34,6,11,26,29,30,15,12,35,13,10,15,9,20,12,15,34,28,35,23,28,22,19,12,13,25,32,11,8,32,29,25,14,34,16,33,6,25,16,28,17,18,12,8,20,13,32,9,17,5,14,11,11,17,21
"67",19,30,8,32,7,18,17,35,33,19,14,7,25,14,6,35,25,25,26,35,26,10,10,18,33,21,10,9,35,32,13,7,33,20,28,20,34,34,33,13,11,35,15,8,26,25,8,32,23,24,27,33,26,23,16,5,30,28,24,5,13,21,31,8,20,27,14,18,29,25,23,28,20,17,13,9,29,17,8,23
"68",32,25,26,32,22,8,7,26,35,34,29,15,10,11,35,22,27,24,25,31,6,6,21,7,32,9,16,23,8,27,7,28,14,31,11,17,10,26,20,10,10,32,15,28,17,9,23,34,12,22,28,35,8,18,22,32,15,25,12,16,13,17,16,32,23,35,22,29,21,24,10,22,14,30,20,5,17,33,9,11
"69",16,10,23,30,7,15,30,14,20,26,22,8,32,34,23,32,29,21,15,35,9,15,24,21,26,23,33,7,19,19,33,16,19,22,5,15,18,20,29,18,34,9,24,5,19,25,14,32,28,24,22,24,6,21,29,33,15,14,13,12,22,5,16,18,19,31,8,8,26,10,27,5,15,17,21,29,27,21,24,22
"70",35,7,9,11,18,29,5,24,28,20,14,33,21,19,25,25,7,34,31,8,24,26,9,5,20,13,15,19,13,11,5,27,12,26,35,32,23,14,23,20,16,8,6,21,13,6,12,24,12,22,19,15,28,12,21,10,26,23,27,21,26,18,18,20,29,35,34,23,5,16,21,12,27,7,13,15,28,16,6,27
"71",31,25,14,29,16,21,21,30,35,12,15,19,30,12,35,16,5,30,29,7,5,12,28,23,24,32,24,16,30,24,5,23,31,22,32,15,34,5,11,31,30,9,9,24,6,15,23,21,26,14,26,18,5,29,6,7,6,30,8,11,21,7,9,13,22,5,10,24,9,31,17,11,16,8,34,30,33,14,14,15
"72",24,23,31,11,8,7,27,17,26,9,25,32,29,13,19,9,11,15,23,14,12,20,25,16,29,33,35,8,33,14,26,8,22,23,21,28,25,28,7,19,35,22,17,9,5,29,25,27,27,7,24,20,28,11,7,9,6,10,28,33,32,34,20,30,10,5,30,20,25,14,26,27,32,16,22,31,12,22,33,19
"73",8,23,27,22,13,14,10,11,35,18,35,33,14,23,13,5,27,32,17,30,33,33,24,32,20,24,12,7,25,10,5,5,26,28,18,7,20,24,22,29,19,20,14,31,35,5,13,15,7,17,25,14,32,18,14,25,16,30,19,29,19,6,32,6,32,25,24,9,6,27,35,29,9,14,21,20,17,31,21,5
"74",11,28,10,18,32,27,7,35,20,18,31,20,31,18,18,30,6,11,33,13,7,24,19,5,22,17,18,24,16,22,28,26,8,17,22,15,7,26,25,16,35,6,12,31,7,34,34,33,20,35,15,23,15,8,29,7,8,18,24,10,21,34,11,6,13,7,34,26,8,12,16,15,30,28,17,26,13,12,17,6
"75",15,24,22,18,7,32,11,30,31,7,35,35,15,20,34,8,18,13,35,11,15,15,9,12,23,21,10,24,7,13,7,19,22,29,12,27,31,11,27,6,11,6,7,33,8,31,23,10,18,8,22,27,13,35,7,11,16,9,17,5,26,23,24,5,31,32,30,25,16,19,28,6,10,19,11,29,17,12,24,19
"76",35,14,25,30,27,24,35,21,28,33,21,9,30,20,17,33,6,31,12,34,18,25,6,28,18,28,29,21,33,26,16,10,28,5,32,34,19,29,8,6,23,29,27,24,31,20,9,29,26,34,29,34,18,12,28,26,27,21,18,21,10,12,19,35,24,23,13,11,6,29,16,29,18,20,9,27,14,20,35,14
"77",23,10,7,11,12,34,27,29,18,28,26,5,21,17,26,12,25,18,8,31,31,30,11,13,30,18,19,25,33,10,21,21,6,31,15,31,24,23,19,25,27,27,15,8,28,35,12,24,26,32,17,6,29,33,28,21,20,23,12,31,5,11,33,14,24,24,11,30,31,7,11,12,34,19,21,12,29,8,17,8
"78",35,5,20,10,20,32,23,19,5,23,9,32,16,32,33,29,8,25,21,35,7,31,21,21,34,9,23,18,10,29,9,5,34,26,30,32,29,18,31,28,25,23,27,20,25,5,10,28,30,16,33,18,27,12,28,10,29,14,19,20,31,29,28,11,23,18,19,19,7,18,31,28,27,26,31,29,15,33,19,26
"79",7,18,9,34,20,23,18,5,22,7,30,16,18,24,15,24,32,33,35,17,18,7,29,14,15,14,19,31,35,11,19,19,26,23,29,28,30,14,25,8,26,28,25,27,35,13,17,20,20,11,33,30,28,12,24,5,33,16,9,16,33,17,34,13,21,18,22,30,13,14,27,35,28,23,20,29,30,18,9,25
"80",19,14,27,6,18,32,12,6,17,25,8,25,24,6,20,24,26,24,31,21,28,14,27,24,24,11,13,11,10,28,24,8,25,16,5,17,29,20,26,20,15,13,30,35,7,13,8,8,21,35,29,8,15,29,11,29,5,33,5,35,7,24,12,35,5,15,20,25,8,35,32,22,33,33,13,20,33,17,32,29
