"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"20",208,287,373,422,764,689,504,706,611,318,447,227,401,245,753,444,240,659,541,630,625,769,773,525,271,237,273,725,671,234,693,563,453,672,334,246,465,544,551,345,768,355,227,314,758,311,687,461,563,432
"21",626,516,510,246,263,281,536,764,579,614,382,782,257,742,209,602,320,744,215,633,426,666,551,540,602,443,519,570,359,760,637,327,487,432,250,711,679,628,355,659,628,299,568,577,246,776,393,313,292,554
"22",269,363,534,545,605,206,682,688,702,411,673,208,610,360,535,202,258,791,487,517,305,627,398,570,470,238,437,624,644,749,772,319,224,298,429,756,554,313,710,750,547,456,507,747,757,657,487,399,313,606
"23",358,402,233,366,686,298,502,338,326,604,414,615,386,596,359,662,670,288,751,729,523,792,780,367,632,444,623,223,594,622,796,517,450,238,738,228,707,361,501,252,730,737,224,786,436,628,323,775,705,318
"24",529,228,229,601,351,695,394,726,532,342,467,358,650,262,674,280,774,728,551,636,331,798,437,541,466,499,616,430,360,535,671,210,577,437,761,456,611,432,743,377,625,579,536,207,565,786,769,544,651,686
"25",789,310,741,367,443,466,481,588,263,248,772,366,456,314,540,690,606,205,218,691,262,284,335,661,565,318,682,556,535,512,260,261,488,237,702,336,291,378,369,506,795,528,312,723,377,737,214,742,245,242
"26",546,706,397,548,455,682,248,206,538,451,754,575,220,296,685,580,385,257,530,528,698,472,789,375,790,502,788,401,495,486,724,216,590,607,510,342,413,617,705,736,272,696,493,618,733,307,314,505,272,234
"27",281,610,388,758,323,321,410,349,384,703,575,496,616,295,517,215,686,454,710,231,637,567,645,299,423,229,352,205,306,578,585,666,586,336,317,312,560,789,378,632,588,654,746,623,228,244,548,791,466,773
"28",512,603,712,680,329,646,681,272,503,299,322,652,601,700,721,688,342,593,244,596,409,754,247,248,563,799,692,604,300,571,401,661,656,255,387,738,396,673,576,737,336,772,582,780,250,666,678,605,737,453
"29",400,567,530,699,362,388,313,490,379,314,563,776,528,409,591,224,512,318,430,211,424,798,412,689,615,618,662,270,227,245,782,709,241,496,792,432,563,268,778,788,313,658,690,201,635,353,575,452,720,663
"30",323,558,629,507,791,451,508,307,247,688,714,435,800,770,373,692,645,781,200,592,464,205,220,663,318,310,338,299,709,732,527,236,569,559,771,642,255,283,256,791,471,670,574,534,353,469,759,780,738,438
"31",571,642,750,363,388,759,573,718,205,385,647,650,321,393,798,582,493,483,691,518,726,497,369,720,733,256,677,378,384,556,229,793,320,609,478,331,437,402,542,443,293,790,512,558,398,573,324,608,444,239
"32",275,736,292,799,516,748,693,562,495,285,280,305,418,782,583,752,764,777,495,738,772,260,750,251,268,261,411,446,575,332,787,534,342,314,547,497,283,591,645,653,437,380,212,540,485,525,784,487,734,700
"33",648,369,346,608,323,553,347,354,521,742,289,322,493,465,268,566,358,739,240,401,270,692,426,697,449,746,498,403,437,763,638,726,315,557,434,415,514,207,478,313,562,614,629,779,795,717,522,226,612,443
"34",384,288,515,569,540,493,651,609,604,781,636,482,253,387,652,304,458,365,225,797,774,353,562,594,642,396,556,213,502,539,300,555,706,309,324,533,724,310,665,330,289,799,733,396,685,552,629,647,408,235
"35",249,349,385,507,507,499,314,564,246,328,361,484,204,369,624,529,539,590,453,278,276,285,272,464,226,671,560,398,379,703,589,350,555,221,363,318,318,688,489,508,740,674,748,350,382,632,468,365,543,763
"36",295,294,742,447,405,334,737,681,434,752,229,395,728,706,288,617,743,381,734,493,290,660,256,310,322,274,279,439,538,414,469,546,348,393,510,706,224,377,687,681,704,722,204,731,266,411,484,320,222,770
"37",628,305,296,778,422,453,357,476,422,311,274,623,456,676,603,430,679,238,781,795,417,736,747,779,496,520,441,280,781,535,660,208,347,487,226,337,239,562,739,426,722,346,339,659,501,421,581,398,790,794
"38",434,597,305,301,408,276,657,285,402,268,567,393,465,244,716,630,684,255,599,427,330,299,396,580,482,403,351,636,268,684,318,464,257,545,243,702,578,217,798,410,497,257,546,615,290,759,721,270,783,539
"39",682,509,270,726,397,282,476,339,415,674,723,324,762,514,721,466,788,334,209,225,336,305,211,710,288,761,683,202,508,315,288,262,646,401,621,612,410,779,379,645,332,249,755,265,260,581,518,769,498,614
"40",501,635,424,468,229,265,362,696,229,502,414,362,714,251,426,653,739,516,679,253,273,223,693,662,530,360,463,246,457,348,710,596,745,714,660,399,318,229,203,670,675,667,426,547,332,450,359,341,424,506
"41",755,693,268,670,401,798,683,312,319,463,429,432,448,297,359,728,573,398,299,401,535,691,630,781,461,239,706,416,246,732,231,785,721,710,755,246,800,241,487,222,428,585,664,762,603,690,435,790,228,336
"42",251,531,684,781,661,384,398,264,391,338,603,391,269,749,621,578,350,217,374,685,602,636,494,740,789,432,378,676,727,523,509,602,615,319,641,722,288,694,621,420,688,332,785,645,542,245,719,485,670,577
"43",646,286,637,699,408,710,428,606,242,401,546,285,745,296,607,705,485,653,414,319,560,679,775,491,285,489,580,433,612,507,642,409,539,564,645,602,627,711,434,623,440,686,559,545,512,783,666,719,387,444
"44",583,696,466,353,747,315,440,735,671,200,429,631,416,577,268,652,262,620,623,586,770,688,734,276,672,678,522,648,628,315,605,607,781,678,524,731,433,430,584,467,683,351,520,734,745,410,426,642,478,591
"45",404,379,478,386,633,365,402,508,476,456,356,626,549,527,284,745,303,298,236,265,429,298,325,593,622,266,573,390,779,697,321,748,536,335,461,481,366,388,592,284,664,372,598,307,372,517,332,623,428,718
"46",586,404,693,288,376,484,636,732,675,403,611,396,205,571,580,560,674,489,510,739,727,335,395,787,351,739,548,337,773,409,620,592,418,210,638,564,567,293,451,469,620,288,442,277,384,224,656,497,523,218
"47",244,655,787,267,685,750,385,246,470,416,776,676,797,782,499,536,563,673,213,397,778,443,606,466,623,635,693,637,214,681,616,629,353,616,593,367,421,716,583,712,533,286,241,275,548,579,648,363,223,230
"48",242,734,429,333,224,417,653,581,206,728,444,305,643,573,771,261,434,773,200,764,562,736,569,464,424,598,254,332,766,475,643,384,278,411,294,565,295,493,436,209,559,755,664,304,346,658,318,762,756,215
"49",262,520,514,644,238,599,332,771,547,308,409,726,244,552,699,499,282,621,408,736,565,234,561,485,724,585,640,578,336,354,643,249,785,465,681,453,439,695,669,625,528,685,677,343,257,455,238,377,232,441
"50",491,539,495,240,381,420,411,685,374,272,715,585,276,793,385,629,364,761,412,487,467,707,664,613,547,624,458,800,784,447,208,481,496,789,687,427,315,573,357,572,487,594,545,693,278,643,280,666,429,317
