"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"17",4037,4036,2592,2081,3478,2278,5462,3005,3211,3765,4550,4502,4697,2703,2954,2092,3634,5381,5694,5493,2588,4922,5089,2869,2951,5122,4355,2082,4393,5275,2247,3920,3073,3619,3628,3087,5512,2881,2007,3077,2051,4327,2421,5516,5067,4552,5617,4666,4696,3383
"18",5033,4393,4264,4948,4867,2376,3338,2680,5102,3775,5091,5031,4985,3806,2089,2405,5704,3295,4460,2935,3809,4049,2260,3954,2255,4275,5747,5058,4181,5949,4102,4774,5013,5127,5204,5887,4118,5480,4975,3146,5572,2741,3762,2781,4604,2163,5205,3783,3074,4738
"19",5161,5004,3397,5667,3649,4279,5663,5654,4888,4127,4487,3313,3009,2026,4392,2631,2951,5893,3836,3480,4073,2046,3813,4071,4865,5416,5138,5217,4798,5291,5054,4986,2195,4289,2068,5749,3456,2243,2755,4885,3678,3174,2175,3008,3273,4614,3951,2386,3674,4374
"20",3200,3189,5805,2095,4738,5295,3883,3621,3289,2938,4878,3228,4691,3495,4810,4350,2002,2885,5594,2800,4616,4960,3128,4725,2797,3068,5238,2744,5969,5426,2374,5680,3101,2655,3201,5556,4694,3366,3690,2027,2863,5180,4811,3364,3604,5704,5193,5601,5341,4918
"21",3825,2232,5584,4060,3658,5856,5401,4756,3328,3308,5396,4345,5108,4418,5417,4660,4609,2974,3041,3966,4272,4644,5777,5686,3213,2297,3053,5309,2433,2761,4905,4678,5263,5439,3612,3250,5797,5133,3278,5976,5897,4162,5863,4092,2569,2172,2046,4660,2842,5053
"22",4054,2788,4646,3840,3982,2478,3725,4410,4805,4802,5879,4432,4023,3819,3135,3992,3713,4371,4382,2868,3399,3105,2860,4176,2163,4972,2678,5866,5328,5098,2900,4525,4054,5664,2832,3247,3491,2412,3056,4123,4096,3135,5257,5118,5022,2920,2819,3242,5035,3759
"23",4538,4846,5077,4822,4974,4351,2257,3562,5841,3579,5943,2058,5330,2136,2029,5354,3638,2401,4521,3854,4197,3928,4006,5603,4233,2350,2488,5872,4839,3142,4605,3733,3058,4749,3998,3134,4388,5698,3708,4908,4431,3211,4973,5014,4711,3813,3890,5194,4265,5320
"24",4023,5380,5629,5698,4980,5118,3521,2757,2037,2087,3188,4123,5514,4352,5661,2623,4874,5895,5184,4383,5657,2524,2846,4965,2751,4770,5477,3980,5688,2480,2895,5353,2868,4923,5016,5838,5846,5141,3904,4690,2737,5575,2681,4818,3129,5685,2619,5895,5652,2908
"25",2890,3184,3313,2968,3632,2706,2754,3936,3445,2173,5704,4210,4325,4585,5692,4634,2776,4882,5974,3603,3153,6000,3502,2325,5740,5120,4661,5696,4312,4872,5074,2078,2750,4446,5205,5881,2283,5649,5277,4082,2232,2651,4161,5967,3382,4068,3380,2689,2985,3919
"26",4574,3738,2662,5329,5197,2449,2607,3546,3388,2299,4875,4384,4406,5972,3266,2541,3212,5965,2492,3878,2760,4156,3191,5430,4482,3877,2698,4689,5118,2137,2588,3163,3725,5422,5552,3812,2615,5477,5924,2168,3683,3829,4650,3115,5389,2258,5675,3220,4668,2203
"27",5434,5695,4305,2591,4212,5477,4909,2873,3025,3535,5347,4467,3443,5256,4359,3451,5435,3485,5766,2565,5691,5723,5413,4832,4205,4523,5263,3779,2708,2873,2071,4545,3858,3902,3886,3494,2813,5389,3331,5768,2361,5404,3339,5655,2496,2251,4842,3681,3535,2164
"28",2908,3603,3766,3682,5921,4276,2159,5320,4363,2139,4872,2791,3140,5210,2203,5527,5164,4307,3618,5181,2033,3844,2817,3961,2979,5862,5059,2904,4867,4590,2975,5481,5782,5576,4485,2629,4294,4577,2838,3730,5839,5240,2985,4223,2997,3382,4728,3621,4694,2716
"29",4542,5300,3422,5335,2281,5406,5151,2892,2237,4105,5241,3262,3506,2835,2450,4396,5544,5728,5587,4727,4103,5243,5545,5148,2300,5644,5946,2657,5110,3524,4934,4796,5598,2116,5424,4188,4916,4310,3889,2729,4393,3109,3289,3646,5403,3990,4981,4020,4425,4328
"30",2361,4051,3066,3762,4312,3466,4669,2430,2440,4715,3747,3781,5126,2673,4821,4439,5903,4389,5981,2216,4108,4691,5185,3002,3653,5771,5701,3561,2867,3895,3375,2763,4383,5103,2884,2956,4406,5852,2350,2039,4836,4991,3421,2370,3371,3945,5253,4851,2193,5811
"31",5988,5965,2122,5573,2168,5264,5660,5178,5077,3665,5120,4241,3702,3259,3779,2743,5932,4179,3055,2263,4128,4657,4431,5809,2287,4103,5493,5753,4527,4139,2302,4284,5819,2961,3514,5814,5362,3711,2138,4152,5860,3554,5572,2938,5312,2107,3338,5014,4757,4780
"32",2476,5968,3248,4390,4048,2804,4320,2342,5462,5554,5975,3511,3218,4745,4830,3063,2771,5939,3343,2345,4551,5518,2919,2091,5064,5303,4552,3026,4976,4362,5695,3886,3728,4170,5467,3647,5110,2162,2594,2700,5805,4229,3064,3482,3798,2037,3631,4065,4570,2005
"33",4687,5047,5755,4397,4712,5711,5019,5706,5004,2677,2606,5767,5882,5288,2229,5200,5923,2119,5701,4815,2355,4353,2518,4104,2080,2359,4107,4633,5691,2511,2002,5258,2280,3087,2517,2700,4628,5818,3202,4997,4839,2828,2008,5068,2730,4202,5406,3142,4738,2969
"34",3488,4788,5901,5608,5287,2955,4402,3497,4400,4533,2929,3222,3140,4560,4889,4128,5829,2806,5920,5480,5188,5338,2254,2086,5887,2502,4222,4185,4739,5023,5375,5515,3684,4696,2573,2549,5223,2080,5883,3449,4797,4697,4648,2230,4458,5071,4019,2682,4329,3119
"35",3930,4593,4472,4949,2741,3861,4774,5707,2113,5725,4534,4148,4978,2126,3143,3149,5129,2867,2710,4763,5691,2476,4031,3788,3813,4625,3011,4734,5900,2266,3221,4717,4078,4168,5311,2114,3798,4237,4029,4440,3154,5469,2626,2746,5052,3566,3729,4137,5880,4146
"36",4588,4541,4803,2291,3265,5572,5826,2355,5297,3940,5016,4627,3324,2317,3664,5069,4514,4011,5250,3658,2265,2652,3567,3022,5997,5556,5661,4696,2450,2141,3986,2433,3920,2405,4706,3169,2297,4675,2702,3174,2121,2150,5651,2419,2091,2777,4596,2643,2718,4693
"37",4026,4740,4404,3583,2858,2480,2956,2052,4137,3897,3082,2354,4785,5867,2851,4460,5084,2629,3816,5385,2998,2874,4584,3104,4378,5780,4380,4173,2601,5569,2828,4315,4536,2349,4264,5116,4510,5669,3545,5520,5524,3561,5639,2350,4571,3508,3939,4587,5830,2141
"38",5706,3941,5678,4983,5835,4334,2338,5329,2635,3690,3927,5408,3494,2177,3178,2369,5974,5516,3055,5050,2122,5220,5981,5164,2963,5505,4604,3247,5133,3771,4680,2564,3032,5643,3220,4014,3205,5213,5542,5213,3749,2464,2716,4988,5018,3784,2018,3025,3525,4079
"39",2169,4539,5433,5686,4448,2582,4694,4174,4068,2213,4942,5603,2141,5980,2845,2139,3515,4246,3023,2664,4078,3206,4070,5269,3640,5801,5661,5885,5058,2220,2992,2765,2248,3147,2482,5633,5902,3476,4299,5022,5362,2921,4095,2179,5431,4376,2405,4611,2138,4896
"40",4937,5289,5951,2627,2067,4253,2986,3864,3415,4152,4096,3593,5062,2022,3030,3826,3611,3618,3804,2500,5800,4003,3082,5304,3596,3969,2080,2664,4758,3007,3098,5881,5273,5145,3584,4606,4007,3091,2120,3669,3566,2776,3619,3895,5542,4325,3986,2300,4668,3101
"41",3978,2429,4172,5267,5364,5458,2689,3376,4420,5457,3704,3964,3905,2583,5998,3738,4438,4264,4853,3769,2549,4750,3878,2142,3572,3446,2562,3923,5795,5873,3116,5242,4446,4176,3369,3268,2847,2026,4447,3100,3108,2348,3959,4199,3989,2307,3860,4860,3938,3937
"42",2577,3612,2563,2731,5520,5996,2591,5918,5411,3828,3575,3442,5687,2613,3153,3293,3162,4921,3301,5998,2673,2862,5425,3516,2294,5701,5236,2361,3754,2218,2136,3058,3553,5714,2313,5119,5999,4791,4785,3574,3650,2708,4136,5350,5989,4161,5771,3738,5919,2822
"43",4076,3506,3673,3346,5356,3318,3042,4747,5496,2879,5755,4068,4670,4425,5024,2637,3559,2855,2516,4554,3582,3290,2798,4454,2843,5556,5931,4395,3239,4848,4474,2740,2048,5725,4303,3453,4046,4565,3338,3933,5474,3729,4253,2219,4273,5115,5183,2792,4998,5505
"44",3530,4023,4779,5565,4408,3867,5651,3724,5441,4317,5606,3625,5556,5489,3318,3163,2615,4466,5626,2127,2637,2710,3617,3434,2141,4042,5102,5385,3369,2589,4899,3837,5197,2599,2117,2823,4259,5504,5143,4736,4046,5568,5501,3473,4200,4732,4742,4506,4969,3757
"45",4029,5014,5327,4934,2667,3676,3517,5409,5865,3895,3256,4107,2361,3057,5970,2043,5098,2586,3247,5630,3468,3899,5339,5558,4785,5044,5579,3012,3302,2217,4290,2472,2109,2300,3560,3069,3402,3449,5959,3021,3088,4879,4587,2795,4243,5831,2455,5601,5131,4651
"46",4249,3496,2762,4901,2754,3978,2702,2459,4384,3925,4472,2844,4210,3691,4240,3977,5404,4545,4490,2500,3931,5956,4155,5095,5112,4840,3786,3938,2640,2411,4459,2276,3705,2293,4022,5449,2870,4238,2615,2718,4908,4381,5435,5002,3934,3910,3309,2069,4505,2431
"47",2282,3962,2300,2640,4760,4517,2691,4318,5918,4612,2852,3946,5242,4878,2244,3643,3285,2881,5383,3522,5887,4231,2900,5112,2522,4916,4031,4015,5537,2215,5066,2909,2283,5789,2392,2752,4326,2322,2732,4387,3112,5328,3882,4483,5559,3829,3486,2940,4070,2088
"48",4264,3383,3703,3391,5098,3359,2705,5861,5927,2114,5991,3894,5944,3255,2842,5156,5811,2113,2467,3285,4987,2384,2248,2730,3326,3476,5536,4020,2710,5368,5986,3130,2969,2131,5449,4045,4692,2391,2130,2348,5880,5308,4251,4411,4150,3953,4755,3514,2310,5217
"49",2273,3800,3543,2217,4892,4269,4510,3763,5598,2624,3896,3778,4514,3779,4177,4270,5095,5815,5931,5885,5012,3107,5737,3991,3695,3684,3880,2167,3985,4443,4736,5054,4964,5608,5027,4134,3278,4913,3593,2782,5700,5812,5604,5825,2066,2323,5664,2069,2390,5630
"50",5692,3968,3037,5149,2701,5198,2025,5218,2113,5976,2455,4191,5974,3936,2452,4023,2246,4129,2207,4796,5439,5046,5870,2511,4148,5913,3942,3111,3812,5619,3744,4316,5296,2665,3126,3460,2550,5176,2934,4983,4932,5047,4125,2333,2092,5716,3303,5145,5560,5897
