"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80"
"11",19,21,6,8,22,5,6,26,7,35,22,11,28,27,23,26,22,28,12,24,35,25,27,8,17,8,14,19,5,27,17,31,29,27,15,28,6,20,11,16,22,17,30,10,17,31,29,23,12,34,12,8,15,13,26,34,34,30,27,32,29,9,26,18,34,35,33,9,22,25,17,14,14,34,13,12,15,10,25,9
"12",32,15,34,5,26,19,17,16,10,33,29,8,29,10,14,33,5,12,18,26,31,27,31,21,24,28,31,27,24,21,21,9,22,33,13,5,33,13,19,5,8,30,25,27,35,12,30,22,13,10,20,33,13,12,31,30,28,21,22,16,25,10,17,16,15,31,20,15,6,14,20,7,16,9,8,15,10,9,7,5
"13",7,28,19,26,6,27,35,24,33,24,22,6,33,19,8,6,26,15,8,30,23,6,33,8,35,10,32,30,30,19,7,8,14,25,16,32,11,35,15,8,19,12,24,7,32,31,34,12,13,24,10,28,29,24,18,12,16,27,15,29,15,32,14,8,24,26,20,31,23,26,32,19,20,5,6,18,33,12,6,7
"14",17,24,12,6,8,6,10,14,16,21,11,21,24,33,16,20,31,35,5,26,24,28,16,7,15,18,19,29,7,24,21,8,33,34,8,31,17,11,34,34,24,26,17,30,15,24,11,27,7,7,33,5,32,21,17,14,15,25,29,35,14,33,14,15,25,26,35,33,29,15,23,22,21,12,31,5,17,32,16,19
"15",10,17,17,12,17,17,22,8,11,16,30,6,16,26,8,10,9,25,29,17,20,22,27,14,16,17,11,8,6,6,20,25,33,16,19,17,10,7,16,29,14,29,11,21,21,19,20,29,8,12,23,33,31,33,22,12,19,17,21,15,17,25,20,24,24,22,10,19,31,26,8,31,25,18,9,33,12,21,27,13
"16",13,19,20,33,13,18,14,6,23,6,10,32,7,28,28,5,29,35,26,18,20,32,21,34,20,10,33,34,28,17,5,25,7,34,11,32,26,7,22,23,10,6,22,20,25,26,26,35,10,16,7,13,9,31,11,21,26,16,28,11,21,27,11,11,23,26,20,19,35,12,6,18,13,34,23,18,13,18,22,15
"17",32,22,23,23,18,29,11,23,17,11,29,23,7,13,31,24,34,13,29,33,29,7,35,8,17,12,23,14,26,12,16,33,6,18,17,12,18,24,23,24,5,11,27,18,25,31,10,26,31,23,16,10,23,34,5,8,10,17,16,9,12,19,8,19,11,14,27,8,7,32,17,32,33,19,21,15,32,35,23,11
"18",34,24,16,33,23,27,5,35,14,14,19,8,35,30,7,29,11,35,9,25,16,8,27,11,22,13,18,17,22,26,10,21,29,17,15,20,14,35,34,16,31,27,32,23,22,21,25,15,9,30,33,23,31,25,17,29,7,35,33,18,10,11,16,13,27,35,29,8,30,8,26,29,22,16,32,29,28,35,30,14
"19",8,6,11,20,8,7,26,5,18,35,16,9,6,10,22,8,8,14,14,33,9,27,9,23,22,27,24,29,9,28,14,17,35,33,8,32,27,35,16,18,27,23,24,29,23,18,6,19,22,25,20,29,32,29,29,29,8,33,13,12,31,5,9,8,32,24,32,16,33,19,31,28,24,26,32,20,35,10,8,8
"20",32,31,17,11,8,25,25,31,16,12,12,26,30,16,5,16,27,26,34,30,27,19,31,10,7,22,33,32,24,22,7,15,25,19,17,21,32,25,23,29,35,23,25,31,11,19,25,23,10,24,27,23,24,7,31,8,16,35,6,32,18,35,24,33,7,18,13,28,17,17,11,5,25,31,12,16,25,22,24,33
"21",16,16,6,30,27,23,22,9,8,33,8,16,30,14,29,13,17,28,6,22,32,11,16,6,23,34,31,33,30,15,15,18,15,7,7,10,9,30,15,14,12,21,30,21,21,9,31,21,9,5,23,7,33,28,29,26,7,11,18,8,33,33,9,8,34,19,23,24,19,31,26,17,12,26,5,30,32,7,35,27
"22",7,19,15,34,8,31,20,8,13,33,32,28,14,23,24,12,31,28,31,30,24,35,28,22,14,7,17,20,34,33,14,15,24,34,29,13,16,23,34,10,25,14,11,35,17,24,10,18,17,22,20,15,33,27,14,19,14,17,33,21,23,21,31,29,11,18,35,12,33,11,16,6,18,11,10,11,5,22,12,25
"23",5,20,29,7,6,21,12,31,17,7,14,34,20,25,33,14,32,31,22,18,21,24,28,25,10,18,19,34,14,13,33,26,20,22,17,5,21,29,6,26,24,18,7,31,12,17,14,20,35,33,11,8,19,14,26,28,16,28,16,10,34,19,8,20,6,24,18,7,26,19,13,23,10,15,11,26,11,31,21,17
"24",35,21,16,12,12,9,10,13,24,34,30,8,16,19,6,11,8,12,35,20,23,28,32,31,29,33,8,7,7,31,12,18,11,10,25,5,17,15,17,7,33,17,15,10,25,21,29,22,29,21,25,16,29,35,10,29,14,22,26,31,7,14,21,26,27,21,17,20,12,26,31,10,28,7,25,10,18,35,28,6
"25",32,35,8,15,13,33,27,28,31,25,20,5,13,24,13,30,30,34,30,30,27,31,16,25,32,19,16,12,21,22,35,28,8,18,5,8,24,23,17,34,34,17,7,14,18,8,10,24,17,33,21,11,8,5,15,7,7,35,6,14,19,20,22,35,21,34,9,28,7,15,30,13,18,34,27,28,30,20,11,13
"26",18,12,32,6,16,22,33,26,25,6,17,29,9,16,29,27,33,18,34,30,33,18,35,29,15,22,19,34,26,7,5,11,6,30,18,24,23,19,20,7,14,33,19,16,16,23,25,9,26,6,6,17,23,35,6,31,20,27,22,27,26,24,32,34,11,18,19,31,19,9,21,18,7,30,24,21,21,21,13,7
"27",28,12,20,25,23,16,8,24,28,25,14,13,30,16,16,30,14,7,16,35,28,31,19,10,11,13,32,26,18,20,9,21,26,13,20,30,19,22,12,35,29,19,27,10,9,17,24,21,16,10,26,12,23,8,18,22,26,9,10,19,8,6,26,9,22,6,32,10,24,7,8,31,18,13,15,12,23,12,32,26
"28",14,16,23,22,25,16,12,30,30,28,15,8,7,27,15,29,15,11,6,25,13,7,28,24,11,19,9,35,17,24,11,31,9,15,6,5,8,17,5,23,11,8,27,25,30,20,20,16,16,6,35,9,6,24,19,12,22,27,26,26,26,28,19,11,19,33,13,17,21,22,23,30,19,29,6,31,26,21,33,27
"29",15,13,26,18,15,21,35,34,32,28,35,28,17,25,28,21,22,28,24,9,26,33,12,14,25,29,31,29,5,32,26,31,7,14,34,28,13,30,7,6,28,22,16,35,18,27,22,22,19,5,18,12,15,31,19,28,34,6,17,8,6,28,12,22,30,29,23,15,20,27,13,33,23,7,28,9,21,5,28,34
"30",17,15,12,24,11,24,5,5,35,12,19,24,25,21,35,8,16,17,9,17,20,21,7,16,7,24,11,19,18,32,18,26,33,20,23,20,33,16,25,8,21,14,18,26,12,33,16,30,21,21,5,30,21,35,17,17,35,25,8,27,9,10,17,31,14,22,28,9,17,19,34,13,14,30,6,29,6,13,20,24
"31",35,17,32,18,5,16,33,33,25,9,29,27,25,10,7,22,14,24,5,9,10,29,13,13,18,5,27,14,12,18,31,26,34,5,5,12,15,23,19,17,15,13,32,9,12,18,21,18,33,9,29,26,29,33,21,7,22,11,25,12,35,31,31,25,8,12,10,6,27,18,22,35,32,20,20,6,23,15,13,25
"32",32,17,20,9,22,23,20,20,9,19,34,32,34,25,25,23,31,24,6,29,31,14,15,33,22,12,7,16,26,30,7,8,11,23,11,34,26,30,14,33,12,11,35,5,11,11,26,9,16,21,6,24,16,30,14,7,13,28,18,23,28,25,10,15,5,8,35,33,28,5,15,20,9,27,29,15,23,14,21,25
"33",20,12,6,33,25,18,33,8,16,29,24,19,32,9,11,16,19,32,26,34,27,32,16,22,23,35,18,19,14,26,14,14,6,23,8,25,14,8,35,28,30,8,24,10,26,6,9,16,21,11,29,21,6,16,22,25,34,13,32,14,12,26,19,34,20,29,10,6,11,26,28,31,13,9,11,8,20,8,7,11
"34",24,28,32,21,31,26,13,11,24,12,18,29,20,21,26,33,20,34,23,13,34,27,10,24,17,13,22,16,34,23,31,30,19,12,27,25,13,27,10,9,20,8,6,34,6,19,15,15,11,33,35,7,16,19,12,13,29,32,31,10,25,10,32,27,32,33,13,25,6,20,17,13,13,10,25,9,19,17,29,24
"35",6,14,25,17,33,23,26,10,20,28,16,32,7,18,32,29,29,23,28,35,25,19,18,29,21,21,20,29,31,25,30,31,25,34,35,17,31,21,9,9,31,20,10,28,12,11,31,23,10,28,17,15,9,21,6,11,23,32,8,22,24,14,10,21,14,25,25,32,25,20,29,30,31,16,15,11,8,22,28,5
"36",29,13,15,14,33,5,11,7,30,11,13,25,12,12,25,7,6,20,19,14,25,18,19,20,22,30,19,6,24,24,22,15,15,14,19,30,27,12,22,12,20,23,5,27,11,35,18,21,16,25,17,14,27,32,21,9,16,7,14,15,25,32,10,26,27,10,13,24,13,8,32,18,16,6,21,13,6,17,28,14
"37",19,17,19,27,31,16,22,19,16,26,13,17,10,23,27,20,20,8,32,9,32,30,35,33,13,5,7,10,23,28,21,32,6,11,20,21,19,22,33,28,27,22,16,29,35,33,21,21,18,21,25,18,5,30,11,28,24,26,6,6,15,22,10,9,15,28,17,13,22,17,20,29,22,20,27,35,35,31,20,21
"38",17,18,26,5,24,28,12,33,18,29,25,5,17,27,20,28,29,14,23,21,26,31,16,12,19,33,9,10,31,20,21,6,9,18,26,9,22,21,18,9,23,11,26,15,30,28,5,10,21,31,8,12,15,35,5,13,11,12,12,16,28,13,28,8,23,33,20,6,12,8,35,28,32,26,22,6,30,23,5,6
"39",6,9,31,23,18,19,8,31,5,25,19,16,27,34,16,33,28,29,13,27,7,13,35,34,12,28,17,15,15,5,13,33,12,32,5,28,26,27,31,15,12,28,29,8,25,25,31,22,34,28,29,24,31,10,17,31,10,25,12,26,30,20,35,8,12,20,29,20,19,29,20,25,30,14,13,7,28,10,27,34
"40",24,14,29,20,25,25,13,35,13,21,25,31,21,34,30,33,27,29,12,22,7,32,31,6,11,12,20,10,19,9,12,24,14,31,5,18,23,22,26,35,29,6,28,23,12,9,30,24,30,18,7,20,20,28,5,6,24,31,9,8,12,12,11,17,26,6,31,9,27,32,35,11,22,29,19,30,15,10,18,27
"41",21,13,30,34,27,27,23,20,11,25,12,12,8,25,16,7,24,11,10,5,18,13,25,23,7,11,29,17,16,28,10,11,25,8,20,6,6,9,27,6,13,26,16,12,14,30,13,22,12,31,7,20,31,8,6,33,19,26,17,25,24,7,10,14,6,10,11,26,29,24,23,6,14,32,35,10,23,27,26,17
"42",21,12,16,19,15,33,6,12,15,26,18,8,12,8,27,28,33,18,5,18,6,7,20,10,8,5,31,9,25,20,27,34,18,33,15,7,34,22,33,8,15,15,34,16,24,8,15,10,16,21,29,33,13,33,5,22,29,5,31,20,17,29,34,12,11,12,30,33,19,28,15,29,13,15,9,27,12,33,25,31
"43",24,24,30,19,5,11,22,28,17,23,18,15,15,20,15,7,9,30,18,8,19,20,27,16,19,27,5,35,28,21,30,20,25,28,30,22,24,21,24,14,14,35,10,29,20,32,28,8,33,18,14,16,14,16,29,7,22,22,18,11,15,25,23,5,31,25,24,18,9,6,27,13,35,25,35,7,10,32,26,34
"44",10,25,25,32,25,28,11,19,28,26,8,30,25,9,26,26,24,13,30,25,5,12,26,11,7,20,6,28,16,23,12,25,5,31,9,23,32,30,11,33,13,12,27,10,15,26,35,13,26,12,19,17,27,10,29,21,25,28,35,28,32,6,15,30,15,35,20,8,5,16,28,30,22,22,17,19,20,11,28,25
"45",25,11,15,31,25,10,11,10,24,20,27,20,31,28,28,16,11,27,29,12,35,9,15,30,31,21,28,10,16,5,27,32,18,20,20,27,16,25,8,27,24,24,17,23,26,24,22,33,9,15,23,17,14,27,19,18,20,13,11,32,34,28,13,34,26,25,11,26,8,10,15,22,26,33,32,27,18,29,7,14
"46",30,29,13,28,12,26,25,10,8,10,19,7,18,13,27,10,29,23,27,12,17,29,12,17,18,16,15,8,13,21,10,31,29,24,13,27,29,20,16,14,29,30,24,16,23,34,8,32,23,17,11,28,15,25,6,8,11,30,5,19,30,21,8,26,35,16,14,29,20,15,28,29,26,35,32,22,18,18,25,29
"47",9,15,30,33,33,5,22,9,26,14,7,26,19,8,24,27,8,7,14,10,21,15,13,29,10,27,34,14,22,17,6,31,31,26,32,8,13,15,30,31,21,7,35,5,17,15,19,33,31,35,30,34,18,14,27,20,28,34,27,25,16,21,25,32,11,34,32,13,22,8,26,34,6,13,12,28,27,25,29,24
"48",17,21,14,30,9,35,20,31,5,25,24,6,16,33,35,21,18,27,31,28,35,35,13,25,18,33,6,8,15,8,17,8,10,30,28,15,34,33,10,14,6,33,27,29,13,20,33,19,21,7,18,14,8,16,5,18,9,9,13,33,24,6,7,35,12,35,11,15,7,29,25,29,20,27,22,16,25,10,8,11
"49",33,18,23,29,27,21,25,21,20,33,16,24,25,11,30,13,5,8,20,26,32,5,31,12,33,25,29,29,9,13,14,30,27,15,13,5,15,10,11,25,25,23,5,8,34,33,23,26,25,30,8,11,32,13,33,24,25,11,15,29,6,25,23,28,16,14,13,32,14,27,20,9,8,13,34,7,12,34,13,24
"50",8,9,18,29,18,17,5,28,11,9,20,20,22,5,19,5,18,8,25,9,21,23,30,19,6,23,10,11,32,22,18,5,34,9,33,17,34,14,27,16,14,31,34,21,35,22,22,28,12,22,22,25,14,23,18,27,11,17,5,17,9,25,31,14,13,23,8,35,15,22,20,7,18,20,15,15,29,15,21,17
"51",23,16,15,13,22,28,31,12,28,10,30,5,6,27,35,16,32,22,25,26,29,23,29,8,25,12,11,29,13,5,29,24,34,20,10,29,12,19,11,17,6,31,19,22,28,31,35,17,29,11,28,32,14,17,32,5,18,24,23,21,7,17,19,9,23,7,19,32,14,30,24,6,28,9,23,21,34,31,24,35
"52",21,9,6,6,11,12,23,13,15,34,21,14,7,10,10,8,26,32,33,26,5,9,11,8,35,24,5,26,12,32,30,26,34,8,11,7,28,30,24,24,18,25,18,18,27,34,28,17,29,14,35,34,20,20,23,28,27,14,29,30,11,35,16,19,7,22,14,13,24,16,22,10,19,29,15,12,21,28,21,33
"53",19,24,26,6,17,22,21,21,23,9,29,34,5,9,12,21,18,23,23,20,21,33,22,28,7,23,14,14,30,28,25,20,6,19,26,30,20,27,23,14,32,25,29,26,17,18,23,32,6,31,25,8,27,33,26,28,10,33,8,28,27,22,27,30,25,34,22,17,18,6,24,17,18,20,7,10,32,35,18,8
"54",15,15,6,10,34,20,29,25,35,22,30,11,6,31,21,10,32,28,19,12,31,35,35,32,12,7,32,31,23,34,23,24,31,34,29,20,27,18,19,12,11,19,9,8,8,32,11,9,16,23,22,31,8,28,7,26,12,13,32,15,9,33,19,12,5,21,17,26,18,10,5,17,12,25,33,23,25,27,18,23
"55",27,17,5,33,28,28,10,22,9,6,18,34,13,6,30,17,12,24,19,31,21,23,35,27,26,29,11,18,33,19,28,24,34,18,9,25,19,22,20,17,15,21,11,11,15,18,29,21,25,13,5,32,25,29,7,34,32,7,26,30,20,6,14,11,22,19,25,18,16,14,6,22,33,30,22,22,11,34,15,19
"56",14,11,22,14,31,14,32,25,5,14,31,29,22,15,18,25,11,27,19,23,15,18,31,27,18,11,27,12,16,18,10,10,11,30,10,22,10,21,19,32,30,23,30,18,21,12,25,13,27,10,22,19,11,8,25,24,23,6,35,11,23,23,14,12,30,5,20,25,21,24,20,10,22,34,20,9,8,22,17,26
"57",20,35,29,24,10,8,25,23,17,15,32,33,32,17,10,20,29,24,8,11,30,19,35,8,32,20,14,31,18,21,24,22,27,12,8,31,26,28,10,8,23,5,31,31,16,23,13,32,30,22,7,35,10,34,34,27,9,14,25,5,29,10,7,6,28,15,21,29,34,27,12,31,23,9,30,21,24,33,20,29
"58",31,34,13,27,15,32,32,5,19,31,10,17,14,5,20,30,5,16,32,6,19,10,10,26,21,11,14,5,31,6,16,8,19,28,11,19,30,31,5,29,14,24,15,23,7,10,13,23,30,16,28,35,31,32,17,33,33,7,25,35,20,32,34,19,35,29,31,15,23,25,12,30,31,35,5,21,22,16,32,8
"59",6,9,15,16,13,17,19,13,22,20,25,7,6,23,10,18,15,7,26,18,8,28,14,30,30,30,24,35,5,31,7,26,12,9,15,9,25,27,9,29,9,14,10,34,22,25,20,19,13,10,24,26,33,7,20,21,20,18,29,31,18,26,12,35,15,14,27,24,31,8,12,29,22,9,29,26,31,9,28,35
"60",32,29,29,22,8,6,15,31,6,29,10,20,12,30,20,15,24,20,17,19,30,21,29,27,16,30,26,6,21,14,26,14,12,19,15,21,16,35,28,33,29,27,32,9,30,32,11,31,9,27,29,19,30,7,9,28,13,8,17,11,9,16,8,11,31,7,26,25,26,13,17,6,6,18,5,15,6,15,26,6
"61",26,23,8,9,25,9,27,21,13,9,33,25,7,21,15,34,17,21,15,12,30,34,21,23,28,13,14,33,17,35,21,12,6,22,7,14,5,30,21,15,22,30,16,29,35,26,5,24,28,21,30,11,5,25,7,34,35,14,13,34,33,14,32,22,14,22,14,25,21,31,33,17,29,8,28,6,25,27,20,5
"62",25,8,29,6,28,8,9,16,14,19,8,22,21,12,34,28,24,19,31,17,35,17,24,30,5,29,24,25,22,15,25,6,17,12,11,5,23,25,11,21,14,21,7,27,25,21,24,28,29,34,30,10,8,35,30,6,18,34,9,17,25,19,8,30,35,28,30,23,27,16,12,27,28,17,25,20,32,5,31,27
"63",7,29,12,34,18,21,30,24,13,35,35,27,33,32,21,17,22,32,26,15,7,11,20,11,30,12,6,30,19,25,14,9,32,8,19,11,19,26,33,23,24,17,21,10,10,7,21,17,14,32,12,10,23,17,25,14,30,14,29,21,34,35,6,32,31,24,10,29,32,26,7,26,17,26,7,6,19,12,24,22
"64",25,14,24,21,16,27,24,6,25,20,6,15,24,35,33,10,25,16,20,8,35,7,18,25,15,29,29,30,11,8,32,17,15,31,8,31,29,16,13,26,26,34,18,29,24,33,32,28,17,5,24,27,7,22,17,20,7,32,15,23,33,22,11,18,25,15,33,24,20,33,35,13,11,19,29,17,33,7,14,18
"65",25,26,35,14,31,17,17,15,22,18,33,13,28,28,29,30,14,18,32,34,17,28,31,17,22,16,8,19,18,10,28,20,24,31,9,35,17,28,16,17,30,27,24,29,29,9,27,19,35,28,27,6,6,20,26,35,5,9,11,8,11,20,9,20,25,13,11,26,20,18,7,7,8,31,25,20,7,23,31,9
"66",9,14,14,11,24,10,35,26,8,9,11,15,35,20,18,16,25,10,26,8,5,12,31,5,27,19,25,31,32,10,32,26,15,7,26,15,34,21,9,15,9,31,29,7,18,21,14,19,27,15,7,16,28,18,35,25,35,9,30,15,24,18,16,33,20,11,23,24,24,30,19,7,24,13,30,5,13,12,9,32
"67",17,24,8,19,8,6,18,14,16,24,34,26,15,21,30,23,20,31,28,20,7,21,23,26,20,9,12,13,34,35,16,14,20,15,9,14,25,21,20,27,18,23,32,28,28,28,17,11,22,16,29,6,18,33,33,12,8,22,13,14,14,12,18,29,15,28,13,7,17,29,23,15,30,16,6,18,31,33,21,33
"68",25,12,29,20,33,11,26,7,13,29,6,8,27,24,8,29,35,16,31,33,6,12,7,11,35,12,17,20,17,31,18,29,5,6,17,32,33,14,23,29,10,26,30,23,11,5,7,34,22,17,10,8,35,30,8,34,33,34,5,8,20,27,33,22,28,27,11,14,22,34,12,23,10,25,35,27,32,28,29,30
"69",28,9,24,23,24,5,14,15,32,15,21,27,8,7,23,5,29,27,26,11,35,35,26,6,9,8,30,10,12,31,11,6,32,6,30,20,35,28,27,7,29,12,15,18,29,21,15,12,22,22,5,10,33,8,6,13,31,28,18,27,12,35,15,22,34,33,25,12,23,16,11,8,18,6,15,21,16,30,33,26
"70",23,13,28,34,12,9,25,25,17,22,28,23,27,32,20,15,32,7,20,18,21,6,19,31,7,26,9,31,22,24,12,7,33,29,19,28,10,34,34,9,21,27,7,32,34,16,11,21,10,22,28,8,13,12,20,26,5,15,23,9,25,31,15,25,11,20,14,7,11,21,10,15,31,29,6,31,32,31,18,9
"71",22,29,25,34,9,13,34,15,16,7,34,27,9,11,35,14,21,32,13,12,9,11,24,15,23,5,30,11,7,13,20,9,30,28,16,31,27,25,21,28,32,26,21,15,7,18,30,34,23,23,8,9,30,8,8,10,15,5,13,20,16,20,24,26,20,12,25,29,24,16,29,29,18,31,20,6,35,26,17,11
"72",25,20,10,20,25,10,20,12,21,5,25,34,6,33,30,17,22,32,21,33,18,20,8,16,13,20,22,25,17,35,17,11,11,25,21,33,18,35,8,26,17,12,10,32,15,32,26,24,7,20,10,13,8,19,10,26,7,25,35,15,10,11,24,7,18,32,18,30,29,34,21,20,21,19,9,20,19,23,29,16
"73",30,5,29,35,8,11,30,8,22,11,14,20,30,29,31,5,18,33,19,26,11,13,11,35,16,12,28,31,14,17,23,20,18,27,20,32,7,18,12,8,17,11,30,30,23,8,31,20,21,33,31,22,18,28,8,17,16,30,31,29,6,24,33,12,23,6,10,27,9,31,5,35,11,7,22,32,21,5,33,10
"74",14,31,21,10,27,10,11,24,17,10,5,22,17,11,8,7,35,16,33,31,25,5,27,13,17,28,16,22,14,24,32,34,35,6,14,9,10,22,26,32,28,25,16,7,7,14,11,17,18,8,26,34,24,10,17,23,7,11,35,21,8,13,25,15,8,21,32,13,13,9,25,5,16,12,25,25,9,34,23,30
"75",30,16,29,24,27,26,16,20,8,21,20,20,18,25,14,15,26,5,10,23,19,23,21,32,33,21,24,10,29,15,32,8,34,17,22,5,34,26,22,33,31,31,29,18,26,32,32,19,12,29,17,6,10,14,17,33,5,10,7,30,19,10,24,14,33,22,10,34,20,33,6,14,32,15,25,32,20,10,35,25
"76",9,15,9,29,17,33,6,5,10,15,12,12,5,26,7,15,11,25,7,13,14,29,35,10,7,9,24,35,17,25,14,6,5,13,23,31,10,20,15,30,18,11,5,30,12,17,11,27,14,11,6,18,8,7,27,15,25,13,24,14,30,11,19,6,14,12,13,13,30,25,17,27,5,13,10,30,14,15,13,12
"77",31,14,11,34,26,18,35,5,15,17,7,15,14,23,33,32,17,15,18,33,6,18,30,8,31,12,24,28,24,12,11,14,33,24,13,30,18,20,19,5,11,6,21,22,7,29,24,14,15,9,29,35,8,22,18,24,27,9,20,28,8,12,29,27,20,22,18,8,33,27,7,34,17,8,8,23,21,9,5,26
"78",27,13,34,24,24,12,34,27,26,18,28,19,35,21,34,27,19,19,9,14,15,35,27,31,32,11,9,25,34,11,15,12,10,34,22,33,21,31,9,15,26,32,13,16,9,29,20,32,16,6,6,19,30,32,35,23,30,25,19,7,23,26,20,14,29,33,28,25,18,29,28,8,8,27,30,5,21,14,31,23
"79",6,19,13,31,13,32,23,6,12,31,10,5,33,5,21,33,13,23,35,14,34,23,19,9,5,11,35,11,8,7,19,26,7,12,21,8,20,6,8,29,12,7,22,5,18,33,31,14,8,18,21,34,25,13,12,31,28,8,16,29,17,11,23,9,9,9,33,11,10,32,25,25,6,21,21,8,29,32,25,8
"80",15,17,7,29,35,12,23,5,23,20,27,25,18,17,8,25,32,11,26,34,28,24,16,9,21,18,25,31,34,10,8,15,32,24,8,5,13,10,24,30,19,8,6,8,21,30,24,22,17,12,31,20,35,17,30,19,15,10,7,20,13,20,18,29,33,19,24,14,10,8,20,10,34,15,26,13,12,17,13,6
