"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"24",1032,2210,919,2303,2187,2117,1385,2158,849,849,1153,2037,1669,1561,2116,2240,965,1080,2011,2360,1617,802,1191,1845,1246,1129,1690,1455,1002,1723,1626,1503,1235,1165,1067,1301,1485,1516,971,1803
"25",2188,2385,1259,1276,2358,841,1959,2271,1802,1148,1618,2090,1559,1537,1497,1649,1124,1423,2143,1567,1226,1887,1015,1427,2127,912,2065,2105,2088,1892,1370,2102,819,2021,1608,1016,2300,1508,937,1211
"26",1495,2112,1095,1075,2080,1861,1388,1119,1130,2297,2090,1520,1079,804,1364,1335,1344,1764,1315,1865,1792,873,1400,1194,1035,1410,2078,1744,2214,1825,1526,1435,1510,1748,866,1309,829,1901,1650,974
"27",2209,1661,1833,1705,1176,1123,1654,1598,968,1886,1595,1476,1841,1019,1437,2089,1492,2129,1894,2067,2353,1001,1105,1433,2156,2211,2396,901,1566,1992,1056,1594,1959,874,1246,1919,870,903,1708,1717
"28",1785,1151,1001,2366,969,2331,1056,2277,1409,1906,1033,1173,925,2252,2138,1942,1758,1760,1694,1744,1009,1842,1554,2174,2287,1477,1542,2281,2328,801,1331,1053,2048,1123,2381,1552,2185,1075,1362,1290
"29",1402,1921,2275,1077,1375,2099,2090,1215,1202,1365,2035,1177,2141,1625,1795,1537,1501,924,2346,2012,808,1715,2319,2266,2009,1244,1022,1082,1580,1562,883,1909,2195,1315,1752,922,1331,890,1827,1059
"30",1643,1896,2181,1201,834,1887,1449,1634,1150,1585,2002,1454,1128,2385,1266,2376,1601,1577,1000,1020,1831,2116,1217,1818,2357,1034,1324,2049,1774,865,810,1620,865,1709,2160,2000,1681,1342,1769,1852
"31",867,1843,1277,2337,1566,806,1107,940,1000,1677,2315,2155,1846,1513,2207,2228,868,2333,1328,2051,1989,1781,1061,2320,1485,1429,1546,2000,1468,2126,902,1147,1662,1818,1288,1911,2167,1317,1306,2373
"32",1772,2136,1760,1029,2054,1715,2362,978,1298,1226,993,2247,2001,1868,1939,1160,1249,1138,1654,1290,1918,2200,1111,1755,1875,2115,2057,1283,1724,1067,841,1161,1277,1443,2342,1385,1875,2336,1796,1765
"33",1044,1155,2147,1189,1251,1218,2031,1918,2230,1422,1225,979,1505,872,1575,1486,1620,928,2238,2273,1055,2390,1990,2219,2392,1539,1011,925,1795,1124,1547,1862,1671,2377,1395,1595,1448,1396,2224,1775
"34",2187,1645,1820,1367,1675,1543,2003,828,1172,1790,1707,1663,1709,2351,1076,1466,1514,1587,1545,998,2337,849,1248,1423,1226,1209,999,1531,2379,927,1981,2080,873,1109,2182,844,2076,1398,2234,1505
"35",1115,1697,2055,1816,1195,2061,1062,1292,1389,1398,1490,860,2010,893,899,1294,1511,1570,1013,2027,2006,858,1743,2225,2101,2157,1458,1783,2082,2383,2288,961,1452,999,955,1353,1903,901,1142,826
"36",1184,906,2359,1792,1212,884,1741,1753,1915,2384,2254,1369,2127,1608,2345,2269,2384,2197,1591,1684,2274,1538,1745,1961,1274,1534,2170,1462,1718,2175,1626,1872,1028,1768,2171,1826,2020,1125,2175,1702
"37",1097,2321,1810,1680,1067,2395,1272,887,2190,1621,987,2267,870,987,1452,1390,1536,1469,1765,852,1425,1569,1797,1697,1396,1646,1597,1293,1652,1550,1248,1711,1425,1880,2201,2399,1664,1233,1433,860
"38",1552,1986,2331,1465,873,2320,1739,1877,1589,1538,2119,1431,1128,1515,2167,1525,2058,1390,924,1627,2315,1137,2032,1842,852,2319,1440,844,2358,1135,2079,1877,1761,1400,1448,1624,1986,1832,1405,1615
"39",2385,1875,1963,878,1330,2255,1818,1664,1461,2194,2295,982,1717,1248,2279,2040,929,2271,2364,2146,1568,2154,1071,2258,2101,1772,1814,1506,1326,1730,1258,1996,1665,1165,1274,2010,1068,1732,2116,1047
"40",865,2343,1252,1234,834,1062,1883,1807,1199,1334,1206,1060,2018,1280,894,2281,2258,1937,961,2160,2336,960,2085,2375,897,1151,2022,1083,1752,1381,1193,1527,1547,853,1753,1330,1536,2161,2054,1922
