"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"14",9,22,29,21,14,23,14,8,25,23,13,9,18,17,27,6,8,9,13,11,14,25,8,19,20,32,24,7,26,11,14,35,17,20,20,16,21,19,6,5
"15",35,9,21,27,24,30,33,16,18,25,23,35,34,31,35,18,19,18,35,23,20,19,29,15,35,16,16,29,25,27,8,29,25,35,21,28,24,24,25,8
"16",30,15,7,20,26,15,9,35,23,12,10,12,30,7,20,28,7,10,28,20,17,12,29,6,27,19,16,26,8,7,23,24,31,23,8,5,29,14,10,32
"17",16,18,23,8,7,5,23,27,6,18,5,19,35,27,23,7,28,31,14,24,28,21,28,13,11,32,33,11,16,27,6,9,6,13,22,32,26,27,14,20
"18",34,10,10,19,5,33,21,9,10,26,8,10,8,35,14,28,25,7,32,27,29,5,29,20,19,32,27,22,19,31,27,25,5,13,35,24,15,28,16,23
"19",5,8,24,7,9,33,10,22,15,6,22,12,17,8,33,23,12,21,24,17,10,12,15,23,5,25,26,20,20,10,8,7,13,6,13,17,7,26,34,7
"20",19,5,7,32,33,23,29,19,28,16,24,18,16,7,31,30,11,34,7,29,28,21,30,26,29,17,20,24,25,22,27,15,30,5,16,11,25,9,5,5
"21",13,22,15,21,32,14,30,26,13,8,7,25,13,11,8,16,25,20,20,15,18,8,15,11,28,6,28,11,12,26,10,27,26,26,27,10,29,33,26,9
"22",11,11,9,33,8,12,29,23,10,23,18,17,17,14,28,25,28,33,33,29,30,12,28,26,23,16,23,29,21,16,34,35,29,14,20,15,17,15,7,34
"23",16,35,16,11,18,28,11,14,24,13,20,25,10,16,15,33,27,6,27,22,27,28,7,17,8,11,10,8,7,35,30,18,12,26,6,11,8,24,24,20
"24",30,29,26,31,20,9,12,6,13,7,7,24,16,35,6,25,9,22,25,17,11,21,12,25,22,24,9,12,10,20,22,21,24,6,6,21,32,30,28,19
"25",34,20,20,20,6,31,14,27,15,32,10,22,15,20,21,25,13,8,5,30,15,30,5,19,33,23,10,17,28,28,20,17,7,14,24,10,29,32,29,8
"26",23,13,35,30,8,34,9,12,32,12,12,26,33,27,35,6,27,19,34,29,23,30,29,14,26,9,16,17,6,25,30,25,20,35,5,23,11,19,32,9
"27",26,13,27,34,16,28,27,29,17,35,5,15,12,23,11,24,5,11,25,6,6,12,7,11,14,14,23,25,31,22,17,11,32,24,14,33,29,8,19,24
"28",7,33,21,5,31,20,31,5,17,6,6,16,28,28,28,7,26,35,17,16,10,23,17,25,13,13,32,8,31,22,27,31,34,18,35,10,24,34,33,30
"29",6,29,29,28,31,30,24,12,16,18,13,34,15,10,7,16,17,15,9,26,28,31,11,35,15,25,8,11,24,13,5,33,14,13,27,28,35,25,13,35
"30",22,29,27,19,23,9,11,15,10,32,22,14,9,7,30,15,16,7,19,8,32,32,9,11,21,8,23,14,35,30,30,8,27,5,22,23,35,24,20,15
"31",35,35,7,28,33,21,14,12,20,23,22,31,17,24,21,24,8,16,7,28,13,6,11,34,31,17,17,26,12,34,32,11,16,22,8,20,20,12,20,11
"32",15,32,35,14,20,16,14,35,24,35,14,11,22,32,21,13,9,12,9,35,27,12,17,35,5,28,17,30,6,32,32,25,23,33,28,9,20,13,27,11
"33",16,27,21,13,35,25,28,10,24,6,34,10,7,17,12,17,20,24,10,26,29,31,31,30,29,13,35,12,32,5,31,32,33,35,10,18,11,26,24,32
"34",21,24,20,7,23,15,8,13,28,26,7,16,23,28,15,32,28,6,12,24,19,30,11,29,26,25,19,24,31,14,5,7,29,32,7,29,29,9,34,16
"35",7,12,32,31,16,6,5,5,14,11,9,6,33,6,31,14,12,19,6,32,23,8,33,19,18,33,13,20,25,21,26,19,26,34,26,17,8,11,27,35
"36",28,26,25,25,22,21,31,15,12,22,20,14,31,13,25,8,15,13,27,23,8,13,32,34,31,29,21,33,15,8,30,9,33,34,5,11,24,11,35,24
"37",26,28,33,17,18,32,7,20,29,8,17,11,14,10,27,12,10,17,10,10,10,21,31,6,25,7,28,12,14,27,32,33,28,7,31,15,12,31,22,35
"38",28,7,8,6,29,17,26,11,30,27,8,7,26,24,20,18,31,20,5,19,26,11,21,10,12,21,29,33,23,6,12,26,26,29,32,14,6,17,28,21
"39",16,5,14,27,31,27,28,29,26,33,18,9,29,12,6,32,8,22,8,32,14,17,33,28,21,20,9,17,20,34,6,6,18,22,25,11,21,28,22,25
"40",30,17,16,32,22,25,14,13,24,33,34,9,12,23,7,23,25,11,13,8,8,30,26,9,24,28,6,7,12,33,5,14,29,23,35,14,6,15,27,20
