"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"21",26,30,8,26,6,18,12,30,17,15,16,21,9,31,34,31,27,34,25,26,16,10,8,22,23,16,26,29,27,6,33,11,24,10,7,30,31,31,32,16
"22",25,10,18,34,26,14,11,20,29,23,5,19,9,6,29,23,26,26,18,28,12,23,25,30,33,14,32,30,28,10,7,34,30,30,23,9,8,33,29,29
"23",14,18,24,35,31,9,17,20,24,25,34,26,31,34,33,31,23,14,13,7,24,28,23,28,35,21,10,32,16,31,13,30,23,17,23,12,28,17,25,22
"24",12,10,35,5,19,9,6,15,15,11,31,23,34,8,15,7,20,13,7,30,5,18,10,11,35,35,32,8,7,21,18,9,8,30,10,16,23,35,24,34
"25",24,20,29,28,27,23,35,13,12,11,31,15,31,30,6,7,27,34,17,13,20,19,19,13,30,15,35,24,8,18,35,19,19,6,8,28,17,25,22,5
"26",20,29,15,21,32,14,13,33,13,9,20,32,29,12,17,29,29,17,6,23,25,7,29,32,34,30,34,11,12,9,21,31,21,30,27,33,29,10,6,6
"27",17,6,25,16,35,13,25,11,11,29,20,7,14,35,22,24,18,31,27,9,27,5,9,9,14,21,28,13,5,7,30,12,34,16,35,30,15,34,29,8
"28",5,14,14,33,17,11,15,16,34,17,16,27,9,29,27,30,21,34,11,23,8,9,5,25,9,34,16,14,9,19,24,33,20,30,22,24,8,17,35,35
"29",28,13,28,13,28,10,6,18,7,34,9,23,17,11,21,16,5,18,7,35,7,27,20,35,31,32,31,35,8,29,23,30,35,16,17,31,12,16,30,35
"30",30,28,34,28,30,27,30,7,19,10,26,20,18,26,31,6,10,31,20,11,20,11,6,8,12,9,16,35,35,15,32,29,32,13,7,29,26,16,19,15
"31",16,14,11,15,16,14,6,8,17,21,10,14,16,23,9,15,10,10,26,8,33,28,22,10,24,9,33,27,29,9,12,12,25,25,14,14,16,7,23,28
"32",8,6,11,26,14,30,31,24,32,22,17,27,5,23,33,9,8,26,21,32,8,13,13,34,8,13,18,24,29,21,10,35,22,5,31,23,6,9,26,23
"33",13,7,22,7,12,35,24,6,33,29,35,23,14,33,14,11,14,30,20,19,6,32,6,17,25,21,15,25,16,35,32,24,17,12,19,12,33,31,6,14
"34",13,6,34,30,32,17,8,12,31,11,13,6,13,35,7,10,11,5,14,21,14,16,22,5,28,18,21,16,10,12,18,20,10,30,10,23,14,25,28,17
"35",35,24,12,30,8,10,5,11,17,22,19,34,11,13,25,7,22,17,9,13,25,11,26,10,10,26,24,14,30,6,9,9,13,16,26,18,15,13,22,13
"36",14,9,14,21,21,25,5,14,15,14,19,33,7,9,18,17,35,23,5,20,6,12,19,16,10,8,13,27,28,8,10,7,20,16,34,33,35,12,35,21
"37",13,31,8,33,8,17,27,24,7,11,17,23,9,33,33,12,25,22,26,12,22,19,10,33,31,20,16,18,19,11,15,34,19,24,5,26,31,27,18,9
"38",15,13,20,27,18,17,19,27,27,11,8,31,23,34,30,19,27,7,13,28,35,14,23,5,34,29,34,10,35,12,32,11,9,12,23,8,6,17,33,9
"39",9,17,17,16,10,18,28,26,17,20,10,19,6,12,19,32,28,27,22,19,20,20,17,14,17,28,15,22,15,16,18,11,29,9,23,26,18,14,8,9
"40",17,26,19,27,30,23,29,9,5,23,34,27,17,31,34,24,15,14,35,12,13,28,5,27,23,28,26,26,31,18,33,30,8,13,30,35,13,20,23,31
