"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"15",666,324,278,717,331,483,372,310,243,620,416,263,489,629,726,389,628,319,553,378,520,514,369,260,428,277,550,295,274,346,283,284,242,208,377,799,574,623,572,204,293,652,673,309,769,431,637,748,230,656
"16",755,431,413,800,282,226,409,777,448,377,566,689,263,460,262,770,213,730,596,385,482,470,251,654,725,332,311,348,602,611,614,522,637,479,660,757,426,612,720,758,739,621,213,364,572,433,259,479,613,298
"17",239,652,514,798,485,506,714,288,540,320,293,223,671,673,663,371,758,647,685,427,619,454,500,312,248,647,456,758,545,600,791,381,227,489,282,348,314,510,713,621,217,238,645,707,595,798,628,211,286,396
"18",689,470,690,237,200,739,449,388,451,488,361,446,523,252,425,424,379,701,731,475,443,747,217,315,280,252,501,721,261,561,566,536,790,413,213,583,299,701,358,218,583,240,618,642,407,591,378,338,571,217
"19",476,661,444,625,211,687,314,724,635,377,740,699,598,638,800,282,711,307,246,661,402,407,341,384,318,431,685,445,259,720,429,592,250,209,302,672,468,583,438,400,479,723,458,387,212,564,619,438,259,705
"20",624,706,408,317,531,737,370,683,618,609,555,207,500,534,621,539,738,621,396,412,431,633,327,737,460,480,522,444,555,682,402,260,201,212,538,203,220,242,686,573,316,218,231,419,507,365,509,434,290,693
"21",576,534,765,676,576,707,521,255,205,385,348,600,753,516,315,245,327,244,342,344,421,640,708,442,398,239,263,685,791,331,746,706,750,688,483,482,340,481,634,365,371,762,485,655,765,775,776,293,563,340
"22",771,364,373,305,280,559,672,330,587,386,412,488,536,683,319,593,211,619,637,281,442,465,321,699,285,236,360,447,724,309,202,342,503,606,320,325,429,282,643,708,242,497,271,670,401,530,200,233,690,214
"23",579,487,720,408,585,527,387,522,503,255,722,471,628,653,454,531,509,680,396,494,552,792,800,575,223,465,725,672,757,485,292,237,634,389,689,536,778,531,605,360,564,482,692,216,247,481,743,218,713,256
"24",268,736,327,242,318,560,304,513,341,216,239,350,511,217,223,586,676,791,249,372,216,444,617,293,750,414,468,790,608,418,602,792,354,436,204,211,233,696,677,333,700,561,782,637,531,297,410,326,655,428
"25",439,293,415,625,630,476,397,617,291,719,635,725,574,217,580,452,761,632,557,700,488,207,500,616,656,330,795,408,354,453,560,392,720,774,659,768,412,782,213,579,232,273,269,460,294,517,546,614,429,470
"26",505,644,523,501,746,379,562,770,639,495,540,747,519,601,438,213,780,211,555,729,455,542,233,326,248,507,496,467,359,666,696,791,555,617,264,226,629,650,254,273,401,575,750,495,618,597,765,250,441,739
"27",576,284,395,662,544,555,458,304,583,466,661,527,330,548,702,495,495,307,419,313,453,425,771,395,579,635,277,700,210,704,229,576,490,754,442,668,788,560,643,222,683,450,536,628,240,421,376,742,406,287
"28",347,256,651,700,437,346,404,699,335,256,568,453,562,705,754,548,648,203,639,553,240,386,508,490,204,403,707,210,641,746,229,762,290,680,364,212,295,580,787,643,393,585,316,790,430,327,460,276,401,314
"29",370,693,347,655,238,737,420,658,547,554,218,773,667,292,633,758,622,770,704,399,297,271,243,494,386,527,376,226,691,395,796,416,566,233,323,355,782,595,668,628,377,267,324,272,775,317,203,466,335,558
"30",594,642,406,383,263,503,793,284,487,606,591,298,797,442,293,780,476,659,539,200,653,319,238,260,433,226,648,558,766,606,584,429,505,675,623,715,714,736,374,321,569,223,634,374,477,526,762,603,658,643
"31",442,661,642,543,742,483,455,484,565,583,443,327,277,299,751,249,612,797,352,600,371,616,263,309,590,546,443,686,774,379,443,707,403,270,232,220,753,573,644,601,361,358,551,208,515,351,533,335,532,608
"32",505,591,531,470,783,596,670,246,375,544,646,425,752,327,776,381,730,247,618,753,434,230,336,611,251,425,542,748,318,483,359,264,369,234,629,393,406,289,325,245,745,206,695,461,450,252,294,733,399,236
"33",397,277,575,240,320,638,468,731,544,743,690,236,561,565,563,427,410,534,501,437,703,220,470,297,372,421,584,387,249,521,724,284,778,528,392,345,638,498,228,790,414,742,494,724,221,356,465,754,558,446
"34",439,645,392,584,517,438,615,585,513,394,257,617,751,690,641,719,763,617,254,645,294,468,648,504,753,427,746,680,244,426,583,234,280,535,221,372,558,711,272,556,261,526,746,488,314,438,667,331,591,569
"35",404,496,502,719,247,394,518,250,642,341,348,631,249,585,722,716,630,216,224,227,305,519,229,560,755,624,728,516,676,655,332,359,361,750,251,297,643,441,365,565,396,340,237,354,604,333,490,322,670,596
"36",566,699,499,322,335,263,420,448,206,338,458,215,559,219,784,728,758,244,550,340,387,560,681,300,798,584,522,437,490,624,462,613,796,723,322,422,244,361,606,696,528,664,456,231,707,682,683,486,401,315
"37",507,340,479,408,491,266,758,709,758,264,200,559,595,680,630,585,759,311,628,737,556,408,376,682,796,675,300,263,712,218,237,753,764,408,570,616,493,418,581,602,238,702,678,598,326,744,319,772,726,350
"38",730,427,271,278,794,669,403,321,439,499,505,512,339,486,369,435,423,503,623,732,692,340,600,789,382,365,555,232,676,483,315,617,488,291,507,219,356,499,654,588,516,307,739,605,428,761,484,607,749,402
"39",655,433,792,201,505,746,549,447,247,566,615,608,270,203,215,655,686,542,234,564,469,469,324,711,756,703,442,305,206,486,261,636,258,343,570,347,728,427,390,242,612,531,214,432,390,604,626,377,385,204
"40",383,201,649,738,609,716,369,313,570,453,378,790,764,685,406,244,223,257,212,326,409,712,351,248,656,305,529,582,700,786,223,360,378,202,764,346,428,546,747,488,331,651,722,412,237,411,792,289,794,496
"41",670,255,310,483,696,266,398,231,535,679,418,227,716,212,616,618,381,287,394,496,496,352,665,489,644,340,640,584,321,506,542,314,466,612,749,603,345,664,775,385,571,500,714,405,705,274,537,502,323,385
"42",347,592,206,342,356,417,720,313,416,528,200,403,378,367,422,280,383,675,581,431,423,519,770,232,260,693,699,567,403,334,468,361,762,614,311,688,238,427,405,337,503,527,558,513,229,621,442,787,360,345
"43",698,780,257,609,743,300,456,481,790,360,437,742,459,572,432,677,535,583,450,456,616,396,413,619,480,331,297,329,742,663,694,535,799,631,242,208,358,246,416,405,285,518,766,492,511,697,328,676,706,216
"44",778,611,488,452,664,549,461,321,376,434,647,506,622,378,203,554,297,296,712,767,543,284,499,244,276,614,549,737,307,500,259,512,653,603,674,735,319,443,209,508,508,591,712,551,310,255,524,629,566,512
"45",496,710,392,528,474,675,477,276,212,617,293,446,559,389,325,314,332,251,649,475,502,714,666,315,257,754,352,615,215,442,208,722,253,416,261,757,321,341,409,596,676,267,612,204,779,733,295,483,737,675
"46",325,259,783,294,471,578,774,394,204,438,601,632,434,368,472,204,770,581,620,601,559,229,687,459,763,734,476,417,680,794,446,343,482,341,338,544,676,696,693,270,615,263,443,744,583,606,494,661,567,597
"47",276,254,434,408,504,480,339,663,621,546,330,531,756,576,547,426,751,437,743,214,613,223,305,674,490,431,556,390,569,522,740,528,492,304,673,451,724,746,222,414,536,553,457,408,558,556,605,574,729,310
"48",689,651,215,669,517,780,727,685,734,337,347,329,719,458,224,683,677,502,743,475,471,505,298,269,377,398,573,358,576,289,336,296,783,752,697,203,437,679,723,232,571,692,677,267,569,488,672,550,352,568
"49",552,328,318,584,429,290,568,388,290,612,413,294,732,666,282,611,560,375,547,459,775,280,654,409,630,522,473,213,787,370,450,597,744,369,288,630,741,692,213,781,766,723,789,208,202,593,234,574,710,338
"50",529,618,474,686,590,395,791,607,364,424,330,746,772,681,761,616,709,406,262,484,543,348,597,651,347,268,504,594,365,250,273,401,413,756,740,242,544,610,540,353,604,518,651,588,709,256,616,464,457,581
