"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77"
"23",35,25,39,23,27,10,24,18,42,24,25,23,32,14,45,42,22,17,13,40,16,13,13,17,15,26,26,31,45,34,27,22,20,27,49,18,11,31,44,12,20,35,44,39,20,42,18,41,36,15,27,41,13,26,37,21,22,19,45,36,50,12,28,37,26,36,24,35,19,16,21,42,24,31,38,35,12
"24",41,19,17,30,34,27,37,41,14,12,34,10,34,45,36,15,38,19,49,49,21,15,29,17,21,18,15,24,45,23,35,42,20,32,20,39,14,36,10,13,39,13,44,28,41,22,24,36,10,25,46,24,32,35,29,17,11,30,17,25,47,40,24,17,12,22,22,29,41,16,25,47,43,41,15,20,31
"25",37,23,22,33,28,16,30,10,20,50,46,37,11,18,48,45,13,41,10,49,31,29,16,30,24,20,12,38,27,23,38,23,21,34,38,21,29,22,26,48,27,42,20,29,19,40,29,40,10,20,32,30,10,14,18,43,44,47,43,46,26,30,17,31,16,27,32,32,37,28,12,50,17,37,31,45,16
"26",37,10,19,24,41,29,14,20,18,26,14,38,40,28,49,50,40,23,31,13,46,14,13,11,20,45,36,15,19,26,48,29,14,22,33,38,13,34,25,12,10,42,44,46,33,45,42,12,25,15,12,44,45,43,23,28,18,22,23,10,30,16,42,12,46,31,21,34,35,11,25,37,39,22,42,10,35
"27",33,32,20,24,50,45,31,30,16,34,44,17,26,20,19,17,19,44,24,48,37,31,35,11,16,33,44,40,13,50,12,10,39,41,20,43,23,22,40,38,45,11,33,12,36,31,13,37,18,25,36,40,50,38,41,19,41,27,20,15,50,11,45,21,10,46,15,20,47,22,33,37,50,11,49,32,23
"28",36,21,29,49,39,32,48,11,33,17,41,11,22,16,42,30,47,14,44,38,38,14,35,10,47,26,42,23,39,35,16,46,21,33,14,28,46,43,41,43,12,21,20,10,35,32,25,20,49,26,28,38,13,14,11,22,30,22,19,20,23,37,20,38,41,34,37,24,45,48,43,11,42,37,21,14,39
"29",50,19,12,39,35,38,23,14,28,41,28,15,23,23,43,11,35,43,32,43,19,36,12,14,16,35,49,23,42,10,15,16,12,45,29,24,19,14,39,50,27,50,39,14,12,14,16,24,23,30,10,38,29,27,17,16,46,22,36,28,15,48,20,42,32,15,28,39,34,39,47,42,11,20,32,13,28
"30",47,27,41,29,34,25,21,40,19,32,30,35,40,46,38,10,19,38,37,13,26,10,18,26,40,35,28,14,19,16,49,35,44,40,18,19,30,42,15,20,12,11,14,19,12,35,42,13,22,28,16,41,27,28,13,19,44,37,19,37,40,27,27,22,47,41,29,17,50,21,18,22,32,13,20,44,33
"31",14,34,25,24,37,24,36,50,24,24,39,32,50,43,29,46,39,21,25,24,36,13,17,20,30,35,18,22,27,36,28,48,46,27,19,16,14,35,43,43,28,15,49,40,32,46,27,26,44,28,33,49,14,33,27,19,17,33,29,44,18,38,31,36,14,34,43,50,40,27,17,48,42,34,47,34,20
"32",38,22,33,42,43,30,21,47,33,38,48,46,14,47,30,21,39,12,49,33,40,22,34,24,30,44,46,18,10,18,50,10,43,46,44,44,38,13,47,23,27,22,15,37,12,20,24,30,10,24,31,26,48,11,14,17,39,22,31,50,15,50,49,16,19,34,46,18,18,37,18,23,38,19,41,19,27
"33",30,36,25,47,45,36,33,18,47,42,46,26,14,21,30,33,46,11,33,23,45,44,11,29,43,26,29,49,18,22,27,18,12,32,16,41,42,47,27,20,32,33,17,15,24,13,31,45,46,50,10,14,18,28,40,23,48,41,44,38,29,22,41,17,19,18,43,34,14,13,29,14,44,37,44,39,25
"34",17,14,33,33,37,29,32,32,23,45,35,20,14,41,15,12,10,36,40,15,27,49,36,37,29,49,11,27,22,10,22,26,18,27,26,46,25,26,24,13,37,29,33,40,46,12,44,36,41,12,42,17,44,33,24,17,10,50,12,14,42,34,23,25,24,45,45,36,49,33,49,43,50,37,46,50,16
"35",21,40,12,10,35,24,11,31,25,10,11,15,22,42,45,24,30,44,11,21,45,15,45,23,18,29,19,29,15,44,46,30,22,37,26,20,14,10,22,38,18,48,27,27,19,41,24,10,40,44,45,33,33,33,37,50,20,50,14,23,10,26,17,10,28,28,50,14,24,47,16,32,50,12,30,32,23
"36",43,25,35,20,35,44,17,25,50,38,20,41,45,35,37,30,19,23,33,19,11,45,28,47,40,26,36,33,49,25,16,30,15,46,24,31,44,48,14,43,50,31,50,48,35,28,18,12,37,18,22,11,11,47,31,13,32,43,14,32,50,25,44,13,39,37,42,32,20,25,22,38,32,26,20,22,37
"37",21,44,40,46,36,31,42,38,31,50,33,23,18,50,30,17,11,16,42,48,14,34,26,12,16,34,50,22,27,49,48,29,19,20,32,13,29,45,34,11,21,34,41,28,13,35,28,50,11,20,22,22,15,33,19,37,25,26,44,34,10,46,21,29,31,32,14,13,32,12,39,20,31,49,21,21,21
"38",18,35,19,12,46,42,15,31,34,43,36,12,23,28,35,46,35,42,19,36,48,31,30,38,24,37,26,42,24,41,46,13,46,34,47,11,16,42,20,17,18,46,11,38,43,23,26,33,36,37,19,47,21,39,38,26,25,13,41,36,32,24,44,38,41,10,36,17,21,39,41,23,34,19,11,15,33
"39",34,50,31,20,46,26,39,47,20,10,17,12,14,41,40,31,40,16,49,30,17,29,16,18,18,45,36,21,40,44,37,25,43,42,24,20,11,45,30,45,33,30,23,43,47,24,34,39,32,13,36,27,35,30,11,29,17,28,28,12,23,15,21,34,29,17,45,14,45,30,45,32,11,28,50,31,41
"40",50,35,44,29,18,39,33,47,32,34,17,38,28,48,47,47,12,41,21,40,49,26,45,50,18,30,45,41,34,21,33,42,49,39,49,19,12,39,48,47,29,12,35,15,38,22,34,26,46,40,27,46,24,42,44,39,28,17,13,33,15,50,42,48,40,49,33,33,42,37,15,37,41,27,21,36,36
"41",15,18,39,25,41,50,44,35,18,46,21,34,11,32,18,11,21,36,34,49,49,21,42,21,16,31,40,35,23,33,27,50,11,24,11,35,15,48,33,43,11,47,40,32,37,26,45,46,40,30,49,24,37,30,35,33,45,10,19,23,22,39,48,41,13,35,24,40,44,10,39,28,31,49,30,10,30
"42",33,27,12,32,38,29,28,26,27,10,29,50,48,40,29,23,37,25,10,41,12,25,19,41,29,20,40,20,32,29,19,26,17,20,47,43,45,48,11,36,43,37,46,20,23,31,25,24,18,20,28,26,16,24,44,23,12,44,20,32,26,31,32,22,46,33,24,50,35,32,24,35,19,17,28,42,40
"43",44,29,10,50,25,16,47,29,28,20,15,37,12,46,31,13,38,23,38,19,34,15,41,30,27,31,45,45,47,19,33,42,50,31,46,27,26,21,12,24,11,26,25,50,40,31,23,38,20,13,46,41,43,19,30,17,30,31,16,16,28,10,22,40,18,13,14,27,46,49,30,46,44,40,30,23,30
"44",42,39,42,20,28,35,32,14,22,29,41,39,43,25,34,28,49,50,45,30,34,27,41,35,14,26,33,39,10,36,29,28,32,39,41,19,27,10,38,33,19,49,11,39,35,22,21,22,12,41,38,32,22,22,39,44,18,28,42,11,49,23,19,40,40,29,21,22,36,43,26,25,23,13,16,24,39
"45",48,11,44,44,18,22,34,22,38,49,24,48,49,31,43,30,36,46,10,16,45,40,20,11,48,29,16,18,15,18,16,32,33,29,31,13,16,49,21,14,25,14,47,45,32,36,18,10,47,17,50,34,37,46,27,50,36,11,27,31,26,13,20,39,37,25,30,26,12,39,16,21,23,16,22,45,41
"46",47,27,25,26,13,47,15,17,35,28,35,45,40,50,20,14,44,50,49,17,43,14,14,23,20,10,23,50,31,16,43,11,36,43,35,38,41,44,27,27,20,11,10,38,35,42,10,40,30,31,36,31,35,18,23,29,22,42,10,44,20,49,44,35,17,20,38,46,20,22,47,42,48,34,24,35,45
"47",49,22,15,30,34,37,38,12,25,47,13,28,38,37,33,31,18,43,18,17,26,26,39,20,39,30,12,29,38,38,26,36,24,39,25,46,12,22,34,29,16,29,13,18,20,38,42,24,16,24,11,13,44,13,34,13,27,21,21,44,40,33,36,34,11,32,47,34,12,33,48,33,43,43,44,19,49
