"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250"
"39",12076,8606,9578,11952,14237,10461,8998,8539,9667,12020,8171,11473,6442,13759,9100,13843,9503,13790,8535,14999,11557,5602,13835,10221,14445,8151,13867,9341,9253,8742,11349,10367,9635,10606,5558,5801,8548,6591,12042,13607,8163,14437,13069,10272,13569,9028,13337,9721,11896,11328,10715,13217,5360,13778,9460,8665,12533,14892,13264,9888,5158,11730,11673,13199,11664,5313,13793,12767,7445,11921,9620,14607,14072,13898,14730,5496,13641,12283,10950,10151,6021,13121,12274,10105,10259,6787,7920,13785,8019,13487,9795,9755,14368,14703,13633,7553,6880,12585,8882,5336,7225,14904,13436,14671,9966,10820,12540,6566,10878,5943,6804,9092,10171,9443,13392,6665,10699,11919,6930,10562,14658,9445,7938,9989,6419,6382,14461,6549,12202,9996,14928,7443,12986,7841,5599,12512,6739,13892,7006,14226,11840,13495,14092,11732,5835,11901,8273,5515,13409,8860,8268,12827,7825,12017,12641,14697,11845,7430,14913,13144,9413,12819,14347,9115,14158,14025,12072,11793,9454,7536,14785,12839,6125,6603,11586,7174,6397,14104,12971,5838,11543,12364,10129,7098,9544,5483,10482,6936,10007,9825,13754,10619,10230,6089,13171,5943,12418,7338,12970,12067,7688,8906,13880,11158,12764,14189,13838,7303,8557,10118,12890,12182,10930,13010,6138,11123,12055,8646,7247,13193,9487,10115,9451,5424,7328,10349,10935,14183,5046,6618,6883,12654,8540,12295,8675,7087,8517,14941,10128,8962,12984,8719,6821,12477,7540,11740,7568,11055,10101,10397
"40",7722,12328,9155,9540,6470,11629,11448,10836,11898,6011,12908,8097,13198,10105,11918,6481,14474,13074,13436,6950,8083,11095,8227,12397,5839,6753,7407,14020,14459,13744,5482,9331,13403,9655,5981,7947,11156,8482,12059,7591,5599,14371,14579,12319,14462,8906,10437,10229,7522,11933,5030,12746,9385,6250,12460,10249,5809,8246,7296,10182,12095,6596,12210,9805,6447,7442,11370,13930,13017,12034,11580,12417,12704,9003,6288,13498,7453,8376,5319,14449,10551,7836,6160,9221,9525,12212,10917,11993,9217,7003,9556,5240,7314,13482,5532,10189,12077,10032,6246,8062,8299,11574,10778,9311,13623,6633,8072,12254,9548,6122,9905,11112,11185,14711,10983,8609,9891,5781,7729,11018,12035,7243,5897,12606,6912,7876,13532,10379,12953,5536,8523,6928,7988,5538,5932,13247,9356,5798,9287,6947,12610,11231,13374,6580,13654,13105,14911,7577,13546,7484,8582,6859,8575,11215,10980,5192,6547,9959,5430,8992,10468,11907,9099,8345,5074,14374,12646,7295,11165,8299,6270,6699,11380,8796,12972,12525,13539,13821,10370,6402,12916,9325,11070,9293,8267,12199,11937,9745,11438,10733,13285,5018,8423,10976,7729,11182,12433,10154,13618,11532,9777,12477,12743,6728,13293,5888,13448,6376,8162,7573,6015,7878,5896,6519,5775,6328,5423,12987,13413,13518,14537,8411,6989,9799,5886,11376,5727,12972,14853,5445,11068,11721,13976,9181,14407,10334,7745,6442,7076,10946,11707,7937,5423,12150,13331,10525,5571,10899,9263,6868
"41",14703,7843,11469,10402,8142,11833,5893,12823,8835,7389,10608,10751,6730,8333,5705,13406,9329,8539,11552,11526,11095,14377,6990,8489,14764,8211,8679,13818,6127,8060,11697,6746,5958,6279,8007,5135,9044,11367,8449,9388,10679,14171,11808,9682,5649,6287,13016,14085,8328,5790,5518,8500,9380,5841,9790,12189,7998,7881,11732,14636,9352,7712,11912,12904,9057,12345,13614,6860,5137,7043,10261,6459,8712,12403,12952,13590,12218,14609,13114,13472,7139,9770,12136,6846,6402,9592,12272,5274,7875,13644,5830,14055,7993,8972,14125,11866,8023,7769,9073,13891,9522,13950,11361,11010,12465,6836,12483,8786,10867,11879,8104,7185,7220,5735,13415,11753,9981,14091,9118,9515,10851,8874,5717,14717,7814,9014,12980,14530,8873,7582,8383,6904,9311,9290,7503,10502,12063,8245,5849,7612,5198,12761,9833,13387,9125,12929,7809,13958,7654,14175,6223,9788,11043,8498,6399,7803,9057,13077,14404,10440,11269,7522,6287,9514,11117,5862,12763,12935,14492,7425,14671,10499,7877,11484,12268,10264,11679,7593,6851,12199,7148,5272,8707,14442,11872,10490,9313,7416,14465,7261,10922,7423,10262,6492,9516,12441,10711,6244,7615,9153,13371,14430,6959,9725,8169,6125,11826,10562,8460,13660,7207,8485,14810,12233,12083,13710,13651,7050,7370,6884,6225,9171,11060,13290,8443,10329,5026,9528,10516,11684,9941,13937,13021,11283,5464,11954,13480,10999,6970,10047,9442,11854,11539,9510,5293,6776,12327,8417,8220,8163
"42",14132,13173,8837,11663,12379,11303,12149,8402,11595,5160,10467,9010,10257,9709,7189,13265,9558,10555,9937,14916,10755,5523,14119,12167,10603,12143,6571,7296,7488,6115,14199,11826,13793,12184,7013,8730,12997,12474,10954,6777,13349,14737,14171,14864,6069,12827,6808,5512,7976,5868,14635,6562,12975,7105,13719,11344,10192,7318,6672,9401,6274,11114,5452,14651,6610,11944,14646,6251,8031,5133,8135,12420,11439,12671,6087,12258,10439,5462,12467,13089,8723,14880,5110,11988,9188,7676,12443,14838,13470,14956,13580,12266,12991,12614,10036,5289,10347,5459,11441,7654,11058,7698,12548,13589,6261,13341,8282,10443,6359,11791,13907,14608,14494,5130,11127,8008,9163,13493,5393,6295,12960,11139,10535,10193,8298,14621,11105,7363,9310,13359,11210,11236,12698,10725,10885,14125,5036,6118,8228,12343,12782,6511,12581,10614,5878,5307,8182,11568,6693,11725,13342,11956,12234,8192,14977,7175,13808,6981,8802,13519,11745,10688,7693,8795,11435,10043,5054,13682,8047,9795,10468,11001,13573,5355,14279,8228,5455,6320,7426,8545,12897,9973,7647,10481,13620,14248,10358,12135,14848,11052,10335,14119,12849,9468,12894,11651,6366,10535,8504,12044,12287,14239,5119,6607,9271,13549,6030,6989,6236,5390,6584,12821,5648,9352,14697,10565,12776,13521,12377,6494,14995,13396,10839,6132,7866,14552,13843,11998,12467,11034,7607,9807,6370,11528,10890,13535,12199,10812,14394,14741,8732,8639,10836,13669,6040,9627,5888,7224,5143,8865
"43",5005,11741,7489,13179,11813,11278,9235,11129,11120,5770,12330,13013,14496,12335,11383,11977,5441,12725,6245,12895,6335,10383,6000,12907,5825,5490,6493,8118,13213,11032,6343,8903,8897,6399,13524,8779,10526,6309,5017,9442,14467,12145,10088,10529,12054,8838,14148,6998,7965,7029,13000,7851,7788,10904,10910,13795,5025,11535,5697,12384,5184,6234,5291,6149,7919,8001,14610,11471,12101,11831,14889,8306,9416,8775,12962,7768,13349,6217,14783,12310,14287,14778,7526,5312,7387,12323,5819,7431,12597,12916,11400,9729,6459,13812,5438,9438,6959,9144,14908,11977,10779,14655,13965,11782,10949,10506,12279,14587,12473,6344,6461,11355,12556,12482,6268,14380,7258,8865,8776,10741,13477,12673,9931,11034,9746,13556,14594,13135,12675,5060,12826,7430,12442,14885,13050,6098,11737,14853,5264,12277,5860,5885,13206,8737,13062,11127,9524,14855,13444,7028,13577,5384,11835,13936,6936,14619,9846,14281,5792,5505,14563,9345,8856,12055,9938,13621,8465,14929,14190,5423,8592,8665,6538,6534,11652,12809,12794,11776,6199,6083,14959,12369,12304,9354,7494,8331,10823,7840,10920,10095,5685,11382,9054,12622,12517,8391,9761,10765,11686,7950,5560,7763,13320,6386,14233,12556,6588,13421,12303,13349,5996,12665,10538,12465,8043,9219,9674,10492,11874,14656,9254,9360,6080,14479,10893,7819,12197,10109,11082,11658,6184,13046,6350,12549,12896,10356,13392,8176,8096,9287,6642,8089,8126,7092,10450,13746,13273,10761,12392,6902
"44",12363,8809,13755,7399,7709,14620,14075,10988,5076,12749,10327,7616,9700,11672,11239,5283,7974,7498,10658,12436,7518,7101,9840,5869,6689,7914,10389,13117,14748,13890,8366,6320,6007,9619,14573,8240,10727,10218,8594,6864,9687,12542,7701,11579,11906,13824,12639,14702,12474,5391,7080,14275,12246,7448,14001,5458,7998,14328,12272,9228,8624,14726,12413,12126,9271,6649,13315,7918,14609,8242,11832,14729,7211,13163,7917,13702,9767,13287,8609,14562,6062,5343,11930,13037,7009,8093,14571,8689,6177,13423,6554,7090,7190,6096,12924,11840,9720,6433,14132,6009,5500,11966,8429,10666,6960,11255,7855,9194,12151,5971,9873,9227,8353,6970,10989,5193,14612,11633,7228,8661,8111,7312,12711,12425,14648,6249,14423,6129,8633,6250,7625,12617,7960,13429,5792,10025,12186,6586,13877,8187,14176,12070,6330,7321,13003,9128,5542,11858,10088,12805,11721,10100,9762,9679,13646,13361,10067,14104,11177,13978,8782,8121,11931,13279,10659,6863,6175,11007,10173,12311,12041,10925,10751,14771,6501,13022,9955,6767,6684,10420,13023,7851,5881,10766,12078,12149,5626,5765,8395,9039,6598,11315,8979,11858,13697,5888,11447,14370,12130,5882,11775,14772,7247,7822,12565,9451,5088,6625,5993,5819,12001,6464,12279,5042,14980,7847,7085,5397,8600,6157,9256,12101,10863,12073,12067,11559,11511,10664,12260,5434,5262,6745,8382,9048,6334,6168,9548,8727,13129,13549,14920,7925,14663,10243,5096,7470,10161,14542,5718,10037
"45",8839,14128,12766,8881,12910,10689,13818,10065,12411,5860,14065,14521,13487,11498,14836,11992,9490,8422,8819,9849,11699,11557,8678,12348,12211,10299,12155,10273,7003,10580,13793,13860,11571,6591,9123,8005,9096,13016,5033,5662,11806,7268,14264,8974,12167,9245,9874,6908,11903,5428,10110,8848,12233,11138,8238,12881,11580,12837,9174,12622,9283,5779,13792,11938,11477,6646,10532,6693,6223,11956,9179,6968,8024,8540,14781,11760,13269,13089,14291,12300,6456,10481,11246,8406,7242,11440,8691,11424,7728,8017,5211,6548,10658,9031,10070,13775,10675,14740,8651,11682,7380,7992,12729,12447,14036,12944,6031,12179,12450,7977,13679,5569,12518,8716,8114,5127,10951,5294,6272,6774,12128,13794,9386,8749,5812,14131,5583,10033,11380,8423,7163,11756,14758,13150,10701,11912,14522,7265,7774,11503,7711,8635,9308,14016,12328,6872,14218,8864,14999,5562,6727,5876,12687,5344,9543,9460,13852,7569,13348,11090,5518,5995,14045,5864,10834,11293,5816,14949,14021,14808,7067,14170,13366,5436,7508,10208,7040,10306,6632,13843,11707,7513,12520,12472,11939,13343,7644,8105,10470,5861,7182,9055,10630,5089,13925,7848,13218,8724,13422,13710,11230,5081,10700,12106,10832,14848,8988,14764,7044,14986,5347,5239,7709,5509,11197,12641,12068,9137,7108,8506,12458,10392,13088,9954,8650,12431,12059,10915,12145,6066,11990,14347,8226,9058,8550,10652,7624,8105,12411,14956,6394,11543,5976,9945,6953,5694,10456,6434,14062,9594
"46",14911,5242,10860,13250,9034,7549,13931,12833,7427,8239,9480,6198,10284,7649,13734,14225,13004,13378,8574,5171,10256,14606,6163,9545,10630,6213,11038,12721,12320,6850,5582,6015,11796,9103,9608,11161,12057,8625,5312,10525,8591,10292,6292,5433,10952,14132,9772,12726,6573,8306,9394,8031,6027,12889,6980,13874,10028,6023,14972,6120,11467,11842,6065,9869,8482,14534,5347,13066,12077,7835,14522,8846,9187,14372,12582,5904,12916,12853,14616,6075,12599,8854,6352,6722,14869,5269,12509,13306,6184,13924,9766,5327,8385,8701,10351,11586,9417,8834,8559,9312,6530,13993,10004,13846,13707,6785,7553,5222,8439,7139,13262,11286,12220,9715,6034,9498,5230,13770,8868,13552,10919,10330,8587,11234,10041,7037,6331,5618,11478,7644,10398,10350,5194,14166,13243,14674,11105,7538,14194,9906,9079,12626,11781,9447,8387,12568,10910,14351,11104,13268,9758,9426,10944,10402,13903,14187,7440,14833,13202,7283,13070,10560,5121,6556,13563,13101,6991,5415,8509,5747,11556,10653,8350,14235,6802,13083,10851,11671,14475,14481,10749,5978,8639,7802,6558,11895,13708,14812,8616,9833,14605,13465,10963,13893,11640,11756,7556,11291,11196,8054,7132,8050,10156,13068,7982,10071,8638,11246,10219,8920,12810,9719,5274,5818,13430,8271,10589,13549,6287,6366,7048,5237,11649,14326,14886,12943,5181,8964,5259,14856,11146,6943,10807,14562,14872,12601,10029,10293,6853,8829,10851,6884,9640,13498,11001,14502,12531,10137,6472,7062
"47",9936,6835,8069,10212,8031,7613,6211,10512,11781,12478,14923,5257,6784,12645,11107,8277,6801,7058,11922,7260,7757,9322,10758,10080,5052,7288,14946,6319,5698,6102,14186,12215,11678,9088,7200,13140,6817,14436,9999,7140,5254,5032,8889,12847,9354,14015,11359,6150,8124,7833,14135,8422,11210,5245,10720,13088,9154,10302,11352,7213,10405,7941,10243,8550,8875,13515,6826,14593,10663,12948,8005,7189,12922,9924,11156,6778,6280,13018,10163,14565,14015,12558,14726,6685,13780,10688,13548,9626,14908,13682,6887,6349,14731,11523,7537,6600,7305,12875,5899,13516,14687,8612,8835,8679,6655,9033,12578,11517,8870,9257,5534,9917,12639,5939,10495,11778,8838,6072,6842,12119,12254,14125,8627,6636,5543,11935,5167,8081,9922,12296,5376,13249,7959,7134,6746,7702,7828,13564,10133,11160,8458,10971,13172,13193,11900,12609,6276,8806,13414,14323,9291,14405,14635,8747,8880,9038,6933,8035,14824,5947,12043,12985,5863,8392,14084,10441,8143,8467,12925,8111,13995,5647,12261,14267,8991,8571,10018,9497,8970,11296,10779,11594,7220,11200,11979,13321,7021,12888,11828,7360,11014,12564,10974,7952,10151,10316,7229,10893,6470,14079,11093,6569,10303,9233,11815,14323,9072,10499,13409,7937,5459,10007,7685,11477,11692,6930,10312,8806,5270,11385,5081,14897,14217,11096,7132,10651,11787,5423,8794,8771,9160,12175,6728,13307,9995,8163,9818,8367,12630,11984,6171,9905,8759,7891,9766,14464,11898,14734,6064,7645
"48",11664,13408,9257,5846,5105,6152,8730,6659,10293,7634,11600,7660,5218,14682,8383,9743,12091,5247,13270,10901,14677,6141,14255,5971,12180,10537,5120,8686,13622,10825,11060,14439,6437,9498,11882,8206,5412,5450,11814,13549,5739,8680,9841,5725,8166,14725,11082,14842,10443,14498,6690,7664,10315,8776,9764,9478,9924,14181,11316,10069,13970,14413,14800,5263,7299,10337,13106,13730,13465,10106,10321,5005,9675,13698,10486,11770,14079,7922,8124,10192,10379,14893,6573,8771,11714,10743,5370,13491,7571,12035,14590,12716,11885,7926,8234,12412,13526,6877,10326,10341,7717,8613,14508,9245,7211,13779,13211,14808,10837,7028,8958,6719,10625,5775,9433,5000,13038,12552,6641,9253,7755,9485,6148,8326,10527,12385,12682,14276,8410,10513,14581,8193,11862,12058,13868,10488,14913,7597,11224,6969,13983,9036,8115,13118,6123,5227,14442,13104,11183,6223,6909,6306,10155,6132,14919,10046,5102,6344,6602,8193,12174,7563,14698,10600,9830,10051,11572,12134,5282,14643,5007,6850,8567,11073,5392,13378,11227,7743,10489,10721,13556,14240,11431,12867,5908,9198,13564,11259,5765,10843,6977,8692,10673,9769,12591,10558,5777,10721,6244,10672,5953,7223,13841,11635,8144,5308,11289,8853,10491,12078,8344,12955,5091,8489,9523,5329,9775,6591,10227,13507,9567,7887,10981,5019,5751,10647,7600,9449,13118,13160,14823,14975,10965,7160,9309,6094,12099,7892,11098,8959,12068,5221,12309,7785,12883,13137,9802,5439,14457,9303
"49",6190,9539,9294,5300,14896,5949,10811,12661,12974,10255,7864,13159,8129,7555,5684,12751,6206,5998,13011,12613,14751,11554,14520,9567,8015,8820,13896,7439,6814,6742,6056,12552,5603,6802,12348,12851,5258,13846,12845,8695,5172,11063,8919,8885,11538,12521,12893,14203,13933,10874,5820,13849,13535,10322,7583,5046,13360,10733,13086,5732,11610,6795,8252,14295,13666,12604,13473,5375,12091,11145,9710,8902,8232,11163,11343,5939,8761,14393,12982,13380,6560,8635,8012,10402,13911,5273,11016,8555,13221,8203,11714,5135,14378,9196,13328,10627,10926,14030,13076,9489,5126,6964,14291,8200,8857,5663,8569,9265,7083,8804,7772,5178,6709,5871,13943,9002,10789,9455,12882,8622,12727,8935,14081,14934,5815,11759,7881,10618,12996,11980,8669,11701,14142,5681,5340,11385,6445,9264,10620,13195,12457,11646,8998,8734,12174,8967,12697,6606,6324,6729,6396,9529,13252,7327,13782,7551,10836,8089,7688,10509,8594,14631,8277,13658,9389,13371,5335,7590,7475,7212,11646,9396,6622,9808,14410,14469,8174,10593,10549,6112,13160,5727,12962,5161,14080,13723,5193,8438,11909,11660,5879,14644,6886,6734,13822,9813,12425,12051,7206,7789,12263,9798,9709,14451,14717,7714,8963,6502,13190,5886,12320,8413,5887,7233,9532,8133,12315,9939,8047,6416,9536,14696,8626,14525,11566,13223,7734,12881,13523,14829,7850,7395,5223,14254,6755,7080,12311,11151,9477,7828,13521,11587,5795,13959,5379,12240,9110,9693,8054,8535
"50",12329,7669,10017,7554,6470,8565,9873,6123,14378,6852,11850,5457,8611,12712,11245,13135,6292,10990,12072,5255,10075,10088,8568,10987,13754,5599,9465,14155,7886,5449,13943,7263,11823,11281,11949,9225,11989,14938,13716,9992,8726,13271,10478,12475,14537,12717,14742,11292,10799,12667,10914,9349,12297,6970,10121,10118,14288,5547,14018,8308,14958,8086,7908,6360,9637,7942,7951,13424,7482,14257,12406,11310,12118,10245,12239,11659,12264,8903,13028,9588,9743,11653,6782,11283,9071,8313,7616,12917,5525,6597,8359,7764,11088,12127,12339,12196,12455,12166,14202,14665,5599,9405,12596,11426,11735,7272,11848,10241,9326,6491,6279,6397,14299,14898,11002,6688,9945,9719,5187,8424,5114,10564,11133,13372,14169,12605,7201,11770,7982,7660,11430,5797,12668,11669,14939,9155,9799,9849,12975,9495,9709,14498,10059,5620,11205,8847,8791,10787,5223,11746,6912,8608,6656,12528,13993,8914,13688,8898,5399,13903,9459,11269,9749,7215,13735,5102,12017,8316,13951,9893,12707,6368,8511,5382,7783,7755,12694,11359,13507,5721,6066,6014,11914,5059,8208,10012,8063,13611,6074,13047,12445,9505,13223,9943,7670,10530,8564,10041,10273,12917,9743,8577,9192,6310,7383,7696,12031,6719,8796,13832,6885,7356,8332,5155,12079,9686,11465,10316,7120,11478,9549,12729,6498,9706,10953,12666,13849,10392,14709,5940,12649,5950,7342,7169,7209,9174,14881,12790,13342,6841,8578,12139,8302,14389,13058,14540,5797,6188,7912,10133
"51",9430,6106,6942,6158,7617,5321,5800,5758,11210,12031,7343,10368,9614,5208,13865,5836,11255,10930,13331,7955,6521,7580,8669,10066,13487,12273,7815,9239,14699,14349,9559,12787,10068,9154,9952,8736,6280,5627,8612,8494,5886,8327,11417,13253,6233,13377,7826,6592,5796,10222,6057,14772,13096,7474,14523,5473,7423,8812,9762,12623,10824,5194,9688,11509,14189,12135,13196,9728,11635,10196,8068,14426,11879,12614,10639,8768,7484,7525,9317,9440,11190,14208,8079,14093,13488,5510,5990,11274,13899,14323,5742,11673,6442,6430,13561,10628,13495,12684,9813,12563,9611,9235,7884,9084,10096,11353,12164,12859,5402,9472,14016,14293,7984,12590,5645,6225,7702,5445,7733,11350,14910,6415,7147,9800,8256,6496,11656,7947,9949,8432,11146,8146,6951,10502,12813,6333,10362,12896,14134,8049,9919,11440,6696,5352,5354,14540,13402,11926,14910,11723,11822,10495,5991,6272,12374,12252,13064,10010,12210,8064,14826,13606,10509,12155,13857,5456,9552,10213,12421,12721,10548,11249,9869,6070,10821,10939,5541,6631,8325,6408,8676,8530,10999,7906,10453,11991,6313,11612,6459,12203,11821,13581,5102,9189,9884,10129,5049,14303,9863,12216,7434,12763,5871,6883,9130,13767,11458,8827,6944,12390,5585,10146,11320,10770,5692,8532,7568,12894,8426,11792,8065,6762,14336,9002,8781,12877,7741,6363,14172,13755,5526,11504,6633,7546,9688,8927,14869,13098,7578,13732,9862,10957,9564,12277,13977,14834,7944,5962,13621,10366
"52",14434,5618,10509,13337,7011,10936,9896,9763,8136,6019,6754,5621,8032,10437,10345,5516,10419,10890,13478,5934,5542,6675,10623,11390,12432,14716,11815,12015,5134,11463,6971,12081,12706,5336,12742,7701,9406,5277,7582,8444,14499,7627,12543,5338,6837,5020,10612,9682,12492,12809,6063,7930,7619,9626,14249,8716,7394,11678,5948,6618,13573,6558,8234,13369,7463,10303,14052,8305,13699,6730,8573,6935,8102,13114,7798,11041,11983,10996,9662,13345,10198,7152,12959,13884,14635,9445,7906,13587,7392,11517,12987,13396,12395,12615,8757,8926,14061,13554,11090,6341,11953,8202,5627,11984,8408,10107,5606,11059,11318,13814,9791,5297,6202,14659,14088,8069,11956,7248,13878,12113,13302,14661,14440,14263,8298,7001,6302,13536,12285,10072,7150,14946,12782,9811,11017,10536,14375,9134,10270,10110,14645,12287,12515,10049,13710,9198,7237,12732,14655,8685,7256,12558,6451,7641,5448,10405,12650,6256,8008,12605,5704,9180,11734,6923,8750,6968,10446,14520,6658,12520,9294,13381,5714,13796,6979,14146,12134,8978,10055,10021,6542,9604,12949,6846,7337,14952,11911,6876,14183,6213,10809,6697,8895,7045,9157,12963,7657,5183,10977,7250,14840,7551,6295,9360,9770,13637,13316,6240,8963,5382,8170,8246,7317,12750,11196,5375,10586,9842,13731,8424,7765,9201,12301,11856,13657,8900,10547,9975,13894,12262,13087,5445,7140,5398,8545,14944,7025,12415,13918,8501,12424,10909,7393,13959,9692,14691,9831,5275,6322,14195
"53",8520,8526,14066,10066,6930,6497,7896,9740,10763,10964,14738,9858,10308,14955,6937,12243,8235,9246,9633,11572,11997,7270,12033,14111,9117,8238,8113,5712,14912,7534,5717,5603,13909,5812,11150,11013,5914,6091,6826,12270,12585,8080,13075,14331,6488,6990,8285,8921,6962,8184,12104,5365,11574,13691,8286,10332,14714,7836,8257,9030,7591,10203,14486,12477,7794,14637,11565,9121,14146,12046,11248,14805,9983,6290,10061,8387,5377,10671,13883,12428,12499,9961,5904,9844,13548,14363,7489,7560,6014,11663,10498,11908,5290,7847,12390,11884,10388,5212,7176,14862,12036,8620,14997,12496,14667,10137,9252,13976,11231,8712,13023,13338,9458,11516,6667,13826,11430,5097,8861,14310,7324,12489,10266,10898,8024,9385,11113,9681,14653,10661,6268,12984,12189,12319,13109,10208,13793,6305,7821,6418,11112,9239,14198,7752,14620,5717,7859,12581,14202,8100,8688,11633,13612,8188,14806,8856,12199,11336,9283,7894,8558,5455,9309,13204,12131,7750,5254,11673,14963,11479,8000,11915,13228,5415,6270,7536,12446,9183,13401,7882,7825,11105,11813,8089,9929,10627,6332,14184,6361,6099,5348,9088,14807,7122,12952,12387,12842,9730,6928,9656,5825,8421,11473,6961,14944,14924,9743,5689,10751,11701,6994,8999,6714,14036,10446,14036,14977,11991,13274,10822,14607,8470,14161,12718,11241,10780,6218,7032,6372,6110,8522,10621,5800,13325,7233,11188,7448,7023,13536,9430,9532,14461,8257,11843,13852,10441,6377,11399,13607,10414
"54",5871,13489,14937,6243,11708,6843,5927,14460,13722,11062,9355,6920,8866,6696,7976,8806,6342,11895,12054,11577,10794,13647,8892,7081,8516,14366,8603,8481,14566,13931,10888,10833,7073,9592,5022,9487,6171,8074,6463,10397,14349,8314,8651,11762,14743,7775,10168,14193,14676,7860,5397,14750,11932,6144,7833,14491,8223,10087,5227,10710,6002,7269,13369,7195,12027,9062,10089,10906,14231,10064,14291,10134,9151,14087,13067,5430,9767,7377,10669,10901,12659,14653,11120,7737,10161,10210,12368,5543,13171,9556,13137,11495,10335,8633,10177,5215,11743,5642,11312,8548,6815,8544,12517,11784,13724,13293,7507,5193,7630,8099,6811,12061,13488,11395,14950,5085,7179,9183,14657,8702,11991,12160,9424,11427,8672,13256,14321,5702,14324,9755,9924,7231,7527,5765,11076,9302,10184,6437,9845,11963,8512,6396,9803,6439,9468,10553,12421,11098,6434,10979,9422,10818,10612,12663,11479,14779,14910,9687,5316,5650,11601,8373,11221,10671,5780,11467,9511,14812,6169,13522,12505,8654,9982,9429,5356,11479,7857,5658,6643,6464,10364,12944,11679,5828,11567,5039,14451,12384,7755,7971,10652,8878,8614,10501,8264,9401,10059,14011,11711,9738,9066,6910,5501,8264,13278,11953,6758,12931,7773,12681,11915,7206,6621,8105,8018,9545,5248,9132,11075,13308,5033,12831,7694,13553,7818,6732,13176,8340,9433,11848,10767,6383,9840,13430,5984,8001,14363,5524,7365,14236,5999,10315,12492,8974,5385,6626,9880,14726,5883,9923
"55",10390,7472,6333,12230,14598,13649,13662,6442,10622,6977,8232,10749,9318,14985,7180,14211,13320,6971,12392,13299,5660,14421,12831,6435,14798,9773,8783,9161,14463,14424,6053,8295,12586,14349,6669,5368,8253,5013,11295,6053,11047,12761,6420,8122,5547,7714,5290,8809,9779,6576,12482,10263,11216,6311,11888,7951,12947,5853,11914,12472,14903,14169,8896,5348,7026,6706,8202,7616,12607,6485,5468,7913,8085,5111,10069,9279,6303,5928,14268,7148,13698,6089,9409,8025,14714,7139,12472,11245,11069,14015,8686,10591,13107,11685,11828,10035,5530,10015,7012,12919,10945,7584,13126,6940,13252,5079,12713,6786,8413,6049,7704,7574,11555,5100,13599,13658,12103,11285,12106,14111,13566,13775,7013,6894,12723,8564,8744,14226,8390,7001,5376,6933,12918,14901,7868,5459,7745,10828,8445,13986,8604,13044,13126,5964,8435,7231,12240,14536,10616,14675,7469,12253,10868,11034,7306,8020,6290,8021,5661,11624,14493,7211,11869,8226,13370,8580,5676,13283,7467,13159,8826,10307,14907,12103,5429,7245,8624,9622,9940,10835,12863,6979,6849,7955,10745,6779,5990,10596,14623,8307,8392,14995,9913,11428,10293,14890,9172,6366,14760,7056,7716,5812,12519,7983,10175,10880,8035,7922,5428,14122,8112,8708,8784,12828,6053,7354,14670,13803,7966,9671,8550,8258,8307,5356,9282,13448,8990,5860,12226,14180,7155,10489,14172,13341,5101,13160,11597,5864,5553,8533,13912,10003,9816,11764,13834,8541,11084,13656,13186,5630
