"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70"
"11",21,11,10,17,22,21,20,9,10,15,15,7,16,10,24,16,22,29,25,22,24,26,7,26,15,26,28,17,18,22,20,22,8,15,13,21,12,19,21,16,11,14,23,24,11,20,10,8,26,17,8,18,16,8,9,9,12,23,26,26,20,20,24,23,29,16,25,14,21,28
"12",19,7,24,21,12,18,9,8,10,22,11,18,15,17,24,14,14,7,27,14,9,29,20,21,21,22,15,15,26,10,10,10,26,13,24,11,8,17,23,22,20,15,11,13,19,25,23,19,29,28,22,21,20,10,15,25,8,24,23,17,11,25,12,22,21,18,21,12,16,26
"13",25,23,23,17,15,27,16,10,7,28,24,7,10,12,7,20,20,25,10,18,19,22,14,8,24,15,10,10,26,8,13,20,28,11,23,22,12,14,19,29,29,14,21,23,8,7,9,14,12,27,21,13,15,19,14,24,12,9,10,22,15,24,12,9,26,24,20,7,13,9
"14",19,8,15,13,10,14,22,16,10,23,28,22,15,13,14,8,27,16,28,18,24,13,12,9,28,27,11,15,13,26,22,21,12,17,9,7,19,29,12,15,13,16,12,15,24,29,27,8,27,28,19,8,10,28,27,19,23,9,24,20,9,15,28,25,8,20,15,9,21,21
"15",17,9,10,28,12,16,9,13,11,29,28,18,15,13,19,20,27,12,10,14,11,12,11,8,22,19,21,25,23,9,29,19,23,27,28,10,17,29,7,14,14,21,8,23,7,16,27,16,25,20,12,26,14,25,13,24,17,19,10,9,14,28,9,26,24,8,13,23,12,18
"16",19,9,16,14,9,26,15,17,26,27,11,21,14,8,13,20,11,23,29,10,28,27,25,23,26,18,27,11,9,20,17,28,20,18,20,11,7,23,20,20,28,16,19,13,14,13,18,27,27,14,14,7,8,16,26,21,19,22,7,18,11,11,19,21,7,10,18,19,14,24
"17",9,22,13,22,19,25,23,8,22,27,22,17,10,14,9,15,9,24,28,8,27,18,28,17,18,18,7,18,24,16,25,28,20,15,10,10,12,21,24,15,22,27,11,12,21,21,16,27,23,12,28,18,16,12,14,21,9,24,23,16,21,28,23,25,28,26,15,10,13,16
"18",24,17,12,17,16,21,29,20,15,17,17,17,22,26,18,23,18,13,18,13,9,7,12,22,22,7,16,11,7,27,24,17,21,29,26,13,26,19,26,23,19,28,8,19,15,20,28,28,12,23,28,9,18,24,25,21,24,24,18,18,11,25,27,15,20,25,23,24,25,29
"19",19,27,21,26,10,23,26,21,23,12,18,14,11,19,13,7,9,10,12,14,27,13,24,24,14,25,24,23,14,10,18,18,23,21,19,24,21,8,10,24,13,17,14,16,28,20,18,26,25,24,8,21,22,19,11,17,11,15,10,12,28,22,19,15,21,13,12,15,9,23
"20",27,19,29,27,17,7,18,27,14,12,12,13,23,20,8,22,8,12,12,19,22,25,20,26,17,11,20,22,13,27,18,21,17,25,26,27,22,13,11,17,10,28,20,17,28,24,21,9,8,29,22,15,21,22,20,19,21,16,14,20,19,11,18,26,9,24,15,10,20,12
"21",12,23,25,20,23,21,9,11,9,8,21,14,22,23,23,17,29,21,25,25,10,24,15,8,29,13,7,8,17,23,24,11,19,21,8,22,16,29,22,9,22,29,11,12,20,8,17,15,9,13,11,7,15,28,13,20,23,14,15,29,11,14,17,28,25,9,17,26,29,11
"22",24,13,20,29,7,28,20,22,28,15,18,26,15,28,26,22,19,23,22,24,20,12,8,29,20,14,8,14,9,24,13,15,10,8,17,15,13,21,18,26,15,12,9,25,13,27,26,10,17,10,20,19,29,27,7,12,12,25,29,13,14,28,9,8,21,14,23,21,19,22
"23",8,26,21,9,18,20,12,16,25,14,29,9,27,13,27,14,22,8,20,19,21,29,27,18,26,15,17,8,16,7,23,27,9,17,23,7,7,18,18,15,19,14,12,24,16,22,17,21,11,26,17,18,12,26,20,8,16,22,9,27,29,7,11,28,18,12,15,20,16,24
"24",22,20,19,18,29,10,11,16,21,27,7,20,15,17,25,14,27,8,11,7,29,18,20,10,23,22,7,25,24,9,19,24,25,9,8,24,21,9,7,22,28,17,13,18,16,22,23,11,25,11,9,23,20,18,22,25,25,25,8,23,28,14,9,19,14,15,21,19,22,10
"25",16,15,10,17,21,17,14,7,18,25,11,19,8,21,18,25,28,8,10,19,28,8,16,11,19,27,18,19,21,10,14,15,23,22,18,28,22,21,29,26,7,15,13,19,28,9,28,24,25,9,29,11,20,12,28,10,8,25,17,12,20,25,27,7,19,27,7,12,8,24
"26",18,13,25,10,11,15,15,12,14,26,19,26,11,8,17,23,14,24,22,17,27,25,26,13,25,14,13,9,24,16,27,29,8,14,24,22,17,9,10,27,21,21,10,8,17,22,14,25,21,21,9,11,12,29,7,23,22,19,18,19,20,19,27,16,15,11,8,13,18,8
"27",15,20,9,22,14,17,13,17,13,27,28,18,16,10,13,14,7,23,13,22,10,21,14,15,13,9,17,9,17,13,10,18,7,8,7,12,21,10,23,10,10,24,9,9,24,8,26,21,16,28,28,11,24,20,7,20,12,7,29,15,13,15,8,18,20,13,24,8,15,15
"28",20,24,27,20,7,14,14,7,9,10,22,15,23,21,17,12,25,11,17,22,21,15,26,27,14,25,22,13,19,18,9,11,10,22,9,21,11,9,14,10,19,16,27,19,12,10,24,21,21,27,12,17,24,10,16,17,28,23,13,18,18,7,20,8,18,21,11,7,16,18
"29",27,25,7,24,9,14,25,17,22,7,25,26,23,12,27,12,15,11,24,22,17,28,19,20,17,19,23,23,11,24,16,18,14,23,28,27,27,10,15,16,28,16,8,19,25,26,13,12,7,10,9,20,26,26,10,25,9,21,23,22,9,7,24,15,12,21,7,14,16,16
"30",19,15,8,17,17,12,22,9,22,14,25,17,7,8,8,11,18,27,8,19,25,25,18,12,9,14,7,7,25,15,22,25,18,12,12,7,8,18,22,20,28,28,17,28,9,22,21,9,27,8,13,26,11,9,17,26,21,12,25,10,25,23,25,22,21,21,17,11,13,14
"31",22,21,13,14,19,13,13,23,24,27,23,10,26,11,16,15,28,13,13,16,28,27,15,25,8,11,17,9,20,12,26,17,15,25,27,17,25,20,27,14,9,24,21,8,23,27,18,25,11,27,10,28,23,27,24,19,28,19,19,15,21,21,7,28,23,22,20,26,26,28
"32",10,19,12,14,13,22,9,10,14,29,23,19,14,26,18,29,12,19,24,24,13,10,16,9,14,24,8,26,17,21,18,7,20,21,28,21,7,23,16,10,9,22,21,17,11,24,28,22,22,13,20,7,7,27,18,18,10,12,12,12,8,18,13,21,13,14,14,25,15,24
"33",25,16,8,8,21,25,12,17,19,12,21,19,23,13,26,29,23,16,16,24,21,25,24,21,7,26,9,17,11,24,17,28,15,10,11,20,25,25,7,22,9,29,28,18,13,8,29,26,12,21,27,15,23,19,17,28,27,19,24,27,10,18,19,22,13,24,17,22,15,21
"34",25,13,18,22,25,9,9,11,13,23,15,23,21,24,26,11,11,14,24,11,19,25,8,27,20,24,8,14,11,26,28,25,19,24,20,9,13,11,14,22,10,11,25,25,23,29,8,20,23,13,24,26,26,21,8,15,9,11,17,10,8,11,14,25,11,10,26,13,28,24
"35",25,23,26,27,27,15,7,28,12,29,15,26,14,9,24,10,29,9,14,28,19,12,12,17,21,13,17,19,20,18,10,16,24,23,19,14,15,27,15,15,26,10,21,23,21,27,9,28,11,17,9,23,20,25,10,24,21,29,10,10,27,22,23,25,8,26,22,13,10,14
"36",17,25,27,21,22,8,20,9,7,17,26,21,15,20,12,24,12,20,20,27,22,11,19,7,13,9,16,25,25,23,27,20,26,20,16,10,12,24,27,11,11,17,15,24,12,26,23,23,24,24,11,15,11,8,21,13,26,23,23,24,10,23,22,28,8,29,14,24,23,21
"37",20,26,8,9,18,7,7,15,23,19,16,14,25,22,15,22,8,20,18,27,14,13,17,17,21,13,26,28,24,17,23,11,15,9,21,12,12,28,20,19,9,22,12,24,11,20,10,19,16,22,18,13,8,17,23,19,13,12,9,16,24,23,27,28,12,16,10,21,13,8
"38",7,27,28,27,10,26,21,14,19,22,8,19,21,12,13,24,10,15,27,22,27,18,25,29,20,7,17,22,12,16,21,26,28,17,12,9,19,22,17,17,21,14,11,14,17,8,17,10,16,23,8,19,13,12,9,22,24,9,20,27,7,18,10,25,12,17,8,17,9,22
"39",8,22,13,10,23,27,8,12,15,19,16,9,7,10,22,7,11,8,9,18,27,24,18,18,23,23,13,8,15,24,18,9,12,19,28,29,14,13,14,13,8,14,11,18,14,15,27,17,21,28,24,18,7,24,28,10,14,7,25,8,25,20,12,8,25,7,9,24,18,15
"40",19,14,26,24,17,29,14,28,22,20,9,20,12,20,11,29,11,23,25,27,17,27,28,10,11,16,13,9,9,27,26,18,26,17,25,10,28,13,20,20,21,12,12,11,29,24,9,24,24,18,13,11,22,19,29,15,22,28,29,12,22,18,17,18,17,9,14,12,12,21
"41",19,16,22,19,22,15,13,10,8,9,25,8,9,19,17,7,26,16,26,23,14,23,27,10,7,21,23,16,16,21,24,14,13,10,24,17,10,13,25,14,22,13,10,22,13,22,28,17,26,22,26,10,25,29,16,19,19,19,9,18,8,8,27,26,10,24,21,15,25,27
"42",11,20,16,23,10,9,26,9,19,18,7,21,21,16,13,24,28,17,14,8,12,11,13,7,18,21,26,27,16,26,26,14,15,13,27,20,16,16,14,17,20,18,9,21,28,19,13,24,17,25,17,9,14,21,20,8,19,13,25,27,12,16,7,18,23,24,19,22,10,16
"43",23,22,23,25,11,8,22,19,24,12,7,18,21,26,15,28,9,23,22,27,11,26,18,15,18,13,19,18,19,21,13,26,21,25,11,25,20,20,15,7,12,13,15,8,8,13,26,29,13,16,24,24,17,7,7,23,10,19,15,8,27,8,21,23,9,23,26,19,15,20
"44",21,20,21,18,23,8,18,18,8,15,12,18,12,21,26,26,19,9,21,22,16,21,13,8,20,14,11,14,23,21,27,10,14,7,9,27,11,11,8,24,22,9,20,15,21,16,14,19,11,21,13,15,27,15,11,22,10,16,8,16,27,11,25,7,24,8,20,8,25,11
"45",21,20,25,20,17,14,11,19,10,17,17,8,15,16,15,8,16,26,28,16,24,23,24,18,7,22,22,23,23,15,27,15,14,22,18,29,28,8,13,9,25,10,12,11,24,17,14,9,28,9,26,23,18,20,22,27,20,25,9,15,8,13,16,11,9,18,18,12,10,26
"46",16,10,21,27,25,26,23,10,7,16,19,12,13,17,26,9,13,12,18,25,9,12,21,9,24,21,8,10,22,11,24,26,11,15,20,12,27,22,21,8,25,8,14,22,27,11,18,16,23,19,26,23,29,22,20,11,24,12,11,17,11,7,29,21,17,20,9,25,18,18
"47",27,23,24,9,19,21,13,20,10,10,15,14,12,27,8,21,19,25,21,9,10,27,7,10,28,25,20,10,22,18,21,10,25,10,17,12,15,18,16,16,17,15,23,25,12,12,27,14,21,10,28,19,16,23,22,17,15,26,11,27,11,27,20,20,14,24,23,12,18,25
"48",12,9,10,29,18,21,15,18,21,20,18,15,24,24,23,16,28,8,17,25,29,17,23,25,11,15,14,18,17,16,11,26,17,16,17,18,14,21,15,19,11,26,25,21,13,23,20,19,19,26,7,18,23,25,11,24,17,10,12,22,13,22,13,10,14,8,21,15,12,10
"49",24,18,15,23,24,19,29,25,12,18,21,23,23,16,18,23,22,27,7,18,29,21,14,8,15,26,14,27,16,15,23,21,25,22,15,12,19,8,14,9,12,14,10,24,26,25,16,14,21,11,23,13,9,9,7,20,16,15,17,13,19,24,19,11,19,9,14,10,16,11
"50",8,10,26,11,8,27,11,28,22,29,12,23,27,24,27,13,13,29,9,25,29,25,15,28,19,25,14,15,23,8,18,16,27,11,11,20,19,16,7,10,24,20,15,12,23,29,19,14,25,15,14,29,12,28,21,8,9,23,10,29,17,28,21,9,15,18,18,11,26,28
"51",22,8,23,10,25,26,25,13,28,16,26,10,15,25,12,16,12,25,16,12,15,9,14,10,7,20,8,28,15,14,19,15,29,26,12,10,28,23,9,15,10,9,25,10,20,9,19,25,16,12,13,10,9,28,17,24,29,10,11,15,23,20,8,17,24,9,20,24,9,13
"52",17,13,22,25,12,26,14,23,9,9,20,7,18,15,24,19,17,22,24,8,9,14,11,22,24,14,15,25,25,12,12,10,10,16,8,22,27,24,8,13,9,18,21,9,22,28,16,12,12,23,12,18,14,15,9,9,15,27,12,9,28,12,9,21,14,27,26,7,18,8
"53",7,19,13,21,15,18,7,27,28,25,10,7,21,11,8,10,21,17,28,15,11,14,15,13,23,14,7,24,12,12,10,27,24,20,22,15,12,21,24,27,20,17,28,16,16,21,20,28,11,12,21,15,21,17,26,10,28,16,10,15,11,11,26,20,10,10,25,28,10,16
"54",28,22,12,7,11,12,14,19,24,8,28,16,24,24,8,25,18,29,25,13,19,15,15,22,17,28,11,10,18,17,17,21,11,19,9,19,18,19,13,24,14,26,27,13,22,14,14,12,18,26,9,11,16,13,16,27,25,26,11,21,18,13,12,21,23,27,20,23,11,23
"55",10,27,15,14,13,26,7,20,15,29,20,16,17,26,25,16,16,10,28,28,25,19,16,10,26,11,26,12,18,19,20,8,14,13,13,18,17,13,26,16,12,13,13,28,12,17,14,17,20,27,9,12,15,25,14,8,25,16,23,7,25,21,15,9,13,26,8,18,24,17
"56",23,18,16,14,10,13,9,10,24,25,21,16,29,16,19,12,20,28,20,7,27,16,23,15,10,12,27,27,14,8,23,17,17,28,25,23,17,24,26,15,16,27,10,11,22,22,11,12,7,18,23,8,24,10,15,12,14,12,10,11,27,17,19,20,13,20,18,19,20,29
"57",23,25,17,13,28,22,23,26,17,29,15,24,11,10,12,17,27,19,24,9,28,19,11,8,26,15,14,11,29,15,7,17,20,14,16,17,10,28,26,28,13,24,10,9,20,24,16,23,29,13,24,13,26,19,12,24,27,27,22,22,26,10,17,14,11,29,23,23,8,26
"58",7,24,16,11,26,22,16,16,18,14,27,8,28,16,25,26,25,21,24,12,13,28,10,25,10,14,16,19,23,23,27,12,10,18,23,18,17,19,12,17,27,27,12,23,15,7,14,21,22,23,14,14,26,11,16,14,20,13,7,17,10,14,28,29,17,12,18,20,19,8
"59",22,25,21,16,15,27,15,19,16,27,25,23,21,9,22,27,24,28,26,18,29,27,10,27,28,25,12,22,22,11,16,14,26,24,14,9,25,25,24,22,21,20,16,27,21,17,13,28,14,19,20,18,8,24,11,18,24,29,28,21,8,21,19,27,25,21,23,10,20,18
"60",25,15,9,12,12,19,26,12,23,18,12,25,25,26,13,10,10,20,22,10,21,28,22,18,15,20,12,10,15,17,25,8,10,18,25,11,21,21,25,12,15,18,8,8,15,9,16,12,26,28,8,29,20,20,12,19,12,20,24,16,12,16,14,27,10,14,15,15,22,19
"61",10,20,16,14,18,25,28,28,29,9,17,22,23,19,21,20,26,12,24,26,19,11,21,28,27,21,11,12,16,8,9,17,23,12,20,9,13,24,16,22,15,27,8,9,29,26,24,7,14,23,22,12,24,17,14,22,27,8,21,10,29,18,20,16,14,8,28,25,29,28
"62",9,10,8,29,19,9,13,28,11,8,13,27,16,14,21,14,26,12,20,20,8,10,25,27,24,23,26,15,16,13,26,17,9,24,28,18,15,21,7,12,10,18,17,16,26,10,14,13,14,25,16,7,18,14,18,29,23,21,20,8,24,20,21,22,9,19,21,13,22,22
"63",8,9,8,22,9,17,13,17,8,12,9,10,22,22,17,28,23,26,21,18,8,14,12,24,19,8,18,9,18,11,10,29,14,28,18,17,28,19,15,16,10,20,18,23,25,10,11,21,11,20,27,14,27,27,7,20,25,29,24,8,12,19,14,8,25,19,12,27,25,26
"64",10,17,24,13,9,28,10,14,28,27,18,12,9,21,13,16,19,10,23,14,7,10,21,22,8,25,16,22,8,8,28,26,9,15,12,19,21,25,11,9,25,8,17,23,15,7,26,20,12,28,19,25,7,11,28,13,22,17,21,19,17,8,10,8,19,13,14,10,16,18
"65",23,13,25,22,24,20,20,10,25,26,15,22,20,12,22,20,10,19,15,20,29,13,21,10,13,24,12,10,15,14,17,10,27,11,15,14,12,21,9,26,27,15,8,7,21,22,19,14,14,9,24,7,27,19,24,20,9,18,12,22,10,24,14,18,18,29,22,11,18,11
"66",19,27,13,18,28,26,8,27,14,29,19,10,24,16,17,16,25,15,18,18,9,18,18,19,14,27,20,19,17,27,16,10,11,24,23,13,28,18,10,18,15,10,29,29,24,27,11,15,26,25,15,10,22,8,13,12,26,25,9,24,23,17,13,23,26,17,26,29,17,7
"67",25,17,21,18,11,27,19,14,9,27,19,8,8,18,14,20,15,16,28,11,10,18,18,21,15,8,10,7,10,9,21,24,27,13,11,16,27,21,23,14,13,16,13,11,15,17,22,21,10,7,13,21,10,8,8,28,18,15,9,20,11,23,22,10,13,29,26,22,22,23
"68",26,28,13,15,16,16,28,18,26,11,17,18,11,13,12,22,22,27,19,23,20,18,27,14,19,19,15,28,29,12,13,26,15,7,24,7,11,18,17,15,24,27,13,13,21,27,14,21,17,23,14,12,19,28,29,15,11,17,21,8,20,21,13,8,18,22,14,23,14,14
"69",8,16,25,28,7,20,11,24,11,17,17,18,24,15,7,27,15,23,15,9,17,19,16,18,8,16,20,18,19,22,22,12,7,25,22,9,21,26,22,12,22,27,29,10,11,21,24,25,25,24,25,20,14,14,23,17,20,14,11,13,20,19,14,14,28,17,19,21,8,12
"70",16,15,10,28,16,16,29,17,20,23,23,13,9,22,10,17,29,25,15,12,23,10,10,9,28,22,24,14,28,10,13,28,28,9,17,11,16,15,10,22,19,13,27,20,10,23,28,12,25,26,17,18,10,20,26,25,25,27,20,20,23,16,13,21,17,21,28,28,8,15
